"scenario","time","phase","step","turnWeight","leftReason","rightReason","leftContact","rightContact","leftAnkleFloor","rightAnkleFloor","leftToeFloor","rightToeFloor","leftFloorCorrection","rightFloorCorrection"
"left-tap","0.8851432800292969","0.7405994534492493","True","1","3","1","1","0","0.03501930832862854","0.035000238567590714","0.04391147941350937","0.008533546701073647","0","0.178316131234169"
"left-tap","0.898188591003418","0.7532246112823486","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.041687481105327606","0.008270328864455223","0","0.18110470473766327"
"left-tap","0.9101076126098633","0.7647584676742554","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.039864033460617065","0.008087221533060074","0","0.18272598087787628"
"left-tap","0.9202651977539062","0.774588406085968","True","1","3","1","1","0","0.03501930832862854","0.035000238567590714","0.03844495117664337","0.0079651502892375","0","0.1835385113954544"
"left-tap","0.9317646026611328","0.7857168912887573","True","1","3","1","1","0","0.03501931205391884","0.03499642387032509","0.03695720061659813","0.0078507075086236","0","0.1840268075466156"
"left-tap","0.9419145584106445","0.7955394983291626","True","1","3","1","1","0","0.03501930832862854","0.035000238567590714","0.03571740910410881","0.007743894588202238","0","0.18441590666770935"
"left-tap","0.9533853530883789","0.8066410422325134","True","1","3","1","1","0","0.03501930832862854","0.035000238567590714","0.03437080234289169","0.0076180086471140385","0","0.18470963835716248"
"left-tap","0.985774040222168","0.8379841446876526","True","1","3","1","1","0","0.035023123025894165","0.035000238567590714","0.030704835429787636","0.007423456758260727","0","0.18350417912006378"
"left-tap","0.9986400604248047","0.8504357933998108","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.029278121888637543","0.007396752946078777","0","0.1823330521583557"
"left-tap","1.0106372833251953","0.8620455265045166","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.028015442192554474","0.007427270989865065","0","0.18077664077281952"
"left-tap","1.0210208892822266","0.8720941543579102","True","1","3","1","1","0","0.035023123025894165","0.035000238567590714","0.02705412544310093","0.0074959369376301765","0","0.17905238270759583"
"left-tap","1.0331039428710938","0.8837879300117493","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.02614240162074566","0.0076332674361765385","0","0.17656897008419037"
"left-tap","1.0438499450683594","0.894186794757843","True","1","3","1","1","0","0.035023123025894165","0.035000238567590714","0.025589264929294586","0.007808745373040438","0","0.17397113144397736"
"left-tap","1.055776596069336","0.9057289361953735","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.025329861789941788","0.008083406835794449","0","0.17050354182720184"
"left-tap","1.090754508972168","0.9395787715911865","True","1","3","1","1","0","0.03501930832862854","0.03499642387032509","0.026928238570690155","0.009498677216470242","0","0.15602658689022064"
"left-tap","1.103287696838379","0.9517076015472412","True","1","3","1","1","0","0.035023123025894165","0.03499642387032509","0.0279811080545187","0.010036556050181389","0","0.1504150927066803"
"left-tap","1.1147031784057617","0.9627545475959778","True","1","3","1","1","0","0.03501931205391884","0.035000238567590714","0.02894623950123787","0.010524842888116837","0","0.14532241225242615"
"left-tap","1.1251001358032227","0.9728158712387085","True","1","3","1","1","0","0.03501931205391884","0.03499642014503479","0.02974352054297924","0.010933020152151585","0","0.14083246886730194"
"left-tap","1.1375017166137695","0.9848176836967468","True","1","3","1","1","0","0.035023126751184464","0.03499642387032509","0.030567504465579987","0.011367901228368282","0","0.1358160823583603"
"left-tap","1.149545669555664","0.9964726567268372","True","1","3","1","1","0","0.035023126751184464","0.035000238567590714","0.031154975295066833","0.011867632158100605","0","0.13096372783184052"
"left-tap","1.1605539321899414","1.0071262121200562","True","1","3","1","1","0","0.03501930832862854","0.035000238567590714","0.031269416213035583","0.012123219668865204","0","0.12602363526821136"
"left-tap","1.194401741027832","1.0244841575622559","False","0","3","3","1","0.08462000638246536","0.035023123025894165","0.035000238567590714","0.031223639845848083","0.01368726510554552","0","0.10174660384654999"
"left-tap","1.208765983581543","1.0318505764007568","False","0","3","3","1","0.12053125351667404","0.03501930832862854","0.03499642387032509","0.031200751662254333","0.012333030812442303","0","0.093258798122406"
"left-tap","1.2207880020141602","1.0380154848098755","False","0","3","3","1","0.15058524906635284","0.03501930832862854","0.035000238567590714","0.03118167817592621","0.012497064657509327","0","0.08715902268886566"
"left-tap","1.2329530715942383","1.044254183769226","False","0","3","3","1","0.180998757481575","0.03501930832862854","0.035000238567590714","0.03117404878139496","0.012691617012023926","0","0.08170393854379654"
"left-tap","1.2438831329345703","1.0498590469360352","False","0","3","3","1","0.20832224190235138","0.03501930832862854","0.035000238567590714","0.031154975295066833","0.012882353737950325","0","0.07731316983699799"
"left-tap","1.2564058303833008","1.0562812089920044","False","0","3","3","1","0.23963050544261932","0.035023126751184464","0.035000238567590714","0.03114353120326996","0.013107423670589924","0","0.07271640002727509"
"left-tap","1.2690849304199219","1.0627833604812622","False","0","3","3","1","0.27132850885391235","0.03501931205391884","0.035000238567590714","0.03112827241420746","0.013340122997760773","0","0.06845152378082275"
"left-tap","1.3028993606567383","0.6358384490013123","False","0","3","3","1","0.3558632731437683","0.035023123025894165","0.035000238567590714","0.031109197065234184","0.01401533279567957","0","0.05852174386382103"
"left-tap","1.316183090209961","0.642650842666626","False","0","3","3","1","0.38907375931739807","0.03501930832862854","0.035000238567590714","0.031109197065234184","0.01476302184164524","0","0.05520673096179962"
"left-tap","1.3289833068847656","0.6492146849632263","False","0","3","3","1","0.42107251286506653","0.03501930832862854","0.03499642014503479","0.031116826459765434","0.01499190740287304","0","0.05215112119913101"
"left-tap","1.3412771224975586","0.6555195450782776","False","0","3","3","1","0.45180875062942505","0.035023123025894165","0.035000238567590714","0.031124457716941833","0.015266568399965763","0","0.049259547144174576"
"left-tap","1.3534631729125977","0.6617687344551086","False","0","3","3","1","0.48227351903915405","0.035023123025894165","0.035000238567590714","0.03113590180873871","0.015583191998302937","0","0.046463340520858765"
"left-tap","1.365427017211914","0.6679041385650635","False","0","3","3","1","0.5121834874153137","0.035023123025894165","0.03499642387032509","0.03113590180873871","0.01593414880335331","0","0.043781574815511703"
"left-tap","1.3777475357055664","0.6742223501205444","False","0","3","3","1","0.5429847240447998","0.03501930832862854","0.035000238567590714","0.03114353120326996","0.016319438815116882","0","0.04114558547735214"
"left-tap","1.411325454711914","0.6914416551589966","False","0","3","3","1","0.6269287467002869","0.03501930832862854","0.035000238567590714","0.031170234084129333","0.017563043162226677","0","0.03430575132369995"
"left-tap","1.4232091903686523","0.6975361108779907","False","0","3","3","1","0.6566392183303833","0.03501931205391884","0.035000238567590714","0.03118167817592621","0.018097108229994774","0","0.03186812996864319"
