time,y,grounded,leftLock,rightLock,leftWeight,rightWeight,leftError,rightError,x,z,speed,commandY,progress
15.9630,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
15.9739,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
15.9837,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
15.9945,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0051,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0164,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0267,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0379,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0477,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0587,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0683,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0826,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.0935,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1044,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1148,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1246,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1354,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1449,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1556,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1651,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1750,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1844,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.1947,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2042,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2144,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2234,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2332,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2425,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2527,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2623,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2726,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2821,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.2926,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3021,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3125,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3222,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3324,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3417,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3519,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3615,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3717,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3811,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.3920,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4010,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4107,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4198,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4291,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4390,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4483,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4580,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4674,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4774,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4865,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.4963,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5055,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5160,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5258,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5359,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5452,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5554,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5649,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5752,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5847,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.5948,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6042,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6143,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6238,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6344,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6434,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6541,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6644,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6754,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6858,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.6973,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7081,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7193,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7297,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7409,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7517,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7631,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7742,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7843,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.7952,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8054,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8160,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8265,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8372,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8466,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8572,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8671,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8777,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8875,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.8982,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9080,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9189,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9290,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9392,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9488,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9589,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9684,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9785,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9880,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
16.9984,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0079,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0180,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0280,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0385,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0481,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0584,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0686,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0790,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.0897,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1000,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1105,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1202,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1306,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1401,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1503,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1598,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1693,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1794,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1888,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.1990,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2086,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2188,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2283,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2386,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2480,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2585,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2679,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2783,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2879,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.2981,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3077,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3181,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3277,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3383,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3478,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3581,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3679,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3775,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3865,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.3967,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4061,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4165,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4259,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4360,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4455,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4557,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4660,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4762,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4854,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.4958,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5049,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5146,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5241,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5341,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5433,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5537,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5632,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5732,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5827,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.5929,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6029,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6134,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6222,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6325,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6414,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6512,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6601,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6700,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6806,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6905,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.6994,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.7088,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.7192,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.7286,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
17.7391,55.5996,True,False,False,1.000,1.000,0.0000,0.0000,0.0014,-8.9510,0.0000,0.000,3.2479
