schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,rootX,rootY,rootZ,upX,upY,upZ,velocityX,velocityY,velocityZ,moveIntentX,moveIntentY,stableSupport,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,0,0.000000,0.033333,-1269438207,14.897520,0,XBot Walk Neutral,-0.218682,57.123060,-0.178899,-0.003836,0.999988,-0.003127,0.060033,-0.014446,-0.026594,0.000000,0.000000,1,0.897516,0.397516,-0.474846,55.553920,-0.315193,0.032079,55.575540,-0.140956,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.478773,55.588790,-0.313695,0.028217,55.610410,-0.139515,1785933915,1785933915,1,1,1.436368,0.079253,0.567077,0.929378,0.253433,0.588701,1.434363,0.076204,1.033169,0.926807,0.250956,0.890217,-0.476768,56.054880,-0.316743,0.030788,55.911930,-0.141991,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546700,163.785400,128.450800,91.180300,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,0,0.000000,0.033333,-1269438207,23.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293845256,4293845256,1,1,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,1,0.033333,0.033333,-1269438207,15.897510,0,XBot Walk Neutral,-0.216435,57.122220,-0.180264,-0.003797,0.999988,-0.003151,0.061708,-0.011265,-0.027077,0.000000,0.000000,1,0.897513,0.397513,-0.472665,55.554000,-0.316523,0.034261,55.575620,-0.142288,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.476630,55.588870,-0.315077,0.030320,55.610500,-0.140865,1785933915,1785933915,1,1,1.434225,0.077871,0.567160,0.927276,0.252083,0.588782,1.432159,0.074865,1.032337,0.924608,0.249620,0.889366,-0.474563,56.054050,-0.318082,0.032988,55.911080,-0.143328,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546600,163.785400,128.450800,91.180360,NaN,NaN,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,1,0.033333,0.033333,-1269438207,24.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293845256,4293845256,1,1,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,2,0.066667,0.033333,-1269438207,16.897510,0,XBot Walk Neutral,-0.214133,57.121480,-0.181651,-0.003757,0.999988,-0.003175,0.063452,-0.008302,-0.027787,0.000000,0.000000,1,0.897512,0.397512,-0.470428,55.554090,-0.317875,0.036498,55.575700,-0.143640,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.474447,55.588960,-0.316435,0.032794,55.610580,-0.142451,1785933915,1785933915,1,1,1.432043,0.076513,0.567244,0.924801,0.250496,0.588868,1.429899,0.073504,1.031605,0.922355,0.248262,0.888618,-0.472304,56.053320,-0.319444,0.035241,55.910330,-0.144685,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546500,163.785400,128.450800,91.180350,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,2,0.066667,0.033333,-1269438207,25.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293845256,4293845256,1,1,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,3,0.100000,0.033333,-1269438207,17.897510,0,XBot Walk Neutral,-0.211774,57.120820,-0.183067,-0.003716,0.999988,-0.003200,0.065247,-0.005613,-0.028727,0.000000,0.000000,1,0.897512,0.397512,-0.468136,55.554180,-0.319255,0.038792,55.575700,-0.145020,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.472216,55.589040,-0.317797,0.035344,55.610640,-0.144064,1785933915,1785933915,1,1,1.429812,0.075150,0.567331,0.922251,0.248883,0.588927,1.427584,0.072114,1.030952,0.920045,0.246876,0.887947,-0.469988,56.052670,-0.320833,0.037551,55.909660,-0.146071,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546500,163.785400,128.450800,91.180370,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,3,0.100000,0.033333,-1269438207,26.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293845256,4293845256,1,1,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,4,0.133333,0.033333,-1269438207,18.897510,0,XBot Walk Neutral,-0.209357,57.120240,-0.184518,-0.003674,0.999988,-0.003225,0.067097,-0.003309,-0.029813,0.000000,0.000000,1,0.897512,0.397512,-0.465788,55.554270,-0.320667,0.041143,55.575700,-0.146432,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.469932,55.589130,-0.319179,0.037795,55.610670,-0.145576,1785933915,1785933915,1,1,1.427527,0.073768,0.567419,0.919800,0.247371,0.588955,1.425212,0.070691,1.030384,0.917677,0.245457,0.887363,-0.467616,56.052100,-0.322256,0.039918,55.909080,-0.147490,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546400,163.785500,128.450800,91.180290,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,4,0.133333,0.033333,-1269438207,27.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293845256,4293845256,1,1,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,19.897510,0,XBot Walk Neutral,-0.206879,57.119740,-0.186008,-0.003630,0.999988,-0.003251,0.069006,-0.001229,-0.031046,0.000000,0.000000,1,0.897512,0.397512,-0.463379,55.554360,-0.322119,0.043550,55.575700,-0.147884,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.467591,55.589230,-0.320591,0.040207,55.610680,-0.147044,1785933915,1785933915,1,1,1.425186,0.072356,0.567511,0.917389,0.245904,0.588967,1.422780,0.069229,1.029880,0.915254,0.243998,0.886845,-0.465184,56.051590,-0.323719,0.042342,55.908560,-0.148949,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.546600,163.785400,128.450700,91.180300,NaN,NaN,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
