frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,1.007256,0.122826,0.73836,0.91849,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108388,0.065511,-0.058641,0.100896,0.005574,0.013172,-0.271014,-0.899505,0.342698,0.172941,-0.977275,0.122577,Stance,Stance,-1269438207,10.268940
1,1.030400,0.023144,0.89147,0.90545,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.109500,0.061145,-0.047803,0.099689,0.005137,0.006039,-0.269338,-0.893767,0.358660,0.171252,-0.979874,0.102561,Swing,Swing,-1269438207,0.020457
2,1.045857,0.015457,0.99130,0.89997,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111988,0.048517,-0.019071,0.097149,0.004372,-0.011537,-0.261831,-0.883508,0.388405,0.168521,-0.984282,0.052809,Swing,Swing,-1269438207,0.064199
3,1.064141,0.018285,1.11246,0.89720,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113490,0.039237,0.002867,0.095886,0.003955,-0.025581,-0.254975,-0.879026,0.402865,0.168576,-0.985582,0.014496,Swing,Swing,-1269438207,0.090497
4,1.093155,0.029014,1.31424,0.89906,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.115328,0.029440,0.031366,0.094212,0.003280,-0.043889,-0.247297,-0.873428,0.419486,0.168241,-0.985204,-0.032684,Swing,Swing,-1269438207,0.118322
5,1.115516,0.022361,1.47209,0.90344,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.118788,0.019259,0.079084,0.091590,0.001577,-0.074785,-0.233889,-0.860011,0.453517,0.167554,-0.980328,-0.104316,Swing,Swing,-1269438207,0.156102
6,1.131676,0.016160,1.58725,0.90755,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.120642,0.017192,0.116495,0.088768,-0.000139,-0.101742,-0.221937,-0.836096,0.501685,0.165499,-0.973001,-0.160871,Swing,Swing,-1269438207,0.182359
7,1.148235,0.016559,1.70753,0.91238,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.120130,0.016347,0.139419,0.085954,-0.001213,-0.122486,-0.212827,-0.816538,0.536629,0.162332,-0.965369,-0.204235,Swing,Swing,-1269438207,0.200094
8,1.166606,0.018372,1.84315,0.91822,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.117965,0.014273,0.160390,0.082134,-0.002473,-0.144570,-0.204158,-0.796720,0.568821,0.156917,-0.955325,-0.250461,Swing,Swing,-1269438207,0.217124
9,1.185720,0.019114,1.98218,0.92439,0.04593,0.00000,0.00000,1,0,1785933915,1,-0.114442,0.007780,0.172858,0.077519,-0.001689,-0.169718,-0.195274,-0.789774,0.581485,0.151137,-0.941169,-0.302256,Capture,Swing,-1269438207,0.234790
10,1.202483,0.016763,2.09811,0.92957,0.09371,0.00000,-0.00514,1,0,1785933915,1,-0.110424,0.000050,0.168867,0.072621,0.008041,-0.194888,-0.189718,-0.805903,0.560828,0.145911,-0.923814,-0.353946,Stance,Swing,-1269438207,0.252038
11,1.217376,0.014893,2.19421,0.93384,0.13562,0.00000,-0.01441,1,0,1785933915,1,-0.110967,-0.011424,0.141105,0.071585,0.014103,-0.205582,-0.194809,-0.836619,0.511975,0.145611,-0.915604,-0.374789,Stance,Swing,-1269438207,0.267117
12,1.234593,0.017217,2.29584,0.93827,0.09839,0.00000,-0.02402,0,0,1785933915,1,-0.110845,-0.007401,0.154452,0.071656,0.018631,-0.211869,-0.192680,-0.815852,0.545215,0.146038,-0.909953,-0.388147,Swing,Swing,-1269438207,0.280576
13,1.253393,0.018800,2.39458,0.94249,0.05535,0.00000,-0.03514,0,0,1785933915,1,-0.111104,-0.005516,0.161435,0.072206,0.023221,-0.217465,-0.191837,-0.802153,0.565464,0.148212,-0.906149,-0.396140,Swing,Swing,-1269438207,0.296209
14,1.270412,0.017019,2.47287,0.94575,0.00835,0.00000,-0.04003,0,0,1785933915,1,-0.111737,-0.004675,0.159338,0.073426,0.030046,-0.221496,-0.191725,-0.803854,0.563081,0.152700,-0.905789,-0.395258,Swing,Swing,-1269438207,0.313357
15,1.285735,0.015323,2.53470,0.94825,0.00000,0.00000,-0.03741,0,0,1785933915,1,-0.112471,-0.003652,0.147109,0.075348,0.037802,-0.223834,-0.193581,-0.811416,0.551480,0.158474,-0.908404,-0.386895,Swing,Swing,-1269438207,0.328933
16,1.303109,0.017374,2.59560,0.95064,0.00000,0.00000,-0.03273,0,0,1785933915,1,-0.112943,-0.001268,0.133944,0.077639,0.044972,-0.225046,-0.195263,-0.814674,0.546057,0.164516,-0.912638,-0.374202,Swing,Swing,-1269438207,0.342994
17,1.323654,0.020545,2.65620,0.95294,0.00000,0.00000,-0.02676,0,0,1785933915,1,-0.113144,0.001344,0.118822,0.081958,0.051166,-0.221696,-0.197447,-0.822986,0.532644,0.175852,-0.922225,-0.344351,Swing,Swing,-1269438207,0.358978
18,1.342639,0.018985,2.70252,0.95463,0.00000,0.00000,-0.02014,0,0,1785933915,1,-0.112687,0.003597,0.101379,0.089569,0.055992,-0.209862,-0.199583,-0.840536,0.503652,0.196469,-0.939190,-0.281643,Swing,Swing,-1269438207,0.377924
19,1.358824,0.016185,2.73563,0.95579,0.00000,0.00000,-0.01504,0,0,1785933915,1,-0.111075,0.004658,0.082055,0.096270,0.059265,-0.195072,-0.199955,-0.865974,0.458375,0.212481,-0.952740,-0.217112,Swing,Swing,-1269438207,0.395463
20,1.372384,0.013560,2.75944,0.95660,0.00000,0.00000,-0.01154,0,0,1785933915,1,-0.108874,0.005416,0.067649,0.101382,0.060458,-0.179948,-0.197987,-0.887047,0.417071,0.222870,-0.961795,-0.158996,Swing,Swing,-1269438207,0.410433
21,1.393275,0.020891,2.78989,0.95760,0.00000,0.00000,-0.00915,0,0,1785933915,1,-0.106899,0.006129,0.058599,0.105425,0.060336,-0.165985,-0.196231,-0.901049,0.386788,0.229812,-0.967410,-0.106327,Swing,Swing,-1269438207,0.422987
22,1.416096,0.022822,2.81648,0.95844,0.00000,0.00000,-0.00632,0,0,1785933915,1,-0.103416,0.006391,0.041600,0.110912,0.058793,-0.140045,-0.193870,-0.924932,0.326980,0.236780,-0.971429,-0.016158,Swing,Swing,-1269438207,0.442347
23,1.433196,0.017100,2.83251,0.95892,0.00000,0.00000,-0.00415,0,0,1785933915,1,-0.098764,0.006411,0.021603,0.116103,0.055314,-0.109265,-0.187961,-0.948674,0.254338,0.239735,-0.967911,0.075330,Swing,Swing,-1269438207,0.463514
24,1.450574,0.017378,2.84573,0.95930,0.00000,0.00000,-0.00301,0,0,1785933915,1,-0.094668,0.006605,0.005331,0.119212,0.051501,-0.084642,-0.180888,-0.963615,0.196791,0.238754,-0.961316,0.137364,Swing,Swing,-1269438207,0.479382
25,1.471169,0.020595,2.85840,0.95965,0.00000,0.00000,-0.00215,0,0,1785933915,1,-0.090950,0.007232,-0.010142,0.121744,0.046785,-0.058111,-0.173437,-0.974384,0.143165,0.235585,-0.951970,0.195585,Swing,Swing,-1269438207,0.495515
26,1.489258,0.018089,2.86734,0.95988,0.00000,0.00000,-0.00144,0,0,1785933915,1,-0.086918,0.008166,-0.027693,0.123565,0.040669,-0.025215,-0.164685,-0.982780,0.083796,0.228959,-0.938968,0.256743,Swing,Swing,-1269438207,0.514641
27,1.514074,0.024816,2.87695,0.96013,0.00000,0.00000,-0.00101,0,0,1785933915,1,-0.084179,0.008956,-0.042319,0.123846,0.035081,0.004771,-0.159018,-0.986692,0.033951,0.221653,-0.926847,0.303025,Swing,Swing,-1269438207,0.531445
28,1.534803,0.020729,2.88309,0.96028,0.00000,0.00000,-0.00061,0,0,1785933915,1,-0.081236,0.009711,-0.062055,0.122532,0.028148,0.045885,-0.151510,-0.987896,-0.033257,0.211331,-0.911584,0.352639,Swing,Swing,-1269438207,0.554503
29,1.552807,0.018003,2.88731,0.96037,0.00000,0.05182,-0.00636,0,1,1785933915,1,-0.079304,0.007164,-0.077727,0.120222,0.019373,0.071234,-0.144704,-0.985575,-0.087761,0.205003,-0.909245,0.362281,Swing,Capture,-1269438207,0.573767
30,1.570184,0.017377,2.89058,0.96044,0.00000,0.09683,-0.01659,0,1,1785933915,1,-0.077771,0.001997,-0.090399,0.117936,0.007832,0.080182,-0.140262,-0.981501,-0.130316,0.201039,-0.919294,0.338352,Swing,Stance,-1269438207,0.590499
31,1.588161,0.017977,2.89329,0.96050,0.00000,0.14028,-0.02784,0,1,1785933915,1,-0.076308,-0.004078,-0.102189,0.115076,-0.005096,0.078390,-0.138102,-0.976777,-0.163814,0.197154,-0.934038,0.297830,Swing,Stance,-1269438207,0.606650
32,1.603581,0.015420,2.89516,0.96054,0.00000,0.09533,-0.03903,0,0,1785933915,1,-0.075163,-0.010085,-0.114248,0.111662,-0.006802,0.127306,-0.139939,-0.972035,-0.188590,0.193846,-0.902731,0.384057,Swing,Swing,-1269438207,0.623361
33,1.617860,0.014279,2.89658,0.96056,0.00000,0.05678,-0.04744,0,0,1785933915,1,-0.074230,-0.014575,-0.124487,0.107978,-0.005504,0.165152,-0.144506,-0.968530,-0.202654,0.189298,-0.880511,0.434589,Swing,Swing,-1269438207,0.637694
34,1.635717,0.017857,2.89801,0.96059,0.00000,0.02109,-0.05043,0,0,1785933915,1,-0.073019,-0.016084,-0.133294,0.104443,-0.001157,0.194445,-0.148867,-0.965867,-0.211988,0.185049,-0.865235,0.465966,Swing,Swing,-1269438207,0.650967
35,1.651726,0.016009,2.89902,0.96060,0.00000,0.00000,-0.04670,0,0,1785933915,1,-0.071331,-0.014433,-0.146409,0.101320,0.003775,0.214016,-0.153957,-0.962936,-0.221476,0.182229,-0.854164,0.487028,Swing,Swing,-1269438207,0.667567
36,1.669581,0.017855,2.89989,0.96061,0.00000,0.00000,-0.04040,0,0,1785933915,1,-0.069193,-0.011377,-0.158748,0.099152,0.006877,0.224176,-0.155683,-0.960425,-0.230969,0.179128,-0.843551,0.506295,Swing,Swing,-1269438207,0.682450
37,1.685844,0.016263,2.90049,0.96062,0.00000,0.00000,-0.03266,0,0,1785933915,1,-0.066141,-0.007577,-0.172689,0.097337,0.008591,0.231710,-0.152705,-0.957296,-0.245491,0.172499,-0.829282,0.531541,Swing,Swing,-1269438207,0.699048
38,1.700918,0.015074,2.90091,0.96062,0.00000,0.00000,-0.02608,0,0,1785933915,1,-0.063552,-0.004440,-0.185493,0.096630,0.007610,0.234481,-0.147526,-0.952478,-0.266499,0.165472,-0.817067,0.552286,Swing,Swing,-1269438207,0.714166
39,1.718289,0.017371,2.90127,0.96062,0.00000,0.00000,-0.02076,0,0,1785933915,1,-0.061277,-0.001958,-0.197679,0.096876,0.004285,0.233114,-0.140238,-0.944990,-0.295512,0.158038,-0.806339,0.569949,Swing,Swing,-1269438207,0.728179
40,1.732689,0.014401,2.90148,0.96062,0.00000,0.00000,-0.01569,0,0,1785933915,1,-0.058677,0.005659,-0.210244,0.097283,0.003680,0.228972,-0.131413,-0.934958,-0.329520,0.150155,-0.799007,0.582273,Swing,Swing,-1269438207,0.744328
41,1.746357,0.013668,2.90162,0.96061,0.00000,0.00000,-0.01230,0,0,1785933915,1,-0.056346,0.015091,-0.220420,0.097546,0.005105,0.222540,-0.122174,-0.924231,-0.361761,0.144628,-0.800158,0.582091,Swing,Swing,-1269438207,0.757715
42,1.761795,0.015438,2.90172,0.96061,0.00000,0.00000,-0.00969,0,0,1785933915,1,-0.054664,0.024607,-0.228616,0.098313,0.006323,0.215143,-0.117697,-0.916804,-0.381601,0.141202,-0.804049,0.577553,Swing,Swing,-1269438207,0.770421
43,1.778373,0.016578,2.90180,0.96060,0.00000,0.00000,-0.00734,0,0,1785933915,1,-0.054999,0.037365,-0.234575,0.100377,0.008575,0.206949,-0.129327,-0.921866,-0.365292,0.141260,-0.807821,0.572251,Swing,Swing,-1269438207,0.784772
44,1.794041,0.015669,2.90185,0.96060,0.00000,0.00000,-0.00541,0,0,1785933915,1,-0.057651,0.053126,-0.236833,0.103463,0.010776,0.197663,-0.154228,-0.935412,-0.318149,0.145023,-0.813247,0.563558,Swing,Swing,-1269438207,0.800183
45,1.809292,0.015251,2.90187,0.96059,0.00000,0.00000,-0.00403,0,0,1785933915,1,-0.060242,0.064767,-0.236328,0.106140,0.011511,0.187582,-0.171207,-0.943935,-0.282266,0.150642,-0.822452,0.548526,Swing,Swing,-1269438207,0.814749
46,1.823266,0.013973,2.90184,0.96058,0.00000,0.00000,-0.00301,0,0,1785933915,1,-0.062550,0.073280,-0.233834,0.108494,0.011708,0.176950,-0.182674,-0.950219,-0.252415,0.157866,-0.834708,0.527581,Swing,Swing,-1269438207,0.828926
47,1.837267,0.014002,2.90176,0.96056,0.00000,0.00000,-0.00230,0,0,1785933915,1,-0.065363,0.079923,-0.229530,0.110309,0.011859,0.166348,-0.194603,-0.955884,-0.220034,0.162779,-0.845394,0.508736,Swing,Swing,-1269438207,0.841916
48,1.853400,0.016132,2.90149,0.96052,0.00000,0.00000,-0.00174,0,0,1785933915,1,-0.068806,0.085534,-0.223035,0.111606,0.012234,0.155090,-0.208969,-0.961041,-0.180922,0.164521,-0.854290,0.493073,Swing,Swing,-1269438207,0.854932
49,1.870334,0.016934,2.89916,0.96015,0.00000,0.00000,-0.00127,0,0,1785933915,1,-0.072904,0.090460,-0.213447,0.112559,0.012497,0.141702,-0.224508,-0.965707,-0.130408,0.166006,-0.865335,0.472903,Swing,Swing,-1269438207,0.869927
50,1.886212,0.015878,2.89658,0.95974,0.00000,0.00000,-0.00090,0,0,1785933915,1,-0.077251,0.093661,-0.201351,0.112848,0.012498,0.128750,-0.236797,-0.968833,-0.072738,0.168877,-0.878354,0.447186,Swing,Swing,-1269438207,0.885662
51,1.907711,0.021499,2.89983,0.95981,0.00000,0.00000,-0.00065,0,0,1785933915,1,-0.081448,0.094608,-0.188100,0.112927,0.011688,0.114476,-0.245420,-0.969272,-0.016736,0.172881,-0.893838,0.413722,Swing,Swing,-1269438207,0.900409
52,1.928767,0.021055,2.90553,0.96013,0.00000,0.00000,-0.00042,0,0,1785933915,1,-0.087249,0.092600,-0.167936,0.112213,0.010285,0.094508,-0.253428,-0.965618,0.057923,0.177398,-0.915139,0.362009,Swing,Swing,-1269438207,0.920379
53,1.946034,0.017267,2.90923,0.96037,0.00000,0.00000,-0.00027,0,0,1785933915,1,-0.092843,0.087647,-0.145447,0.110341,0.009036,0.075347,-0.258252,-0.957276,0.130108,0.179345,-0.933874,0.309379,Swing,Swing,-1269438207,0.939943
54,1.963195,0.017161,2.91314,0.96063,0.00000,0.00000,-0.00019,0,0,1785933915,1,-0.097256,0.082400,-0.124939,0.108212,0.008025,0.058421,-0.261560,-0.946753,0.187736,0.179619,-0.948351,0.261472,Swing,Swing,-1269438207,0.955990
55,1.983206,0.020011,2.91646,0.96078,0.00000,0.00000,-0.00013,0,0,1785933915,1,-0.101621,0.076533,-0.102403,0.105741,0.007236,0.041318,-0.265112,-0.932595,0.244914,0.178501,-0.961056,0.210969,Swing,Swing,-1269438207,0.971944
56,2.002041,0.018834,2.91728,0.96067,0.00000,0.00000,-0.00009,0,0,1785933915,1,-0.106811,0.067796,-0.070256,0.102311,0.005836,0.020346,-0.269793,-0.909098,0.317415,0.175074,-0.973751,0.145459,Swing,Swing,-1269438207,0.990551
57,2.017959,0.015918,2.91645,0.96043,0.00000,0.00000,-0.00006,0,0,1785933915,1,-0.109572,0.060860,-0.047085,0.099600,0.005118,0.005640,-0.269205,-0.893426,0.359609,0.171115,-0.980033,0.101267,Swing,Swing,-1269438207,1.008060
58,2.038263,0.020304,2.90275,0.95805,0.00000,0.00000,-0.00004,0,0,1785933915,1,-0.111335,0.053651,-0.024879,0.096852,0.004534,-0.008476,-0.265315,-0.880846,0.392069,0.166559,-0.984117,0.061415,Swing,Swing,-1269438207,1.022856
59,2.053276,0.015013,2.88076,0.95484,0.00000,0.00000,-0.00003,0,0,1785933915,1,-0.112873,0.044793,0.002531,0.093713,0.004190,-0.024631,-0.258054,-0.868862,0.422478,0.161385,-0.986771,0.015457,Swing,Swing,-1269438207,1.041680
60,2.067399,0.014123,2.85081,0.95011,0.00000,0.00000,-0.00002,0,0,1785933915,1,-0.113785,0.038677,0.024022,0.092021,0.004048,-0.035477,-0.251742,-0.860867,0.442192,0.158920,-0.987178,-0.014942,Swing,Swing,-1269438207,1.055553
61,2.097643,0.030244,2.75975,0.93579,0.00000,0.00000,-0.00001,0,0,1785933915,1,-0.114406,0.033887,0.045175,0.090612,0.003978,-0.046143,-0.245615,-0.853527,0.459527,0.157184,-0.986586,-0.044056,Swing,Swing,-1269438207,1.068538
62,2.116359,0.018716,2.69105,0.92585,0.00000,0.00000,-0.00001,0,0,1785933915,1,-0.114483,0.027151,0.087352,0.087876,0.004283,-0.070147,-0.232277,-0.843105,0.484997,0.154604,-0.982095,-0.107647,Swing,Swing,-1269438207,1.095927
63,2.133322,0.016963,2.62202,0.91620,0.00000,0.00000,-0.00001,0,0,1785933915,1,-0.114309,0.025538,0.112585,0.086054,0.004325,-0.084826,-0.225455,-0.836837,0.498873,0.152617,-0.977721,-0.144115,Swing,Swing,-1269438207,1.112697
64,2.150071,0.016750,2.54984,0.90670,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114081,0.025554,0.134329,0.084486,0.004123,-0.097541,-0.219568,-0.831025,0.511066,0.151070,-0.973153,-0.173640,Swing,Swing,-1269438207,1.127737
65,2.166853,0.016782,2.47493,0.89742,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113855,0.026507,0.153385,0.083174,0.003689,-0.109513,-0.213543,-0.824622,0.523831,0.150346,-0.968356,-0.199204,Swing,Swing,-1269438207,1.142434
66,2.183014,0.016161,2.39207,0.88536,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113338,0.027636,0.169216,0.081889,0.003090,-0.121165,-0.207443,-0.816993,0.538042,0.150021,-0.963413,-0.222103,Swing,Swing,-1269438207,1.157008
67,2.209402,0.026387,2.22184,0.87818,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112712,0.028564,0.181713,0.080461,0.002424,-0.132405,-0.201529,-0.806360,0.556030,0.149364,-0.958488,-0.242880,Stance,Stance,-1269438207,1.170855
68,2.229008,0.019606,2.07760,0.88641,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111957,0.028075,0.195643,0.077875,0.001382,-0.150832,-0.192108,-0.785250,0.588623,0.147537,-0.949679,-0.276303,Stance,Stance,-1269438207,1.193281
69,2.246165,0.017157,1.94550,0.89772,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111314,0.024445,0.200877,0.075613,0.000288,-0.164417,-0.187646,-0.772310,0.606899,0.144843,-0.942416,-0.301450,Stance,Stance,-1269438207,1.210099
70,2.264353,0.018188,1.80375,0.91121,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112137,0.016578,0.194812,0.075234,-0.001540,-0.171880,-0.188535,-0.770862,0.608463,0.145611,-0.938808,-0.312150,Stance,Stance,-1269438207,1.225408
71,2.281041,0.016688,1.67489,0.92355,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114382,0.009495,0.171190,0.078403,0.002182,-0.171976,-0.196171,-0.788673,0.582676,0.154204,-0.940326,-0.303329,Stance,Stance,-1269438207,1.243129
72,2.300547,0.019506,1.52830,0.93698,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.115981,0.008656,0.146266,0.081969,0.009602,-0.170234,-0.204228,-0.807022,0.554082,0.162536,-0.942656,-0.291517,Stance,Stance,-1269438207,1.260829
73,2.315981,0.015434,1.41670,0.94651,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.117986,0.011514,0.114360,0.086459,0.017314,-0.165627,-0.214592,-0.825042,0.522738,0.170209,-0.946444,-0.274358,Stance,Stance,-1269438207,1.283747
74,2.330654,0.014672,1.31496,0.95456,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.118829,0.015126,0.089673,0.090075,0.021714,-0.159090,-0.221821,-0.840536,0.494262,0.176779,-0.951810,-0.250615,Stance,Stance,-1269438207,1.303443
75,2.349606,0.018952,1.19051,0.96352,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.119017,0.018854,0.066727,0.093534,0.023771,-0.150431,-0.227764,-0.854465,0.466919,0.183075,-0.958302,-0.219411,Stance,Stance,-1269438207,1.323717
76,2.365502,0.015896,1.09252,0.96986,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.117667,0.025509,0.037116,0.098087,0.024080,-0.136347,-0.233985,-0.866431,0.441077,0.190590,-0.967330,-0.167178,Stance,Stance,-1269438207,1.352768
77,2.382711,0.017208,0.99322,0.97562,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.115468,0.029589,0.017353,0.103250,0.022775,-0.116184,-0.236462,-0.878921,0.414228,0.200467,-0.974994,-0.095913,Stance,Stance,-1269438207,1.379368
78,2.403492,0.020782,0.88269,0.98126,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112299,0.032866,0.000812,0.107416,0.021492,-0.089939,-0.236080,-0.893789,0.381323,0.205672,-0.978506,-0.014995,Stance,Stance,-1269438207,1.411049
79,2.421295,0.017802,0.79602,0.98512,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.107058,0.034916,-0.021729,0.109749,0.019555,-0.051806,-0.235077,-0.917501,0.320830,0.203572,-0.975345,0.085205,Stance,Stance,-1269438207,1.454009
80,2.438872,0.017577,0.71744,0.98820,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.102320,0.036585,-0.041160,0.109963,0.017114,-0.017866,-0.232697,-0.935042,0.267486,0.197758,-0.968605,0.150655,Stance,Stance,-1269438207,1.494667
81,2.457956,0.019084,0.63964,0.99086,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.099474,0.038343,-0.056862,0.109131,0.013718,0.014596,-0.234501,-0.945079,0.227673,0.191308,-0.962112,0.194273,Stance,Stance,-1269438207,1.538972
82,2.476296,0.018340,0.57183,0.99287,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.097438,0.039367,-0.070838,0.107409,0.009161,0.043193,-0.238303,-0.951633,0.193923,0.185866,-0.959189,0.213099,Stance,Stance,-1269438207,1.592515
83,2.492550,0.016254,0.51708,0.99430,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.096485,0.041941,-0.081004,0.106550,0.004689,0.061210,-0.248926,-0.950140,0.187801,0.183422,-0.959141,0.215420,Stance,Stance,-1269438207,1.649555
84,2.509762,0.017212,0.46422,0.99551,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.099054,0.044830,-0.089678,0.106901,0.000513,0.064186,-0.256583,-0.947403,0.191292,0.183582,-0.958400,0.218559,Stance,Stance,-1269438207,1.704926
85,2.528384,0.018623,0.41254,0.99654,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.101506,0.048655,-0.098077,0.106485,0.000536,0.052347,-0.259096,-0.949835,0.175163,0.180795,-0.960166,0.213060,Stance,Stance,-1269438207,1.769475
86,2.546309,0.017925,0.36778,0.99731,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.103649,0.063758,-0.094330,0.106647,0.004235,0.038920,-0.269763,-0.934455,0.232425,0.182208,-0.964513,0.191088,Stance,Stance,-1269438207,1.846929
