schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.196640,56.413010,-0.144423,0.311509,57.003660,0.030127,-0.041233,0.999141,-0.004026,-0.196242,0.269127,-0.942900,-0.202136,56.447810,-0.145474,0.302609,57.013690,-0.002427,1785933915,4237546,1,1,1.159553,0.247461,0.579179,-0.039123,0.126738,-0.190496,1.153502,0.248508,1.019928,-0.005940,-0.124667,-0.090139,-0.196085,56.888560,-0.144427,0.311205,56.743060,0.030136,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769700,128.449700,91.160650,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,11.855100,0,Walking Backwards,0.855104,0.355104,-0.003399,54.316180,5.676680,-0.443108,54.224590,5.574912,-0.004256,0.994726,0.102482,-0.004256,0.994726,0.102482,-0.007514,54.320030,5.662545,-0.442526,54.225070,5.542191,0,0,0,0,-0.007514,54.320030,5.662545,-0.442526,54.225070,5.542191,-0.003399,54.316180,5.676680,-0.443108,54.224590,5.574912,-0.003399,54.316180,5.676680,-0.443108,54.224590,5.574912,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.810200,162.566000,122.403100,90.703480,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,28.969750,0,XBot Walk Neutral,0.969746,0.469746,-0.192945,56.413170,-0.143370,0.315167,57.005920,0.030819,-0.041233,0.999141,-0.004026,-0.183221,0.269841,-0.945313,-0.198596,56.447960,-0.144605,0.306533,57.014180,-0.001861,1785933915,4237546,1,1,1.156013,0.248330,0.579328,-0.037329,0.127195,-0.190951,1.149790,0.249565,1.019455,-0.003330,-0.125028,-0.089753,-0.192373,56.888080,-0.143370,0.314850,56.742380,0.030826,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.615700,163.774800,128.450100,91.167760,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,6,0.200000,0.033333,-1269438207,12.028300,0,Walking Backwards,0.028296,0.528296,-0.012096,54.327070,5.742296,-0.440494,54.226460,5.580118,-0.004268,0.994698,0.102755,-0.004268,0.994698,0.102755,-0.008179,54.321670,5.692593,-0.441976,54.225320,5.563322,0,0,0,0,-0.008179,54.321670,5.692593,-0.441976,54.225320,5.563322,-0.012096,54.327070,5.742296,-0.440494,54.226460,5.580118,-0.012096,54.327070,5.742296,-0.440494,54.226460,5.580118,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,117.792900,162.768000,127.011300,90.721170,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,7,0.233333,0.033333,-1269438207,29.884090,0,XBot Walk Neutral,0.884092,0.384092,-0.189201,56.413330,-0.142067,0.318819,57.005070,0.031345,-0.041233,0.999141,-0.004026,-0.176878,0.271989,-0.945905,-0.194954,56.448110,-0.143551,0.310517,57.014590,-0.001363,1785933915,4237546,1,1,1.152371,0.249384,0.579483,-0.035525,0.127613,-0.191366,1.146009,0.250876,1.019241,-0.000758,-0.125374,-0.089485,-0.188592,56.887870,-0.142058,0.318481,56.741720,0.031347,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.536400,163.787200,128.451100,91.182000,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,7,0.233333,0.033333,-1269438207,12.199630,0,Walking Backwards,0.199628,0.699628,-0.011255,54.319850,5.793957,-0.446501,54.229020,5.581762,-0.004292,0.994640,0.103307,-0.004292,0.994640,0.103307,-0.009876,54.322030,5.737066,-0.443224,54.226760,5.574010,0,0,0,0,-0.009876,54.322030,5.737066,-0.443224,54.226760,5.574010,-0.011255,54.319850,5.793957,-0.446501,54.229020,5.581762,-0.011255,54.319850,5.793957,-0.446501,54.229020,5.581762,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.558000,162.416900,127.829200,90.769450,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,8,0.266667,0.033333,-1269438207,30.744860,0,XBot Walk Neutral,0.744856,0.244856,-0.185318,56.413490,-0.140774,0.322634,57.007570,0.032042,-0.041233,0.999141,-0.004026,-0.169855,0.275516,-0.946172,-0.191205,56.448270,-0.142362,0.314478,57.015670,-0.001085,1785933915,4237546,1,1,1.148622,0.250573,0.579642,-0.033761,0.128581,-0.191707,1.142087,0.252179,1.019016,0.002398,-0.125407,-0.088177,-0.184669,56.887650,-0.140756,0.322270,56.741120,0.032039,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.471100,163.801200,128.451800,91.189970,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,8,0.266667,0.033333,-1269438207,12.369090,0,Walking Backwards,0.369091,0.869091,-0.018217,54.320510,5.798892,-0.448963,54.229180,5.592817,-0.004316,0.994582,0.103864,-0.004316,0.994582,0.103864,-0.013050,54.321220,5.770620,-0.445772,54.228050,5.582495,0,0,0,0,-0.013050,54.321220,5.770620,-0.445772,54.228050,5.582495,-0.018217,54.320510,5.798892,-0.448963,54.229180,5.592817,-0.018217,54.320510,5.798892,-0.448963,54.229180,5.592817,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.868800,164.091000,124.375400,88.270510,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,9,0.300000,0.033333,-1269438207,31.562380,0,XBot Walk Neutral,0.562384,0.062384,-0.181274,56.413660,-0.139874,0.326697,57.011660,0.033071,-0.041233,0.999141,-0.004026,-0.156422,0.275612,-0.948457,-0.187327,56.448440,-0.141243,0.318742,57.017800,-0.000560,1785933915,4237546,1,1,1.144744,0.251692,0.579806,-0.032006,0.131027,-0.192092,1.138024,0.253084,1.018410,0.005337,-0.125262,-0.087160,-0.180607,56.887040,-0.139851,0.326315,56.740490,0.033065,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.475200,163.809200,128.451700,91.181270,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,9,0.300000,0.033333,-1269438207,12.536740,0,Walking Backwards,0.536739,0.036739,-0.019365,54.320230,5.806721,-0.449517,54.229200,5.666784,-0.004328,0.994553,0.104145,-0.004328,0.994553,0.104145,-0.016255,54.320710,5.790135,-0.447753,54.228730,5.613235,0,0,0,0,-0.016255,54.320710,5.790135,-0.447753,54.228730,5.613235,-0.019365,54.320230,5.806721,-0.449517,54.229200,5.666784,-0.019365,54.320230,5.806721,-0.449517,54.229200,5.666784,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.333300,161.940100,124.437800,92.579360,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,10,0.333333,0.033333,-1269438207,32.347950,0,XBot Walk Neutral,0.347946,0.847946,-0.177158,56.413830,-0.139367,0.330986,57.014340,0.034415,-0.041233,0.999141,-0.004026,-0.150549,0.277329,-0.948906,-0.183332,56.448600,-0.140369,0.323269,57.020630,0.000522,1785933915,4237546,1,1,1.140749,0.252566,0.579975,-0.030271,0.134133,-0.192377,1.133869,0.253600,1.017574,0.008344,-0.125027,-0.086020,-0.176452,56.886200,-0.139335,0.330575,56.739980,0.034403,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.551100,163.804600,128.450700,91.160900,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,10,0.333333,0.033333,-1269438207,12.702620,0,Walking Backwards,0.702618,0.202618,-0.011588,54.321740,5.811848,-0.449064,54.220790,5.726142,-0.004353,0.994493,0.104710,-0.004353,0.994493,0.104710,-0.015448,54.320930,5.801748,-0.448643,54.226190,5.662250,0,0,0,0,-0.015448,54.320930,5.801748,-0.448643,54.226190,5.662250,-0.011588,54.321740,5.811848,-0.449064,54.220790,5.726142,-0.011588,54.321740,5.811848,-0.449064,54.220790,5.726142,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.733800,162.853000,124.627200,93.728560,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,11,0.366667,0.033333,-1269438207,33.111070,0,XBot Walk Neutral,0.111069,0.611069,-0.172836,56.414010,-0.138927,0.335532,57.017090,0.035663,-0.041233,0.999141,-0.004026,-0.144855,0.278783,-0.949367,-0.179198,56.448780,-0.139720,0.327939,57.023490,0.001739,1785933915,4237546,1,1,1.136614,0.253215,0.580148,-0.028517,0.137305,-0.192573,1.129506,0.254049,1.016617,0.011561,-0.124820,-0.084984,-0.172089,56.885250,-0.138885,0.335091,56.739430,0.035645,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.638200,163.784200,128.449800,91.151700,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,11,0.366667,0.033333,-1269438207,12.866700,0,Walking Backwards,0.866696,0.366696,-0.009341,54.315060,5.829947,-0.449474,54.224810,5.730610,-0.004377,0.994433,0.105282,-0.004377,0.994433,0.105282,-0.012726,54.319100,5.813841,-0.449068,54.224670,5.699487,0,0,0,0,-0.012726,54.319100,5.813841,-0.449068,54.224670,5.699487,-0.009341,54.315060,5.829947,-0.449474,54.224810,5.730610,-0.009341,54.315060,5.829947,-0.449474,54.224810,5.730610,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.153800,162.454500,122.068900,90.772930,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,12,0.400000,0.033333,-1269438207,33.858970,0,XBot Walk Neutral,0.858967,0.358967,-0.167339,56.414250,-0.138061,0.340880,57.016870,0.035227,-0.041233,0.999141,-0.004026,-0.123171,0.277446,-0.952813,-0.174563,56.448970,-0.139051,0.333391,57.025230,0.002125,1785933915,4237546,1,1,1.131979,0.253884,0.580342,-0.026281,0.139432,-0.192946,1.123982,0.254917,1.016586,0.015442,-0.124922,-0.085391,-0.166565,56.885220,-0.138018,0.340424,56.738780,0.035209,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.519200,163.790300,128.451300,91.184750,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,12,0.400000,0.033333,-1269438207,13.029010,0,Walking Backwards,0.029015,0.529015,-0.018094,54.326760,5.900527,-0.446915,54.226510,5.737469,-0.004389,0.994402,0.105570,-0.004389,0.994402,0.105570,-0.013770,54.320890,5.846601,-0.448443,54.225170,5.720404,0,0,0,0,-0.013770,54.320890,5.846601,-0.448443,54.225170,5.720404,-0.018094,54.326760,5.900527,-0.446915,54.226510,5.737469,-0.018094,54.326760,5.900527,-0.446915,54.226510,5.737469,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,117.889900,162.674100,127.003100,90.789680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,13,0.433333,0.033333,-1269438207,34.596780,0,XBot Walk Neutral,0.596779,0.096779,-0.161592,56.414480,-0.137718,0.346591,57.017120,0.035172,-0.041233,0.999141,-0.004026,-0.113271,0.277376,-0.954061,-0.169376,56.449190,-0.138459,0.339330,57.026010,0.002012,1785933915,4237546,1,1,1.126793,0.254476,0.580559,-0.023677,0.140702,-0.193351,1.118180,0.255261,1.016380,0.019514,-0.124662,-0.085334,-0.160763,56.885010,-0.137674,0.346099,56.738250,0.035153,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.468600,163.808500,128.451800,91.184040,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,13,0.433333,0.033333,-1269438207,13.189610,0,Walking Backwards,0.189608,0.689608,-0.016997,54.319330,5.955994,-0.453090,54.229330,5.739800,-0.004414,0.994340,0.106150,-0.004414,0.994340,0.106150,-0.015615,54.321430,5.894670,-0.449718,54.226830,5.731436,0,0,0,0,-0.015615,54.321430,5.894670,-0.449718,54.226830,5.731436,-0.016997,54.319330,5.955994,-0.453090,54.229330,5.739800,-0.016997,54.319330,5.955994,-0.453090,54.229330,5.739800,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.738400,162.208100,128.055400,90.819980,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,14,0.466667,0.033333,-1269438207,35.328030,0,XBot Walk Neutral,0.328033,0.828033,-0.155741,56.414720,-0.138110,0.352663,57.019790,0.035774,-0.041233,0.999141,-0.004026,-0.105065,0.277328,-0.955014,-0.163830,56.449420,-0.138244,0.345513,57.027240,0.002068,1785933915,4237546,1,1,1.121247,0.254691,0.580788,-0.021009,0.142533,-0.193663,1.112271,0.254870,1.015522,0.023856,-0.124048,-0.084609,-0.154854,56.884150,-0.138065,0.352131,56.737770,0.035755,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.559500,163.803500,128.450600,91.159170,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,14,0.466667,0.033333,-1269438207,13.348440,0,Walking Backwards,0.348436,0.848436,-0.023876,54.319770,5.962560,-0.456156,54.229310,5.747735,-0.004438,0.994277,0.106737,-0.004438,0.994277,0.106737,-0.018776,54.320590,5.931270,-0.452519,54.228200,5.739202,0,0,0,0,-0.018776,54.320590,5.931270,-0.452519,54.228200,5.739202,-0.023876,54.319770,5.962560,-0.456156,54.229310,5.747735,-0.023876,54.319770,5.962560,-0.456156,54.229310,5.747735,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.021800,163.886500,124.118000,87.864580,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,15,0.500000,0.033333,-1269438207,36.055080,0,XBot Walk Neutral,0.055084,0.555084,-0.149759,56.414970,-0.138344,0.358868,57.022940,0.036302,-0.041233,0.999141,-0.004026,-0.083710,0.275137,-0.957754,-0.158058,56.449660,-0.138307,0.352032,57.029330,0.002342,1785933915,4237546,1,1,1.115475,0.254628,0.581027,-0.018212,0.145337,-0.193985,1.106262,0.254637,1.014500,0.028336,-0.123469,-0.083901,-0.148845,56.883130,-0.138298,0.358310,56.737180,0.036282,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.648500,163.777100,128.442600,91.147260,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,15,0.500000,0.033333,-1269438207,13.505540,0,Walking Backwards,0.505536,0.005536,-0.026907,54.318340,5.971271,-0.456816,54.230790,5.817800,-0.004451,0.994246,0.107032,-0.004451,0.994246,0.107032,-0.022582,54.319630,5.952836,-0.454776,54.229360,5.767686,0,0,0,0,-0.022582,54.319630,5.952836,-0.454776,54.229360,5.767686,-0.026907,54.318340,5.971271,-0.456816,54.230790,5.817800,-0.026907,54.318340,5.971271,-0.456816,54.230790,5.817800,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.806700,162.084600,124.153200,92.067670,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,16,0.533333,0.033333,-1269438207,36.381280,0,XBot Walk Neutral,0.381283,0.881283,-0.144081,56.415350,-0.101995,0.370449,56.967100,0.028149,-0.041233,0.999141,-0.004026,0.010578,0.279976,-0.959949,-0.152265,56.449940,-0.126155,0.362185,57.012560,0.003512,1785933915,4237546,1,1,1.109682,0.266780,0.581314,-0.009739,0.128866,-0.193475,1.100525,0.291071,1.007935,0.038506,-0.124452,-0.093930,-0.143108,56.876560,-0.101864,0.369964,56.737350,0.028090,0.000000,0.000000,0,0,Swing,Swing,0.000000,117.621200,162.924700,126.943200,94.675060,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,16,0.533333,0.033333,-1269438207,13.661000,0,Walking Backwards,0.661000,0.161000,-0.019221,54.321930,5.973162,-0.455914,54.221600,5.893354,-0.004476,0.994181,0.107626,-0.004476,0.994181,0.107626,-0.022456,54.320120,5.964450,-0.455630,54.227190,5.817631,0,0,0,0,-0.022456,54.320120,5.964450,-0.455630,54.227190,5.817631,-0.019221,54.321930,5.973162,-0.455914,54.221600,5.893354,-0.019221,54.321930,5.973162,-0.455914,54.221600,5.893354,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.855500,162.383200,124.266500,94.055230,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,17,0.566667,0.033333,-1269438207,36.513260,1,XBot Walk Neutral,0.513260,0.013260,-0.122911,56.416280,-0.087219,0.417407,56.430430,0.143423,-0.041233,0.999141,-0.004026,0.011633,0.999665,-0.023116,-0.141308,56.450470,-0.108308,0.417814,56.465420,0.142614,1785933915,1785933915,1,1,1.098725,0.284627,0.581838,0.539603,0.535549,0.596790,1.079304,0.306188,0.976791,0.539261,0.536707,0.875549,-0.121887,56.845420,-0.086747,0.418156,56.744180,0.143772,0.000000,0.000000,0,0,Swing,Swing,0.000000,123.888200,160.308600,122.333100,93.173100,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,17,0.566667,0.033333,-1269438207,13.814910,1,Walking Backwards,0.814907,0.314907,-0.018772,54.293630,6.032763,-0.491048,54.233810,5.830145,-0.004502,0.994116,0.108226,-0.004502,0.994116,0.108226,-0.020707,54.311520,5.989843,-0.467818,54.228770,5.836819,0,0,0,0,-0.020707,54.311520,5.989843,-0.467818,54.228770,5.836819,-0.018772,54.293630,6.032763,-0.491048,54.233810,5.830145,-0.018772,54.293630,6.032763,-0.491048,54.233810,5.830145,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,123.985800,161.225800,120.981700,91.382480,NaN,NaN,0,0,none,1,0,0,DefaultContact
