frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.585689,0.019234,1.18414,0.84442,0.00000,0.00000,0.00000,0.00000,0,0,1,633668,1,-0.107541,0.059040,-0.073343,0.100034,0.003912,0.029760,0.000000,0.000000,-0.272315,-0.918892,0.285451,0.252975,-0.949218,0.187053,Swing,Swing,0.000000,0.000000,-1269438207,32.749760,0,0,0.000000,XBot Walk Neutral,0.422869,Walking,0.325285,0
1,3.622040,0.016190,1.84289,0.90478,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.106926,0.059012,-0.074074,0.099820,0.003925,0.030709,0.000000,0.000000,-0.274554,-0.918822,0.283526,0.212659,-0.956194,0.201168,Swing,Swing,0.000000,0.000000,-1269438207,32.792500,0,0,0.000000,XBot Walk Neutral,0.186740,Walking,0.578142,0
2,3.662009,0.017666,2.61820,0.97435,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.106752,0.058997,-0.074218,0.099743,0.003933,0.031069,0.000000,0.000000,-0.275233,-0.918750,0.283100,0.197573,-0.948184,0.248822,Swing,Swing,0.000000,0.000000,-1269438207,32.828440,0,0,0.000000,Walking,0.916174,Running_A,0.068733,0
3,3.712304,0.016857,3.41844,1.05329,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.088962,0.089028,-0.213906,0.116840,0.007724,0.025032,0.000000,0.000000,-0.236333,-0.969480,-0.065235,0.229813,-0.883181,0.408874,Swing,Swing,0.000000,0.000000,-1269438207,32.880610,0,0,0.000000,Walking,0.707466,Running_A,0.292534,1
4,3.750744,0.017346,3.81378,1.09833,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.088378,0.088991,-0.214075,0.116760,0.007727,0.025444,0.000000,0.000000,-0.236168,-0.969488,-0.065710,0.232580,-0.767184,0.597776,Swing,Swing,0.000000,0.000000,-1269438207,32.923760,0,0,0.000000,Walking,0.572392,Running_A,0.427608,0
5,3.789102,0.021033,3.55166,1.09613,0.04812,0.09625,0.00000,-0.00361,1,0,1,1785933915,1,-0.087778,0.088957,-0.214252,0.116680,0.007731,0.025860,0.490079,0.000000,-0.235994,-0.969496,-0.066211,0.187672,-0.632852,0.751185,Capture,Swing,0.000000,0.000000,-1269438207,32.964790,0,0,0.000000,Walking,0.563109,Running_A,0.436891,0
6,3.823070,0.015418,3.21201,1.08188,0.15808,0.31615,0.00000,-0.01958,1,0,1,1785933915,1,-0.085695,0.088914,-0.215023,0.116412,0.007729,0.027102,0.615458,0.000000,-0.235373,-0.969500,-0.068331,0.082619,-0.555237,0.827578,Stance,Swing,0.000000,0.000000,-1269438207,33.010390,0,0,0.000000,Walking,0.661583,Running_A,0.338417,0
7,3.858388,0.017252,3.02347,1.07519,0.06506,0.13013,0.00000,-0.03274,0,0,1,1785933915,1,-0.112678,0.028002,-0.007083,0.090669,0.028050,-0.156544,0.000000,0.000000,-0.242135,-0.893076,0.379191,0.147421,-0.983267,-0.107020,Swing,Swing,0.101933,0.000000,-1269438207,33.047790,0,0,0.000000,Walking,0.726438,Running_A,0.273562,1
8,3.894411,0.017619,2.93386,1.07327,0.00000,0.00000,0.00000,-0.03152,0,0,1,1785933915,1,-0.114811,0.026074,0.012391,0.089197,0.031594,-0.170677,0.000000,0.000000,-0.244093,-0.877507,0.412795,0.153169,-0.987706,-0.031248,Swing,Swing,0.066278,0.000000,-1269438207,33.087080,0,0,0.000000,Walking,0.756874,Running_A,0.243127,0
9,3.930150,0.016057,2.96387,1.07580,0.00000,0.00000,0.00000,-0.02065,0,0,1,1785933915,1,-0.114899,0.026077,0.011702,0.090360,0.031557,-0.169953,0.000000,0.000000,-0.246941,-0.877420,0.411284,0.130366,-0.984132,0.120368,Swing,Swing,0.028977,0.000000,-1269438207,33.127980,0,0,0.000000,Walking,0.768847,Running_A,0.231153,0
10,3.965504,0.019037,3.15170,1.08690,0.04533,0.09066,0.00000,-0.01380,1,0,1,1785933915,1,-0.115005,0.026086,0.010986,0.091620,0.031500,-0.169126,0.988475,0.000000,-0.250067,-0.877277,0.409698,0.085580,-0.968340,0.234509,Capture,Swing,0.000000,0.000000,-1269438207,33.163800,0,0,0.000000,Walking,0.736582,Running_A,0.263418,0
11,3.998120,0.015490,3.24378,1.09578,0.14578,0.29155,0.00000,-0.00958,1,0,1,1785933915,1,-0.098021,0.003766,-0.054049,0.084601,0.047305,-0.179323,0.969049,0.000000,-0.177181,-0.968442,0.175293,0.178265,-0.983656,-0.025369,Stance,Swing,0.000000,0.000000,-1269438207,33.204630,0,0,0.000000,Walking,0.698069,Running_A,0.301931,1
12,4.031836,0.015126,3.28032,1.10221,0.24044,0.48089,0.00000,-0.00585,1,0,1,1785933915,1,-0.095306,0.001439,-0.061666,0.085944,0.049216,-0.178774,0.974713,0.000000,-0.170542,-0.974065,0.148703,0.183166,-0.970997,0.153673,Stance,Swing,0.000000,0.000000,-1269438207,33.243600,0,0,0.000000,Walking,0.682971,Running_A,0.317029,0
13,4.069436,0.021352,3.35752,1.10956,0.23733,0.47466,0.00000,-0.00348,0,0,1,1785933915,1,-0.095054,0.000587,-0.062248,0.086634,0.049190,-0.178371,0.000000,0.000000,-0.171124,-0.974042,0.148185,0.161263,-0.913248,0.374128,Swing,Swing,0.120000,0.000000,-1269438207,33.279750,0,0,0.000000,Walking,0.673948,Running_A,0.326052,0
14,4.103400,0.017880,3.49679,1.11905,0.13334,0.26668,0.00000,-0.00178,0,0,1,1785933915,1,-0.094467,0.001081,-0.062801,0.088368,0.049117,-0.177341,0.000000,0.000000,-0.172589,-0.973979,0.146894,0.129221,-0.783335,0.608020,Swing,Swing,0.082564,0.000000,-1269438207,33.323410,0,0,0.000000,Walking,0.647618,Running_A,0.352382,1
15,4.137895,0.017076,3.61219,1.12899,0.03529,0.07057,0.00000,-0.00444,0,0,1,1785933915,1,-0.101640,0.022687,-0.145849,0.110197,0.051382,-0.135501,0.000000,0.000000,-0.176780,-0.970241,-0.165473,0.217493,-0.963303,0.157303,Swing,Swing,0.047265,0.000000,-1269438207,33.365360,0,0,0.000000,Walking,0.607043,Running_A,0.392958,1
16,4.175124,0.018920,3.28779,1.10562,0.00000,0.00000,0.00000,-0.00664,0,0,1,1785933915,1,-0.101822,0.025252,-0.156023,0.113650,0.051728,-0.129528,0.000000,0.000000,-0.174504,-0.963697,-0.202082,0.228592,-0.921764,0.313205,Swing,Swing,0.011880,0.000000,-1269438207,33.407730,0,0,0.000000,Walking,0.613976,Running_A,0.386024,0
17,4.209964,0.017474,2.70766,1.05729,0.00000,0.00000,0.00000,-0.00488,0,0,1,1785933915,1,-0.099812,0.024975,-0.156473,0.115387,0.051785,-0.128186,0.000000,0.000000,-0.171412,-0.964120,-0.202709,0.230693,-0.834767,0.499945,Swing,Swing,0.000000,0.000000,-1269438207,33.448800,0,0,0.000000,Walking,0.753556,Running_A,0.246445,0
18,4.245404,0.015984,2.22677,1.01182,0.10258,0.00000,0.20517,-0.01898,0,1,1,1785933915,1,-0.098803,0.025009,-0.157216,0.116197,0.051754,-0.127342,0.000000,0.679542,-0.170205,-0.964063,-0.203995,0.246859,-0.771384,0.586538,Swing,Stance,0.000000,0.000000,-1269438207,33.487360,0,0,0.000000,Walking,0.890818,Running_A,0.109182,0
19,4.280925,0.015970,1.80882,0.96669,0.20129,0.00000,0.40258,-0.03908,0,1,1,1785933915,1,-0.097837,0.025065,-0.158002,0.116966,0.051731,-0.126566,0.000000,0.780129,-0.169069,-0.963969,-0.205378,0.346284,-0.773254,0.531193,Swing,Stance,0.000000,0.000000,-1269438207,33.522010,0,0,0.000000,XBot Walk Neutral,0.008244,Walking,0.838532,0
20,4.334533,0.015630,1.36891,0.91439,0.05144,0.00000,0.10287,-0.04734,0,0,1,1785933915,1,-0.079424,-0.009788,-0.054922,0.159239,0.015422,-0.032296,0.000000,0.000000,-0.181748,-0.977783,0.104445,0.238759,-0.940515,0.241716,Swing,Swing,0.000000,0.082022,-1269438207,33.580010,0,0,0.000000,XBot Walk Neutral,0.202770,Walking,0.512223,1
21,4.373804,0.019885,1.12540,0.88314,0.00000,0.00000,0.00000,-0.03687,0,0,1,1785933915,1,-0.079387,-0.009783,-0.055036,0.159249,0.015413,-0.032128,0.000000,0.000000,-0.181922,-0.977778,0.104190,0.222169,-0.929510,0.294368,Swing,Swing,0.000000,0.047006,-1269438207,33.618010,0,0,0.000000,XBot Walk Neutral,0.197329,Walking,0.438522,0
22,4.410582,0.017735,0.93593,0.85779,0.00000,0.00000,0.00000,-0.02191,0,0,1,1785933915,1,-0.079116,-0.009777,-0.055439,0.159395,0.015410,-0.031290,0.000000,0.000000,-0.182496,-0.977769,0.103260,0.228428,-0.910989,0.343394,Swing,Swing,0.000000,0.008079,-1269438207,33.658940,0,0,0.000000,XBot Walk Neutral,0.201344,Walking,0.367514,0
23,4.452135,0.019584,0.73127,0.82881,0.00000,0.00000,0.00000,-0.01147,0,0,1,1785933915,1,-0.079267,-0.009776,-0.055280,0.159306,0.015407,-0.031728,0.000000,0.000000,-0.182255,-0.977774,0.103641,0.261800,-0.888981,0.375732,Swing,Swing,0.000000,0.000000,-1269438207,33.699790,0,0,0.000000,XBot Walk Neutral,0.210425,Walking,0.303375,0
24,4.487934,0.018911,0.55861,0.80549,0.00000,0.00000,0.00000,-0.00598,0,0,1,1785933915,1,-0.078896,-0.009772,-0.055817,0.159511,0.015405,-0.030645,0.000000,0.000000,-0.182972,-0.977770,0.102404,0.310900,-0.868961,0.385029,Swing,Swing,0.000000,0.000000,-1269438207,33.736610,0,0,0.000000,XBot Walk Neutral,0.218255,Walking,0.246574,0
25,4.525387,0.017634,0.38910,0.81890,0.00000,0.00000,0.00000,-0.00288,0,0,1,1785933915,1,-0.078664,-0.009771,-0.056160,0.159642,0.015408,-0.030004,0.000000,0.000000,-0.183387,-0.977775,0.101617,0.377605,-0.850341,0.366516,Swing,Swing,0.000000,0.000000,-1269438207,33.775080,0,0,0.000000,XBot Walk Neutral,0.226802,Walking,0.189179,0
26,4.557448,0.016437,0.26871,0.85523,0.00000,0.00000,0.00000,-0.00150,0,0,1,1785933915,1,-0.085584,0.010681,-0.086354,0.135226,0.031347,0.164673,0.000000,0.000000,-0.334545,-0.935894,0.110370,0.231265,-0.819013,0.525104,Swing,Swing,0.000000,0.000000,-1269438207,33.809520,0,0,0.000000,XBot Walk Neutral,0.234559,Walking,0.140397,1
27,4.592020,0.017514,0.17322,0.89520,0.00000,0.00000,0.00000,-0.00077,0,0,1,1785933915,1,-0.084997,0.013902,-0.090954,0.127325,0.038777,0.194549,0.000000,0.000000,-0.357207,-0.927869,0.107064,0.186517,-0.803262,0.565670,Swing,Swing,0.000000,0.000000,-1269438207,33.845790,0,0,0.000000,XBot Walk Neutral,0.235180,Walking,0.097989,0
28,4.627129,0.018284,0.10781,0.92836,0.00000,0.00000,0.00000,-0.00038,0,0,1,1785933915,1,-0.084276,0.013903,-0.091624,0.125782,0.038777,0.195551,0.000000,0.000000,-0.358047,-0.927867,0.104235,0.177777,-0.790114,0.586613,Swing,Swing,0.000000,0.000000,-1269438207,33.884830,0,0,0.000000,XBot Walk Neutral,0.239148,Walking,0.064728,0
