schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,7,0.233333,0.033333,-1269438207,30.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.201164,56.412830,-0.142350,0.306942,57.008340,0.032221,-0.041233,0.999141,-0.004026,-0.148474,0.266910,-0.952216,-0.206133,56.447650,-0.143483,0.299861,57.017650,-0.000947,1785933915,4330120,1,1,1.163550,0.249452,0.579021,-0.029585,0.130743,-0.192346,1.158066,0.250597,1.018986,-0.003790,-0.125634,-0.089129,-0.200649,56.887620,-0.142337,0.306653,56.742150,0.032220,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769700,128.449600,91.160690,NaN,NaN,0.000003,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,7,0.233333,0.033333,-1269438207,21.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.086014,54.863280,5.101285,-0.509268,54.873570,4.964073,-0.001561,0.995704,0.092582,-0.009243,0.995891,0.090092,-0.083201,54.897980,5.106190,-0.506764,54.908250,4.969393,4330430,4330430,1,1,-0.083201,54.897980,5.106190,-0.506764,54.908250,4.969393,-0.087091,55.054240,5.118563,-0.509633,54.938150,4.969916,-0.087091,55.054240,5.118563,-0.509633,54.938150,4.969916,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469800,163.808700,129.730600,92.498020,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,8,0.266667,0.033333,-1269438207,31.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.197946,56.412970,-0.141441,0.310183,57.011090,0.033136,-0.041233,0.999141,-0.004026,-0.136601,0.267553,-0.953811,-0.203053,56.447780,-0.142616,0.303318,57.018670,-0.000201,1785933915,4330120,1,1,1.160469,0.250319,0.579152,-0.027944,0.131736,-0.192664,1.154832,0.251511,1.018482,-0.001441,-0.125856,-0.088511,-0.197415,56.887110,-0.141424,0.309881,56.741630,0.033133,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449700,91.160680,NaN,NaN,0.000004,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,8,0.266667,0.033333,-1269438207,22.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.087124,54.862930,5.105003,-0.510510,54.873100,4.969161,-0.001581,0.995698,0.092650,-0.009265,0.995882,0.090184,-0.085190,54.897940,5.106540,-0.508776,54.908180,4.969935,4330430,4330430,1,1,-0.085190,54.897940,5.106540,-0.508776,54.908180,4.969935,-0.088210,55.054760,5.122360,-0.510875,54.937500,4.974988,-0.088210,55.054760,5.122360,-0.510875,54.937500,4.974988,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470000,163.808700,129.990300,92.765560,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,9,0.300000,0.033333,-1269438207,32.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.194679,56.413110,-0.140526,0.313491,57.011780,0.034063,-0.041233,0.999141,-0.004026,-0.130680,0.269319,-0.954144,-0.199879,56.447910,-0.141723,0.306870,57.019930,0.000587,1785933915,4330120,1,1,1.157296,0.251212,0.579286,-0.026287,0.133024,-0.192949,1.151534,0.252436,1.018082,0.000937,-0.125960,-0.087869,-0.194117,56.886710,-0.140499,0.313170,56.741190,0.034055,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769700,128.449700,91.160660,NaN,NaN,0.000004,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,9,0.300000,0.033333,-1269438207,23.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.089785,54.863110,5.103004,-0.513115,54.873310,4.966507,-0.001629,0.995701,0.092614,-0.009312,0.995886,0.090136,-0.087241,54.897920,5.106734,-0.510844,54.908130,4.970257,4330430,4330430,1,1,-0.087241,54.897920,5.106734,-0.510844,54.908130,4.970257,-0.090879,55.054500,5.120321,-0.513484,54.937800,4.972342,-0.090879,55.054500,5.120321,-0.513484,54.937800,4.972342,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470000,163.808700,129.855300,92.626810,NaN,NaN,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,10,0.333333,0.033333,-1269438207,32.969750,0,XBot Walk Neutral,0.969746,0.469746,-0.191310,56.413250,-0.139372,0.316843,57.012100,0.034862,-0.041233,0.999141,-0.004026,-0.124871,0.271011,-0.954442,-0.196617,56.448060,-0.140736,0.310458,57.020820,0.001377,1785933915,4330120,1,1,1.154034,0.252199,0.579425,-0.024626,0.133998,-0.193103,1.148131,0.253599,1.017841,0.003337,-0.126078,-0.087324,-0.190714,56.886470,-0.139336,0.316501,56.740730,0.034848,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.615700,163.774800,128.450100,91.167790,NaN,NaN,0.000054,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,10,0.333333,0.033333,-1269438207,24.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.092467,54.863290,5.101030,-0.515738,54.873520,4.963876,-0.001678,0.995704,0.092578,-0.009360,0.995890,0.090088,-0.089605,54.898000,5.105847,-0.513187,54.908220,4.969108,4330430,4330430,1,1,-0.089605,54.898000,5.105847,-0.513187,54.908220,4.969108,-0.093567,55.054260,5.118309,-0.516110,54.938100,4.969718,-0.093567,55.054260,5.118309,-0.516110,54.938100,4.969718,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469800,163.808800,129.721600,92.489300,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,11,0.366667,0.033333,-1269438207,33.884090,0,XBot Walk Neutral,0.884090,0.384090,-0.187787,56.413400,-0.137944,0.320253,57.013850,0.035509,-0.041233,0.999141,-0.004026,-0.112326,0.271320,-0.955912,-0.193242,56.448200,-0.139567,0.314167,57.021890,0.002107,1785933915,4330120,1,1,1.150659,0.253368,0.579570,-0.022924,0.135144,-0.193366,1.144591,0.255032,1.017822,0.005780,-0.126188,-0.086925,-0.187174,56.886450,-0.137903,0.319898,56.740290,0.035492,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.536300,163.787200,128.451000,91.181990,NaN,NaN,0.000125,0.000077,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,11,0.366667,0.033333,-1269438207,25.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.093599,54.862940,5.104758,-0.517004,54.873050,4.968989,-0.001699,0.995698,0.092645,-0.009383,0.995881,0.090181,-0.091631,54.897960,5.106251,-0.515236,54.908150,4.969709,4330430,4330430,1,1,-0.091631,54.897960,5.106251,-0.515236,54.908150,4.969709,-0.094709,55.054780,5.122116,-0.517377,54.937450,4.974816,-0.094709,55.054780,5.122116,-0.517377,54.937450,4.974816,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470100,163.808700,129.981300,92.756900,NaN,NaN,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,12,0.400000,0.033333,-1269438207,34.744850,0,XBot Walk Neutral,0.744854,0.244854,-0.184196,56.413560,-0.136595,0.323768,57.014050,0.036262,-0.041233,0.999141,-0.004026,-0.106412,0.272846,-0.956155,-0.189762,56.448350,-0.138281,0.317950,57.022800,0.002794,1785933915,4330120,1,1,1.147179,0.254654,0.579719,-0.021202,0.136154,-0.193601,1.140964,0.256391,1.017792,0.008281,-0.126209,-0.086416,-0.183547,56.886420,-0.136544,0.323392,56.739880,0.036240,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.471000,163.801200,128.451800,91.189970,NaN,NaN,0.000104,0.000057,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,12,0.400000,0.033333,-1269438207,26.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.096314,54.863120,5.102810,-0.519661,54.873260,4.966381,-0.001748,0.995701,0.092610,-0.009431,0.995885,0.090134,-0.093722,54.897930,5.106488,-0.517344,54.908090,4.970078,4330430,4330430,1,1,-0.093722,54.897930,5.106488,-0.517344,54.908090,4.970078,-0.097431,55.054520,5.120128,-0.520037,54.937740,4.972215,-0.097431,55.054520,5.120128,-0.520037,54.937740,4.972215,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470100,163.808700,129.848400,92.620290,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,13,0.433333,0.033333,-1269438207,35.562380,0,XBot Walk Neutral,0.562382,0.062382,-0.180493,56.413710,-0.135597,0.327510,57.015810,0.037396,-0.041233,0.999141,-0.004026,-0.100739,0.274228,-0.956374,-0.186180,56.448500,-0.137072,0.321819,57.023880,0.003607,1785933915,4330120,1,1,1.143597,0.255863,0.579871,-0.019485,0.137408,-0.193724,1.137224,0.257399,1.017487,0.010953,-0.126012,-0.085532,-0.179807,56.886120,-0.135536,0.327109,56.739530,0.037368,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.475100,163.809100,128.451700,91.181290,NaN,NaN,0.000011,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,13,0.433333,0.033333,-1269438207,27.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.099050,54.863290,5.100876,-0.522336,54.873470,4.963785,-0.001798,0.995704,0.092575,-0.009480,0.995889,0.090087,-0.096133,54.898010,5.105643,-0.519733,54.908170,4.968970,4330430,4330430,1,1,-0.096133,54.898010,5.105643,-0.519733,54.908170,4.968970,-0.100173,55.054260,5.118155,-0.522716,54.938020,4.969626,-0.100173,55.054260,5.118155,-0.522716,54.938020,4.969626,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469900,163.808800,129.716300,92.484390,NaN,NaN,0.000001,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,14,0.466667,0.033333,-1269438207,36.347950,0,XBot Walk Neutral,0.347946,0.847946,-0.176602,56.413880,-0.134947,0.331551,57.020640,0.038880,-0.041233,0.999141,-0.004026,-0.087334,0.274109,-0.957725,-0.182467,56.448660,-0.136090,0.325963,57.026340,0.004671,1785933915,4330120,1,1,1.139883,0.256845,0.580029,-0.017711,0.140103,-0.193944,1.133315,0.258055,1.016819,0.013877,-0.125630,-0.084296,-0.175898,56.885450,-0.134880,0.331131,56.739220,0.038848,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.551200,163.804600,128.450700,91.160860,NaN,NaN,0.000110,0.000087,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,14,0.466667,0.033333,-1269438207,28.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.100206,54.862950,5.104604,-0.523629,54.873000,4.968916,-0.001819,0.995698,0.092643,-0.009503,0.995880,0.090180,-0.098200,54.897960,5.106075,-0.521822,54.908090,4.969604,4330430,4330430,1,1,-0.098200,54.897960,5.106075,-0.521822,54.908090,4.969604,-0.101339,55.054800,5.121964,-0.524009,54.937370,4.974741,-0.101339,55.054800,5.121964,-0.524009,54.937370,4.974741,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469800,163.808700,129.975900,92.752040,NaN,NaN,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,15,0.500000,0.033333,-1269438207,36.682860,0,XBot Walk Neutral,0.682858,0.182858,-0.167865,56.414300,-0.120516,0.341946,57.117140,0.077528,-0.041233,0.999141,-0.004026,-0.114080,0.295544,-0.948494,-0.177022,56.448910,-0.130649,0.332528,57.061710,0.022436,1785933915,4330120,1,1,1.134438,0.262286,0.580276,-0.018060,0.176715,-0.192732,1.124542,0.272580,1.008751,0.021888,-0.116143,-0.049122,-0.167125,56.877380,-0.120354,0.341340,56.737850,0.077406,0.000000,0.000000,0,0,Swing,Swing,0.000000,118.276100,164.272400,127.437600,89.716040,NaN,NaN,0.002937,0.004162,0.000000,0.000000,0.561277,0.723617,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,15,0.500000,0.033333,-1269438207,29.376510,0,Walking Backwards,0.376514,0.876514,-0.098181,54.863900,5.094347,-0.528049,54.872780,4.970808,-0.001782,0.995715,0.092456,-0.009583,0.995876,0.090214,-0.098718,54.898200,5.103525,-0.524549,54.907890,4.971509,4330430,4330430,1,1,-0.098718,54.898200,5.103525,-0.524549,54.907890,4.971509,-0.099297,55.047810,5.110987,-0.530253,54.931430,4.969672,-0.099297,55.047810,5.110987,-0.530253,54.931430,4.969672,0.000000,0.083333,0,1,Swing,Capture,-0.005631,116.709200,165.175700,129.627100,91.328200,NaN,NaN,0.001691,0.003148,0.000000,0.000000,0.148038,3.749827,0.002816,0,0,none,1,0,0,DefaultContact
