schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,0,0.000000,0.033333,-1269438207,23.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.220998,56.411990,-0.147697,0.286472,56.426610,0.026860,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.225336,56.446840,-0.148443,0.280642,56.460840,0.021840,1785933915,1785933915,1,1,1.182753,0.244492,0.578209,0.676775,0.414775,0.592214,1.178065,0.245205,1.024956,0.670712,0.419777,0.879692,-0.220648,56.893590,-0.147730,0.286705,56.748320,0.026842,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160680,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,0,0.000000,0.033333,-1269438207,14.588500,0,XBot Walk Neutral,0.588496,0.088496,-0.070877,54.862960,5.104932,-0.494118,54.873330,4.968297,-0.001286,0.995698,0.092649,-0.008968,0.995886,0.090169,-0.068461,54.897700,5.109425,-0.491943,54.908120,4.972431,4330430,4330430,1,1,-0.068461,54.897700,5.109425,-0.491943,54.908120,4.972431,-0.071905,55.054470,5.122262,-0.494464,54.937790,4.974130,-0.071905,55.054470,5.122262,-0.494464,54.937790,4.974130,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470000,163.808700,129.928300,92.700030,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,1,0.033333,0.033333,-1269438207,24.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.218417,56.412100,-0.147076,0.289506,57.006720,0.027446,-0.041233,0.999141,-0.004026,-0.195826,0.252651,-0.947533,-0.222827,56.446950,-0.147893,0.282652,57.015560,-0.005718,1785933915,4330120,1,1,1.180244,0.245041,0.578315,-0.037317,0.129729,-0.190529,1.175459,0.245831,1.023720,-0.016742,-0.121676,-0.092474,-0.218042,56.892350,-0.147104,0.289304,56.747060,0.027467,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449700,91.160710,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,1,0.033333,0.033333,-1269438207,15.588490,0,XBot Walk Neutral,0.588494,0.088494,-0.073441,54.863180,5.102521,-0.496642,54.873580,4.965230,-0.001333,0.995702,0.092605,-0.009013,0.995891,0.090113,-0.070705,54.897830,5.107950,-0.494191,54.908230,4.970924,4330430,4330430,1,1,-0.070705,54.897830,5.107950,-0.494191,54.908230,4.970924,-0.074475,55.054200,5.119806,-0.496992,54.938140,4.971072,-0.074475,55.054200,5.119806,-0.496992,54.938140,4.971072,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469900,163.808700,129.776000,92.543580,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,2,0.066667,0.033333,-1269438207,25.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.215716,56.412220,-0.146381,0.292226,57.008880,0.028145,-0.041233,0.999141,-0.004026,-0.184599,0.256038,-0.948877,-0.220237,56.447060,-0.147278,0.284649,57.016610,-0.004648,1785933915,4330120,1,1,1.177654,0.245657,0.578425,-0.036783,0.130313,-0.190889,1.172746,0.246530,1.022640,-0.014539,-0.122745,-0.091636,-0.215329,56.891270,-0.146405,0.292013,56.745960,0.028165,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449600,91.160700,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,2,0.066667,0.033333,-1269438207,16.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.074513,54.862840,5.106158,-0.497844,54.873120,4.970208,-0.001352,0.995696,0.092671,-0.009035,0.995882,0.090203,-0.072633,54.897830,5.107971,-0.496155,54.908180,4.971221,4330430,4330430,1,1,-0.072633,54.897830,5.107971,-0.496155,54.908180,4.971221,-0.075556,55.054740,5.123522,-0.498194,54.937530,4.976037,-0.075556,55.054740,5.123522,-0.498194,54.937530,4.976037,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470200,163.808800,130.035400,92.810420,NaN,NaN,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,3,0.100000,0.033333,-1269438207,26.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.212974,56.412330,-0.145627,0.295002,57.008310,0.028908,-0.041233,0.999141,-0.004026,-0.178296,0.258541,-0.949404,-0.217572,56.447170,-0.146598,0.287242,57.017190,-0.004026,1785933915,4330120,1,1,1.174988,0.246337,0.578538,-0.035700,0.130752,-0.191268,1.169976,0.247292,1.021664,-0.012485,-0.123520,-0.090972,-0.212560,56.890290,-0.145643,0.294774,56.744950,0.028924,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449700,91.160680,NaN,NaN,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,3,0.100000,0.033333,-1269438207,17.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.077091,54.863040,5.103899,-0.500376,54.873360,4.967296,-0.001399,0.995700,0.092630,-0.009081,0.995887,0.090151,-0.074620,54.897830,5.107913,-0.498168,54.908160,4.971318,4330430,4330430,1,1,-0.074620,54.897830,5.107913,-0.498168,54.908160,4.971318,-0.078140,55.054480,5.121221,-0.500729,54.937850,4.973132,-0.078140,55.054480,5.121221,-0.500729,54.937850,4.973132,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469700,163.808800,129.889000,92.660200,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,4,0.133333,0.033333,-1269438207,27.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.210162,56.412450,-0.144877,0.297849,57.006760,0.029668,-0.041233,0.999141,-0.004026,-0.171826,0.261379,-0.949819,-0.214838,56.447280,-0.145877,0.290153,57.016940,-0.003169,1785933915,4330120,1,1,1.172255,0.247057,0.578653,-0.034315,0.130354,-0.191461,1.167137,0.248050,1.020817,-0.010372,-0.124285,-0.090581,-0.209720,56.889450,-0.144885,0.297605,56.744070,0.029680,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449600,91.160670,NaN,NaN,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,4,0.133333,0.033333,-1269438207,18.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.079679,54.863250,5.101727,-0.502913,54.873590,4.964468,-0.001446,0.995703,0.092590,-0.009127,0.995891,0.090099,-0.076907,54.897930,5.106797,-0.500443,54.908260,4.969948,4330430,4330430,1,1,-0.076907,54.897930,5.106797,-0.500443,54.908260,4.969948,-0.080735,55.054220,5.119007,-0.503270,54.938170,4.970312,-0.080735,55.054220,5.119007,-0.503270,54.938170,4.970312,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470000,163.808700,129.746800,92.514060,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.207219,56.412570,-0.144060,0.300811,57.008710,0.030490,-0.041233,0.999141,-0.004026,-0.160446,0.262498,-0.951500,-0.212016,56.447400,-0.145116,0.293299,57.017180,-0.002384,1785933915,4330120,1,1,1.169432,0.247819,0.578772,-0.032780,0.130430,-0.191819,1.164180,0.248871,1.020096,-0.008208,-0.124885,-0.090155,-0.206763,56.888730,-0.144064,0.300557,56.743340,0.030500,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160680,NaN,NaN,0.000004,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,19.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.080768,54.862900,5.105420,-0.504132,54.873120,4.969516,-0.001466,0.995697,0.092657,-0.009149,0.995883,0.090191,-0.078864,54.897910,5.107044,-0.502426,54.908200,4.970386,4330430,4330430,1,1,-0.078864,54.897910,5.107044,-0.502426,54.908200,4.970386,-0.081833,55.054740,5.122778,-0.504490,54.937530,4.975344,-0.081833,55.054740,5.122778,-0.504490,54.937530,4.975344,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.469700,163.808700,130.006400,92.781340,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,29.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.204235,56.412700,-0.143220,0.303832,57.008230,0.031341,-0.041233,0.999141,-0.004026,-0.154343,0.264835,-0.951862,-0.209113,56.447530,-0.144316,0.296555,57.017490,-0.001669,1785933915,4330120,1,1,1.166529,0.248619,0.578895,-0.031190,0.130635,-0.192153,1.161167,0.249719,1.019501,-0.006029,-0.125324,-0.089674,-0.203750,56.888130,-0.143216,0.303562,56.742700,0.031345,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769800,128.449600,91.160710,NaN,NaN,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,6,0.200000,0.033333,-1269438207,20.588490,0,XBot Walk Neutral,0.588493,0.088493,-0.083382,54.863090,5.103330,-0.506693,54.873350,4.966773,-0.001513,0.995701,0.092619,-0.009196,0.995887,0.090141,-0.080880,54.897890,5.107155,-0.504461,54.908160,4.970622,4330430,4330430,1,1,-0.080880,54.897890,5.107155,-0.504461,54.908160,4.970622,-0.084453,55.054480,5.120647,-0.507054,54.937840,4.972608,-0.084453,55.054480,5.120647,-0.507054,54.937840,4.972608,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.470100,163.808800,129.867400,92.638550,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
