schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,rootX,rootY,rootZ,upX,upY,upZ,velocityX,velocityY,velocityZ,moveIntentX,moveIntentY,stableSupport,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftSupportKind,rightSupportKind,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,leftPlantState,rightPlantState,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,0,0.000000,0.033333,-1269438207,14.921010,0,XBot Walk Neutral,-0.224360,57.123660,-0.178689,-0.003933,0.999988,-0.003124,0.054880,-0.017653,-0.027461,0.000000,0.000000,1,0.921009,0.421009,-0.480366,55.553690,-0.315096,0.026593,55.575310,-0.140663,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.483910,55.588580,-0.313632,0.023102,55.610210,-0.139224,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.441505,0.079316,0.566865,0.934493,0.253724,0.588492,1.439935,0.076301,1.033649,0.932329,0.251248,0.890846,-0.482339,56.055360,-0.316646,0.025267,55.912560,-0.141699,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566400,163.782200,128.450500,91.176880,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,0,0.000000,0.033333,-1269438207,23.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,1,0.033333,0.033333,-1269438207,15.921010,0,XBot Walk Neutral,-0.222457,57.122860,-0.180042,-0.003900,0.999988,-0.003148,0.056247,-0.014576,-0.027935,0.000000,0.000000,1,0.921006,0.421006,-0.478519,55.553760,-0.316415,0.028441,55.575390,-0.141982,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.482097,55.588650,-0.314989,0.024883,55.610280,-0.140569,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.439692,0.077958,0.566934,0.932713,0.252379,0.588560,1.438068,0.074974,1.032856,0.930466,0.249924,0.890038,-0.480472,56.054570,-0.317974,0.027129,55.911750,-0.143023,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566300,163.782200,128.450600,91.176890,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,1,0.033333,0.033333,-1269438207,24.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,2,0.066667,0.033333,-1269438207,16.921010,0,XBot Walk Neutral,-0.220509,57.122160,-0.181416,-0.003866,0.999988,-0.003172,0.057674,-0.011835,-0.028652,0.000000,0.000000,1,0.921005,0.421005,-0.476628,55.553830,-0.317755,0.030331,55.575460,-0.143321,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.480251,55.588720,-0.316331,0.026716,55.610340,-0.141903,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.437846,0.076617,0.567005,0.930879,0.251045,0.588631,1.436157,0.073624,1.032158,0.928562,0.248579,0.889328,-0.478562,56.053870,-0.319323,0.029034,55.911040,-0.144368,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566300,163.782200,128.450500,91.176880,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,2,0.066667,0.033333,-1269438207,25.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,3,0.100000,0.033333,-1269438207,17.921000,0,XBot Walk Neutral,-0.218513,57.121540,-0.182818,-0.003831,0.999988,-0.003196,0.059186,-0.009429,-0.029586,0.000000,0.000000,1,0.921003,0.421003,-0.474689,55.553910,-0.319120,0.032271,55.575530,-0.144688,-0.041233,0.999141,-0.004026,-0.041233,0.999141,-0.004026,-0.478363,55.588790,-0.317678,0.028599,55.610420,-0.143248,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.435958,0.075269,0.567079,0.928996,0.249700,0.588703,1.434198,0.072249,1.031536,0.926608,0.247206,0.888695,-0.476602,56.053250,-0.320699,0.030988,55.910410,-0.145741,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450600,91.176930,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,3,0.100000,0.033333,-1269438207,26.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,4,0.133333,0.033333,-1269438207,18.921000,0,XBot Walk Neutral,-0.216467,57.120990,-0.184255,-0.003796,0.999988,-0.003221,0.060734,-0.007151,-0.030655,0.000000,0.000000,1,0.921003,0.421003,-0.472701,55.553990,-0.320519,0.034259,55.575610,-0.146088,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.476430,55.588870,-0.319047,0.030838,55.610500,-0.144858,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.434025,0.073901,0.567153,0.926758,0.248089,0.588781,1.432190,0.070839,1.031010,0.924606,0.245800,0.888153,-0.474594,56.052720,-0.322108,0.032990,55.909870,-0.147147,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450500,91.176900,NaN,NaN,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,4,0.133333,0.033333,-1269438207,27.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,19.921000,0,XBot Walk Neutral,-0.214370,57.120510,-0.185730,-0.003759,0.999988,-0.003247,0.062392,-0.005217,-0.031921,0.000000,0.000000,1,0.921003,0.421003,-0.470663,55.554060,-0.321955,0.036297,55.575600,-0.147525,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.474449,55.588940,-0.320444,0.033143,55.610550,-0.146513,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.432044,0.072503,0.567229,0.924453,0.246435,0.588834,1.430131,0.069392,1.030533,0.922553,0.244356,0.887665,-0.472536,56.052250,-0.323556,0.035043,55.909380,-0.148592,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450500,91.176870,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,20.921000,0,XBot Walk Neutral,-0.212218,57.120090,-0.187250,-0.003722,0.999988,-0.003273,0.064105,-0.003502,-0.033274,0.000000,0.000000,1,0.921003,0.421003,-0.468571,55.554140,-0.323435,0.038392,55.575600,-0.149004,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.472418,55.589020,-0.321879,0.035341,55.610570,-0.148079,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.430013,0.071069,0.567307,0.922254,0.244869,0.588855,1.428019,0.067900,1.030121,0.920444,0.242869,0.887238,-0.470423,56.051830,-0.325048,0.037151,55.908950,-0.150079,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566400,163.782200,128.450600,91.176840,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,6,0.200000,0.033333,-1269438207,29.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,7,0.233333,0.033333,-1269438207,21.921000,0,XBot Walk Neutral,-0.210009,57.119730,-0.188816,-0.003683,0.999988,-0.003301,0.065877,-0.002032,-0.034691,0.000000,0.000000,1,0.921003,0.421003,-0.466424,55.554230,-0.324961,0.040538,55.575590,-0.150530,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.470334,55.589100,-0.323354,0.037497,55.610580,-0.149610,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.427929,0.069594,0.567387,0.920099,0.243337,0.588862,1.425851,0.066362,1.029751,0.918284,0.241335,0.886852,-0.468256,56.051460,-0.326585,0.039311,55.908570,-0.151612,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450600,91.176860,NaN,NaN,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,7,0.233333,0.033333,-1269438207,30.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,8,0.266667,0.033333,-1269438207,22.921000,0,XBot Walk Neutral,-0.207742,57.119400,-0.190430,-0.003644,0.999988,-0.003329,0.067713,-0.000805,-0.036167,0.000000,0.000000,1,0.921003,0.421003,-0.464220,55.554310,-0.326533,0.042744,55.575590,-0.152102,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.468195,55.589180,-0.324873,0.039664,55.610580,-0.151151,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.425790,0.068075,0.567469,0.917931,0.241796,0.588862,1.423626,0.064778,1.029438,0.916063,0.239755,0.886524,-0.466031,56.051150,-0.328169,0.041532,55.908240,-0.153192,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450600,91.176900,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,8,0.266667,0.033333,-1269438207,31.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,9,0.300000,0.033333,-1269438207,23.921000,0,XBot Walk Neutral,-0.205414,57.119120,-0.192095,-0.003603,0.999988,-0.003358,0.069635,0.000173,-0.037691,0.000000,0.000000,1,0.921003,0.421003,-0.461958,55.554400,-0.328154,0.045008,55.575580,-0.153723,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.466000,55.589270,-0.326438,0.041871,55.610570,-0.152725,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.423595,0.066509,0.567553,0.915725,0.240223,0.588858,1.421343,0.063144,1.029160,0.913785,0.238126,0.886227,-0.463747,56.050870,-0.329804,0.043810,55.907940,-0.154822,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566300,163.782200,128.450500,91.176890,NaN,NaN,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,9,0.300000,0.033333,-1269438207,32.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,10,0.333333,0.033333,-1269438207,24.921000,0,XBot Walk Neutral,-0.203022,57.118860,-0.193810,-0.003562,0.999988,-0.003388,0.071643,0.000973,-0.039230,0.000000,0.000000,1,0.921003,0.421003,-0.459631,55.554490,-0.329822,0.047335,55.575580,-0.155392,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.463744,55.589350,-0.328051,0.044130,55.610570,-0.154341,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.421340,0.064896,0.567640,0.913465,0.238607,0.588854,1.418993,0.061461,1.028908,0.911444,0.236447,0.885963,-0.461398,56.050620,-0.331486,0.046152,55.907680,-0.156501,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450600,91.176860,NaN,NaN,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,10,0.333333,0.033333,-1269438207,33.000000,0,XBot Walk Neutral,-0.267516,58.000000,3.549857,-0.004604,0.998122,0.061089,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.500000,-0.043809,56.899560,3.600526,-0.466696,56.908800,3.455351,0.000000,0.997981,0.063521,0.000000,0.997981,0.063521,-0.043809,56.934490,3.602749,-0.466696,56.943730,3.457574,4293803040,4293803040,1,1,PlanetGround,PlanetGround,0.223706,0.285003,0.120467,-0.199180,0.285002,-0.025001,0.222754,0.456923,0.119964,-0.199566,0.333862,-0.025206,-0.044762,57.106090,3.613167,-0.467082,56.992500,3.460474,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.651900,163.769800,128.449600,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,11,0.366667,0.033333,-1269438207,25.921000,0,XBot Walk Neutral,-0.200564,57.118630,-0.195576,-0.003519,0.999988,-0.003419,0.073712,0.001653,-0.040793,0.000000,0.000000,1,0.921003,0.421003,-0.457245,55.554580,-0.331544,0.049727,55.575570,-0.157112,-0.041233,0.999141,-0.004026,-0.015190,0.999581,-0.024631,-0.461429,55.589440,-0.329714,0.046450,55.610560,-0.156004,1785933915,1785933915,1,1,ArenaWalkableProxy,ArenaWalkableProxy,1.419024,0.063234,0.567728,0.911146,0.236944,0.588848,1.416585,0.059725,1.028679,0.909036,0.234718,0.885715,-0.458989,56.050390,-0.333222,0.048559,55.907430,-0.158230,0.000000,0.000000,0,0,Stance,Stance,Free,Free,0.000000,116.566500,163.782200,128.450600,91.176920,NaN,NaN,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
