frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
10,4.004955,0.019454,2.21626,0.93790,0.09774,0.19549,0.00000,-0.00744,1,0,1,1785933915,1,-0.055947,0.033731,-0.234253,0.099627,0.008667,0.208796,0.059056,0.000000,-0.122108,-0.918376,-0.376397,0.140798,-0.806675,0.573978,Stance,Swing,0.000000,0.000000,-1269438207,28.780380,0,0,0.000000,Walking,0.980607,Walking,0.019393,0,Locomotion,DefaultContact,-1.76815,1.31246,-2.19678
11,4.023321,0.018366,2.33470,0.94259,0.12206,0.24412,0.00000,-0.01770,1,0,1,1785933915,1,-0.057447,0.046327,-0.239986,0.103050,0.005983,0.198438,0.121301,0.000000,-0.144924,-0.929762,-0.338436,0.144355,-0.812292,0.565105,Stance,Swing,0.000000,0.000000,-1269438207,28.798040,0,0,0.000000,Walking,0.945935,Walking,0.054065,0,Locomotion,DefaultContact,-1.57159,1.33866,-2.28579
12,4.043529,0.020208,2.45385,0.94733,0.14502,0.29004,0.00000,-0.02926,1,0,1,1785933915,1,-0.058003,0.055097,-0.243903,0.106161,0.001399,0.187120,0.189254,0.000000,-0.156941,-0.935289,-0.317183,0.150664,-0.822489,0.548464,Stance,Swing,0.000000,0.000000,-1269438207,28.814790,0,0,0.000000,Walking,0.916325,Walking,0.083676,0,Locomotion,DefaultContact,-1.37612,1.35755,-2.33480
13,4.062103,0.018574,2.55861,0.95161,0.11976,0.23951,0.00000,-0.04142,0,0,1,1785933915,1,-0.060282,0.062959,-0.241159,0.109164,-0.004005,0.173166,0.000000,0.000000,-0.176759,-0.944937,-0.275411,0.159879,-0.838534,0.520864,Swing,Swing,0.120000,0.000000,-1269438207,28.833320,0,0,0.000000,Walking,0.886537,Walking,0.113463,0,Locomotion,DefaultContact,-1.22648,1.37328,-2.37177
14,4.079937,0.017834,2.65516,0.95561,0.09654,0.19308,0.00000,-0.05090,0,0,1,1785933915,1,-0.064131,0.068553,-0.234508,0.111222,-0.007980,0.158793,0.000000,0.000000,-0.197486,-0.953771,-0.226541,0.164143,-0.851289,0.498362,Swing,Swing,0.101426,0.000000,-1269438207,28.850430,0,0,0.000000,Walking,0.860348,Walking,0.139652,0,Locomotion,DefaultContact,-1.20673,1.38413,-2.40539
15,4.099142,0.019204,2.75545,0.95982,0.07425,0.14849,0.00000,-0.05824,0,0,1,1785933915,1,-0.069637,0.071874,-0.224168,0.112410,-0.010879,0.144194,0.000000,0.000000,-0.219265,-0.960944,-0.168849,0.165540,-0.862877,0.477536,Swing,Swing,0.083592,0.000000,-1269438207,28.866920,0,0,0.000000,Walking,0.836209,Walking,0.163791,0,Locomotion,DefaultContact,-1.17718,1.39207,-2.33281
16,4.120987,0.021845,2.86869,0.96467,0.05024,0.10048,0.00000,-0.05825,0,0,1,2905090,1,-0.076455,0.077055,-0.208760,0.112852,-0.011072,0.129327,0.000000,0.000000,-0.241645,-0.965986,-0.092081,0.168700,-0.877576,0.448778,Swing,Swing,0.064387,0.000000,-1269438207,28.884760,0,0,0.000000,Walking,0.811139,Walking,0.188861,0,Locomotion,DefaultContact,-1.14905,1.39853,-2.23957
17,4.139799,0.018812,2.96249,0.96867,0.02293,0.04587,0.00000,-0.04924,0,0,1,2905090,1,-0.082546,0.076904,-0.186091,0.113061,-0.008950,0.108169,0.000000,0.000000,-0.249986,-0.968235,-0.005395,0.174786,-0.900422,0.398359,Swing,Swing,0.042542,0.000000,-1269438207,28.905150,0,0,0.000000,Walking,0.782828,Walking,0.217172,0,Locomotion,DefaultContact,-1.16189,1.40390,-2.49305
18,4.156836,0.017037,3.04259,0.97205,0.00000,0.00000,0.00000,-0.03959,0,0,1,2905090,1,-0.087964,0.075988,-0.165415,0.112028,-0.006008,0.092111,0.000000,0.000000,-0.254156,-0.964848,0.066881,0.177729,-0.917523,0.355757,Swing,Swing,0.023730,0.000000,-1269438207,28.922780,0,0,0.000000,Walking,0.759377,Walking,0.240623,0,Locomotion,DefaultContact,-1.11286,1.40727,-2.66132
19,4.178242,0.021406,3.13082,0.97564,0.00000,0.00000,0.00000,-0.03135,0,0,1,2905090,1,-0.092530,0.075195,-0.146893,0.110472,-0.003689,0.076413,0.000000,0.000000,-0.258018,-0.957890,0.125991,0.179281,-0.932833,0.312540,Swing,Swing,0.006693,0.000000,-1269438207,28.938810,0,0,0.000000,Walking,0.739352,Walking,0.260648,0,Locomotion,DefaultContact,-1.03616,1.40958,-2.69051
20,4.196340,0.018098,3.19202,0.97797,0.00000,0.00000,0.00000,-0.02261,0,0,1,2905090,1,-0.098081,0.072106,-0.120910,0.107763,-0.001384,0.055109,0.000000,0.000000,-0.262188,-0.944383,0.198493,0.179513,-0.950923,0.252032,Swing,Swing,0.000000,0.000000,-1269438207,28.959020,0,0,0.000000,Walking,0.717295,Walking,0.282705,0,Locomotion,DefaultContact,-0.82967,1.41173,-2.75416
21,4.213058,0.016719,3.21813,0.97376,0.00000,0.00000,0.00000,-0.01679,0,0,1,1785933915,1,-0.102881,0.067654,-0.095313,0.104998,0.000068,0.036406,0.000000,0.000000,-0.266305,-0.927681,0.261705,0.177957,-0.964325,0.195979,Swing,Swing,0.000000,0.000000,-1269438207,28.976150,0,0,0.000000,Walking,0.701994,Walking,0.298006,0,HitRecoil,DefaultContact,-0.61376,1.41306,-2.80482
22,4.235111,0.022053,3.17235,0.96663,0.00000,0.00000,0.00000,-0.01259,0,0,1,1785933915,1,-0.107099,0.062157,-0.068240,0.102081,0.000611,0.019052,0.000000,0.000000,-0.270009,-0.907493,0.321794,0.174763,-0.974399,0.141438,Swing,Swing,0.000000,0.000000,-1269438207,28.991900,0,0,0.000000,Walking,0.695467,Walking,0.304533,0,HitRecoil,DefaultContact,-2.85198,1.49516,-3.04144
23,4.253272,0.018160,3.07940,0.95565,0.00000,0.00000,0.00000,-0.00848,0,0,1,1785933915,1,-0.110159,0.055117,-0.040385,0.098791,0.001443,0.001380,0.000000,0.000000,-0.268172,-0.889610,0.369700,0.169811,-0.981439,0.089120,Swing,Swing,0.000000,0.000000,-1269438207,29.012530,0,0,0.000000,Walking,0.706913,Walking,0.293087,0,HitRecoil,DefaultContact,-1.50377,1.48189,-2.87414
24,4.286890,0.033618,2.83371,0.91135,0.00000,0.00000,0.00000,-0.00607,0,0,1,1785933915,1,-0.111946,0.048138,-0.015207,0.095669,0.001876,-0.014351,0.000000,0.000000,-0.263117,-0.875919,0.404396,0.164552,-0.985354,0.044733,Swing,Swing,0.000000,0.000000,-1269438207,29.029330,0,0,0.000000,Walking,0.730149,Walking,0.269851,0,HitRecoil,DefaultContact,-0.83055,1.47264,-2.62767
25,4.317083,0.030193,2.56988,0.86683,0.00000,0.00000,0.00000,-0.00319,0,0,1,1785933915,1,-0.113977,0.035995,0.029551,0.091646,0.002706,-0.038195,0.000000,0.000000,-0.250139,-0.858882,0.446936,0.158429,-0.987115,-0.022447,Swing,Swing,0.000000,0.000000,-1269438207,29.058980,0,0,0.000000,Walking,0.791574,Walking,0.208426,0,HitRecoil,DefaultContact,-0.52046,1.45879,-2.21045
26,4.337391,0.020308,2.38321,0.83964,0.00000,0.00000,0.00000,-0.00176,0,0,1,1785933915,1,-0.114533,0.028671,0.069791,0.089043,0.003406,-0.059839,0.000000,0.000000,-0.237715,-0.847200,0.475125,0.155708,-0.984493,-0.080802,Swing,Swing,0.000000,0.000000,-1269438207,29.084300,0,0,0.000000,Walking,0.857530,Walking,0.142470,0,HitRecoil,DefaultContact,-0.34612,1.44928,-1.99601
27,4.357916,0.020525,2.19307,0.82877,0.00000,0.00000,0.00000,-0.00118,0,0,1,1785933915,1,-0.114472,0.026029,0.094735,0.087356,0.003837,-0.074471,0.000000,0.000000,-0.230221,-0.841205,0.489257,0.154045,-0.980918,-0.118618,Swing,Swing,0.000000,0.000000,-1269438207,29.100810,0,0,0.000000,Walking,0.904197,Walking,0.095803,0,HitRecoil,DefaultContact,-0.21246,1.44412,-1.96340
28,4.378151,0.020235,2.00785,0.83744,0.00000,0.00000,0.00000,-0.00078,0,0,1,1785933915,1,-0.114232,0.025080,0.119335,0.085559,0.003973,-0.088739,0.000000,0.000000,-0.223668,-0.835157,0.502479,0.152092,-0.976384,-0.153434,Swing,Swing,0.000000,0.000000,-1269438207,29.117270,0,0,0.000000,Walking,0.951732,Walking,0.048268,0,HitRecoil,DefaultContact,-0.07741,1.43973,-2.01736
29,4.399262,0.021111,1.81976,0.85604,0.00000,0.00000,0.00000,-0.00051,0,0,1,1785933915,1,-0.114011,0.025675,0.142401,0.083935,0.003765,-0.102426,0.000000,0.000000,-0.217174,-0.828473,0.516205,0.150673,-0.971243,-0.184349,Swing,Swing,0.000000,0.000000,-1269438207,29.133670,0,0,0.000000,Walking,0.998037,Walking,0.001963,0,HitRecoil,DefaultContact,0.04057,1.43609,-2.07552
30,4.421080,0.021818,1.63223,0.86410,0.02639,0.05278,0.00000,-0.00513,1,0,1,1785933915,1,-0.115551,0.020192,0.139739,0.085033,0.000531,-0.106196,0.447281,0.000000,-0.217411,-0.832985,0.508790,0.155557,-0.970187,-0.185845,Capture,Swing,0.000000,0.000000,-1269438207,29.152830,0,0,0.000000,XBot Walk Neutral,0.090122,Walking,0.909879,0,HitRecoil,DefaultContact,0.14268,1.43291,-2.08695
31,4.441535,0.020455,1.46373,0.85550,0.05366,0.10732,0.00000,-0.01346,1,0,1,1785933915,1,-0.117494,0.011825,0.127056,0.086550,-0.004803,-0.109008,0.410073,0.000000,-0.218911,-0.835510,0.503985,0.161073,-0.969985,-0.182166,Stance,Swing,0.000000,0.000000,-1269438207,29.175020,0,0,0.000000,XBot Walk Neutral,0.183884,Walking,0.816116,0,HitRecoil,DefaultContact,0.26114,1.43017,-2.13776
32,4.460113,0.018577,1.31785,0.84145,0.07923,0.15846,0.00000,-0.01943,1,0,1,1785933915,1,-0.119583,0.005107,0.108023,0.088334,-0.009377,-0.110742,0.350566,0.000000,-0.222376,-0.836954,0.500057,0.166049,-0.970153,-0.176720,Stance,Swing,0.000000,0.000000,-1269438207,29.197890,0,0,0.000000,XBot Walk Neutral,0.268138,Walking,0.731862,0,HitRecoil,DefaultContact,0.35711,1.42803,-2.18247
33,4.480045,0.019933,1.16925,0.82408,0.10245,0.20490,0.00000,-0.02169,1,0,1,1785933915,1,-0.119885,0.000309,0.087517,0.090174,-0.013127,-0.111252,0.284310,0.000000,-0.228690,-0.841372,0.489687,0.170088,-0.970632,-0.170129,Stance,Swing,0.000000,0.000000,-1269438207,29.220470,0,0,0.000000,XBot Walk Neutral,0.341077,Walking,0.658923,0,HitRecoil,DefaultContact,0.40552,1.42639,-2.18748
34,4.500189,0.020144,1.03021,0.80665,0.12737,0.25474,0.00000,-0.02107,1,0,1,1785933915,1,-0.118273,0.001404,0.062896,0.093413,-0.010440,-0.110542,0.197209,0.000000,-0.235445,-0.854915,0.462262,0.177688,-0.971145,-0.159071,Stance,Swing,0.000000,0.000000,-1269438207,29.247050,0,0,0.000000,XBot Walk Neutral,0.415376,Walking,0.584625,0,HitRecoil,DefaultContact,0.44714,1.42490,-2.19230
35,4.517652,0.017463,0.92053,0.79272,0.10219,0.20438,0.00000,-0.02044,0,0,1,1785933915,1,-0.118612,0.010322,0.044068,0.096761,-0.003146,-0.106786,0.000000,0.000000,-0.242447,-0.862965,0.443295,0.183554,-0.972495,-0.143391,Swing,Swing,0.120000,0.000000,-1269438207,29.276680,0,0,0.000000,XBot Walk Neutral,0.484895,Walking,0.515105,0,HitRecoil,DefaultContact,0.33771,1.42363,-2.13728
36,4.537305,0.019653,0.80819,0.77885,0.08036,0.16072,0.00000,-0.02161,0,0,1,1785933915,1,-0.118441,0.017983,0.026429,0.099275,0.000815,-0.100429,0.000000,0.000000,-0.247342,-0.870374,0.425759,0.187066,-0.974881,-0.120884,Swing,Swing,0.102537,0.000000,-1269438207,29.304730,0,0,0.000000,XBot Walk Neutral,0.539737,Walking,0.460263,0,HitRecoil,DefaultContact,0.17773,1.42269,-1.98746
37,4.554924,0.017620,0.71702,0.76819,0.05579,0.11159,0.00000,-0.02705,0,0,1,1785933915,1,-0.117209,0.024146,0.006590,0.101706,0.000544,-0.090010,0.000000,0.000000,-0.251878,-0.876974,0.409236,0.189986,-0.978311,-0.082546,Swing,Swing,0.082884,0.000000,-1269438207,29.339720,0,0,0.000000,XBot Walk Neutral,0.595903,Walking,0.404097,0,HitRecoil,DefaultContact,0.08875,1.42180,-1.86864
38,4.572860,0.017936,0.63328,0.75900,0.05579,0.06754,0.04405,-0.03502,0,1,1,1785933915,1,-0.114797,0.026604,-0.009455,0.104221,-0.001616,-0.076688,0.000000,0.041559,-0.253000,-0.883982,0.393150,0.194427,-0.980518,-0.027990,Swing,Capture,0.065264,0.000000,-1269438207,29.374260,0,0,0.000000,XBot Walk Neutral,0.641491,Walking,0.358510,0,HitRecoil,DefaultContact,0.04185,1.42111,-1.85964
39,4.599305,0.026445,0.52759,0.74817,0.05579,0.02270,0.08889,-0.03842,0,1,1,1785933915,1,-0.111582,0.028024,-0.022440,0.106331,-0.001690,-0.057246,0.000000,0.071442,-0.250057,-0.896237,0.366376,0.197107,-0.979657,0.037698,Swing,Stance,0.047329,0.000000,-1269438207,29.413160,0,0,0.000000,XBot Walk Neutral,0.683358,Walking,0.316642,0,HitRecoil,DefaultContact,-0.00388,1.42052,-1.84827
40,4.620768,0.021463,0.45852,0.74155,0.07750,0.00000,0.15500,-0.03283,0,1,1,1785933915,1,-0.105650,0.032213,-0.043739,0.106603,0.001186,-0.023288,0.000000,0.141951,-0.246879,-0.919317,0.306443,0.192579,-0.973433,0.123865,Swing,Stance,0.020884,0.000000,-1269438207,29.479750,0,0,0.000000,XBot Walk Neutral,0.736204,Walking,0.263796,0,HitRecoil,DefaultContact,-0.12705,1.41979,-1.77854
41,4.646990,0.026222,0.39432,0.73617,0.10433,0.00000,0.20866,-0.02579,0,1,1,1785933915,1,-0.102760,0.036665,-0.057963,0.106113,0.002073,0.000537,0.000000,0.192396,-0.248357,-0.930486,0.269287,0.188338,-0.969050,0.159594,Swing,Stance,0.000000,0.000000,-1269438207,29.540360,0,0,0.000000,XBot Walk Neutral,0.770738,Walking,0.229262,0,HitRecoil,DefaultContact,-0.28890,1.41931,-1.85746
42,4.674940,0.027950,0.34802,0.73410,0.07155,0.00000,0.14310,-0.01785,0,0,1,1785933915,1,-0.100435,0.040930,-0.070541,0.104832,-0.000977,0.031168,0.000000,0.000000,-0.254095,-0.936553,0.241463,0.182657,-0.967031,0.177448,Swing,Swing,0.000000,0.120000,-1269438207,29.624110,0,0,0.000000,XBot Walk Neutral,0.802838,Walking,0.197162,0,Locomotion,DefaultContact,-0.44129,1.41883,-1.98649
43,4.701173,0.026233,0.32877,0.73446,0.03661,0.00000,0.07323,-0.01141,0,0,1,1785933915,1,-0.102716,0.046066,-0.081943,0.105403,-0.003981,0.043510,0.000000,0.000000,-0.263010,-0.935477,0.236027,0.180882,-0.965394,0.187871,Swing,Swing,0.000000,0.092050,-1269438207,29.723060,0,0,0.000000,XBot Walk Neutral,0.825988,Walking,0.174012,0,Locomotion,DefaultContact,-0.52961,1.41843,-2.00336
44,4.729244,0.028071,0.33445,0.73652,0.00382,0.00000,0.00765,-0.00725,0,0,1,1785933915,1,-0.104627,0.058221,-0.088074,0.105768,0.000696,0.035895,0.000000,0.000000,-0.269521,-0.931459,0.244424,0.180733,-0.966690,0.181234,Swing,Swing,0.000000,0.065817,-1269438207,29.820510,0,0,0.000000,XBot Walk Neutral,0.835613,Walking,0.164387,0,Locomotion,DefaultContact,-0.54769,1.41813,-2.01900
45,4.759554,0.030310,0.36548,0.74086,0.00000,0.00000,0.00000,-0.00435,0,0,1,1785933915,1,-0.106141,0.066288,-0.077324,0.103690,0.003892,0.026199,0.000000,0.000000,-0.271799,-0.914956,0.298298,0.177113,-0.970796,0.161819,Swing,Swing,0.000000,0.037746,-1269438207,29.923600,0,0,0.000000,XBot Walk Neutral,0.832774,Walking,0.167226,0,Locomotion,DefaultContact,-0.54353,1.41788,-1.98947
46,4.784782,0.025228,0.41260,0.74672,0.00000,0.00000,0.00000,-0.00245,0,0,1,1785933915,1,-0.109143,0.061447,-0.051548,0.100141,0.004250,0.008473,0.000000,0.000000,-0.269848,-0.895939,0.352812,0.171961,-0.979003,0.109470,Swing,Swing,0.000000,0.007435,-1269438207,30.027520,0,0,0.000000,XBot Walk Neutral,0.817262,Walking,0.182738,0,Locomotion,DefaultContact,-0.56866,1.41767,-1.87961
47,4.808810,0.024028,0.47729,0.75453,0.00000,0.00000,0.00000,-0.00150,0,0,1,1785933915,1,-0.111523,0.050021,-0.030244,0.099044,0.003783,-0.005797,0.000000,0.000000,-0.263708,-0.890987,0.369596,0.172850,-0.982422,0.070496,Swing,Swing,0.000000,0.000000,-1269438207,30.106140,0,0,0.000000,XBot Walk Neutral,0.793700,Walking,0.206300,0,Locomotion,DefaultContact,-0.68375,1.41753,-1.90110
48,4.834995,0.026184,0.55880,0.76391,0.00000,0.00000,0.00000,-0.00093,0,0,1,1785933915,1,-0.116128,0.039372,-0.010638,0.099197,0.001807,-0.022125,0.000000,0.000000,-0.258132,-0.886193,0.384748,0.176493,-0.983707,0.034218,Swing,Swing,0.000000,0.000000,-1269438207,30.172790,0,0,0.000000,XBot Walk Neutral,0.761353,Walking,0.238647,0,Locomotion,DefaultContact,-0.83627,1.41743,-1.94895
49,4.858536,0.023542,0.63707,0.77266,0.03273,0.06546,0.00000,-0.00937,1,0,1,1785933915,1,-0.118604,0.028075,-0.000724,0.100232,-0.005943,-0.043729,0.210541,0.000000,-0.256968,-0.880073,0.399299,0.181589,-0.983340,-0.008226,Capture,Swing,0.000000,0.000000,-1269438207,30.236760,0,0,0.000000,XBot Walk Neutral,0.720599,Walking,0.279401,0,Locomotion,DefaultContact,-0.86005,1.41733,-1.88586
50,4.881464,0.022928,0.71665,0.78139,0.00330,0.00661,0.00000,-0.01550,0,0,1,1785933915,1,-0.117430,0.027755,0.002807,0.101544,-0.002622,-0.063652,0.000000,0.000000,-0.252535,-0.879002,0.404452,0.186438,-0.981447,-0.044747,Swing,Swing,0.120000,0.000000,-1269438207,30.288450,0,0,0.000000,XBot Walk Neutral,0.681464,Walking,0.318537,0,Locomotion,DefaultContact,-0.85239,1.41727,-1.81164
51,4.901480,0.020016,0.78354,0.78843,0.00000,0.00000,0.00000,-0.01478,0,0,1,1785933915,1,-0.116811,0.030590,0.000915,0.102223,0.003345,-0.078294,0.000000,0.000000,-0.250436,-0.881035,0.401322,0.189281,-0.980012,-0.061238,Swing,Swing,0.097072,0.000000,-1269438207,30.334190,0,0,0.000000,XBot Walk Neutral,0.641673,Walking,0.358327,0,Locomotion,DefaultContact,-0.84087,1.41721,-1.85160
52,4.926686,0.025207,0.85308,0.79493,0.00000,0.00000,0.00000,-0.01235,0,0,1,1785933915,1,-0.115137,0.033002,-0.003278,0.104005,0.008113,-0.083178,0.000000,0.000000,-0.247655,-0.883330,0.397990,0.194438,-0.979842,-0.045862,Swing,Swing,0.077056,0.000000,-1269438207,30.371320,0,0,0.000000,XBot Walk Neutral,0.608231,Walking,0.391769,0,Locomotion,DefaultContact,-0.75844,1.41717,-1.90432
53,4.947968,0.021281,0.89175,0.79748,0.00000,0.00000,0.00000,-0.00900,0,0,1,1785933915,1,-0.111797,0.033101,-0.009060,0.107543,0.013900,-0.074024,0.000000,0.000000,-0.240690,-0.896294,0.372459,0.202292,-0.979259,0.011373,Swing,Swing,0.051850,0.000000,-1269438207,30.414890,0,0,0.000000,XBot Walk Neutral,0.573461,Walking,0.426539,0,Locomotion,DefaultContact,-0.51767,1.41713,-1.85871
54,4.971694,0.023727,0.91553,0.79653,0.00000,0.00000,0.00000,-0.00657,0,0,1,1785933915,1,-0.107521,0.032055,-0.019860,0.109649,0.017038,-0.055060,0.000000,0.000000,-0.235233,-0.915614,0.326064,0.203992,-0.975877,0.077788,Swing,Swing,0.030569,0.000000,-1269438207,30.450300,0,0,0.000000,XBot Walk Neutral,0.554127,Walking,0.445874,0,Locomotion,DefaultContact,-0.22233,1.41711,-1.76162
55,4.992845,0.021150,0.92354,0.79266,0.00000,0.00000,0.00000,-0.00446,0,0,1,1785933915,1,-0.101964,0.031145,-0.035753,0.111117,0.017905,-0.027173,0.000000,0.000000,-0.227755,-0.937142,0.264374,0.202114,-0.968497,0.145479,Swing,Swing,0.006842,0.000000,-1269438207,30.488790,0,0,0.000000,XBot Walk Neutral,0.542235,Walking,0.457765,0,Locomotion,DefaultContact,0.14128,1.41708,-1.66023
56,5.011963,0.019119,0.92137,0.78757,0.00000,0.00000,0.00000,-0.00310,0,0,1,1785933915,1,-0.098268,0.030978,-0.049601,0.111657,0.016580,0.001043,0.000000,0.000000,-0.223478,-0.950575,0.215555,0.198357,-0.960456,0.195392,Swing,Swing,0.000000,0.000000,-1269438207,30.522650,0,0,0.000000,XBot Walk Neutral,0.538231,Walking,0.461769,0,Locomotion,DefaultContact,0.43179,1.41706,-1.59472
57,5.033054,0.021091,0.91122,0.78136,0.00000,0.00000,0.00000,-0.00220,0,0,1,1785933915,1,-0.095625,0.030714,-0.061431,0.111195,0.014144,0.026915,0.000000,0.000000,-0.222514,-0.959108,0.174928,0.194259,-0.953997,0.228372,Swing,Swing,0.000000,0.000000,-1269438207,30.553130,0,0,0.000000,XBot Walk Neutral,0.539314,Walking,0.460686,0,Locomotion,DefaultContact,0.59493,1.41705,-1.57074
58,5.054169,0.021115,0.89606,0.77560,0.00000,0.00000,0.00000,-0.00149,0,0,1,1785933915,1,-0.093362,0.030164,-0.073844,0.110028,0.010996,0.052093,0.000000,0.000000,-0.221571,-0.965795,0.134708,0.190491,-0.949667,0.248687,Swing,Swing,0.000000,0.000000,-1269438207,30.586830,0,0,0.000000,XBot Walk Neutral,0.544390,Walking,0.455610,0,Locomotion,DefaultContact,0.64487,1.41704,-1.58991
