frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,1.046431,0.121876,0.00000,0.00000,0.28000,0.00000,-0.06404,0,0,1785933915,1,-0.006857,0.094144,0.007961,-0.089452,0.219249,-0.059892,0.775153,-0.631582,-0.015589,0.217045,-0.820390,-0.529010,Stance,InvalidSurface,-1269438207,0.000000,Locomotion,DefaultContact,0.22688,0.00000,0.13510
1,1.072788,0.026357,0.00000,0.00000,0.00000,0.00000,-0.01930,0,0,1785933915,1,-0.100600,0.212250,0.181747,-0.098963,0.362260,0.031006,0.407426,-0.891650,0.197396,-0.227935,-0.962230,-0.148860,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.04119,-0.00031,0.28173
2,1.091392,0.018604,0.00000,0.00000,0.00000,0.00000,-0.01206,0,0,1785933915,1,-0.147921,0.222937,0.215285,-0.105532,0.378288,0.047086,0.203973,-0.913851,0.351100,-0.312972,-0.948462,-0.049683,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.10818,-0.00057,0.33135
3,1.111090,0.019698,0.00000,0.00000,0.00000,0.00000,-0.00855,0,0,1785933915,1,-0.179632,0.229647,0.236018,-0.107076,0.380451,0.053779,0.068251,-0.893008,0.444835,-0.321354,-0.946674,-0.023234,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.82551,-0.00079,0.34525
4,1.132471,0.021381,0.00000,0.00000,0.00000,0.00000,-0.00589,0,0,1785933915,1,-0.210118,0.232103,0.254499,-0.105330,0.369686,0.055301,-0.060858,-0.848003,0.526486,-0.266621,-0.962407,-0.051829,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.50631,-0.00105,0.33938
5,1.209766,0.077295,0.00000,0.00000,0.00000,0.00000,-0.00389,0,0,1785933915,1,-0.239222,0.233673,0.269432,-0.105238,0.341161,0.054033,-0.182714,-0.780986,0.597224,-0.154449,-0.979823,-0.126855,InvalidSurface,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-4.00058,-0.00136,0.32500
6,1.230580,0.020814,0.00000,0.00000,0.00000,0.00000,-0.00088,0,0,1785933915,1,-0.308091,0.260784,0.288833,-0.069084,0.199553,0.013732,-0.473898,-0.495838,0.727713,0.234658,-0.894248,-0.381125,Swing,InvalidSurface,-1269438207,0.000000,Locomotion,DefaultContact,-3.90151,-0.00222,0.29001
7,1.251227,0.020648,0.00000,0.00000,0.00000,0.00000,-0.00057,0,0,1785933915,1,-0.337767,0.349609,0.290384,-0.081824,0.163275,0.025390,-0.571443,-0.311729,0.759130,0.159947,-0.933977,-0.319537,InvalidSurface,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.66222,-0.00257,0.27816
8,1.272609,0.021382,0.00000,0.00000,0.00000,0.00000,-0.00037,0,0,1785933915,1,-0.357158,0.413253,0.284920,-0.071003,0.140384,0.018003,-0.627229,-0.165488,0.761051,0.179680,-0.927385,-0.328135,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.25532,-0.00289,0.23553
9,1.291764,0.019155,0.00000,0.00000,0.00000,0.00000,-0.00024,0,0,1785933915,1,-0.366035,0.449074,0.277873,-0.068389,0.124875,0.018406,-0.660113,-0.047866,0.749640,0.167048,-0.934621,-0.313972,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.00540,-0.00222,0.19123
