frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
60,5.082272,0.023337,0.26139,0.82454,0.00000,0.00000,0.00000,-0.00003,0,0,1,1785933915,1,-0.107113,0.054551,-0.050456,0.104183,0.008656,-0.002587,0.000000,0.000000,-0.258124,-0.909876,0.324804,0.182208,-0.975446,0.123713,Swing,Swing,0.000000,0.000000,-1269438207,36.477650,0,0,0.000000,XBot Walk Neutral,0.857604,Walking,0.142396,0,Locomotion,DefaultContact,-0.06175,1.41634,-1.63858
61,5.100521,0.018249,0.25154,0.80508,0.00000,0.00000,0.00000,-0.00002,0,0,1,1785933915,1,-0.103893,0.053976,-0.063817,0.103651,0.006782,0.025735,0.000000,0.000000,-0.258910,-0.923554,0.282867,0.178619,-0.970885,0.159620,Swing,Swing,0.000000,0.000000,-1269438207,36.594960,0,0,0.000000,XBot Walk Neutral,0.869307,Walking,0.130693,0,Locomotion,DefaultContact,-0.14968,1.41646,-1.75461
62,5.120198,0.019677,0.25011,0.78748,0.00000,0.00000,0.00000,-0.00001,0,0,1,1785933915,1,-0.103698,0.055013,-0.071768,0.104204,0.003178,0.037420,0.000000,0.000000,-0.265008,-0.924789,0.273014,0.178692,-0.969654,0.166855,Swing,Swing,0.000000,0.000000,-1269438207,36.687300,0,0,0.000000,XBot Walk Neutral,0.874228,Walking,0.125772,0,Locomotion,DefaultContact,-0.25372,1.41653,-1.89011
63,5.147798,0.027600,0.26239,0.76884,0.00000,0.00000,0.00000,-0.00001,0,0,1,1785933915,1,-0.105330,0.057639,-0.080475,0.104361,0.003149,0.032939,0.000000,0.000000,-0.267648,-0.928852,0.256122,0.178163,-0.969149,0.170317,Swing,Swing,0.000000,0.000000,-1269438207,36.785130,0,0,0.000000,XBot Walk Neutral,0.874945,Walking,0.125055,0,Locomotion,DefaultContact,-0.32233,1.41660,-1.96168
64,5.167312,0.019514,0.28063,0.75984,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.106492,0.067391,-0.074744,0.103375,0.005585,0.024522,0.000000,0.000000,-0.272008,-0.913150,0.303592,0.176714,-0.971725,0.156600,Swing,Swing,0.000000,0.000000,-1269438207,36.914110,0,0,0.000000,XBot Walk Neutral,0.868805,Walking,0.131196,0,Locomotion,DefaultContact,-0.38559,1.41668,-1.94947
65,5.185259,0.017947,0.30579,0.75461,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108377,0.065319,-0.058850,0.100970,0.005526,0.013255,0.000000,0.000000,-0.270876,-0.899904,0.341758,0.173142,-0.977182,0.123033,Swing,Swing,0.000000,0.000000,-1269438207,36.999500,0,0,0.000000,XBot Walk Neutral,0.859687,Walking,0.140313,0,Locomotion,DefaultContact,-0.45212,1.41672,-1.92948
66,5.207483,0.022224,0.35119,0.75229,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.109988,0.058084,-0.044025,0.099703,0.004984,0.003701,0.000000,0.000000,-0.267553,-0.894159,0.359021,0.172094,-0.980389,0.096029,Swing,Swing,0.000000,0.000000,-1269438207,37.072220,0,0,0.000000,XBot Walk Neutral,0.847107,Walking,0.152893,0,Locomotion,DefaultContact,-0.54622,1.41676,-1.94509
67,5.236753,0.029269,0.44356,0.75677,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.113176,0.047224,-0.026180,0.099574,0.003561,-0.009773,0.000000,0.000000,-0.262547,-0.890923,0.370574,0.175041,-0.982528,0.063237,Swing,Swing,0.000000,0.000000,-1269438207,37.152240,0,0,0.000000,XBot Walk Neutral,0.824403,Walking,0.175597,0,Locomotion,DefaultContact,-0.69910,1.41680,-1.97358
68,5.255736,0.018983,0.52235,0.76361,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.116895,0.038036,-0.012366,0.100932,-0.000803,-0.032470,0.000000,0.000000,-0.258190,-0.883755,0.390276,0.181163,-0.983285,0.018176,Swing,Swing,0.000000,0.000000,-1269438207,37.239070,0,0,0.000000,XBot Walk Neutral,0.778220,Walking,0.221780,0,Locomotion,DefaultContact,-0.97877,1.41684,-1.95916
69,5.276838,0.021102,0.63030,0.77493,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.116278,0.038988,-0.008696,0.102143,0.003242,-0.049885,0.000000,0.000000,-0.256031,-0.882907,0.393603,0.185537,-0.982531,-0.014465,Swing,Swing,0.000000,0.000000,-1269438207,37.288290,0,0,0.000000,XBot Walk Neutral,0.738826,Walking,0.261174,0,Locomotion,DefaultContact,-1.20570,1.41686,-1.96098
70,5.294034,0.017196,0.73368,0.78675,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.116107,0.039844,-0.006833,0.102736,0.008094,-0.067485,0.000000,0.000000,-0.253251,-0.883386,0.394327,0.188603,-0.981291,-0.038695,Swing,Swing,0.000000,0.000000,-1269438207,37.335220,0,0,0.000000,XBot Walk Neutral,0.684849,Walking,0.315151,0,Locomotion,DefaultContact,-1.47722,1.41688,-1.98761
71,5.311372,0.017338,0.85337,0.80103,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.115027,0.039538,-0.006476,0.103972,0.011932,-0.077753,0.000000,0.000000,-0.249427,-0.884017,0.395348,0.193221,-0.980412,-0.038173,Swing,Swing,0.000000,0.000000,-1269438207,37.369020,0,0,0.000000,XBot Walk Neutral,0.633159,Walking,0.366841,0,Locomotion,DefaultContact,-1.70112,1.41689,-2.02002
72,5.332770,0.021398,1.02106,0.82074,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.113276,0.036837,-0.004835,0.106362,0.016822,-0.081436,0.000000,0.000000,-0.242778,-0.889812,0.386386,0.200693,-0.979531,-0.015562,Swing,Swing,0.000000,0.000000,-1269438207,37.399210,0,0,0.000000,XBot Walk Neutral,0.573314,Walking,0.426686,0,Locomotion,DefaultContact,-1.94384,1.41690,-2.07196
73,5.350519,0.017749,1.16927,0.83720,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.109794,0.031661,-0.005251,0.109224,0.023030,-0.079160,0.000000,0.000000,-0.232486,-0.905626,0.354672,0.208185,-0.977720,0.026866,Swing,Swing,0.000000,0.000000,-1269438207,37.431500,0,0,0.000000,XBot Walk Neutral,0.489470,Walking,0.510530,0,Locomotion,DefaultContact,-2.16990,1.41691,-2.12696
74,5.366115,0.015596,1.29958,0.85092,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.105691,0.026722,-0.009610,0.111717,0.027556,-0.070278,0.000000,0.000000,-0.223336,-0.924216,0.309751,0.213014,-0.974043,0.076579,Swing,Swing,0.000000,0.000000,-1269438207,37.455550,0,0,0.000000,XBot Walk Neutral,0.415365,Walking,0.584635,0,Locomotion,DefaultContact,-2.23583,1.41692,-2.15310
75,5.383302,0.017187,1.44117,0.86498,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.101212,0.022630,-0.016263,0.114035,0.030323,-0.058429,0.000000,0.000000,-0.213133,-0.941692,0.260367,0.216097,-0.968744,0.121808,Swing,Swing,0.000000,0.000000,-1269438207,37.474980,0,0,0.000000,XBot Walk Neutral,0.350213,Walking,0.649788,0,Locomotion,DefaultContact,-2.16693,1.41693,-2.19177
76,5.402885,0.019583,1.59974,0.87957,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.096446,0.018922,-0.024822,0.116658,0.031807,-0.041240,0.000000,0.000000,-0.201196,-0.958277,0.203042,0.218116,-0.960391,0.173422,Swing,Swing,0.000000,0.000000,-1269438207,37.494690,0,0,0.000000,XBot Walk Neutral,0.279417,Walking,0.720583,0,Locomotion,DefaultContact,-2.06195,1.41693,-2.28315
77,5.422065,0.019180,1.74847,0.89224,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.091285,0.015581,-0.035670,0.119334,0.031747,-0.017419,0.000000,0.000000,-0.187041,-0.972946,0.135619,0.217956,-0.948019,0.231851,Swing,Swing,0.000000,0.000000,-1269438207,37.515370,0,0,0.000000,XBot Walk Neutral,0.200132,Walking,0.799868,0,Locomotion,DefaultContact,-1.95123,1.41694,-2.40532
78,5.439520,0.017455,1.87458,0.90229,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.086743,0.013095,-0.047300,0.121023,0.030052,0.009946,0.000000,0.000000,-0.174154,-0.982457,0.066706,0.215307,-0.933495,0.286759,Swing,Swing,0.000000,0.000000,-1269438207,37.534220,0,0,0.000000,XBot Walk Neutral,0.125765,Walking,0.874235,0,Locomotion,DefaultContact,-1.79244,1.41694,-2.52206
79,5.453618,0.014098,1.96929,0.90943,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.083169,0.011417,-0.059049,0.121605,0.027777,0.037192,0.000000,0.000000,-0.161760,-0.986829,0.001784,0.211300,-0.919404,0.331736,Swing,Swing,0.000000,0.000000,-1269438207,37.550450,0,0,0.000000,XBot Walk Neutral,0.062713,Walking,0.937287,0,Locomotion,DefaultContact,-1.60255,1.41695,-2.49859
80,5.468182,0.014564,2.06196,0.91608,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.080665,0.010461,-0.069287,0.121305,0.025811,0.059500,0.000000,0.000000,-0.150662,-0.987237,-0.051618,0.207632,-0.908608,0.362383,Swing,Swing,0.000000,0.000000,-1269438207,37.563050,0,0,0.000000,XBot Walk Neutral,0.015356,Walking,0.984644,0,Locomotion,DefaultContact,-1.45336,1.41695,-2.47613
81,5.484526,0.016343,2.16229,0.92289,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.079088,0.010252,-0.080186,0.119979,0.023314,0.081349,0.000000,0.000000,-0.144026,-0.985129,-0.093688,0.203519,-0.901062,0.382972,Swing,Swing,0.000000,0.000000,-1269438207,37.575960,0,0,0.000000,Walking,0.984511,Walking,0.015489,0,Locomotion,DefaultContact,-1.33557,1.41695,-2.57501
82,5.501589,0.017063,2.26521,0.92948,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.077725,0.010047,-0.092045,0.117969,0.021108,0.104662,0.000000,0.000000,-0.140248,-0.981487,-0.130440,0.199381,-0.894715,0.399665,Swing,Swing,0.000000,0.000000,-1269438207,37.590550,0,0,0.000000,Walking,0.959428,Walking,0.040572,0,Locomotion,DefaultContact,-1.26152,1.41695,-2.73031
83,5.517620,0.016031,2.35869,0.93515,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.076305,0.009486,-0.104195,0.115082,0.020500,0.130270,0.000000,0.000000,-0.138133,-0.976998,-0.162461,0.194578,-0.886146,0.420577,Swing,Swing,0.000000,0.000000,-1269438207,37.605900,0,0,0.000000,Walking,0.933698,Walking,0.066302,0,Locomotion,DefaultContact,-1.23824,1.41696,-2.84064
84,5.534310,0.016690,2.45168,0.94052,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.075247,0.008994,-0.115539,0.112013,0.021223,0.152955,0.000000,0.000000,-0.139244,-0.972831,-0.184963,0.190449,-0.878181,0.438780,Swing,Swing,0.000000,0.000000,-1269438207,37.620410,0,0,0.000000,Walking,0.910328,Walking,0.089672,0,Locomotion,DefaultContact,-1.18890,1.41696,-2.78982
85,5.552418,0.018108,2.55036,0.94597,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.074290,0.008610,-0.126939,0.108506,0.022516,0.173535,0.000000,0.000000,-0.143784,-0.968999,-0.200916,0.186891,-0.871823,0.452766,Swing,Swing,0.000000,0.000000,-1269438207,37.635600,0,0,0.000000,Walking,0.887080,Walking,0.112920,0,Locomotion,DefaultContact,-1.12313,1.41696,-2.65641
86,5.572162,0.019744,2.66363,0.95202,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.072753,0.008314,-0.139420,0.104440,0.024699,0.193838,0.000000,0.000000,-0.149270,-0.965644,-0.212722,0.184003,-0.863533,0.469526,Swing,Swing,0.000000,0.000000,-1269438207,37.652180,0,0,0.000000,Walking,0.862411,Walking,0.137589,0,Locomotion,DefaultContact,-1.11116,1.41696,-2.56384
87,5.591053,0.018892,2.77790,0.95795,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.070865,0.008211,-0.153243,0.100998,0.026581,0.211699,0.000000,0.000000,-0.154582,-0.962461,-0.223100,0.181829,-0.852304,0.490425,Swing,Swing,0.000000,0.000000,-1269438207,37.670360,0,0,0.000000,Walking,0.834093,Walking,0.165907,0,Locomotion,DefaultContact,-1.24530,1.41696,-2.54681
88,5.609817,0.018764,2.89392,0.96380,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.068119,0.008276,-0.166860,0.098573,0.026097,0.223517,0.000000,0.000000,-0.155185,-0.959509,-0.235076,0.177251,-0.839048,0.514374,Swing,Swing,0.000000,0.000000,-1269438207,37.687880,0,0,0.000000,Walking,0.805524,Walking,0.194476,0,Locomotion,DefaultContact,-1.36439,1.41696,-2.57602
89,5.628660,0.018843,3.00981,0.96950,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.064928,0.008304,-0.180740,0.096976,0.023028,0.230699,0.000000,0.000000,-0.150732,-0.955635,-0.253066,0.169559,-0.823915,0.540753,Swing,Swing,0.000000,0.000000,-1269438207,37.705380,0,0,0.000000,Walking,0.776519,Walking,0.223481,0,Locomotion,DefaultContact,-1.41215,1.41696,-2.62327
90,5.648271,0.019611,3.12820,0.97518,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.062060,0.008201,-0.195130,0.096786,0.016748,0.232106,0.000000,0.000000,-0.143112,-0.947998,-0.284286,0.160816,-0.810073,0.563844,Swing,Swing,0.000000,0.000000,-1269438207,37.723060,0,0,0.000000,Walking,0.747548,Walking,0.252452,0,Locomotion,DefaultContact,-1.39216,1.41697,-2.69034
91,5.668169,0.019899,3.24737,0.98080,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.059068,0.011692,-0.209851,0.097284,0.011208,0.228213,0.000000,0.000000,-0.132876,-0.936694,-0.323958,0.151345,-0.799574,0.581185,Swing,Swing,0.000000,0.000000,-1269438207,37.741570,0,0,0.000000,Walking,0.717950,Walking,0.282050,0,Locomotion,DefaultContact,-1.34554,1.41697,-2.76647
92,5.684968,0.016798,3.34667,0.98542,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.055860,0.022754,-0.223471,0.097682,0.011012,0.219882,0.000000,0.000000,-0.120493,-0.922073,-0.367781,0.143676,-0.800912,0.581289,Swing,Swing,0.000000,0.000000,-1269438207,37.760450,0,0,0.000000,Walking,0.688157,Walking,0.311843,0,Locomotion,DefaultContact,-1.32888,1.41697,-2.83845
93,5.704438,0.019471,3.46103,0.99069,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.054436,0.033784,-0.232282,0.099036,0.011402,0.210958,0.000000,0.000000,-0.120069,-0.917011,-0.380360,0.140696,-0.805692,0.575382,Swing,Swing,0.000000,0.000000,-1269438207,37.776470,0,0,0.000000,Walking,0.663332,Walking,0.336668,0,Locomotion,DefaultContact,-1.31195,1.41697,-2.91980
94,5.723023,0.018585,3.57017,0.99569,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.056639,0.050962,-0.237106,0.102455,0.013090,0.200257,0.000000,0.000000,-0.146032,-0.931117,-0.334209,0.143506,-0.811120,0.567001,Swing,Swing,0.000000,0.000000,-1269438207,37.795140,0,0,0.000000,Walking,0.634744,Walking,0.365257,0,Locomotion,DefaultContact,-1.29626,1.41697,-3.02401
95,5.739524,0.016501,3.66487,0.99999,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.059956,0.065615,-0.236903,0.105855,0.013491,0.188396,0.000000,0.000000,-0.169649,-0.943120,-0.285909,0.149831,-0.821119,0.550739,Swing,Swing,0.000000,0.000000,-1269438207,37.813040,0,0,0.000000,Walking,0.607457,Walking,0.392543,0,Locomotion,DefaultContact,-1.29947,1.41697,-3.11391
96,5.747145,0.007621,3.70755,1.00190,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.062557,0.074783,-0.234088,0.108516,0.013164,0.176606,0.000000,0.000000,-0.182745,-0.950257,-0.252221,0.157909,-0.834784,0.527447,Swing,Swing,0.000000,0.000000,-1269438207,37.829010,0,0,0.000000,Walking,0.583783,Walking,0.416217,0,Locomotion,DefaultContact,-1.25966,1.41697,-3.05858
97,5.754075,0.006930,3.74620,1.00364,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.064033,0.078431,-0.231848,0.109601,0.013035,0.170735,0.000000,0.000000,-0.189080,-0.953472,-0.234820,0.161107,-0.841109,0.516314,Swing,Swing,0.000000,0.000000,-1269438207,37.836400,0,0,0.000000,Walking,0.573114,Walking,0.426886,0,Locomotion,DefaultContact,-1.24794,1.41697,-3.03401
98,5.760796,0.006721,3.78372,1.00532,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.065663,0.081593,-0.229202,0.110459,0.012982,0.165130,0.000000,0.000000,-0.195888,-0.956401,-0.216623,0.163051,-0.846274,0.507183,Swing,Swing,0.000000,0.000000,-1269438207,37.843130,0,0,0.000000,Walking,0.563450,Walking,0.436550,0,Locomotion,DefaultContact,-1.24921,1.41697,-3.03239
99,5.767888,0.007092,3.82349,1.00711,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.067375,0.084362,-0.226083,0.111149,0.013012,0.159518,0.000000,0.000000,-0.203070,-0.959065,-0.197375,0.164063,-0.850782,0.499252,Swing,Swing,0.000000,0.000000,-1269438207,37.849670,0,0,0.000000,Walking,0.554071,Walking,0.445929,0,Locomotion,DefaultContact,-1.25545,1.41697,-3.04435
100,5.774626,0.006739,3.86111,1.00880,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.069250,0.086966,-0.222253,0.111742,0.013096,0.153456,0.000000,0.000000,-0.210806,-0.961625,-0.175609,0.164634,-0.855402,0.491104,Swing,Swing,0.000000,0.000000,-1269438207,37.856580,0,0,0.000000,Walking,0.544127,Walking,0.455873,0,Locomotion,DefaultContact,-1.26492,1.41697,-3.06510
101,5.780707,0.006081,3.89512,1.01033,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.071054,0.089142,-0.218164,0.112193,0.013153,0.147620,0.000000,0.000000,-0.217893,-0.963781,-0.153783,0.165124,-0.860016,0.482812,Swing,Swing,0.000000,0.000000,-1269438207,37.863160,0,0,0.000000,Walking,0.534722,Walking,0.465278,0,Locomotion,DefaultContact,-1.25473,1.41697,-3.03879
102,5.787498,0.006791,3.93340,1.01206,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.072678,0.090858,-0.214143,0.112522,0.013127,0.142315,0.000000,0.000000,-0.223754,-0.965489,-0.133283,0.165865,-0.864648,0.474209,Swing,Swing,0.000000,0.000000,-1269438207,37.869110,0,0,0.000000,Walking,0.526220,Walking,0.473780,0,Locomotion,DefaultContact,-1.25267,1.41697,-3.02941
103,5.793337,0.005839,3.96629,1.01354,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.074488,0.092470,-0.209314,0.112776,0.013039,0.136579,0.000000,0.000000,-0.229480,-0.967126,-0.109570,0.167094,-0.870221,0.463461,Swing,Swing,0.000000,0.000000,-1269438207,37.875760,0,0,0.000000,Walking,0.516650,Walking,0.483350,0,Locomotion,DefaultContact,-1.25588,1.41697,-3.02987
104,5.799674,0.006337,4.00171,1.01514,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.076075,0.093522,-0.204857,0.112845,0.012999,0.132009,0.000000,0.000000,-0.233873,-0.968236,-0.088443,0.168095,-0.874851,0.454292,Swing,Swing,0.000000,0.000000,-1269438207,37.881480,0,0,0.000000,Walking,0.508427,Walking,0.491573,0,Locomotion,DefaultContact,-1.24440,1.41697,-2.99719
105,5.806041,0.006367,4.03727,1.01673,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.077830,0.094327,-0.199695,0.112847,0.012883,0.126974,0.000000,0.000000,-0.238151,-0.969053,-0.064966,0.169299,-0.880168,0.443443,Swing,Swing,0.000000,0.000000,-1269438207,37.887710,0,0,0.000000,Walking,0.499572,Walking,0.500428,0,Locomotion,DefaultContact,-1.22025,1.41697,-2.93465
106,5.812621,0.006580,4.07420,1.01840,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.079612,0.094797,-0.194177,0.112851,0.012590,0.121349,0.000000,0.000000,-0.241965,-0.969412,-0.041146,0.170820,-0.886288,0.430482,Swing,Swing,0.000000,0.000000,-1269438207,37.893970,0,0,0.000000,Walking,0.490683,Walking,0.509318,0,Locomotion,DefaultContact,-1.20665,1.41697,-2.89830
107,5.818539,0.005919,4.10730,1.01988,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.081462,0.094927,-0.188106,0.112929,0.012001,0.114362,0.000000,0.000000,-0.245445,-0.969269,-0.016547,0.172901,-0.893901,0.413578,Swing,Swing,0.000000,0.000000,-1269438207,37.900460,0,0,0.000000,Walking,0.481451,Walking,0.518549,0,Locomotion,DefaultContact,-1.20058,1.41697,-2.88070
108,5.824200,0.005661,4.13907,1.02132,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.083128,0.094737,-0.182311,0.113095,0.011187,0.106577,0.000000,0.000000,-0.248199,-0.968695,0.005337,0.175287,-0.902159,0.394187,Swing,Swing,0.000000,0.000000,-1269438207,37.906300,0,0,0.000000,Walking,0.473175,Walking,0.526825,0,Locomotion,DefaultContact,-1.18311,1.41697,-2.83661
109,5.832345,0.008145,4.18520,1.02340,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.084737,0.094163,-0.176805,0.112785,0.010985,0.102094,0.000000,0.000000,-0.250497,-0.967761,0.026263,0.176143,-0.907037,0.382436,Swing,Swing,0.000000,0.000000,-1269438207,37.911900,0,0,0.000000,Walking,0.465233,Walking,0.534767,0,Locomotion,DefaultContact,-1.17411,1.41697,-2.81334
110,5.838745,0.006399,4.22144,1.02503,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.087126,0.092889,-0.168413,0.112244,0.010522,0.094862,0.000000,0.000000,-0.253301,-0.965743,0.056391,0.177339,-0.914733,0.363061,Swing,Swing,0.000000,0.000000,-1269438207,37.919960,0,0,0.000000,Walking,0.453699,Walking,0.546301,0,Locomotion,DefaultContact,-1.16664,1.41697,-2.79359
111,5.844885,0.006140,4.25639,1.02661,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.089007,0.091538,-0.161452,0.111734,0.010076,0.088731,0.000000,0.000000,-0.255141,-0.963591,0.079969,0.178179,-0.921014,0.346389,Swing,Swing,0.000000,0.000000,-1269438207,37.926310,0,0,0.000000,Walking,0.444641,Walking,0.555359,0,Locomotion,DefaultContact,-1.14633,1.41697,-2.74383
112,5.850965,0.006079,4.29140,1.02820,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.090766,0.089977,-0.154468,0.111162,0.009645,0.082723,0.000000,0.000000,-0.256648,-0.961053,0.102516,0.178821,-0.926927,0.329892,Swing,Swing,0.000000,0.000000,-1269438207,37.932410,0,0,0.000000,Walking,0.435902,Walking,0.564098,0,Locomotion,DefaultContact,-1.13680,1.41697,-2.71982
113,5.857221,0.006256,4.32751,1.02984,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.092435,0.088237,-0.147272,0.110512,0.009271,0.076809,0.000000,0.000000,-0.257943,-0.958078,0.124710,0.179260,-0.932510,0.313514,Swing,Swing,0.000000,0.000000,-1269438207,37.938460,0,0,0.000000,Walking,0.427151,Walking,0.572849,0,Locomotion,DefaultContact,-1.13508,1.41697,-2.71445
114,5.862877,0.005656,4.36039,1.03133,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.094153,0.086286,-0.139579,0.109762,0.008849,0.070440,0.000000,0.000000,-0.259240,-0.954509,0.147336,0.179563,-0.938250,0.295708,Swing,Swing,0.000000,0.000000,-1269438207,37.944690,0,0,0.000000,Walking,0.418124,Walking,0.581876,0,Locomotion,DefaultContact,-1.12075,1.41697,-2.67914
115,5.869387,0.006510,4.39869,1.03308,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.095707,0.084427,-0.132382,0.109016,0.008473,0.064475,0.000000,0.000000,-0.260400,-0.950843,0.167598,0.179679,-0.943378,0.278844,Swing,Swing,0.000000,0.000000,-1269438207,37.950340,0,0,0.000000,Walking,0.409903,Walking,0.590097,0,Locomotion,DefaultContact,-1.11402,1.41697,-2.66512
116,5.874724,0.005337,4.43020,1.03451,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.097491,0.082194,-0.123801,0.108086,0.008068,0.057479,0.000000,0.000000,-0.261738,-0.946092,0.190795,0.179594,-0.949090,0.258794,Swing,Swing,0.000000,0.000000,-1269438207,37.956850,0,0,0.000000,Walking,0.400328,Walking,0.599672,0,Locomotion,DefaultContact,-1.11138,1.41697,-2.66385
117,5.881700,0.006976,4.47153,1.03639,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.098942,0.080306,-0.116543,0.107282,0.007775,0.051744,0.000000,0.000000,-0.262855,-0.941766,0.209721,0.179345,-0.953529,0.242111,Swing,Swing,0.000000,0.000000,-1269438207,37.962190,0,0,0.000000,Walking,0.392449,Walking,0.607551,0,Locomotion,DefaultContact,-1.09917,1.41697,-2.63794
118,5.889154,0.007454,4.51575,1.03841,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.100830,0.077773,-0.106706,0.106196,0.007460,0.044356,0.000000,0.000000,-0.264394,-0.935471,0.234500,0.178789,-0.958929,0.220205,Swing,Swing,0.000000,0.000000,-1269438207,37.969190,0,0,0.000000,Walking,0.382117,Walking,0.617883,0,Locomotion,DefaultContact,-1.08610,1.41697,-2.63543
119,5.894957,0.005803,4.54994,1.03996,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103043,0.074307,-0.094351,0.104900,0.006944,0.035804,0.000000,0.000000,-0.266458,-0.927023,0.263873,0.177878,-0.964733,0.194037,Swing,Swing,0.000000,0.000000,-1269438207,37.976680,0,0,0.000000,Walking,0.371062,Walking,0.628938,0,Locomotion,DefaultContact,-1.07221,1.41697,-2.65110
