frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
10,4.015521,0.020825,2.71622,0.94423,0.00000,0.00000,0.00000,-0.00646,0,0,1,2925622,1,-0.060489,0.065084,-0.236533,0.106436,0.010772,0.186005,0.000000,0.000000,-0.172642,-0.944702,-0.278807,0.151450,-0.823782,0.546303,Swing,Swing,0.000000,0.000000,-1269438207,34.816390,0,0,0.000000,Walking,0.826502,Walking,0.173498,0,HitRecoil,DefaultContact,-0.50603,1.33507,-1.73934
11,4.032414,0.016894,2.72542,0.94389,0.00000,0.00000,0.00000,-0.00449,0,0,1,2925622,1,-0.063819,0.076108,-0.232189,0.109464,0.011201,0.171525,0.000000,0.000000,-0.188177,-0.953042,-0.237277,0.160736,-0.840301,0.517744,Swing,Swing,0.000000,0.000000,-1269438207,34.835420,0,0,0.000000,Walking,0.820944,Walking,0.179056,0,HitRecoil,DefaultContact,-0.29779,1.35740,-1.87538
12,4.055025,0.022611,2.74018,0.94480,0.00000,0.00000,0.00000,-0.00330,0,0,1,2925622,1,-0.067692,0.083470,-0.225469,0.111260,0.011666,0.158485,0.000000,0.000000,-0.204395,-0.959523,-0.193749,0.164185,-0.851571,0.497866,Swing,Swing,0.000000,0.000000,-1269438207,34.850850,0,0,0.000000,Walking,0.818646,Walking,0.181354,0,HitRecoil,DefaultContact,-0.34186,1.37113,-1.97912
13,4.082462,0.027437,2.75626,0.94680,0.00000,0.00000,0.00000,-0.00217,0,0,1,2925622,1,-0.073333,0.090594,-0.212433,0.112638,0.012189,0.140158,0.000000,0.000000,-0.225924,-0.966121,-0.124777,0.166315,-0.866703,0.470283,Swing,Swing,0.000000,0.000000,-1269438207,34.871520,0,0,0.000000,Walking,0.814955,Walking,0.185045,0,HitRecoil,DefaultContact,-0.66029,1.38487,-2.05192
14,4.104725,0.022263,2.76742,0.94857,0.00000,0.00000,0.00000,-0.00128,0,0,1,2925622,1,-0.080379,0.094371,-0.191709,0.112870,0.011862,0.118630,0.000000,0.000000,-0.243460,-0.969418,-0.030931,0.171611,-0.889260,0.423990,Swing,Swing,0.000000,0.000000,-1269438207,34.896660,0,0,0.000000,Walking,0.810936,Walking,0.189064,0,HitRecoil,DefaultContact,-0.75251,1.39630,-2.29445
15,4.126644,0.021919,2.79558,0.95132,0.00000,0.00000,0.00000,-0.00083,0,0,1,1785933915,1,-0.086271,0.093059,-0.171462,0.112449,0.010365,0.097529,0.000000,0.000000,-0.252368,-0.966553,0.045682,0.176922,-0.911927,0.370254,Swing,Swing,0.000000,0.000000,-1269438207,34.917100,0,0,0.000000,Walking,0.808145,Walking,0.191855,0,HitRecoil,DefaultContact,-0.69140,1.40260,-2.52783
16,4.151979,0.025336,2.86612,0.95651,0.00000,0.00000,0.00000,-0.00053,0,0,1,1785933915,1,-0.092110,0.088367,-0.148704,0.110645,0.009120,0.077983,0.000000,0.000000,-0.257697,-0.958698,0.120378,0.179186,-0.931420,0.316779,Swing,Swing,0.000000,0.000000,-1269438207,34.937270,0,0,0.000000,Walking,0.801106,Walking,0.198894,0,HitRecoil,DefaultContact,-0.90097,1.40698,-2.55084
17,4.175136,0.023156,2.96415,0.96283,0.00000,0.00000,0.00000,-0.00032,0,0,1,1785933915,1,-0.098545,0.080700,-0.118558,0.107505,0.007721,0.053313,0.000000,0.000000,-0.262546,-0.942994,0.204527,0.179429,-0.952336,0.246703,Swing,Swing,0.000000,0.000000,-1269438207,34.960730,0,0,0.000000,Walking,0.783471,Walking,0.216529,0,HitRecoil,DefaultContact,-1.32179,1.41045,-2.43154
18,4.193965,0.018829,3.04494,0.96764,0.00000,0.00000,0.00000,-0.00020,0,0,1,1785933915,1,-0.104705,0.071410,-0.084268,0.103841,0.006408,0.029191,0.000000,0.000000,-0.268010,-0.919748,0.286764,0.176889,-0.968836,0.173399,Swing,Swing,0.000000,0.000000,-1269438207,34.982300,0,0,0.000000,Walking,0.758963,Walking,0.241037,0,HitRecoil,DefaultContact,-1.65380,1.41260,-2.34587
19,4.226361,0.032397,3.15063,0.97334,0.00000,0.00000,0.00000,-0.00013,0,0,1,1785933915,1,-0.108378,0.065265,-0.058842,0.100969,0.005474,0.013250,0.000000,0.000000,-0.270876,-0.899899,0.341773,0.173140,-0.977184,0.123018,Swing,Swing,0.000000,0.000000,-1269438207,34.999940,0,0,0.000000,Walking,0.738766,Walking,0.261234,0,HitRecoil,DefaultContact,-1.50038,1.41383,-2.43010
20,4.253320,0.026959,3.22212,0.97686,0.00000,0.00000,0.00000,-0.00007,0,0,1,1785933915,1,-0.112046,0.050083,-0.013580,0.095469,0.004327,-0.015369,0.000000,0.000000,-0.262702,-0.875145,0.406336,0.164221,-0.985532,0.041923,Swing,Swing,0.000000,0.000000,-1269438207,35.030450,0,0,0.000000,Walking,0.712342,Walking,0.287658,0,HitRecoil,DefaultContact,-0.89420,1.41522,-2.82049
21,4.278256,0.024936,3.28439,0.97981,0.03370,0.06740,0.00000,-0.00696,1,0,1,1785933915,1,-0.112931,0.035317,0.018857,0.091979,0.001183,-0.035791,0.812468,0.000000,-0.254428,-0.866642,0.429184,0.158863,-0.987175,-0.015775,Capture,Swing,0.000000,0.000000,-1269438207,35.055930,0,0,0.000000,Walking,0.694469,Walking,0.305531,0,HitRecoil,DefaultContact,-0.68841,1.41592,-2.97143
22,4.304927,0.026671,3.36133,0.98353,0.06487,0.12974,0.00000,-0.01587,1,0,1,1785933915,1,-0.111110,0.021536,0.039087,0.089504,-0.002480,-0.055716,0.959215,0.000000,-0.241678,-0.872741,0.424164,0.156112,-0.985273,-0.069761,Stance,Swing,0.000000,0.000000,-1269438207,35.079580,0,0,0.000000,Walking,0.678903,Walking,0.321097,0,HitRecoil,DefaultContact,-0.62858,1.41632,-2.94186
23,4.326717,0.021791,3.43651,0.98722,0.03153,0.06306,0.00000,-0.02168,0,0,1,1785933915,1,-0.113220,0.015749,0.093079,0.086903,-0.004610,-0.078160,0.000000,0.000000,-0.229416,-0.846503,0.480417,0.153547,-0.979849,-0.127744,Swing,Swing,0.120000,0.000000,-1269438207,35.104970,0,0,0.000000,Walking,0.659668,Walking,0.340332,0,HitRecoil,DefaultContact,-0.75535,1.41660,-3.04722
24,4.349599,0.022882,3.52406,0.99148,0.00429,0.00858,0.00000,-0.02157,0,0,1,1785933915,1,-0.114074,0.016542,0.131245,0.084678,-0.004732,-0.095951,0.000000,0.000000,-0.220534,-0.831869,0.509273,0.151235,-0.973771,-0.169993,Swing,Swing,0.098209,0.000000,-1269438207,35.125780,0,0,0.000000,Walking,0.640873,Walking,0.359127,0,HitRecoil,DefaultContact,-0.92014,1.41674,-3.17252
25,4.372915,0.023316,3.61901,0.99605,0.00000,0.00000,0.00000,-0.01785,0,0,1,1785933915,1,-0.113707,0.019564,0.159459,0.082721,-0.003872,-0.113785,0.000000,0.000000,-0.211323,-0.822098,0.528675,0.150231,-0.966579,-0.207742,Swing,Swing,0.075328,0.000000,-1269438207,35.147740,0,0,0.000000,Walking,0.618984,Walking,0.381016,0,Locomotion,DefaultContact,-1.01231,1.41684,-3.21203
26,4.396031,0.023116,3.71672,1.00069,0.00000,0.00000,0.00000,-0.01340,0,0,1,1785933915,1,-0.112735,0.022996,0.181162,0.080531,-0.003073,-0.131902,0.000000,0.000000,-0.201814,-0.806951,0.555069,0.149401,-0.958724,-0.241924,Swing,Swing,0.052011,0.000000,-1269438207,35.170210,0,0,0.000000,Walking,0.595247,Walking,0.404753,0,Locomotion,DefaultContact,-1.04488,1.41691,-3.18956
27,4.417500,0.021470,3.81045,1.00509,0.00000,0.00000,0.00000,-0.00956,0,0,1,1785933915,1,-0.111985,0.024220,0.195364,0.077956,-0.002541,-0.150292,0.000000,0.000000,-0.192348,-0.785793,0.587820,0.147608,-0.949967,-0.275272,Swing,Swing,0.028896,0.000000,-1269438207,35.192600,0,0,0.000000,Walking,0.570821,Walking,0.429179,0,Locomotion,DefaultContact,-1.05065,1.41695,-3.13489
28,4.436584,0.019084,3.89712,1.00915,0.00000,0.00000,0.00000,-0.00676,0,0,1,1785933915,1,-0.111179,0.020573,0.201552,0.075142,-0.002791,-0.167155,0.000000,0.000000,-0.186990,-0.770107,0.609894,0.144245,-0.940894,-0.306450,Swing,Swing,0.007426,0.000000,-1269438207,35.213480,0,0,0.000000,Walking,0.547389,Walking,0.452611,0,Locomotion,DefaultContact,-1.06478,1.41697,-3.10215
29,4.453735,0.017151,3.97874,1.01298,0.00000,0.00000,0.00000,-0.00488,0,0,1,1785933915,1,-0.110201,0.012422,0.201681,0.073060,-0.003425,-0.182040,0.000000,0.000000,-0.184094,-0.765447,0.616604,0.142774,-0.932033,-0.333061,Swing,Swing,0.000000,0.000000,-1269438207,35.232120,0,0,0.000000,Walking,0.525719,Walking,0.474281,0,Locomotion,DefaultContact,-1.10151,1.41698,-3.12270
30,4.472849,0.019114,4.07490,1.01750,0.00000,0.00000,0.00000,-0.00360,0,0,1,1785933915,1,-0.109131,0.012102,0.196563,0.072152,0.007362,-0.194773,0.000000,0.000000,-0.183470,-0.772435,0.608016,0.144534,-0.923871,-0.354363,Swing,Swing,0.000000,0.000000,-1269438207,35.248930,0,0,0.000000,Walking,0.505315,Walking,0.494685,0,Locomotion,DefaultContact,-1.15513,1.41699,-3.19292
31,4.495575,0.022726,4.11274,1.00567,0.00000,0.00000,0.00000,-0.00254,0,0,1,1785933915,1,-0.109146,0.012678,0.187461,0.071595,0.020551,-0.206969,0.000000,0.000000,-0.184664,-0.779918,0.598019,0.145620,-0.915320,-0.375480,Swing,Swing,0.000000,0.000000,-1269438207,35.267750,0,0,0.000000,Walking,0.481276,Walking,0.518724,0,HitRecoil,DefaultContact,-1.21925,1.41699,-3.29211
32,4.515200,0.019625,4.03677,0.97867,0.00000,0.00000,0.00000,-0.00165,0,0,1,1785933915,1,-0.110435,0.013950,0.172799,0.071983,0.035735,-0.218228,0.000000,0.000000,-0.188082,-0.788598,0.585438,0.147052,-0.907225,-0.394104,Swing,Swing,0.000000,0.000000,-1269438207,35.289870,0,0,0.000000,Walking,0.471816,Walking,0.528184,0,HitRecoil,DefaultContact,-3.26389,1.33233,-3.01848
33,4.536846,0.021646,3.87249,0.94162,0.00000,0.00000,0.00000,-0.00113,0,0,1,1785933915,1,-0.111394,0.014476,0.159896,0.073052,0.046655,-0.224075,0.000000,0.000000,-0.190736,-0.800513,0.568154,0.151203,-0.905514,-0.396463,Swing,Swing,0.000000,0.000000,-1269438207,35.308450,0,0,0.000000,Walking,0.490808,Walking,0.509192,0,HitRecoil,DefaultContact,-2.02918,1.34561,-2.90037
34,4.553658,0.016813,3.70890,0.91173,0.00000,0.00000,0.00000,-0.00074,0,0,1,1785933915,1,-0.112381,0.014273,0.144473,0.075303,0.055430,-0.227035,0.000000,0.000000,-0.193488,-0.811196,0.551837,0.158187,-0.908239,-0.387400,Swing,Swing,0.000000,0.000000,-1269438207,35.328180,0,0,0.000000,Walking,0.531879,Walking,0.468121,0,HitRecoil,DefaultContact,-1.27972,1.35785,-2.56250
35,4.571795,0.018136,3.50883,0.89149,0.00000,0.00000,0.00000,-0.00053,0,0,1,1785933915,1,-0.112896,0.014488,0.131204,0.077691,0.060737,-0.227763,0.000000,0.000000,-0.195266,-0.814680,0.546048,0.164528,-0.912648,-0.374172,Swing,Swing,0.000000,0.000000,-1269438207,35.343010,0,0,0.000000,Walking,0.572775,Walking,0.427225,0,HitRecoil,DefaultContact,-1.09923,1.36590,-2.18727
36,4.595763,0.023969,3.22184,0.88889,0.00000,0.00000,0.00000,-0.00037,0,0,1,1785933915,1,-0.113106,0.014273,0.116939,0.081886,0.064042,-0.223997,0.000000,0.000000,-0.197403,-0.822757,0.533013,0.175556,-0.921975,-0.345169,Swing,Swing,0.000000,0.000000,-1269438207,35.358660,0,0,0.000000,Walking,0.622792,Walking,0.377209,0,HitRecoil,DefaultContact,-0.88043,1.37335,-1.86933
37,4.612228,0.016465,3.01796,0.89551,0.00000,0.00000,0.00000,-0.00023,0,0,1,1785933915,1,-0.112580,0.013251,0.098416,0.090161,0.065819,-0.210426,0.000000,0.000000,-0.199686,-0.842159,0.500894,0.197932,-0.940381,-0.276598,Swing,Swing,0.000000,0.000000,-1269438207,35.379280,0,0,0.000000,Walking,0.694539,Walking,0.305461,0,HitRecoil,DefaultContact,-0.61050,1.38156,-1.63613
38,4.630623,0.018395,2.78995,0.90662,0.00000,0.00000,0.00000,-0.00016,0,0,1,1785933915,1,-0.111298,0.012136,0.083101,0.095608,0.066523,-0.198107,0.000000,0.000000,-0.200061,-0.862790,0.464295,0.210975,-0.951422,-0.224246,Swing,Swing,0.000000,0.000000,-1269438207,35.393550,0,0,0.000000,Walking,0.745510,Walking,0.254490,0,HitRecoil,DefaultContact,-0.46027,1.38628,-1.56215
39,4.651061,0.020438,2.54193,0.92055,0.00000,0.00000,0.00000,-0.00011,0,0,1,1785933915,1,-0.108961,0.010973,0.066942,0.101160,0.066058,-0.181925,0.000000,0.000000,-0.198111,-0.886263,0.418677,0.222405,-0.961401,-0.162001,Swing,Swing,0.000000,0.000000,-1269438207,35.409690,0,0,0.000000,Walking,0.802513,Walking,0.197487,0,HitRecoil,DefaultContact,-0.34870,1.39082,-1.54236
40,4.671552,0.020491,2.30335,0.93425,0.00000,0.00000,0.00000,-0.00007,0,0,1,1785933915,1,-0.106054,0.010293,0.053795,0.106916,0.064118,-0.160625,0.000000,0.000000,-0.195700,-0.907006,0.372885,0.232011,-0.969072,-0.084091,Swing,Swing,0.000000,0.000000,-1269438207,35.427890,0,0,0.000000,Walking,0.864517,Walking,0.135483,0,HitRecoil,DefaultContact,-0.28013,1.39508,-1.55325
41,4.693017,0.021466,2.06755,0.94723,0.00000,0.00000,0.00000,-0.00005,0,0,1,1785933915,1,-0.102603,0.009213,0.037268,0.111987,0.061091,-0.134788,0.000000,0.000000,-0.193125,-0.929785,0.313373,0.237710,-0.971333,0.002598,Swing,Swing,0.000000,0.000000,-1269438207,35.446420,0,0,0.000000,Walking,0.924163,Walking,0.075837,0,HitRecoil,DefaultContact,-0.24215,1.39865,-1.56426
42,4.716301,0.023284,1.83064,0.95920,0.00000,0.00000,0.00000,-0.00003,0,0,1,1785933915,1,-0.098093,0.008314,0.018567,0.116665,0.056662,-0.105756,0.000000,0.000000,-0.186900,-0.951359,0.244918,0.239745,-0.967042,0.085742,Swing,Swing,0.000000,0.000000,-1269438207,35.466090,0,0,0.000000,Walking,0.983112,Walking,0.016888,0,HitRecoil,DefaultContact,-0.21857,1.40177,-1.56929
43,4.736255,0.019953,1.64424,0.96766,0.00000,0.00000,0.00000,-0.00002,0,0,1,1785933915,1,-0.093808,0.010956,-0.009898,0.119610,0.044172,-0.062172,0.000000,0.000000,-0.184207,-0.966579,0.178303,0.231533,-0.957732,0.170709,Swing,Swing,0.000000,0.000000,-1269438207,35.489640,0,0,0.000000,XBot Walk Neutral,0.084678,Walking,0.915322,0,HitRecoil,DefaultContact,-0.20674,1.40456,-1.56429
44,4.755257,0.019003,1.48104,0.97430,0.02494,0.00000,0.04988,-0.00001,0,1,1,1785933915,1,-0.091311,0.014680,-0.032600,0.119826,0.033444,-0.022984,0.000000,0.085180,-0.185449,-0.972993,0.137451,0.217488,-0.949328,0.226881,Swing,Capture,0.000000,0.000000,-1269438207,35.512210,0,0,0.000000,XBot Walk Neutral,0.177880,Walking,0.822120,0,HitRecoil,DefaultContact,-0.19786,1.40653,-1.56599
45,4.776227,0.020970,1.31681,0.98022,0.04869,0.00000,0.09739,-0.00167,0,1,1,1785933915,1,-0.089804,0.017334,-0.050976,0.118302,0.024426,0.011111,0.000000,0.131528,-0.190358,-0.975979,0.105962,0.205567,-0.942943,0.261919,Swing,Stance,0.000000,0.000000,-1269438207,35.536140,0,0,0.000000,XBot Walk Neutral,0.259480,Walking,0.740520,0,HitRecoil,DefaultContact,-0.18446,1.40812,-1.57962
46,4.796585,0.020358,1.17277,0.98476,0.07491,0.00000,0.14981,-0.00319,0,1,1,1785933915,1,-0.088927,0.019705,-0.068703,0.115620,0.016411,0.041153,0.000000,0.185099,-0.196321,-0.977578,0.076161,0.196217,-0.940759,0.276535,Swing,Stance,0.000000,0.000000,-1269438207,35.565850,0,0,0.000000,XBot Walk Neutral,0.341594,Walking,0.658406,0,HitRecoil,DefaultContact,-0.16579,1.40960,-1.59461
47,4.814888,0.018303,1.05559,0.98801,0.10035,0.00000,0.20071,-0.00292,0,1,1,1785933915,1,-0.087909,0.022015,-0.082885,0.113270,0.010612,0.061010,0.000000,0.228632,-0.204254,-0.977222,0.057595,0.192937,-0.942404,0.273222,Swing,Stance,0.000000,0.000000,-1269438207,35.598200,0,0,0.000000,XBot Walk Neutral,0.413617,Walking,0.586383,0,HitRecoil,DefaultContact,-0.15153,1.41079,-1.60188
48,4.832941,0.018053,0.95086,0.99056,0.07748,0.00000,0.15495,-0.00245,0,0,1,1785933915,1,-0.087519,0.024964,-0.092878,0.110600,0.006764,0.081357,0.000000,0.000000,-0.217153,-0.974281,0.060181,0.190752,-0.941784,0.276868,Swing,Swing,0.000000,0.120000,-1269438207,35.630430,0,0,0.000000,XBot Walk Neutral,0.472205,Walking,0.527795,0,HitRecoil,DefaultContact,-0.14033,1.41170,-1.61625
49,4.852352,0.019411,0.84977,0.99274,0.05491,0.00000,0.10982,-0.00196,0,0,1,1785933915,1,-0.089213,0.029218,-0.101568,0.109023,0.003431,0.094905,0.000000,0.000000,-0.232103,-0.969661,0.076722,0.189408,-0.941971,0.277156,Swing,Swing,0.000000,0.101947,-1269438207,35.665580,0,0,0.000000,XBot Walk Neutral,0.524570,Walking,0.475430,0,HitRecoil,DefaultContact,-0.13306,1.41247,-1.65014
50,4.872029,0.019677,0.75848,0.99445,0.03065,0.00000,0.06129,-0.00148,0,0,1,1785933915,1,-0.092276,0.033048,-0.110949,0.108898,-0.001460,0.095421,0.000000,0.000000,-0.241113,-0.966410,0.088973,0.187280,-0.941579,0.279920,Swing,Swing,0.000000,0.082536,-1269438207,35.707630,0,0,0.000000,XBot Walk Neutral,0.575113,Walking,0.424887,0,HitRecoil,DefaultContact,-0.13709,1.41317,-1.69435
51,4.891397,0.019368,0.67844,0.99576,0.00605,0.00000,0.01210,-0.00109,0,0,1,2926374,1,-0.095174,0.037614,-0.119830,0.108609,-0.003348,0.080738,0.000000,0.000000,-0.244218,-0.966717,0.076256,0.183212,-0.944585,0.272382,Swing,Swing,0.000000,0.062859,-1269438207,35.755060,0,0,0.000000,XBot Walk Neutral,0.620762,Walking,0.379238,0,HitRecoil,DefaultContact,-0.12937,1.41377,-1.71536
52,4.910545,0.019148,0.60788,0.99675,0.00000,0.00000,0.00000,-0.00079,0,0,1,2926374,1,-0.098646,0.055103,-0.119816,0.109447,0.001301,0.063327,0.000000,0.000000,-0.259582,-0.957521,0.125581,0.184529,-0.950942,0.248310,Swing,Swing,0.000000,0.043491,-1269438207,35.806820,0,0,0.000000,XBot Walk Neutral,0.660782,Walking,0.339218,0,HitRecoil,DefaultContact,-0.10967,1.41426,-1.71961
53,4.927912,0.017367,0.55076,0.99746,0.00000,0.00000,0.00000,-0.00056,0,0,1,1785933915,1,-0.101252,0.066305,-0.108630,0.108356,0.004427,0.048135,0.000000,0.000000,-0.269248,-0.943115,0.195036,0.183636,-0.957994,0.220284,Swing,Swing,0.000000,0.024343,-1269438207,35.863410,0,0,0.000000,XBot Walk Neutral,0.696059,Walking,0.303941,0,HitRecoil,DefaultContact,-0.08616,1.41468,-1.71854
54,4.948401,0.020489,0.49146,0.98510,0.00000,0.00000,0.00000,-0.00041,0,0,1,1785933915,1,-0.104236,0.070009,-0.090566,0.105509,0.005741,0.035781,0.000000,0.000000,-0.271673,-0.925149,0.265126,0.179371,-0.965221,0.190195,Swing,Swing,0.000000,0.006976,-1269438207,35.919530,0,0,0.000000,XBot Walk Neutral,0.724622,Walking,0.275378,0,Locomotion,DefaultContact,-0.07955,1.41500,-1.73180
55,4.971341,0.022940,0.43429,0.96864,0.00000,0.00000,0.00000,-0.00028,0,0,1,1785933915,1,-0.108077,0.065696,-0.061123,0.101241,0.005476,0.014654,0.000000,0.000000,-0.270709,-0.901745,0.337005,0.173547,-0.976541,0.127471,Swing,Swing,0.000000,0.000000,-1269438207,35.991850,0,0,0.000000,XBot Walk Neutral,0.754268,Walking,0.245732,0,Locomotion,DefaultContact,-0.09257,1.41532,-1.75813
56,4.992612,0.021271,0.38882,0.95030,0.00000,0.00000,0.00000,-0.00018,0,0,1,1785933915,1,-0.110827,0.053850,-0.035411,0.099071,0.004628,-0.001876,0.000000,0.000000,-0.265300,-0.891395,0.367466,0.171788,-0.981841,0.080482,Swing,Swing,0.000000,0.000000,-1269438207,36.080560,0,0,0.000000,XBot Walk Neutral,0.782856,Walking,0.217145,0,Locomotion,DefaultContact,-0.09145,1.41562,-1.75027
57,5.013801,0.021189,0.34990,0.92089,0.00000,0.00000,0.00000,-0.00012,0,0,1,1785933915,1,-0.114701,0.044047,-0.020332,0.099617,0.002762,-0.014996,0.000000,0.000000,-0.260810,-0.889043,0.376273,0.176089,-0.983015,0.051712,Swing,Swing,0.000000,0.000000,-1269438207,36.169320,0,0,0.000000,XBot Walk Neutral,0.805591,Walking,0.194409,0,Locomotion,DefaultContact,-0.08183,1.41585,-1.72577
58,5.037630,0.023829,0.31275,0.88460,0.00000,0.00000,0.00000,-0.00008,0,0,1,1785933915,1,-0.114679,0.044640,-0.023589,0.101952,0.001583,-0.026258,0.000000,0.000000,-0.261064,-0.887877,0.378839,0.181992,-0.982669,0.035224,Swing,Swing,0.000000,0.000000,-1269438207,36.263000,0,0,0.000000,XBot Walk Neutral,0.825051,Walking,0.174950,0,Locomotion,DefaultContact,-0.07380,1.41604,-1.70409
59,5.058935,0.021305,0.28479,0.85395,0.00000,0.00000,0.00000,-0.00005,0,0,1,1785933915,1,-0.111689,0.053847,-0.037384,0.103659,0.006025,-0.025456,0.000000,0.000000,-0.262255,-0.893304,0.365008,0.184002,-0.981253,0.057316,Swing,Swing,0.000000,0.000000,-1269438207,36.374120,0,0,0.000000,XBot Walk Neutral,0.843627,Walking,0.156373,0,Locomotion,DefaultContact,-0.06438,1.41621,-1.66752
