frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.552047,0.041993,0.53040,0.78614,0.00000,0.00000,0.00000,0.00000,0,0,1,754868,1,-0.105907,0.057832,-0.072082,0.103407,0.002767,0.029180,0.000000,0.000000,-0.267984,-0.920519,0.284305,0.176998,-0.971505,0.157639,Stance,Stance,0.000000,0.000000,-1269438207,32.746520,0,0,0.000000,XBot Walk Neutral,0.910635,Walking,0.089365,0
1,3.571470,0.019423,0.78670,0.80802,0.00000,0.00000,0.00000,0.00000,0,0,1,754868,1,-0.102190,0.065252,-0.103242,0.107753,0.004438,0.044667,0.000000,0.000000,-0.269419,-0.940149,0.208646,0.183295,-0.960594,0.208953,Swing,Swing,0.000000,0.000000,-1269438207,32.857100,0,0,0.000000,XBot Walk Neutral,0.734801,Walking,0.265199,0
2,3.585607,0.014137,1.00837,0.82760,0.00000,0.00000,0.00000,0.00000,0,0,1,754868,1,-0.100259,0.071982,-0.114203,0.108613,0.005966,0.052832,0.000000,0.000000,-0.270146,-0.943029,0.194212,0.182560,-0.953771,0.238731,Swing,Swing,0.000000,0.000000,-1269438207,32.893880,0,0,0.000000,XBot Walk Neutral,0.606648,Walking,0.393352,0
3,3.602592,0.016985,1.32291,0.85465,0.00000,0.00000,0.00000,0.00000,0,0,1,754868,1,-0.099309,0.075860,-0.118504,0.108783,0.006835,0.056477,0.000000,0.000000,-0.268900,-0.943810,0.192134,0.181932,-0.950740,0.250988,Swing,Swing,0.000000,0.000000,-1269438207,32.915650,0,0,0.000000,XBot Walk Neutral,0.495813,Walking,0.504187,0
4,3.618661,0.016068,1.62561,0.88173,0.04718,0.09436,0.00000,-0.00418,1,0,1,754868,1,-0.099173,0.077039,-0.120712,0.108483,0.005656,0.056569,0.106906,0.000000,-0.270123,-0.943503,0.191928,0.180942,-0.950333,0.253235,Capture,Swing,0.000000,0.000000,-1269438207,32.936540,0,0,0.000000,XBot Walk Neutral,0.338546,Walking,0.661454,0
5,3.632126,0.013465,1.87322,0.90467,0.09182,0.18363,0.00000,-0.01144,1,0,1,754868,1,-0.100684,0.075596,-0.120074,0.107557,0.002791,0.052314,0.121421,0.000000,-0.274797,-0.941497,0.195116,0.179885,-0.953310,0.242573,Stance,Swing,0.000000,0.000000,-1269438207,32.953290,0,0,0.000000,XBot Walk Neutral,0.187194,Walking,0.812806,0
6,3.649382,0.017256,2.20411,0.93476,0.12922,0.25844,0.00000,-0.01642,1,0,1,754868,1,-0.102328,0.074623,-0.119772,0.106426,0.000647,0.045666,0.161702,0.000000,-0.281926,-0.939672,0.193737,0.179001,-0.958030,0.223914,Stance,Swing,0.000000,0.000000,-1269438207,32.965840,0,0,0.000000,XBot Walk Neutral,0.063393,Walking,0.936607,0
7,3.663845,0.014463,2.48730,0.96025,0.08128,0.16257,0.00000,-0.01873,0,0,1,754868,1,-0.104938,0.067257,-0.095206,0.103999,-0.001166,0.030166,0.000000,0.000000,-0.279312,-0.924917,0.257902,0.177055,-0.968244,0.176508,Swing,Swing,0.120000,0.000000,-1269438207,32.981450,0,0,0.000000,Walking,0.948974,Walking,0.051026,0
8,3.679755,0.015910,2.78335,0.98772,0.04111,0.08222,0.00000,-0.02167,0,0,1,1785933915,1,-0.107738,0.057594,-0.064299,0.101602,-0.003281,0.016512,0.000000,0.000000,-0.274824,-0.903380,0.329206,0.174098,-0.975652,0.133394,Swing,Swing,0.105537,0.000000,-1269438207,32.994890,0,0,0.000000,Walking,0.878174,Walking,0.121826,0
9,3.699808,0.020053,3.12392,1.02072,0.00000,0.00000,0.00000,-0.02436,0,0,1,1785933915,1,-0.109853,0.049789,-0.044083,0.099227,-0.004998,0.003655,0.000000,0.000000,-0.268746,-0.891697,0.364214,0.170532,-0.980691,0.095725,Swing,Swing,0.089627,0.000000,-1269438207,33.010100,0,0,0.000000,Walking,0.804162,Walking,0.195838,0
10,3.716633,0.016825,3.38777,1.04699,0.00000,0.00000,0.00000,-0.02262,0,0,1,1785933915,1,-0.112004,0.041031,-0.014399,0.095558,-0.004968,-0.014924,0.000000,0.000000,-0.262902,-0.875511,0.405417,0.164379,-0.985448,0.043264,Swing,Swing,0.069574,0.000000,-1269438207,33.029910,0,0,0.000000,Walking,0.719021,Walking,0.280979,0
11,3.732991,0.016358,3.62890,1.07132,0.00000,0.00000,0.00000,-0.01942,0,0,1,1785933915,1,-0.113200,0.034360,0.010103,0.093016,-0.003856,-0.028764,0.000000,0.000000,-0.255663,-0.866346,0.429046,0.160334,-0.987056,0.003762,Swing,Swing,0.052749,0.000000,-1269438207,33.046960,0,0,0.000000,Walking,0.653058,Walking,0.346942,0
