frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.554584,0.017600,0.59390,0.80384,0.00000,0.00000,0.00000,0.00000,0,0,1,613468,1,-0.113598,0.067607,-0.057904,0.094653,0.006600,0.015993,0.000000,0.000000,-0.280340,-0.895443,0.345820,0.238390,-0.961778,0.134735,Swing,Swing,0.000000,0.000000,-1269438207,41.306320,0,0,0.000000,XBot Walk Neutral,0.653899,Walking,0.158135,0
1,3.590668,0.014917,1.15202,0.84997,0.00000,0.00000,0.00000,0.00000,0,0,1,613468,1,-0.113201,0.067592,-0.058574,0.094568,0.006609,0.016659,0.000000,0.000000,-0.282488,-0.895421,0.344124,0.222107,-0.966693,0.127175,Swing,Swing,0.000000,0.000000,-1269438207,41.360130,0,0,0.000000,XBot Walk Neutral,0.377340,Walking,0.313679,0
2,3.628002,0.017954,1.82655,0.90812,0.09527,0.00000,0.19054,-0.01343,0,1,1,1785933915,1,-0.112877,0.067578,-0.059091,0.094488,0.006615,0.017254,0.000000,0.120946,-0.284282,-0.895366,0.342788,0.199585,-0.972678,0.118593,Swing,Stance,0.000000,0.000000,-1269438207,41.397830,0,0,0.000000,XBot Walk Neutral,0.200750,Walking,0.544777,0
3,3.659932,0.015819,2.17830,0.95024,0.10039,0.00000,0.20078,-0.03535,0,0,1,1785933915,1,-0.111919,-0.003751,0.026969,0.127788,0.036062,-0.134873,0.000000,0.000000,-0.212271,-0.907806,0.361704,0.256795,-0.966261,0.019912,Swing,Swing,0.000000,0.120000,-1269438207,41.429560,0,0,0.000000,Walking,0.877102,Walking,0.012526,1
4,3.692010,0.015252,2.27048,0.97571,0.00971,0.00000,0.01942,-0.04787,0,0,1,1785933915,1,-0.112193,-0.003895,0.026163,0.129492,0.036222,-0.133538,0.000000,0.000000,-0.216343,-0.907694,0.359566,0.266526,-0.952900,0.144727,Swing,Swing,0.000000,0.087355,-1269438207,41.460700,0,0,0.000000,Walking,0.900232,Walking,0.059064,0
5,3.725111,0.017466,2.31441,0.99336,0.00000,0.00000,0.00000,-0.03907,0,0,1,1785933915,1,-0.112485,-0.003886,0.025060,0.130962,0.036184,-0.131960,0.000000,0.000000,-0.220336,-0.907588,0.357403,0.284562,-0.916636,0.280720,Swing,Swing,0.000000,0.056468,-1269438207,41.491110,0,0,0.000000,Walking,0.896389,Walking,0.067765,0
6,3.769472,0.017449,2.40963,1.01278,0.00000,0.00000,0.00000,-0.02181,0,0,1,1785933915,1,-0.087373,-0.003621,-0.040294,0.126904,0.030289,-0.043846,0.000000,0.000000,-0.169608,-0.979841,0.105570,0.221514,-0.894262,0.388879,Swing,Swing,0.000000,0.012090,-1269438207,41.536190,0,0,0.000000,Walking,0.901320,Walking,0.097928,1
7,3.799709,0.015707,2.42397,1.02057,0.08883,0.00000,0.17767,-0.02362,0,1,1,1785933915,1,-0.080498,0.000455,-0.090234,0.121970,0.014406,0.031972,0.000000,0.494100,-0.146498,-0.986485,-0.073388,0.214575,-0.916179,0.338488,Swing,Stance,0.000000,0.000000,-1269438207,41.569480,0,0,0.000000,Walking,0.895920,Walking,0.104080,0
8,3.829956,0.015159,2.40787,1.02437,0.09055,0.00000,0.18110,-0.03033,0,0,1,1785933915,1,-0.078931,0.000472,-0.091974,0.121326,0.014326,0.035292,0.000000,0.000000,-0.144868,-0.986387,-0.077806,0.191056,-0.879166,0.436537,Swing,Swing,0.000000,0.120000,-1269438207,41.601800,0,0,0.000000,Walking,0.894884,Walking,0.105116,0
9,3.861523,0.015571,2.45399,1.02933,0.00401,0.00000,0.00802,-0.03318,0,0,1,1785933915,1,-0.077695,0.000439,-0.092859,0.120827,0.014336,0.037131,0.000000,0.000000,-0.143837,-0.986410,-0.079415,0.166262,-0.859415,0.483490,Swing,Swing,0.000000,0.088845,-1269438207,41.634560,0,0,0.000000,Walking,0.894308,Walking,0.102986,0
10,3.907488,0.016017,2.61537,1.04176,0.00000,0.00000,0.00000,-0.02161,0,0,1,1785933915,1,-0.069973,-0.003621,-0.161340,0.100829,0.012793,0.173358,0.000000,0.000000,-0.144637,-0.965971,-0.214428,0.153466,-0.802579,0.576469,Swing,Swing,0.000000,0.043326,-1269438207,41.683540,0,0,0.000000,Walking,0.856816,Walking,0.143184,1
11,3.938580,0.016758,2.69662,1.04942,0.00000,0.00000,0.00000,-0.01393,0,0,1,1785933915,1,-0.064255,0.000835,-0.208274,0.095885,0.012406,0.208341,0.000000,0.000000,-0.145909,-0.952291,-0.268055,0.161630,-0.812042,0.560771,Swing,Swing,0.000000,0.012975,-1269438207,41.717100,0,0,0.000000,Walking,0.837407,Walking,0.162593,0
12,3.965657,0.013877,2.83094,1.05863,0.00000,0.00000,0.00000,-0.00851,0,0,1,1785933915,1,-0.059167,0.001308,-0.212702,0.090697,0.012576,0.213378,0.000000,0.000000,-0.139896,-0.951324,-0.274611,0.136598,-0.730163,0.669480,Swing,Swing,0.000000,0.000000,-1269438207,41.750920,0,0,0.000000,Walking,0.813365,Walking,0.186635,0
13,4.002654,0.016150,3.14809,1.07895,0.00000,0.00000,0.00000,-0.00460,0,0,1,613468,1,-0.058155,0.001255,-0.212864,0.089642,0.012624,0.213948,0.000000,0.000000,-0.138601,-0.951385,-0.275058,0.136878,-0.598399,0.789420,Swing,Swing,0.000000,0.000000,-1269438207,41.792050,0,0,0.000000,Walking,0.746029,Walking,0.253971,0
14,4.051102,0.015650,3.36014,1.10035,0.00000,0.00000,0.00000,-0.00182,0,0,1,613468,1,-0.056749,0.065985,-0.261957,0.102567,0.014729,0.166440,0.000000,0.000000,-0.164608,-0.942804,-0.289871,0.139333,-0.705616,0.694761,Swing,Swing,0.000000,0.000000,-1269438207,41.854100,0,0,0.000000,Walking,0.670758,Walking,0.329242,0
15,4.086277,0.019421,3.42384,1.11051,0.00000,0.00000,0.00000,-0.00099,0,0,1,613468,1,-0.054711,0.065910,-0.262267,0.101259,0.014778,0.167379,0.000000,0.000000,-0.162359,-0.942884,-0.290879,0.136834,-0.559198,0.817664,Swing,Swing,0.000000,0.000000,-1269438207,41.895420,0,0,0.000000,Walking,0.653047,Walking,0.346953,0
16,4.117067,0.013887,3.51175,1.11928,0.00000,0.00000,0.00000,-0.00048,0,0,1,1785933915,1,-0.089119,0.082807,-0.180165,0.107608,0.008306,0.063321,0.000000,0.000000,-0.247672,-0.965325,0.082500,0.177009,-0.893950,0.411729,Swing,Swing,0.000000,0.000000,-1269438207,41.944220,0,0,0.000000,Walking,0.633080,Walking,0.366920,1
17,4.149488,0.016834,3.63878,1.12960,0.00000,0.00000,0.00000,-0.00026,0,0,1,1785933915,1,-0.092696,0.085677,-0.167145,0.107499,0.008251,0.047445,0.000000,0.000000,-0.261595,-0.954705,0.141798,0.170200,-0.860646,0.479918,Swing,Swing,0.000000,0.000000,-1269438207,41.984830,0,0,0.000000,Walking,0.608016,Walking,0.391984,0
18,4.177835,0.013211,3.76129,1.13937,0.00000,0.00000,0.00000,-0.00013,0,0,1,1785933915,1,-0.111287,0.051999,-0.054104,0.095264,0.004198,-0.030659,0.000000,0.000000,-0.263867,-0.887176,0.378541,0.165106,-0.980862,0.103196,Swing,Swing,0.000000,0.000000,-1269438207,42.030300,0,0,0.000000,Walking,0.573531,Walking,0.426469,1
19,4.208697,0.016103,3.90132,1.15054,0.07769,0.15539,0.00000,-0.00981,1,0,1,1785933915,1,-0.113093,0.049662,-0.040568,0.094398,0.003831,-0.038154,0.822844,0.000000,-0.270152,-0.874961,0.401823,0.161562,-0.958267,0.235843,Stance,Swing,0.000000,0.000000,-1269438207,42.071340,0,0,0.000000,Walking,0.543922,Walking,0.456078,0
20,4.240068,0.015252,4.07367,1.16355,0.00000,0.00000,0.00000,-0.02560,0,0,1,1785933915,1,-0.112542,0.049637,-0.041838,0.094920,0.003805,-0.036508,0.000000,0.000000,-0.275779,-0.874669,0.398623,0.120345,-0.928434,0.351465,Swing,Swing,0.103880,0.000000,-1269438207,42.120440,0,0,0.000000,Walking,0.503606,Walking,0.496394,0
21,4.284526,0.016604,4.33948,1.18416,0.00000,0.00000,0.00000,-0.02108,0,0,1,1785933915,1,-0.119754,0.015434,0.116534,0.083647,-0.007931,-0.145341,0.000000,0.000000,-0.225810,-0.823088,0.521091,0.156229,-0.981920,0.106895,Swing,Swing,0.060775,0.000000,-1269438207,42.189770,0,0,0.000000,Walking,0.440647,Walking,0.559354,1
