frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown
10,3.917896,0.015847,3.00194,1.07656,0.50000,0.00000,1.00000,-0.00550,0,1,1,1785933915,1,-0.111078,0.015357,0.150414,0.150377,0.030237,-0.288074,0.000000,0.225382,-0.189313,-0.783141,0.592327,0.210119,-0.773216,-0.598320,Swing,Stance,0.000000,0.000000
11,3.950230,0.016776,3.15155,1.08614,0.50000,0.17286,0.82714,-0.01206,1,0,1,1785933915,1,-0.103892,0.005081,0.113861,0.062113,0.079731,-0.461731,1.029531,0.000000,-0.174916,-0.772641,0.610271,-0.005289,-0.541694,-0.840559,Capture,SupportSwap,0.000000,0.120000
12,3.985637,0.017861,3.27479,1.09725,0.50000,0.55423,0.44577,-0.01034,1,0,1,1785933915,1,-0.082586,-0.011786,0.081585,-0.108769,0.069329,-0.713706,1.020243,0.000000,-0.122743,-0.746749,0.653682,-0.253418,-0.343127,-0.904457,Stance,Swing,0.000000,0.085677
13,4.019083,0.017130,3.41814,1.10877,0.50000,0.93397,0.06603,-0.00694,1,0,1,1785933915,1,-0.041047,0.062888,-0.301196,0.084152,0.093401,-0.278478,0.983198,0.000000,0.038964,-0.795734,-0.604391,0.174586,-0.917422,-0.357571,Stance,Swing,0.000000,0.051500
14,4.052547,0.016326,3.58041,1.12102,0.50000,1.00000,0.00000,-0.00413,1,0,1,1785933915,1,-0.051741,0.070805,-0.376775,0.035871,0.257344,-0.510601,0.979198,0.000000,0.012816,-0.754375,-0.656319,0.080055,-0.494113,-0.865704,Stance,Swing,0.000000,0.017232
15,4.087496,0.016188,3.60199,1.12618,0.50000,1.00000,0.00000,-0.00227,1,0,1,1785933915,1,-0.106786,0.056276,-0.428107,-0.247067,0.705762,-0.613522,0.914061,0.000000,-0.090891,-0.733996,-0.673044,-0.382344,0.384146,-0.840384,Stance,Swing,0.000000,0.000000
16,4.124362,0.021392,3.54172,1.12739,0.50000,1.00000,0.00000,-0.00128,1,0,1,1785933915,1,-0.207092,0.030884,-0.447531,-0.358958,0.949154,0.086939,0.892267,0.000000,-0.257508,-0.716499,-0.648320,-0.583029,0.800712,0.137612,Stance,Swing,0.000000,0.000000
17,4.157648,0.017191,3.12994,1.09900,0.50000,1.00000,0.00000,-0.00063,1,0,1,1785933915,1,-0.022978,0.107154,-0.357818,0.104303,0.078937,0.135107,0.858046,0.000000,0.091305,-0.698513,-0.709748,0.086961,-0.720209,0.688286,Stance,Swing,0.000000,0.000000
18,4.196610,0.018513,2.58215,1.05521,0.50000,1.00000,0.00000,-0.00030,1,0,1,1785933915,1,0.007202,0.139043,-0.364815,0.116296,0.041360,-0.004298,0.786631,0.000000,0.122366,-0.676927,-0.725807,0.236305,-0.958612,0.158816,Stance,Swing,0.000000,0.000000
19,4.235785,0.021090,2.26121,1.02884,0.50000,1.00000,0.00000,-0.00014,1,0,1,1785933915,1,-0.004452,0.188381,-0.386490,0.093034,0.186864,-0.185784,0.749591,0.000000,0.078686,-0.663095,-0.744389,0.363267,-0.723967,-0.586437,Stance,Swing,0.000000,0.000000
20,4.271709,0.016495,2.04345,1.00893,0.50000,1.00000,0.00000,-0.00006,1,0,1,1785933915,1,-0.060950,0.271250,-0.400580,-0.036798,0.586273,-0.333485,0.725572,0.000000,-0.058416,-0.638446,-0.767447,0.026321,0.669917,-0.741969,Stance,Swing,0.000000,0.000000
21,4.310624,0.020248,1.84373,0.98789,0.50000,1.00000,0.00000,-0.00003,1,0,1,1785933915,1,-0.152608,0.370592,-0.390572,-0.072178,1.209237,-0.093784,0.747572,0.000000,-0.273491,-0.595454,-0.755405,0.049352,0.992495,-0.111883,Stance,Swing,0.000000,0.000000
22,4.345166,0.017264,1.67391,0.96840,0.50000,1.00000,0.00000,-0.00150,1,0,1,1785933915,1,-0.202607,0.463217,-0.374968,0.575639,1.627306,0.107720,0.855923,0.000000,-0.401557,-0.529741,-0.747078,0.446732,0.894544,0.014912,Stance,Swing,0.000000,0.000000
23,4.383577,0.020398,1.44337,0.93918,0.50000,1.00000,0.00000,-0.01116,1,0,1,1785933915,1,-0.209539,0.565042,-0.364192,1.233847,1.848808,-0.346552,0.975507,0.000000,-0.440372,-0.433221,-0.786379,0.638819,0.750334,-0.170027,Stance,Swing,0.000000,0.000000
24,4.420588,0.018664,1.18921,0.90415,0.50000,1.00000,0.00000,-0.02582,1,0,1,1785933915,1,-0.184918,0.689902,-0.342835,1.579654,2.400213,-0.424261,1.062601,0.000000,-0.394556,-0.282444,-0.874386,0.684832,0.716244,-0.134160,Stance,Swing,0.000000,0.000000
25,4.477675,0.022154,0.80401,0.84723,0.50000,1.00000,0.00000,-0.04046,1,0,1,1785933915,1,0.115962,0.119481,-0.341895,0.204843,0.020666,0.072624,1.099682,0.000000,0.369902,-0.612593,-0.698500,0.415456,-0.825496,0.382038,Stance,Swing,0.000000,0.000000
26,4.511387,0.016190,0.58407,0.84572,0.50000,1.00000,0.00000,-0.04230,1,0,1,1785933915,1,0.082906,0.164421,-0.384739,0.256711,0.073750,-0.091636,1.102434,0.000000,0.298183,-0.526855,-0.795934,0.653838,-0.751041,-0.091832,Stance,Swing,0.000000,0.000000
27,4.546614,0.016621,0.39021,0.87517,0.50000,1.00000,0.00000,-0.03817,1,0,1,1785933915,1,0.006546,0.224512,-0.426095,0.104663,0.265222,-0.400040,1.082680,0.000000,0.137084,-0.404256,-0.904315,0.174296,-0.117693,-0.977635,Stance,Swing,0.000000,0.000000
28,4.579171,0.015573,0.25852,0.90644,0.50000,1.00000,0.00000,-0.03130,1,0,1,1785933915,1,0.143706,0.080867,-0.285918,0.156258,0.015737,0.099486,1.060983,0.000000,0.424413,-0.700316,-0.573961,0.225380,-0.860026,0.457776,Stance,Swing,0.000000,0.000000
29,4.613374,0.018795,0.16331,0.93460,0.50000,1.00000,0.00000,-0.02584,1,0,1,1785933915,1,0.147794,0.071324,-0.278060,0.172269,-0.000445,0.115234,1.031956,0.000000,0.441354,-0.704034,-0.556365,0.285257,-0.844688,0.452915,Stance,Swing,0.000000,0.000000
30,4.646748,0.015594,0.10248,0.95551,0.50000,1.00000,0.00000,-0.02486,1,0,1,1785933915,1,0.134443,0.069780,-0.282926,0.221888,0.003363,0.061971,1.018990,0.000000,0.421202,-0.696696,-0.580692,0.447082,-0.837893,0.313134,Stance,Swing,0.000000,0.000000
31,4.681180,0.018451,0.06260,0.97086,0.50000,1.00000,0.00000,-0.02817,1,0,1,1785933915,1,0.105140,0.068414,-0.287284,0.258518,0.030755,-0.067191,1.018633,0.000000,0.368315,-0.695763,-0.616651,0.617767,-0.784446,-0.054852,Stance,Swing,0.000000,0.000000
32,4.729905,0.015464,0.03087,0.98451,0.50000,1.00000,0.00000,-0.03682,1,0,1,1785933915,1,0.185415,0.060994,-0.232076,0.133377,0.012191,0.163654,1.059804,0.000000,0.509469,-0.740112,-0.438948,0.132864,-0.804755,0.578547,Stance,Swing,0.000000,0.000000
33,4.767430,0.021064,0.01794,0.99065,0.50000,1.00000,0.00000,-0.03913,1,0,1,1785933915,1,0.184649,0.059019,-0.210120,0.104680,0.039690,0.221376,1.100130,0.000000,0.507444,-0.758333,-0.409183,0.056942,-0.692282,0.719377,Stance,Swing,0.000000,0.000000
34,4.801044,0.016674,0.01113,0.99412,0.50000,1.00000,0.00000,-0.03830,1,0,1,1785933915,1,0.183293,0.051037,-0.171236,0.037548,0.101438,0.341944,1.154301,0.000000,0.503161,-0.788301,-0.354135,-0.094270,-0.400771,0.911316,Stance,Swing,0.000000,0.000000
35,4.861507,0.020755,0.00000,0.99750,0.50000,1.00000,0.00000,-0.03530,1,0,1,1785933915,1,0.220882,0.056872,-0.196039,0.148526,0.001132,0.155748,1.189436,0.000000,0.590137,-0.733021,-0.338257,0.165859,-0.813954,0.556750,Stance,Swing,0.000000,0.000000
36,4.896105,0.015820,0.00000,0.99848,0.50000,1.00000,0.00000,-0.03055,1,0,1,1785933915,1,0.238267,0.066320,-0.183617,0.136573,0.006840,0.160291,1.171916,0.000000,0.614702,-0.732229,-0.293226,0.114957,-0.827957,0.548882,Stance,Swing,0.000000,0.000000
37,4.928447,0.017664,0.00000,0.99905,0.50000,1.00000,0.00000,-0.02543,1,0,1,1785933915,1,0.244184,0.059228,-0.168411,0.123422,0.000564,0.169350,1.166152,0.000000,0.634220,-0.730409,-0.253511,0.067790,-0.832269,0.550211,Stance,Swing,0.000000,0.000000
38,4.961452,0.014837,0.00000,0.99942,0.50000,1.00000,0.00000,-0.01986,1,0,1,1785933915,1,0.244225,0.045881,-0.161091,0.122092,-0.035676,0.172337,1.163777,0.000000,0.634049,-0.735550,-0.238637,0.068044,-0.854655,0.514719,Stance,Swing,0.000000,0.000000
39,5.012527,0.017514,0.00000,0.99973,0.50000,1.00000,0.00000,-0.01480,1,0,1,1785933915,1,0.256038,0.067048,-0.132094,0.105285,0.011261,0.177805,1.160915,0.000000,0.658468,-0.732609,-0.172351,-0.004641,-0.828624,0.559786,Stance,Swing,0.000000,0.000000
40,5.046833,0.017096,0.00000,0.99984,0.50000,1.00000,0.00000,-0.01248,1,0,1,1785933915,1,0.259727,0.056128,-0.109609,0.019971,-0.014440,0.187101,1.169051,0.000000,0.655812,-0.745082,-0.121507,-0.228050,-0.832141,0.505504,Stance,Swing,0.000000,0.000000
41,5.083290,0.018100,0.00000,0.99991,0.50000,1.00000,0.00000,-0.01061,1,0,1,1785933915,1,0.262118,0.041129,-0.076797,-0.144274,-0.042349,0.110749,1.182063,0.000000,0.642492,-0.764933,-0.045627,-0.564643,-0.798700,0.207981,Stance,Swing,0.000000,0.000000
42,5.115092,0.014911,0.00000,0.99994,0.50000,1.00000,0.00000,-0.00899,1,0,1,1785933915,1,0.265500,0.069294,-0.073070,0.074720,0.018498,0.165519,1.200146,0.000000,0.683500,-0.728535,-0.045450,0.010925,-0.898646,0.438539,Stance,Swing,0.000000,0.000000
43,5.149786,0.017826,0.00000,0.99997,0.50000,1.00000,0.00000,-0.00775,1,0,1,1785933915,1,0.273941,0.085994,-0.069096,0.143842,0.033992,0.182315,1.217227,0.000000,0.708935,-0.704662,-0.029371,0.189772,-0.792373,0.579769,Stance,Swing,0.000000,0.000000
44,5.174832,0.007675,0.00000,0.99998,0.50000,1.00000,0.00000,-0.00693,1,0,1,1785933915,1,0.271601,0.085229,-0.053425,0.179671,0.040413,0.170546,1.234885,0.000000,0.712342,-0.701766,-0.009696,0.297916,-0.763209,0.573375,Stance,Swing,0.000000,0.000000
45,5.186751,0.006159,0.00000,0.99998,0.50000,1.00000,0.00000,-0.00676,1,0,1,1785933915,1,0.269808,0.083808,-0.042221,0.198154,0.044964,0.171547,1.240116,0.000000,0.712002,-0.702124,0.008719,0.352127,-0.734442,0.580173,Stance,Swing,0.000000,0.000000
46,5.212825,0.007604,0.00000,0.99999,0.50000,1.00000,0.00000,-0.00641,1,0,1,1785933915,1,0.269910,0.083184,-0.033620,0.196715,0.044699,0.174192,1.241175,0.000000,0.712366,-0.701384,0.024386,0.348624,-0.728986,0.589102,Stance,Swing,0.000000,0.000000
47,5.231209,0.006232,0.00000,0.99999,0.50000,1.00000,0.00000,-0.00583,1,0,1,1785933915,1,0.270699,0.083048,-0.026024,0.189889,0.044274,0.180189,1.238317,0.000000,0.711765,-0.701145,0.042263,0.327785,-0.729522,0.600295,Stance,Swing,0.000000,0.000000
48,5.248389,0.006517,0.00000,0.99999,0.50000,1.00000,0.00000,-0.00505,1,0,1,1785933915,1,0.271170,0.083046,-0.017411,0.181619,0.043396,0.186004,1.235165,0.000000,0.710288,-0.701134,0.062475,0.302463,-0.732612,0.609750,Stance,Swing,0.000000,0.000000
49,5.268446,0.008248,0.00006,0.99999,0.50000,1.00000,0.00000,-0.00408,1,0,1,1785933915,1,0.271272,0.083195,-0.008645,0.172836,0.042029,0.190466,1.231214,0.000000,0.708259,-0.701141,0.082282,0.275814,-0.738317,0.615480,Stance,Swing,0.000000,0.000000
50,5.286518,0.006268,0.00023,1.00000,0.50000,1.00000,0.00000,-0.00309,1,0,1,1785933915,1,0.271148,0.083359,0.000209,0.162806,0.040103,0.194234,1.227384,0.000000,0.705624,-0.701203,0.102024,0.246126,-0.746066,0.618715,Stance,Swing,0.000000,0.000000
51,5.308767,0.006515,0.00048,1.00000,0.50000,1.00000,0.00000,-0.00220,1,0,1,1785933915,1,0.270277,0.083552,0.010596,0.150999,0.036156,0.194937,1.225661,0.000000,0.702265,-0.701273,0.122643,0.213051,-0.759415,0.614735,Stance,Swing,0.000000,0.000000
52,5.328410,0.007226,0.00069,1.00000,0.50000,1.00000,0.00000,-0.00161,1,0,1,1785933915,1,0.269196,0.083812,0.019436,0.144810,0.033137,0.193418,1.225667,0.000000,0.699178,-0.701022,0.140422,0.195953,-0.770169,0.606994,Stance,Swing,0.000000,0.000000
53,5.349502,0.007521,0.00089,1.00000,0.50000,1.00000,0.00000,-0.00112,1,0,1,1785933915,1,0.268129,0.084205,0.028627,0.137155,0.029763,0.191047,1.225800,0.000000,0.695634,-0.700651,0.158691,0.173153,-0.780706,0.600430,Stance,Swing,0.000000,0.000000
54,5.366527,0.005932,0.00103,1.00000,0.50000,1.00000,0.00000,-0.00080,1,0,1,1785933915,1,0.266971,0.084389,0.037665,0.128440,0.027879,0.191679,1.226032,0.000000,0.691108,-0.700528,0.177853,0.145788,-0.784806,0.602350,Stance,Swing,0.000000,0.000000
55,5.388120,0.005883,0.00166,1.00000,0.50000,1.00000,0.00000,-0.00053,1,0,1,1785933915,1,0.264616,0.085117,0.047331,0.122162,0.026938,0.192321,1.228182,0.000000,0.685068,-0.700873,0.198642,0.123269,-0.790284,0.600213,Stance,Swing,0.000000,0.000000
56,5.408939,0.005851,0.00416,1.00000,0.50000,1.00000,0.00000,-0.00036,1,0,1,1785933915,1,0.262074,0.085997,0.056102,0.118640,0.025783,0.189902,1.234857,0.000000,0.678659,-0.701536,0.217416,0.107582,-0.797383,0.593807,Stance,Swing,0.000000,0.000000
57,5.430375,0.005910,0.00711,1.00000,0.50000,1.00000,0.00000,-0.00026,1,0,1,1785933915,1,0.259296,0.086658,0.064711,0.116582,0.024210,0.186345,1.244146,0.000000,0.671811,-0.702221,0.235701,0.096241,-0.804218,0.586490,Stance,Swing,0.000000,0.000000
58,5.449778,0.007072,0.00972,1.00000,0.50000,1.00000,0.00000,-0.00077,1,0,1,1785933915,1,0.256382,0.086997,0.073203,0.114951,0.023109,0.184159,1.252743,0.000000,0.664648,-0.702429,0.254631,0.087708,-0.808160,0.582396,Stance,Swing,0.000000,0.000000
59,5.469852,0.007912,0.01211,1.00000,0.50000,1.00000,0.00000,-0.00273,1,0,1,1785933915,1,0.253689,0.086986,0.081244,0.112996,0.021364,0.181698,1.262553,0.000000,0.657232,-0.702469,0.273101,0.077911,-0.812569,0.577635,Stance,Swing,0.000000,0.000000
60,5.497123,0.007791,0.01509,1.00000,0.50000,1.00000,0.00000,-0.00859,1,0,1,1785933915,1,0.251444,0.085664,0.089536,0.112616,0.017399,0.177380,1.271839,0.000000,0.650729,-0.700881,0.292092,0.071260,-0.817368,0.571692,Stance,Swing,0.000000,0.000000
61,5.511567,0.007314,0.01662,1.00000,0.50000,1.00000,0.00000,-0.01301,1,0,1,1785933915,1,0.248549,0.085072,0.097112,0.109989,0.016384,0.177921,1.273378,0.000000,0.642942,-0.699938,0.310988,0.062535,-0.818074,0.571703,Stance,Swing,0.000000,0.000000
62,5.528997,0.006407,0.01839,1.00000,0.50000,1.00000,0.00000,-0.01889,1,0,1,1785933915,1,0.245621,0.083851,0.105741,0.105237,0.014144,0.179394,1.271990,0.000000,0.634042,-0.697558,0.333773,0.045173,-0.819041,0.571954,Stance,Swing,0.000000,0.000000
63,5.549474,0.007621,0.02034,1.00000,0.50000,1.00000,0.00000,-0.02476,1,0,1,1785933915,1,0.242080,0.082815,0.114164,0.103475,0.011970,0.179183,1.268093,0.000000,0.625164,-0.694731,0.355695,0.037325,-0.820007,0.571136,Stance,Swing,0.000000,0.000000
64,5.568554,0.006948,0.02233,1.00000,0.50000,1.00000,0.00000,-0.02961,1,0,1,1785933915,1,0.238056,0.081788,0.122186,0.102290,0.009608,0.178377,1.260804,0.000000,0.615499,-0.691996,0.377230,0.031187,-0.822004,0.568627,Stance,Swing,0.000000,0.000000
65,5.590432,0.007369,0.02440,1.00000,0.50000,1.00000,0.00000,-0.03296,1,0,1,1785933915,1,0.234094,0.081872,0.130045,0.103052,0.007645,0.176458,1.251767,0.000000,0.605187,-0.689615,0.397719,0.031281,-0.824981,0.564294,Stance,Swing,0.000000,0.000000
66,5.612764,0.008072,0.02614,1.00000,0.50000,1.00000,0.00000,-0.03426,1,0,1,1785933915,1,0.229094,0.081424,0.135995,0.104817,0.006373,0.173562,1.241792,0.000000,0.594317,-0.687906,0.416621,0.034247,-0.829423,0.557571,Stance,Swing,0.000000,0.000000
67,5.632503,0.006464,0.03100,0.99509,0.50000,1.00000,0.00000,-0.03390,1,0,1,1785933915,1,0.223513,0.082051,0.142584,0.105142,0.006240,0.172173,1.232263,0.000000,0.581907,-0.687022,0.435184,0.034402,-0.832532,0.552908,Stance,Swing,0.000000,0.000000
68,5.650752,0.006236,0.04621,0.97620,0.50000,1.00000,0.00000,-0.03276,1,0,1,1785933915,1,0.217233,0.082799,0.148848,0.105182,0.006378,0.170340,1.222544,0.000000,0.568668,-0.686767,0.452734,0.034891,-0.835372,0.548577,Stance,Swing,0.000000,0.000000
69,5.669520,0.007029,0.07156,0.94960,0.50000,1.00000,0.00000,-0.03127,1,0,1,1785933915,1,0.210514,0.083383,0.154405,0.106193,0.006374,0.166696,1.210005,0.000000,0.555269,-0.687196,0.468442,0.038224,-0.839724,0.541667,Stance,Swing,0.000000,0.000000
70,5.689327,0.007673,0.10860,0.91942,0.50000,1.00000,0.00000,-0.02952,1,0,1,1785933915,1,0.203513,0.083794,0.159582,0.109240,0.006142,0.160948,1.194580,0.000000,0.542214,-0.688277,0.481954,0.046324,-0.845653,0.531719,Stance,Swing,0.000000,0.000000
71,5.720685,0.017574,0.19251,0.87579,0.50000,1.00000,0.00000,-0.02747,1,0,1,1785933915,1,0.193421,0.083494,0.167562,0.099824,0.006032,0.162446,1.175514,0.000000,0.519401,-0.688804,0.505739,0.015779,-0.848025,0.529721,Stance,Swing,0.000000,0.000000
72,5.755278,0.008503,0.30540,0.84058,0.50000,1.00000,0.00000,-0.02210,1,0,1,1785933915,1,0.181570,0.083614,0.174170,0.128516,0.007307,0.134656,1.123940,0.000000,0.504254,-0.697520,0.509110,0.085890,-0.864597,0.495071,Stance,Swing,0.000000,0.000000
73,5.773854,0.010659,0.37706,0.82830,0.50000,1.00000,0.00000,-0.01954,1,0,1,1785933915,1,0.173828,0.083017,0.176728,0.130470,0.008506,0.128021,1.100141,0.000000,0.490400,-0.701303,0.517380,0.088451,-0.867645,0.489253,Stance,Swing,0.000000,0.000000
74,5.791216,0.009059,0.45192,0.82093,0.50000,1.00000,0.00000,-0.01609,1,0,1,1785933915,1,0.165735,0.082213,0.178464,0.130791,0.010082,0.122151,1.071246,0.000000,0.474779,-0.706548,0.524763,0.085117,-0.871520,0.482915,Stance,Swing,0.000000,0.000000
75,5.808936,0.008683,0.53267,0.81697,0.50000,1.00000,0.00000,-0.01276,1,0,1,1785933915,1,0.157871,0.081730,0.179458,0.130915,0.012784,0.116876,1.041771,0.000000,0.459436,-0.712662,0.530124,0.081335,-0.874857,0.477504,Stance,Swing,0.000000,0.000000
76,5.827991,0.006237,0.61733,0.81578,0.50000,1.00000,0.00000,-0.00930,1,0,1,1785933915,1,0.150700,0.081354,0.183064,0.132255,0.017694,0.118059,1.008608,0.000000,0.443305,-0.721988,0.531238,0.077467,-0.873560,0.480513,Stance,Swing,0.000000,0.000000
77,5.861134,0.010606,0.76075,0.81963,0.50000,1.00000,0.00000,-0.00582,1,0,1,1785933915,1,0.140559,0.078545,0.187485,0.125991,0.016478,0.118868,0.968373,0.000000,0.418503,-0.729611,0.540855,0.048872,-0.882387,0.467980,Stance,Swing,0.000000,0.000000
78,5.890607,0.006809,0.89071,0.82810,0.50000,1.00000,0.00000,-0.00324,1,0,1,1785933915,1,0.130671,0.075244,0.180957,0.130081,0.025668,0.121459,0.919332,0.000000,0.403190,-0.751131,0.522724,0.087815,-0.866542,0.491319,Stance,Swing,0.000000,0.000000
79,5.907305,0.005940,0.96056,0.83413,0.50000,1.00000,0.00000,-0.00235,1,0,1,1785933915,1,0.124101,0.072393,0.179824,0.126843,0.026475,0.125941,0.896695,0.000000,0.389256,-0.759734,0.520850,0.090592,-0.864203,0.494921,Stance,Swing,0.000000,0.000000
80,5.929804,0.006922,1.05401,0.84344,0.50000,1.00000,0.00000,-0.00157,1,0,1,1785933915,1,0.118289,0.067779,0.177604,0.126776,0.027503,0.134184,0.872420,0.000000,0.379124,-0.772205,0.509868,0.114686,-0.856322,0.503548,Stance,Swing,0.000000,0.000000
81,5.948591,0.006563,1.13489,0.85225,0.50000,1.00000,0.00000,-0.00108,1,0,1,1785933915,1,0.112477,0.063021,0.173323,0.125254,0.027502,0.138401,0.853060,0.000000,0.367818,-0.781759,0.503551,0.130081,-0.852996,0.505448,Stance,Swing,0.000000,0.000000
82,5.966540,0.006155,1.22275,0.86205,0.50000,1.00000,0.00000,-0.00076,1,0,1,1785933915,1,0.107997,0.057454,0.167884,0.124892,0.027436,0.143243,0.836363,0.000000,0.358485,-0.791864,0.494408,0.148787,-0.850166,0.505054,Stance,Swing,0.000000,0.000000
83,5.991450,0.006788,1.35318,0.87747,0.50000,1.00000,0.00000,-0.00047,1,0,1,1785933915,1,0.105290,0.048446,0.162675,0.128852,0.029148,0.160500,0.819913,0.000000,0.356429,-0.808724,0.467893,0.187963,-0.837547,0.513015,Stance,Swing,0.000000,0.000000
84,6.007942,0.005941,1.43941,0.88841,0.50000,1.00000,0.00000,-0.00033,1,0,1,1785933915,1,0.101582,0.041876,0.156692,0.128526,0.029456,0.166375,0.810314,0.000000,0.349144,-0.818853,0.455608,0.200814,-0.836900,0.509188,Stance,Swing,0.000000,0.000000
85,6.030829,0.006446,1.55201,0.90383,0.50000,1.00000,0.00000,-0.00021,1,0,1,1785933915,1,0.099682,0.031656,0.149680,0.131644,0.030507,0.180583,0.802614,0.000000,0.346775,-0.833805,0.429554,0.222413,-0.827022,0.516301,Stance,Swing,0.000000,0.000000
86,6.046247,0.005557,1.62308,0.91418,0.50000,1.00000,0.00000,-0.00015,1,0,1,1785933915,1,0.096342,0.023888,0.141519,0.132042,0.029262,0.180627,0.798503,0.000000,0.340298,-0.842628,0.417344,0.228234,-0.827157,0.513537,Stance,Swing,0.000000,0.000000
87,6.065499,0.005199,1.70819,0.92696,0.50000,1.00000,0.00000,-0.00010,1,0,1,1785933915,1,0.094410,0.013248,0.132842,0.134386,0.026567,0.184691,0.795764,0.000000,0.337101,-0.854741,0.394692,0.234811,-0.818623,0.524138,Stance,Swing,0.000000,0.000000
88,6.089273,0.005278,1.81373,0.94247,0.50000,1.00000,0.00000,-0.00012,1,0,1,1785933915,1,0.094252,-0.000272,0.122807,0.136529,0.022508,0.193666,0.795391,0.000000,0.338600,-0.870732,0.356618,0.236690,-0.799466,0.552116,Stance,Swing,0.000000,0.000000
89,6.109331,0.005209,1.91039,0.95531,0.50000,1.00000,0.00000,-0.00113,1,0,1,1785933915,1,0.092853,-0.010447,0.109179,0.124348,0.018132,0.199214,0.797001,0.000000,0.335756,-0.882798,0.328536,0.203261,-0.794457,0.572296,Stance,Swing,0.000000,0.000000
90,6.130832,0.007583,2.02850,0.96908,0.50000,1.00000,0.00000,-0.00574,1,0,1,1785933915,1,0.090983,-0.016613,0.090202,0.110171,0.016499,0.196461,0.800554,0.000000,0.331262,-0.895064,0.298539,0.166815,-0.799266,0.577362,Stance,Swing,0.000000,0.000000
91,6.148015,0.005789,2.12713,0.97991,0.50000,1.00000,0.00000,-0.01555,1,0,1,1785933915,1,0.087781,-0.018833,0.076081,0.097779,0.013998,0.195537,0.803854,0.000000,0.312029,-0.906710,0.283751,0.130919,-0.804061,0.579953,Stance,Swing,0.000000,0.000000
