frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,20.329670,0.030592,0.26444,0.81004,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111523,0.055958,-0.044397,0.101289,0.003118,-0.001321,-0.267224,-0.894675,0.357978,0.176448,-0.980234,0.089485,Stance,Stance,-1269438207,1.237317
1,20.356640,0.026969,0.45596,0.80596,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.110865,0.055800,-0.041615,0.103586,0.006115,-0.018182,-0.263232,-0.895192,0.359640,0.182856,-0.980357,0.073920,Swing,Swing,-1269438207,1.387002
2,20.372460,0.015820,0.58291,0.80841,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.106806,0.048441,-0.043709,0.106087,0.011056,-0.014814,-0.250963,-0.913838,0.319246,0.188255,-0.974989,0.118136,Swing,Swing,-1269438207,1.470182
3,20.390890,0.018429,0.74867,0.81585,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.103086,0.043407,-0.050078,0.107661,0.013069,-0.001774,-0.242087,-0.930495,0.274906,0.190057,-0.969103,0.157217,Swing,Swing,-1269438207,1.509557
4,20.410420,0.019530,0.93840,0.82845,0.00000,0.06143,0.00000,0,1,1785933915,1,-0.098532,0.037143,-0.059063,0.109412,0.013444,0.013160,-0.232700,-0.948615,0.214431,0.191354,-0.963442,0.187521,Swing,Capture,-1269438207,1.546439
5,20.428380,0.017965,1.11840,0.84345,0.00000,0.12653,0.00000,0,1,1785933915,1,-0.093627,0.030293,-0.071247,0.110198,0.010937,0.020310,-0.219920,-0.965681,0.138187,0.190729,-0.964293,0.183743,Swing,Stance,-1269438207,1.578635
6,20.444780,0.016403,1.28532,0.85950,0.00000,0.18641,0.00000,0,1,1785933915,1,-0.088158,0.024393,-0.084303,0.110304,0.006479,0.019875,-0.208359,-0.975938,0.064285,0.189661,-0.969184,0.157200,Swing,Stance,-1269438207,1.604207
7,20.461830,0.017050,1.46160,0.87762,0.00000,0.24109,0.00000,0,1,1785933915,1,-0.083935,0.020160,-0.097746,0.109661,0.001354,0.011877,-0.199673,-0.979862,0.000910,0.189182,-0.974906,0.117342,Swing,Stance,-1269438207,1.625063
8,20.479630,0.017801,1.63228,0.89652,0.00000,0.18426,0.00000,0,0,1785933915,1,-0.080322,0.016715,-0.113253,0.108653,-0.000773,0.067269,-0.192244,-0.979516,-0.059922,0.193910,-0.952934,0.233057,Swing,Swing,-1269438207,1.644645
9,20.497720,0.018085,1.79051,0.91467,0.00000,0.12492,0.00000,0,0,1785933915,1,-0.077078,0.013984,-0.130914,0.106500,0.002570,0.125188,-0.184573,-0.975849,-0.116838,0.193517,-0.923041,0.332487,Swing,Swing,-1269438207,1.663432
