frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,1.881730,0.097372,0.00000,0.00000,0.00000,0.13622,-0.00561,0,0,1,1,-0.075225,0.033107,0.205802,0.059884,-0.008735,-0.133945,0.017398,-0.752848,0.657965,0.252234,-0.955805,-0.151044,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,0.24472,0.00000,0.10618
1,1.922755,0.041025,0.00000,0.00000,0.00000,0.25622,-0.00918,0,1,1785933915,1,-0.074512,0.035002,0.206231,0.078775,0.000785,-0.173815,0.017398,-0.752847,0.657966,0.248037,-0.934124,-0.256689,Swing,Capture,-1269438207,0.000000,Locomotion,DefaultContact,0.20958,-0.00025,0.18792
2,1.986606,0.063851,0.00000,0.00000,0.00000,0.35878,-0.01237,0,1,1785933915,1,-0.080393,0.031792,0.192268,0.072201,0.005230,-0.190098,0.004095,-0.765817,0.643046,0.201763,-0.932118,-0.300745,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-0.14451,-0.00043,0.18763
3,2.013677,0.027071,0.00000,0.00000,0.00000,0.47878,-0.04306,0,1,1785933915,1,-0.108499,0.004588,0.101437,0.067873,0.018968,-0.218567,-0.109136,-0.841375,0.529318,0.150281,-0.926573,-0.344787,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-0.65545,-0.00040,0.15090
4,2.035432,0.021755,0.00000,0.00000,0.00000,0.54646,-0.05919,0,1,1785933915,1,-0.110110,-0.009830,0.067131,0.066435,0.024605,-0.235044,-0.147436,-0.882089,0.447417,0.121787,-0.910732,-0.394634,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-0.82839,-0.00033,0.13203
5,2.062047,0.026616,0.00000,0.00000,0.00000,0.00000,-0.06143,0,0,1785933915,1,-0.108093,-0.015815,0.044345,0.110789,0.024141,-0.145153,-0.167444,-0.910768,0.377445,0.312306,-0.949976,0.003291,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.92160,-0.00026,0.11877
6,2.086915,0.024867,0.00000,0.00000,0.00000,0.00000,-0.04978,0,0,1785933915,1,-0.103287,-0.015077,0.019590,0.122075,0.028118,-0.112549,-0.179851,-0.940827,0.287224,0.308405,-0.945767,0.102034,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.13053,-0.00017,0.10216
7,2.112879,0.025964,0.00000,0.00000,0.00000,0.00000,-0.03653,0,0,1785933915,1,-0.102605,0.013608,-0.090770,0.105189,0.117094,-0.174487,-0.198702,-0.975365,0.095812,0.274791,-0.959976,0.054188,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.28099,-0.00009,0.08879
8,2.134016,0.021137,0.00000,0.00000,0.00000,0.00000,-0.02481,0,0,1,1,-0.074496,0.042417,-0.218597,0.140851,0.074262,0.166830,-0.121548,-0.851290,-0.510423,0.240694,-0.608050,0.756533,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.29166,-0.00002,0.07900
9,2.154870,0.020854,0.00000,0.00000,0.00000,0.00000,-0.01756,0,0,1785933915,1,-0.051020,0.086310,-0.272142,0.101860,0.162463,0.346836,-0.000891,-0.685041,-0.728505,0.161574,-0.466130,0.869837,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.26215,0.00003,0.07242
