frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,1.220467,0.142318,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.187335,0.288908,0.071237,0.152839,0.374114,-0.200355,0.834865,0.245020,0.492916,0.930768,0.166122,-0.325690,Stance,Stance,-1269438207,0.000000,Locomotion,DefaultContact,0.21896,0.00000,0.13507
1,1.255812,0.035346,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.057664,0.151151,-0.055965,0.037772,0.344583,-0.133752,0.879523,-0.465271,0.099814,0.792545,-0.270619,-0.546478,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.14447,-0.00053,0.20459
2,1.277112,0.021299,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.034172,0.104727,-0.098264,0.041180,0.333772,-0.134493,0.744812,-0.664857,-0.056738,0.800626,-0.283141,-0.528043,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.40889,-0.00109,0.19788
3,1.298906,0.021794,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.025423,0.082566,-0.123054,0.060586,0.330564,-0.138045,0.647464,-0.749790,-0.136402,0.855956,-0.211331,-0.471889,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.93610,-0.00141,0.19626
4,1.331458,0.032552,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.020649,0.065493,-0.146351,0.099590,0.327711,-0.147654,0.544004,-0.813353,-0.206198,0.925769,-0.075644,-0.370446,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.13575,-0.00173,0.19850
5,1.354960,0.023502,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.008805,0.052783,-0.173195,0.169586,0.333598,-0.157267,0.400673,-0.870696,-0.285218,0.969749,0.115928,-0.214820,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.98717,-0.00222,0.20948
6,1.377730,0.022770,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.002912,0.048679,-0.188043,0.217390,0.344406,-0.157626,0.299997,-0.895360,-0.329140,0.968894,0.211539,-0.128436,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.82956,-0.00256,0.21668
7,1.399344,0.021615,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.014512,0.046844,-0.200021,0.257270,0.357716,-0.153469,0.192873,-0.910513,-0.365742,0.958977,0.275512,-0.066756,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.74232,-0.00286,0.21967
8,1.424350,0.025006,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.021894,0.047952,-0.209096,0.283603,0.366273,-0.149751,0.051703,-0.913224,-0.404165,0.952672,0.301627,-0.037923,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.54048,-0.00313,0.18812
9,1.448947,0.024598,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.008329,0.048770,-0.198170,0.256439,0.332269,-0.159630,0.234835,-0.904191,-0.356778,0.967474,0.210741,-0.139935,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.63124,-0.00093,-0.17221
10,1.472489,0.023541,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.046928,0.051834,-0.187491,0.267774,0.313260,-0.171575,0.313728,-0.891419,-0.327028,0.970781,0.137308,-0.196801,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.31659,0.00411,-0.43106
