frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,1.117024,0.113494,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.187382,0.288833,0.071147,0.152847,0.374039,-0.200473,0.835103,0.244657,0.492692,0.930674,0.165812,-0.326119,Stance,Stance,-1269438207,0.000000,Locomotion,DefaultContact,0.22578,0.00000,0.13510
1,1.146554,0.029530,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.081907,0.185549,-0.028527,0.050543,0.353994,-0.136830,0.933362,-0.287523,0.214862,0.836830,-0.185722,-0.514998,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.03522,-0.00022,0.27919
2,1.167182,0.020627,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.055004,0.145138,-0.061867,0.034793,0.341255,-0.134153,0.866894,-0.492469,0.077267,0.780632,-0.290886,-0.553172,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.21687,-0.00048,0.33765
3,1.185977,0.018796,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.037975,0.118658,-0.086051,0.031619,0.334690,-0.133403,0.789971,-0.612960,-0.015031,0.767396,-0.320851,-0.555120,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.98658,-0.00073,0.35327
4,1.205873,0.019896,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.030628,0.096111,-0.108369,0.045257,0.331410,-0.135481,0.709856,-0.698560,-0.090102,0.812664,-0.271727,-0.515502,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.60535,-0.00099,0.34615
5,1.238320,0.032446,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.023764,0.077234,-0.130798,0.069158,0.327727,-0.141393,0.617835,-0.769869,-0.159945,0.873645,-0.184760,-0.450121,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-4.05227,-0.00128,0.33235
6,1.258136,0.019816,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.014911,0.057621,-0.162002,0.132357,0.327918,-0.153793,0.467017,-0.847515,-0.252219,0.955580,0.017998,-0.294182,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.98732,-0.00176,0.30044
7,1.277554,0.019418,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.007005,0.052059,-0.176442,0.177664,0.334774,-0.157665,0.383405,-0.875339,-0.294588,0.970979,0.132570,-0.199064,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.67643,-0.00204,0.28224
8,1.299378,0.021825,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.002910,0.048863,-0.188366,0.216244,0.343446,-0.157903,0.300502,-0.894790,-0.330226,0.969500,0.206804,-0.131539,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.36942,-0.00231,0.26947
9,1.320455,0.021077,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.088503,0.053165,-0.199243,0.260258,0.330630,-0.172076,0.113680,-0.920261,-0.374428,0.973705,0.166229,-0.155777,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.10498,-0.00261,0.25853
10,1.339047,0.018592,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.146078,0.062235,-0.204066,0.285326,0.334022,-0.171597,-0.054975,-0.916413,-0.396440,0.973616,0.176002,-0.145245,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.71278,-0.00288,0.22412
11,1.356228,0.017181,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.189619,0.073413,-0.204212,0.302910,0.334851,-0.171929,-0.189875,-0.896002,-0.401408,0.973891,0.172027,-0.148131,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.40783,-0.00312,0.17852
12,1.377083,0.020855,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.221655,0.084289,-0.202404,0.313703,0.331685,-0.174158,-0.294113,-0.868949,-0.398028,0.974529,0.153758,-0.163257,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.43783,-0.00267,0.15558
13,1.399508,0.022425,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1,-0.248402,0.100437,-0.191987,0.334236,0.317450,-0.182421,-0.286165,-0.871821,-0.397539,0.972022,0.082398,-0.219962,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.73273,-0.00014,-0.10847
14,1.417631,0.018122,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.262296,0.121736,-0.173330,0.359569,0.297411,-0.190853,-0.210421,-0.891987,-0.400103,0.952631,-0.028005,-0.302838,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.38249,0.00449,-0.34647
15,1.435203,0.017572,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.265250,0.125671,-0.168711,0.391048,0.285481,-0.188973,-0.203456,-0.894213,-0.398735,0.909904,-0.149122,-0.387088,Swing,Swing,-1269438207,0.000000,HitRecoil,DefaultContact,-3.90827,0.00904,-0.35993
16,1.467319,0.032116,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.212225,0.102301,-0.166363,0.384321,0.225997,-0.137308,-0.088141,-0.971442,-0.220300,0.888861,-0.425160,-0.170778,Swing,Swing,-1269438207,0.000000,HitRecoil,DefaultContact,-4.21537,0.01395,-0.33033
17,1.491932,0.024614,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.155777,0.078752,-0.135979,0.322293,0.123112,-0.056976,-0.073846,-0.996027,0.049766,0.680859,-0.731741,0.031393,Swing,Swing,-1269438207,0.000000,HitRecoil,DefaultContact,-2.96824,0.01443,-0.29867
