schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,rootX,rootY,rootZ,upX,upY,upZ,velocityX,velocityY,velocityZ,moveIntentX,moveIntentY,stableSupport,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,0,0.000000,0.033333,-1269438207,23.000000,0,XBot Walk Neutral,0.040018,57.979910,-0.009853,0.000673,1.000000,-0.000170,0.072766,-0.010593,0.015399,0.000000,0.000000,1,0.000000,0.500000,-0.223762,56.411860,-0.152115,0.283706,56.425770,0.022442,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.227840,56.446720,-0.152243,0.278576,56.460190,0.018293,1785933915,1785933915,1,1,1.185257,0.240692,0.578091,0.678841,0.411228,0.591556,1.180841,0.240747,1.045742,0.673480,0.415330,0.900517,-0.223424,56.914370,-0.152188,0.283937,56.769150,0.022396,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449700,91.160650,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,0,0.000000,0.033333,-1269438207,4.182680,0,Walking Backwards,-0.141931,55.226450,5.750212,-0.002551,0.994642,0.103349,-0.005155,0.017139,0.230710,0.000000,0.000000,1,0.182680,0.682680,0.085629,54.317090,5.814271,-0.351939,54.227130,5.594034,-0.002551,0.994642,0.103349,-0.002551,0.994642,0.103349,0.086400,54.318690,5.746493,-0.349086,54.224710,5.586051,0,0,0,0,0.086400,54.318690,5.746493,-0.349086,54.224710,5.586051,0.085629,54.317090,5.814271,-0.351939,54.227130,5.594034,0.085629,54.317090,5.814271,-0.351939,54.227130,5.594034,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.007600,161.978500,128.462900,91.153390,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,1,0.033333,0.033333,-1269438207,24.000000,0,XBot Walk Neutral,0.042434,57.979110,-0.009815,0.000714,1.000000,-0.000170,0.074646,-0.007457,0.016193,0.000000,0.000000,1,0.000000,0.500000,-0.221411,56.411960,-0.152078,0.286059,56.425990,0.022479,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.225556,56.446820,-0.152239,0.280422,56.460330,0.018043,1785933915,1785933915,1,1,1.182973,0.240696,0.578185,0.676995,0.410978,0.591700,1.178470,0.240784,1.044949,0.671114,0.415368,0.899700,-0.221053,56.913580,-0.152151,0.286303,56.768330,0.022433,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449700,91.160710,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,1,0.033333,0.033333,-1269438207,4.329710,0,Walking Backwards,-0.142606,55.226480,5.778310,-0.002563,0.994590,0.103848,-0.005222,0.017386,0.233489,0.000000,0.000000,1,0.329710,0.829710,0.079310,54.316510,5.822244,-0.354828,54.226680,5.600495,-0.002563,0.994590,0.103848,-0.002563,0.994590,0.103848,0.083603,54.318290,5.786990,-0.351525,54.225890,5.593060,0,0,0,0,0.083603,54.318290,5.786990,-0.351525,54.225890,5.593060,0.079310,54.316510,5.822244,-0.354829,54.226680,5.600495,0.079310,54.316510,5.822244,-0.354829,54.226680,5.600495,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.421500,163.652000,123.973400,87.956410,NaN,NaN,0.005107,0.005312,0.000000,0.000000,2.333639,1.604009,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,2,0.066667,0.033333,-1269438207,25.000000,0,XBot Walk Neutral,0.044911,57.978390,-0.009754,0.000756,1.000000,-0.000169,0.076569,-0.004712,0.016841,0.000000,0.000000,1,0.000000,0.500000,-0.218999,56.412060,-0.152017,0.288471,56.426220,0.022538,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.223214,56.446910,-0.152208,0.282595,56.460530,0.017975,1785933915,1785933915,1,1,1.180631,0.240726,0.578282,0.674822,0.410910,0.591895,1.176037,0.240845,1.044220,0.668688,0.415428,0.898949,-0.218620,56.912850,-0.152089,0.288729,56.767580,0.022493,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769800,128.449600,91.160680,NaN,NaN,0.000005,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,2,0.066667,0.033333,-1269438207,4.475710,0,Walking Backwards,-0.143285,55.226510,5.806622,-0.002575,0.994537,0.104351,-0.005290,0.017650,0.236337,0.000000,0.000000,1,0.475710,0.975710,0.075395,54.314750,5.829166,-0.355454,54.229740,5.662009,-0.002575,0.994537,0.104351,-0.002575,0.994537,0.104351,0.079928,54.316790,5.810247,-0.353575,54.227420,5.618058,0,0,0,0,0.079928,54.316790,5.810247,-0.353575,54.227420,5.618058,0.075395,54.314750,5.829166,-0.355454,54.229740,5.662009,0.075395,54.314750,5.829166,-0.355454,54.229740,5.662009,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.254300,162.474700,124.018100,91.525830,NaN,NaN,0.005300,0.008328,0.000000,0.000000,0.000000,1.818546,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,3,0.100000,0.033333,-1269438207,26.000000,0,XBot Walk Neutral,0.047452,57.977770,-0.009676,0.000800,1.000000,-0.000168,0.078572,-0.002253,0.017297,0.000000,0.000000,1,0.000000,0.500000,-0.216525,56.412160,-0.151942,0.290946,56.426460,0.022615,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.220811,56.447010,-0.152156,0.284936,56.460750,0.017992,1785933915,1785933915,1,1,1.178228,0.240779,0.578381,0.672481,0.410927,0.592115,1.173542,0.240921,1.043629,0.666200,0.415505,0.898342,-0.216126,56.912260,-0.152014,0.291218,56.766970,0.022570,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449700,91.160690,NaN,NaN,0.000005,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,3,0.100000,0.033333,-1269438207,4.620566,0,Walking Backwards,-0.143971,55.226550,5.835151,-0.002587,0.994484,0.104857,-0.005359,0.017915,0.239229,0.000000,0.000000,1,0.620566,0.120566,0.080413,54.318390,5.836737,-0.353921,54.222440,5.742143,-0.002587,0.994484,0.104857,-0.002587,0.994484,0.104857,0.079066,54.316880,5.824163,-0.354154,54.226250,5.668041,0,0,0,0,0.079066,54.316880,5.824163,-0.354154,54.226250,5.668041,0.080413,54.318390,5.836737,-0.353921,54.222440,5.742143,0.080413,54.318390,5.836737,-0.353921,54.222440,5.742143,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.261100,161.891400,124.148500,94.554850,NaN,NaN,0.005377,0.012993,0.000000,0.000000,0.434312,1.610219,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,4,0.133333,0.033333,-1269438207,27.000000,0,XBot Walk Neutral,0.050059,57.977210,-0.009586,0.000844,1.000000,-0.000166,0.080633,-0.000135,0.017651,0.000000,0.000000,1,0.000000,0.500000,-0.213988,56.412270,-0.151854,0.293484,56.426700,0.022702,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.218347,56.447110,-0.152086,0.287379,56.460980,0.018049,1785933915,1785933915,1,1,1.175763,0.240849,0.578484,0.670038,0.410984,0.592349,1.170983,0.241010,1.043095,0.663646,0.415593,0.897781,-0.213566,56.911720,-0.151925,0.293771,56.766410,0.022658,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651800,163.769800,128.449600,91.160660,NaN,NaN,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,4,0.133333,0.033333,-1269438207,4.764202,0,Walking Backwards,-0.144661,55.226580,5.863903,-0.002600,0.994430,0.105368,-0.005431,0.018189,0.242199,0.000000,0.000000,1,0.764202,0.264202,0.089430,54.313510,5.844462,-0.355127,54.217880,5.776193,-0.002600,0.994430,0.105368,-0.002600,0.994430,0.105368,0.082686,54.315990,5.834181,-0.354641,54.223180,5.717944,0,0,0,0,0.082686,54.315990,5.834181,-0.354641,54.223180,5.717944,0.089430,54.313510,5.844462,-0.355127,54.217880,5.776193,0.089430,54.313510,5.844462,-0.355127,54.217880,5.776193,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.925400,163.071600,124.342700,92.371760,NaN,NaN,0.005791,0.001809,0.000000,0.000000,0.619288,1.158934,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,0.052734,57.976710,-0.009486,0.000890,1.000000,-0.000164,0.082759,0.001720,0.017923,0.000000,0.000000,1,0.000000,0.500000,-0.211384,56.412370,-0.151757,0.296089,56.426960,0.022799,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.215818,56.447220,-0.152002,0.289900,56.461220,0.018128,1785933915,1785933915,1,1,1.173235,0.240933,0.578589,0.667517,0.411063,0.592593,1.168357,0.241108,1.042614,0.661027,0.415691,0.897278,-0.210940,56.911240,-0.151827,0.296390,56.765910,0.022756,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449600,91.160740,NaN,NaN,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,4.906564,0,Walking Backwards,-0.145357,55.226620,5.892878,-0.002612,0.994375,0.105882,-0.005503,0.018471,0.245210,0.000000,0.000000,1,0.906564,0.406564,0.084589,54.312950,5.876949,-0.353371,54.223750,5.778172,-0.002612,0.994375,0.105882,-0.002612,0.994375,0.105882,0.084687,54.314500,5.851066,-0.354359,54.222450,5.753192,0,0,0,0,0.084687,54.314500,5.851066,-0.354359,54.222450,5.753192,0.084588,54.312950,5.876949,-0.353371,54.223750,5.778172,0.084588,54.312950,5.876949,-0.353371,54.223750,5.778172,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.345700,162.356700,122.434600,91.036460,NaN,NaN,0.001406,0.006780,0.000000,0.000000,1.209660,0.706375,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,29.000000,0,XBot Walk Neutral,0.055480,57.976270,-0.009380,0.000937,1.000000,-0.000163,0.084965,0.003348,0.018062,0.000000,0.000000,1,0.000000,0.500000,-0.208711,56.412480,-0.151654,0.298762,56.427220,0.022902,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.213224,56.447330,-0.151909,0.292493,56.461480,0.018220,1785933915,1785933915,1,1,1.170641,0.241026,0.578696,0.664924,0.411154,0.592847,1.165661,0.241213,1.042168,0.658338,0.415794,0.896809,-0.208244,56.910800,-0.151722,0.299079,56.765440,0.022859,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160710,NaN,NaN,0.000004,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
