frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.461138,0.039590,0.47629,0.78569,0.00000,0.00000,0.00000,0.00000,0,0,1,674068,1,-0.107165,0.060605,-0.068030,0.099583,0.006753,0.027826,0.000000,0.000000,-0.270273,-0.916144,0.296029,0.221924,-0.960682,0.166855,Stance,Stance,0.000000,0.000000,-1269438207,34.067490,0,0,0.000000,XBot Walk Neutral,0.920369,Walking,0.079631,0
1,3.480300,0.019162,0.72522,0.80629,0.00000,0.00000,0.00000,0.00000,0,0,1,674068,1,-0.106805,0.060594,-0.068525,0.099462,0.006761,0.028372,0.000000,0.000000,-0.271719,-0.916126,0.294757,0.227404,-0.957952,0.174975,Swing,Swing,0.000000,0.000000,-1269438207,34.143680,0,0,0.000000,XBot Walk Neutral,0.625098,Walking,0.195395,0
2,3.494683,0.014383,0.92100,0.82449,0.00000,0.00000,0.00000,0.00000,0,0,1,674068,1,-0.125631,0.037502,-0.052252,0.108370,0.004092,0.013216,0.000000,0.000000,-0.335275,-0.896448,0.289780,0.205676,-0.964802,0.163876,Swing,Swing,0.000000,0.000000,-1269438207,34.171230,0,0,0.000000,XBot Walk Neutral,0.472574,Walking,0.268847,0
3,3.510798,0.016115,1.15064,0.84669,0.00000,0.00000,0.00000,0.00000,0,0,1,674068,1,-0.133301,0.030949,-0.046792,0.111783,0.003336,0.009167,0.000000,0.000000,-0.360666,-0.888344,0.284194,0.214621,-0.952999,0.213848,Swing,Swing,0.000000,0.000000,-1269438207,34.189380,0,0,0.000000,XBot Walk Neutral,0.379944,Walking,0.324306,0
4,3.525198,0.014400,1.38114,0.86823,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.132895,0.030935,-0.047775,0.111735,0.003348,0.010146,0.000000,0.000000,-0.362878,-0.888314,0.281455,0.226226,-0.939722,0.256409,Swing,Swing,0.000000,0.000000,-1269438207,34.207940,0,0,0.000000,XBot Walk Neutral,0.298087,Walking,0.394417,0
5,3.538671,0.013473,1.60311,0.88906,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.147432,0.013575,0.006825,0.121351,-0.004569,-0.042448,0.000000,0.000000,-0.347831,-0.864527,0.362777,0.224560,-0.972343,0.064194,Swing,Swing,0.000000,0.000000,-1269438207,34.223630,0,0,0.000000,XBot Walk Neutral,0.236309,Walking,0.488499,0
6,3.555789,0.017117,1.88904,0.91588,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.148362,0.012645,0.010146,0.122249,-0.005026,-0.045485,0.000000,0.000000,-0.348519,-0.862565,0.366765,0.232348,-0.966506,0.109000,Swing,Swing,0.000000,0.000000,-1269438207,34.237430,0,0,0.000000,XBot Walk Neutral,0.165585,Walking,0.598107,0
7,3.570871,0.015083,2.15093,0.93986,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.148403,0.012639,0.009180,0.122589,-0.005029,-0.044515,0.000000,0.000000,-0.351081,-0.862517,0.364428,0.226463,-0.961522,0.155534,Swing,Swing,0.000000,0.000000,-1269438207,34.253420,0,0,0.000000,XBot Walk Neutral,0.052563,Walking,0.778303,0
8,3.587523,0.016652,2.45138,0.96665,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.148438,0.012641,0.008481,0.122838,-0.005031,-0.043761,0.000000,0.000000,-0.353002,-0.862456,0.362712,0.206678,-0.959176,0.193043,Swing,Swing,0.000000,0.000000,-1269438207,34.267140,0,0,0.000000,Walking,0.885836,Walking,0.036361,0
9,3.603130,0.015607,2.73478,0.99175,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.148489,0.012637,0.007573,0.123158,-0.005042,-0.042751,0.000000,0.000000,-0.355540,-0.862357,0.360460,0.174908,-0.957465,0.229496,Swing,Swing,0.000000,0.000000,-1269438207,34.282710,0,0,0.000000,Walking,0.887154,Walking,0.112846,0
