frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
73,5.349869,0.022901,0.02741,1.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108602,0.064389,-0.057073,0.100838,0.005469,0.012074,0.000000,0.000000,-0.270491,-0.899257,0.343761,0.173109,-0.977609,0.119639,Swing,Swing,0.000000,0.000000,-1269438207,44.101730,0,0,0.000000,XBot Walk Neutral,0.986784,Walking,0.013216,0,Locomotion,DefaultContact,-0.02770,1.41703,-1.67884
74,5.374678,0.024809,0.02918,1.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.107951,0.064444,-0.058892,0.101125,0.005696,0.014139,0.000000,0.000000,-0.269977,-0.901619,0.337929,0.173377,-0.976782,0.125849,Swing,Swing,0.000000,0.000000,-1269438207,44.588600,0,0,0.000000,XBot Walk Neutral,0.986296,Walking,0.013704,0,Locomotion,DefaultContact,-0.03582,1.41702,-1.68781
75,5.394707,0.020029,0.03093,1.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108636,0.064239,-0.056820,0.100827,0.005458,0.011894,0.000000,0.000000,-0.270429,-0.899186,0.343995,0.173127,-0.977665,0.119155,Swing,Swing,0.000000,0.000000,-1269438207,45.106300,0,0,0.000000,XBot Walk Neutral,0.985411,Walking,0.014589,0,Locomotion,DefaultContact,-0.03575,1.41701,-1.65709
76,5.418844,0.024137,0.03337,1.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108110,0.064398,-0.058120,0.101188,0.005886,0.012391,0.000000,0.000000,-0.269673,-0.900946,0.339959,0.173648,-0.976934,0.124284,Swing,Swing,0.000000,0.000000,-1269438207,45.516750,0,0,0.000000,XBot Walk Neutral,0.984535,Walking,0.015465,0,Locomotion,DefaultContact,-0.03368,1.41701,-1.63361
77,5.439481,0.020638,0.03606,1.00000,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108384,0.065316,-0.058801,0.100963,0.005530,0.013223,0.000000,0.000000,-0.270882,-0.899861,0.341866,0.173131,-0.977196,0.122934,Swing,Swing,0.000000,0.000000,-1269438207,45.999310,0,0,0.000000,XBot Walk Neutral,0.983317,Walking,0.016683,0,Locomotion,DefaultContact,-0.03162,1.41700,-1.60550
78,5.461974,0.022493,0.04676,0.98463,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.108696,0.064259,-0.056391,0.101315,0.005565,0.009035,0.000000,0.000000,-0.269968,-0.898869,0.345185,0.174295,-0.977755,0.116687,Swing,Swing,0.000000,0.000000,-1269438207,46.401100,0,0,0.000000,XBot Walk Neutral,0.981969,Walking,0.018031,0,Locomotion,DefaultContact,-0.03690,1.41699,-1.59179
79,5.489135,0.027161,0.07582,0.94365,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.107912,0.064241,-0.062551,0.101571,0.005082,0.016561,0.000000,0.000000,-0.270957,-0.904937,0.328132,0.173974,-0.975997,0.131011,Swing,Swing,0.000000,0.000000,-1269438207,46.791610,0,0,0.000000,XBot Walk Neutral,0.976621,Walking,0.023379,0,Locomotion,DefaultContact,-0.15279,1.41699,-1.72799
80,5.509316,0.020181,0.10749,0.90971,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.109517,0.061179,-0.051995,0.100705,0.005074,0.008297,0.000000,0.000000,-0.269212,-0.897887,0.348316,0.173682,-0.978637,0.110020,Swing,Swing,0.000000,0.000000,-1269438207,47.151370,0,0,0.000000,XBot Walk Neutral,0.962089,Walking,0.037911,0,Locomotion,DefaultContact,-0.33812,1.41699,-1.88286
81,5.529209,0.019893,0.14913,0.87899,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.109758,0.061336,-0.051054,0.101966,0.005208,-0.000561,0.000000,0.000000,-0.268279,-0.897015,0.351270,0.176906,-0.979351,0.097861,Swing,Swing,0.000000,0.000000,-1269438207,47.362200,0,0,0.000000,XBot Walk Neutral,0.946255,Walking,0.053745,0,Locomotion,DefaultContact,-0.46069,1.41698,-1.92069
82,5.550570,0.021362,0.21405,0.85291,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.106884,0.059498,-0.057397,0.102558,0.007181,0.011207,0.000000,0.000000,-0.263860,-0.908765,0.323303,0.176992,-0.975009,0.134280,Swing,Swing,0.000000,0.000000,-1269438207,47.524250,0,0,0.000000,XBot Walk Neutral,0.925434,Walking,0.074566,0,Locomotion,DefaultContact,-0.60831,1.41698,-1.95176
83,5.573892,0.023322,0.30539,0.83295,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103955,0.056194,-0.067158,0.103410,0.004594,0.031403,0.000000,0.000000,-0.264363,-0.920995,0.286148,0.177393,-0.971483,0.157329,Swing,Swing,0.000000,0.000000,-1269438207,47.654060,0,0,0.000000,XBot Walk Neutral,0.892973,Walking,0.107027,0,Locomotion,DefaultContact,-0.89642,1.41698,-2.00282
84,5.598664,0.024772,0.41771,0.82018,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.104081,0.053165,-0.083276,0.104899,0.001537,0.039770,0.000000,0.000000,-0.264615,-0.934884,0.236581,0.179065,-0.966749,0.182572,Swing,Swing,0.000000,0.000000,-1269438207,47.758480,0,0,0.000000,XBot Walk Neutral,0.847306,Walking,0.152695,0,Locomotion,DefaultContact,-1.12774,1.41698,-1.95919
85,5.621771,0.023107,0.53364,0.81510,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103502,0.063186,-0.095139,0.106788,0.004064,0.039836,0.000000,0.000000,-0.269306,-0.935624,0.228217,0.182490,-0.964148,0.192656,Swing,Swing,0.000000,0.000000,-1269438207,47.842370,0,0,0.000000,XBot Walk Neutral,0.791146,Walking,0.208854,0,Locomotion,DefaultContact,-1.24582,1.41698,-1.87532
86,5.642015,0.020244,0.63734,0.81442,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103778,0.069724,-0.093734,0.106043,0.005772,0.038305,0.000000,0.000000,-0.272008,-0.928245,0.253717,0.180103,-0.963715,0.197019,Swing,Swing,0.000000,0.000000,-1269438207,47.905120,0,0,0.000000,XBot Walk Neutral,0.733181,Walking,0.266819,0,Locomotion,DefaultContact,-1.33754,1.41698,-1.86515
87,5.660511,0.018496,0.73553,0.81675,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.105228,0.069979,-0.082277,0.104024,0.006037,0.028949,0.000000,0.000000,-0.270063,-0.918335,0.289357,0.177335,-0.969144,0.171212,Swing,Swing,0.000000,0.000000,-1269438207,47.951960,0,0,0.000000,XBot Walk Neutral,0.681332,Walking,0.318668,0,Locomotion,DefaultContact,-1.32856,1.41697,-1.85344
88,5.682390,0.021879,0.86506,0.82399,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.107753,0.066342,-0.063549,0.101529,0.005668,0.016153,0.000000,0.000000,-0.270508,-0.903710,0.331864,0.173971,-0.975834,0.132223,Swing,Swing,0.000000,0.000000,-1269438207,47.989620,0,0,0.000000,XBot Walk Neutral,0.632237,Walking,0.367763,0,Locomotion,DefaultContact,-1.38086,1.41697,-1.85892
89,5.703291,0.020901,1.00252,0.83486,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.110127,0.058576,-0.040980,0.098903,0.004914,0.001660,0.000000,0.000000,-0.268137,-0.890193,0.368320,0.170077,-0.981294,0.090200,Swing,Swing,0.000000,0.000000,-1269438207,48.028320,0,0,0.000000,XBot Walk Neutral,0.567468,Walking,0.432532,0,Locomotion,DefaultContact,-1.57188,1.41697,-1.91281
90,5.723602,0.020311,1.14674,0.84767,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.112145,0.047773,-0.016086,0.096733,0.004331,-0.013297,0.000000,0.000000,-0.261231,-0.881807,0.392651,0.167707,-0.984680,0.047743,Swing,Swing,0.000000,0.000000,-1269438207,48.060960,0,0,0.000000,XBot Walk Neutral,0.498741,Walking,0.501259,0,Locomotion,DefaultContact,-1.75293,1.41697,-1.97405
91,5.746115,0.022512,1.31654,0.86271,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.113845,0.036671,0.012320,0.094924,0.003913,-0.031058,0.000000,0.000000,-0.252381,-0.875606,0.411847,0.167045,-0.985949,-0.000940,Swing,Swing,0.000000,0.000000,-1269438207,48.089340,0,0,0.000000,XBot Walk Neutral,0.426632,Walking,0.573368,0,Locomotion,DefaultContact,-1.88478,1.41697,-2.03771
92,5.768986,0.022872,1.49529,0.87773,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.115531,0.026230,0.048525,0.092493,0.003379,-0.053790,0.000000,0.000000,-0.242403,-0.868182,0.433015,0.165450,-0.984395,-0.059939,Swing,Swing,0.000000,0.000000,-1269438207,48.117420,0,0,0.000000,XBot Walk Neutral,0.341731,Walking,0.658269,0,Locomotion,DefaultContact,-1.97641,1.41697,-2.09491
93,5.791840,0.022854,1.67428,0.89172,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.117342,0.020398,0.092035,0.089761,0.002481,-0.079058,0.000000,0.000000,-0.231113,-0.853983,0.466154,0.163132,-0.979295,-0.119869,Swing,Swing,0.000000,0.000000,-1269438207,48.143130,0,0,0.000000,XBot Walk Neutral,0.252356,Walking,0.747645,0,Locomotion,DefaultContact,-2.00221,1.41697,-2.15787
94,5.812972,0.021132,1.84201,0.90384,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.117537,0.020222,0.134694,0.086368,0.001437,-0.106150,0.000000,0.000000,-0.217776,-0.832791,0.508953,0.159800,-0.970758,-0.179143,Swing,Swing,0.000000,0.000000,-1269438207,48.166540,0,0,0.000000,XBot Walk Neutral,0.162860,Walking,0.837140,0,Locomotion,DefaultContact,-1.94387,1.41697,-2.27261
95,5.831938,0.018966,2.00256,0.91456,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.115689,0.023474,0.170836,0.081942,0.000789,-0.133275,0.000000,0.000000,-0.203091,-0.804310,0.558426,0.154191,-0.959333,-0.236442,Swing,Swing,0.000000,0.000000,-1269438207,48.186550,0,0,0.000000,XBot Walk Neutral,0.078997,Walking,0.921003,0,Locomotion,DefaultContact,-1.95371,1.41697,-2.36597
96,5.853276,0.021338,2.19527,0.92656,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.111567,0.026217,0.199069,0.076564,0.000818,-0.158957,0.000000,0.000000,-0.189155,-0.777328,0.599985,0.146073,-0.945391,-0.291372,Swing,Swing,0.000000,0.000000,-1269438207,48.203330,0,0,0.000000,Walking,0.999359,Walking,0.000641,0,Locomotion,DefaultContact,-2.13078,1.41697,-2.43254
97,5.875966,0.022690,2.41216,0.93921,0.02667,0.05334,0.00000,-0.00253,1,0,1,1785933915,1,-0.110506,0.016274,0.197271,0.073989,-0.001815,-0.174358,1.007920,0.000000,-0.192108,-0.771488,0.606548,0.143003,-0.936722,-0.319536,Capture,Swing,0.000000,0.000000,-1269438207,48.222470,0,0,0.000000,Walking,0.951182,Walking,0.048818,0,Locomotion,DefaultContact,-2.29371,1.41697,-2.51460
98,5.894720,0.018755,2.60237,0.94979,0.05503,0.11007,0.00000,-0.00603,1,0,1,1785933915,1,-0.108022,0.003127,0.179128,0.072401,0.002547,-0.190505,1.052331,0.000000,-0.202797,-0.789832,0.578825,0.143813,-0.926664,-0.347292,Stance,Swing,0.000000,0.000000,-1269438207,48.243090,0,0,0.000000,Walking,0.896960,Walking,0.103041,0,Locomotion,DefaultContact,-2.41931,1.41697,-2.52645
99,5.909917,0.015197,2.76378,0.95845,0.07848,0.15696,0.00000,-0.00740,1,0,1,1785933915,1,-0.105914,-0.003192,0.154300,0.071738,0.013478,-0.202415,1.086908,0.000000,-0.216316,-0.815253,0.537187,0.145451,-0.918686,-0.367232,Stance,Swing,0.000000,0.000000,-1269438207,48.260330,0,0,0.000000,Walking,0.849408,Walking,0.150592,0,Locomotion,DefaultContact,-2.59038,1.41697,-2.52832
100,5.930406,0.020489,2.98001,0.96963,0.05948,0.11896,0.00000,-0.00754,0,0,1,1785933915,1,-0.107364,0.002255,0.159483,0.071597,0.023055,-0.210799,0.000000,0.000000,-0.210897,-0.807034,0.551561,0.145758,-0.912381,-0.382513,Swing,Swing,0.120000,0.000000,-1269438207,48.274430,0,0,0.000000,Walking,0.809054,Walking,0.190946,0,Locomotion,DefaultContact,-2.73100,1.41697,-2.65548
101,5.949629,0.019223,3.17270,0.97919,0.03387,0.06774,0.00000,-0.00673,0,0,1,1785933915,1,-0.109813,0.008981,0.161299,0.072140,0.036009,-0.219694,0.000000,0.000000,-0.204412,-0.799945,0.564184,0.147714,-0.906521,-0.395474,Swing,Swing,0.099511,0.000000,-1269438207,48.293650,0,0,0.000000,Walking,0.754997,Walking,0.245003,0,Locomotion,DefaultContact,-2.63934,1.41697,-2.86133
102,5.965376,0.015747,3.32432,0.98649,0.00984,0.01968,0.00000,-0.00551,0,0,1,1785933915,1,-0.111546,0.012370,0.156453,0.073350,0.046548,-0.224817,0.000000,0.000000,-0.196372,-0.803593,0.561852,0.152226,-0.905675,-0.395703,Swing,Swing,0.080288,0.000000,-1269438207,48.311870,0,0,0.000000,Walking,0.706825,Walking,0.293175,0,Locomotion,DefaultContact,-2.39787,1.41697,-3.01082
103,5.972633,0.007257,3.39215,0.98970,0.00000,0.00000,0.00000,-0.00451,0,0,1,1785933915,1,-0.112325,0.012729,0.145547,0.075131,0.053376,-0.226906,0.000000,0.000000,-0.193329,-0.810792,0.552486,0.157700,-0.907969,-0.388231,Swing,Swing,0.064541,0.000000,-1269438207,48.326900,0,0,0.000000,Walking,0.668921,Walking,0.331079,0,Locomotion,DefaultContact,-2.25954,1.41697,-3.17334
104,5.979649,0.007015,3.45597,0.99268,0.00000,0.00000,0.00000,-0.00407,0,0,1,1785933915,1,-0.112607,0.012910,0.139508,0.076109,0.056204,-0.227584,0.000000,0.000000,-0.194172,-0.812616,0.549503,0.160387,-0.909594,-0.383295,Swing,Swing,0.057284,0.000000,-1269438207,48.333850,0,0,0.000000,Walking,0.651963,Walking,0.348038,0,Locomotion,DefaultContact,-2.19823,1.41697,-3.22388
105,5.985408,0.005760,3.50703,0.99504,0.00000,0.00000,0.00000,-0.00367,0,0,1,1785933915,1,-0.112830,0.013161,0.133417,0.077227,0.058693,-0.227842,0.000000,0.000000,-0.194972,-0.814064,0.547070,0.163324,-0.911704,-0.376989,Swing,Swing,0.050269,0.000000,-1269438207,48.340590,0,0,0.000000,Walking,0.636008,Walking,0.363992,0,Locomotion,DefaultContact,-2.12055,1.41697,-3.21474
106,5.992517,0.007109,3.56839,0.99785,0.00000,0.00000,0.00000,-0.00337,0,0,1,1785933915,1,-0.112969,0.013343,0.128325,0.078352,0.060442,-0.227515,0.000000,0.000000,-0.195660,-0.815643,0.544466,0.166239,-0.914038,-0.369999,Swing,Swing,0.044509,0.000000,-1269438207,48.346140,0,0,0.000000,Walking,0.623242,Walking,0.376758,0,Locomotion,DefaultContact,-2.05286,1.41697,-3.21374
107,5.998516,0.005999,3.61859,1.00012,0.00000,0.00000,0.00000,-0.00302,0,0,1,1785933915,1,-0.113076,0.013415,0.122023,0.080094,0.062120,-0.226137,0.000000,0.000000,-0.196591,-0.818839,0.539310,0.170777,-0.917885,-0.358221,Swing,Swing,0.037400,0.000000,-1269438207,48.353000,0,0,0.000000,Walking,0.607902,Walking,0.392098,0,Locomotion,DefaultContact,-1.96625,1.41697,-3.21679
108,6.004833,0.006317,3.66990,1.00241,0.00000,0.00000,0.00000,-0.00274,0,0,1,1785933915,1,-0.113106,0.013287,0.116801,0.081938,0.063080,-0.223936,0.000000,0.000000,-0.197423,-0.822866,0.532838,0.175697,-0.922094,-0.344780,Swing,Swing,0.031401,0.000000,-1269438207,48.358810,0,0,0.000000,Walking,0.595353,Walking,0.404647,0,Locomotion,DefaultContact,-1.88589,1.41697,-3.18161
109,6.011389,0.006555,3.72150,1.00470,0.00000,0.00000,0.00000,-0.00248,0,0,1,1785933915,1,-0.113073,0.013131,0.111431,0.084228,0.063850,-0.220703,0.000000,0.000000,-0.198241,-0.827661,0.525050,0.181964,-0.927337,-0.327011,Swing,Swing,0.025084,0.000000,-1269438207,48.364940,0,0,0.000000,Walking,0.582525,Walking,0.417475,0,Locomotion,DefaultContact,-1.80326,1.41697,-3.16321
110,6.017237,0.005848,3.76602,1.00666,0.00000,0.00000,0.00000,-0.00222,0,0,1,1785933915,1,-0.112937,0.012916,0.105808,0.086832,0.064475,-0.216524,0.000000,0.000000,-0.198979,-0.833435,0.515552,0.189083,-0.933183,-0.305642,Swing,Swing,0.018529,0.000000,-1269438207,48.371320,0,0,0.000000,Walking,0.569625,Walking,0.430375,0,Locomotion,DefaultContact,-1.71972,1.41697,-3.15672
111,6.023320,0.006083,3.81089,1.00861,0.00000,0.00000,0.00000,-0.00201,0,0,1,1785933915,1,-0.112705,0.012664,0.100581,0.089220,0.064941,-0.212243,0.000000,0.000000,-0.199511,-0.839483,0.505435,0.195475,-0.938381,-0.285011,Swing,Swing,0.012681,0.000000,-1269438207,48.377010,0,0,0.000000,Walking,0.558496,Walking,0.441504,0,Locomotion,DefaultContact,-1.64178,1.41697,-3.11825
112,6.030131,0.006812,3.85948,1.01071,0.00000,0.00000,0.00000,-0.00181,0,0,1,1785933915,1,-0.112334,0.012335,0.094766,0.091648,0.065376,-0.207400,0.000000,0.000000,-0.199918,-0.846842,0.492841,0.201712,-0.943483,-0.262968,Swing,Swing,0.006598,0.000000,-1269438207,48.382950,0,0,0.000000,Walking,0.547278,Walking,0.452722,0,Locomotion,DefaultContact,-1.56598,1.41697,-3.09688
113,6.036192,0.006061,3.90117,1.01249,0.00000,0.00000,0.00000,-0.00161,0,0,1,1785933915,1,-0.111745,0.011900,0.087611,0.094180,0.065809,-0.201688,0.000000,0.000000,-0.200149,-0.856510,0.475743,0.207749,-0.948613,-0.238693,Swing,Swing,0.000000,0.000000,-1269438207,48.389610,0,0,0.000000,Walking,0.535130,Walking,0.464870,0,Locomotion,DefaultContact,-1.48632,1.41697,-3.08581
114,6.042470,0.006278,3.94298,1.01426,0.00000,0.00000,0.00000,-0.00145,0,0,1,1785933915,1,-0.111040,0.011390,0.080712,0.096325,0.066010,-0.196212,0.000000,0.000000,-0.199950,-0.866131,0.458080,0.212553,-0.952804,-0.216761,Swing,Swing,0.000000,0.000000,-1269438207,48.395550,0,0,0.000000,Walking,0.524709,Walking,0.475291,0,Locomotion,DefaultContact,-1.41315,1.41697,-3.04256
115,6.049464,0.006994,3.98807,1.01616,0.00000,0.00000,0.00000,-0.00130,0,0,1,1785933915,1,-0.110141,0.010771,0.073046,0.098474,0.066024,-0.190096,0.000000,0.000000,-0.199372,-0.876860,0.437457,0.217107,-0.956804,-0.193364,Swing,Swing,0.000000,0.000000,-1269438207,48.401710,0,0,0.000000,Walking,0.514256,Walking,0.485744,0,Locomotion,DefaultContact,-1.34742,1.41697,-3.01915
116,6.055821,0.006357,4.02761,1.01782,0.00000,0.00000,0.00000,-0.00114,0,0,1,1785933915,1,-0.109123,0.010569,0.067635,0.100797,0.065714,-0.183073,0.000000,0.000000,-0.198293,-0.885127,0.420988,0.221718,-0.960813,-0.166374,Swing,Swing,0.000000,0.000000,-1269438207,48.408590,0,0,0.000000,Walking,0.502983,Walking,0.497017,0,Locomotion,DefaultContact,-1.28337,1.41697,-3.00803
117,6.063232,0.007412,4.07218,1.01967,0.00000,0.00000,0.00000,-0.00102,0,0,1,1785933915,1,-0.108172,0.010466,0.063542,0.102856,0.065236,-0.176322,0.000000,0.000000,-0.197284,-0.891806,0.407138,0.225500,-0.963997,-0.140927,Swing,Swing,0.000000,0.000000,-1269438207,48.414850,0,0,0.000000,Walking,0.493099,Walking,0.506901,0,Locomotion,DefaultContact,-1.22172,1.41697,-2.96270
118,6.077999,0.014767,4.15644,1.02316,0.00000,0.00000,0.00000,-0.00089,0,0,1,1785933915,1,-0.107016,0.010246,0.058356,0.105189,0.064514,-0.167860,0.000000,0.000000,-0.196324,-0.900077,0.388997,0.229412,-0.967099,-0.109952,Swing,Swing,0.000000,0.000000,-1269438207,48.422160,0,0,0.000000,Walking,0.481955,Walking,0.518045,0,Locomotion,DefaultContact,-1.16110,1.41697,-2.94263
119,6.090817,0.012818,4.21773,1.02553,0.00000,0.00000,0.00000,-0.00067,0,0,1,1785933915,1,-0.104459,0.009512,0.046050,0.109431,0.062527,-0.148550,0.000000,0.000000,-0.194680,-0.918092,0.345263,0.235230,-0.971018,-0.042323,Swing,Swing,0.000000,0.000000,-1269438207,48.436790,0,0,0.000000,Walking,0.460891,Walking,0.539110,0,Locomotion,DefaultContact,-1.05228,1.41697,-2.89596
