frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,1.077006,0.108173,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.187338,0.288905,0.071231,0.152840,0.374115,-0.200364,0.834881,0.244995,0.492901,0.930762,0.166106,-0.325718,Stance,Stance,-1269438207,0.000000,Locomotion,DefaultContact,0.21948,0.00000,0.13509
1,1.104072,0.027066,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.089779,0.192926,-0.022743,0.054140,0.355226,-0.138558,0.939812,-0.243410,0.239804,0.847053,-0.164273,-0.505486,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.04001,-0.00021,0.27952
2,1.121923,0.017851,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.062479,0.157531,-0.052542,0.036899,0.343240,-0.135159,0.893462,-0.434002,0.115620,0.788418,-0.275847,-0.549824,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.12142,-0.00045,0.33430
3,1.140295,0.018372,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.047458,0.133153,-0.073337,0.030339,0.336684,-0.133971,0.835585,-0.548365,0.033065,0.762922,-0.320367,-0.561529,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.79552,-0.00066,0.35184
4,1.160261,0.019966,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.035460,0.110255,-0.094914,0.034224,0.331913,-0.134463,0.762640,-0.645238,-0.045256,0.775661,-0.315731,-0.546501,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.41590,-0.00092,0.34921
5,1.179101,0.018840,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.026812,0.088544,-0.118071,0.049732,0.329545,-0.136346,0.674039,-0.728638,-0.121482,0.825491,-0.258781,-0.501595,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.87668,-0.00121,0.33758
6,1.205277,0.026176,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.021947,0.072276,-0.138599,0.078859,0.325474,-0.144539,0.586434,-0.788963,-0.183392,0.891419,-0.154974,-0.425859,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.93712,-0.00149,0.31678
7,1.225585,0.020308,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.014564,0.057767,-0.162869,0.131108,0.326844,-0.153998,0.465471,-0.847597,-0.254786,0.954411,0.010475,-0.298312,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.59668,-0.00188,0.29339
8,1.246550,0.020965,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,0.006526,0.052138,-0.177461,0.177694,0.333903,-0.157998,0.380228,-0.875713,-0.297581,0.971173,0.128804,-0.200584,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-3.25439,-0.00218,0.28333
9,1.267195,0.020645,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.004189,0.048846,-0.190032,0.219235,0.343473,-0.158070,0.291134,-0.896114,-0.334994,0.969553,0.208581,-0.128301,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.94360,-0.00248,0.27321
10,1.283913,0.016718,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.089492,0.053605,-0.200049,0.260255,0.329791,-0.172282,0.110788,-0.919647,-0.376796,0.974049,0.162956,-0.157080,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.72714,-0.00277,0.26422
11,1.299801,0.015888,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.134745,0.060359,-0.204261,0.279836,0.332193,-0.172082,-0.020827,-0.918294,-0.395351,0.974079,0.170406,-0.148769,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.44130,-0.00299,0.23264
12,1.316972,0.017171,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.176421,0.070057,-0.204977,0.298058,0.335452,-0.171087,-0.146271,-0.903590,-0.402655,0.973776,0.176783,-0.143206,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.18421,-0.00318,0.18631
