frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
17,2.067734,0.012703,0.00000,0.00000,0.27152,0.00000,-0.08582,1,0,1785933915,1,-0.100260,-0.041232,-0.062595,0.137127,-0.016336,0.023358,-0.176160,-0.983607,-0.038549,0.253363,-0.903770,0.344973,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.34333,-0.00021,0.07861
18,2.080893,0.013159,0.00000,0.00000,0.30327,0.00000,-0.08854,1,0,1785933915,1,-0.100309,-0.040272,-0.077544,0.136264,-0.019564,0.045216,-0.173904,-0.980928,-0.086816,0.243517,-0.897512,0.367656,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.32853,-0.00016,0.07542
19,2.095236,0.014343,0.00000,0.00000,0.33617,0.00000,-0.09120,1,0,1785933915,1,-0.100441,-0.038610,-0.093600,0.134954,-0.022285,0.066452,-0.170790,-0.975863,-0.136098,0.235086,-0.893083,0.383585,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.36276,-0.00011,0.07085
20,2.108112,0.012876,0.00000,0.00000,0.37203,0.00000,-0.09409,1,0,1785933915,1,-0.100478,-0.036244,-0.112445,0.132652,-0.023787,0.089812,-0.166494,-0.967302,-0.191329,0.225603,-0.887793,0.401158,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.34609,-0.00006,0.06724
21,2.123487,0.015375,0.00000,0.00000,0.40422,0.00000,-0.09661,1,0,1785933915,1,-0.100634,-0.035172,-0.129461,0.130618,-0.026154,0.111158,-0.164522,-0.957277,-0.237810,0.218577,-0.883115,0.415129,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.30532,-0.00002,0.06448
22,2.137327,0.013841,0.00000,0.00000,0.44265,0.00000,-0.09957,1,0,1785933915,1,-0.100556,-0.031883,-0.149688,0.127684,-0.024715,0.137108,-0.161208,-0.942864,-0.291581,0.211115,-0.876654,0.432329,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.24318,0.00002,0.05993
23,2.151130,0.013802,0.00000,0.00000,0.47726,0.00000,-0.10226,1,0,1785933915,1,-0.100642,-0.029699,-0.168817,0.124280,-0.023511,0.156688,-0.158933,-0.929436,-0.333000,0.205201,-0.871243,0.445902,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.12517,0.00005,0.05754
24,2.164174,0.013044,0.00000,0.00000,0.51176,0.00000,-0.10472,1,0,1785933915,1,-0.100786,-0.028574,-0.187411,0.120336,-0.024514,0.176406,-0.157413,-0.913532,-0.375075,0.199998,-0.866217,0.457896,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.96820,0.00007,0.05581
25,2.178784,0.014610,0.00000,0.00000,0.54437,0.00000,-0.10684,1,0,1785933915,1,-0.100343,-0.022670,-0.202566,0.116128,-0.020822,0.195290,-0.154505,-0.897710,-0.412607,0.195789,-0.860893,0.469607,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.80627,0.00008,0.05287
26,2.192064,0.013280,0.00000,0.00000,0.58090,0.00000,-0.10959,1,0,1785933915,1,-0.099651,-0.014805,-0.219006,0.112834,-0.015520,0.210254,-0.151447,-0.881343,-0.447547,0.192475,-0.853006,0.485112,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.62418,0.00010,0.05113
27,2.205445,0.013381,0.00000,0.00000,0.61410,0.00000,-0.11307,1,0,1785933915,1,-0.098719,-0.005528,-0.231623,0.109819,-0.007055,0.223008,-0.148070,-0.868236,-0.473542,0.189366,-0.845547,0.499190,Stance,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.46703,0.00011,0.05022
28,2.218524,0.013079,0.00000,0.00000,0.00000,0.00000,-0.11333,0,0,1785933915,1,-0.064177,-0.023044,-0.159347,0.108172,-0.005000,0.229235,-0.156640,-0.958938,-0.236437,0.184357,-0.836297,0.516353,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.32257,0.00011,0.04792
29,2.231408,0.012884,0.00000,0.00000,0.00000,0.00000,-0.10865,0,0,1785933915,1,-0.061159,-0.020208,-0.169906,0.107128,-0.004193,0.234168,-0.153793,-0.956272,-0.248779,0.178472,-0.826226,0.534320,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.19593,0.00012,0.04689
30,2.244272,0.012864,0.00000,0.00000,0.00000,0.00000,-0.10162,0,0,1785933915,1,-0.058442,-0.017997,-0.178458,0.106086,-0.004635,0.239824,-0.150605,-0.953026,-0.262794,0.172357,-0.816329,0.551272,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.08601,0.00012,0.04647
31,2.256894,0.012623,0.00000,0.00000,0.00000,0.00000,-0.09337,0,0,1785933915,1,-0.056045,-0.010831,-0.187207,0.106192,-0.003004,0.239723,-0.143937,-0.946702,-0.288162,0.165191,-0.808796,0.564412,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.00836,0.00012,0.04483
32,2.270617,0.013722,0.00000,0.00000,0.00000,0.00000,-0.08466,0,0,1785933915,1,-0.053767,0.002643,-0.195159,0.106268,0.004979,0.240034,-0.137509,-0.939764,-0.312947,0.158195,-0.801126,0.577210,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.08782,0.00012,0.04430
33,2.285497,0.014881,0.00000,0.00000,0.00000,0.00000,-0.07483,0,0,1785933915,1,-0.051682,0.014663,-0.205844,0.106324,0.009657,0.234547,-0.130916,-0.931982,-0.338041,0.151848,-0.798907,0.581971,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.16055,0.00012,0.04433
34,2.299354,0.013856,0.00000,0.00000,0.00000,0.00000,-0.06399,0,0,1785933915,1,-0.049826,0.032667,-0.217049,0.106391,0.018609,0.225612,-0.124375,-0.923239,-0.363540,0.146492,-0.801781,0.579386,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.27345,0.00012,0.01923
35,2.312965,0.013612,0.00000,0.00000,0.00000,0.00000,-0.05402,0,0,1785933915,1,-0.049306,0.044010,-0.227859,0.106585,0.021204,0.215285,-0.123759,-0.918887,-0.374607,0.143293,-0.804905,0.575843,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.40233,0.00012,-0.03442
36,2.325832,0.012867,0.00000,0.00000,0.00000,0.00000,-0.04480,0,0,1785933915,1,-0.052135,0.052248,-0.232840,0.107724,0.018955,0.205351,-0.141702,-0.929076,-0.341671,0.145537,-0.809810,0.568355,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.47590,0.00012,-0.08776
37,2.338454,0.012622,0.00000,0.00000,0.00000,0.00000,-0.03700,0,0,1785933915,1,-0.054836,0.062624,-0.233153,0.108763,0.018596,0.199355,-0.158511,-0.937397,-0.310100,0.147536,-0.814445,0.561171,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.55664,0.00013,-0.13240
38,2.351388,0.012934,0.00000,0.00000,0.00000,0.00000,-0.03034,0,0,1785933915,1,-0.057738,0.065398,-0.230600,0.109973,0.013111,0.192229,-0.170889,-0.944136,-0.281787,0.152111,-0.823066,0.547198,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.65231,0.00013,-0.16632
39,2.365099,0.013712,0.00000,0.00000,0.00000,0.00000,-0.02453,0,0,1785933915,1,-0.060706,0.075579,-0.226549,0.111102,0.015875,0.184427,-0.181939,-0.949997,-0.253778,0.157508,-0.833540,0.529530,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.64322,0.00011,-0.16949
40,2.379405,0.014306,0.00000,0.00000,0.00000,0.00000,-0.01942,0,0,4291324038,1,-0.063598,0.086404,-0.223146,0.112403,0.019195,0.173942,-0.193736,-0.955569,-0.222158,0.162699,-0.844114,0.510882,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.69326,0.00006,-0.17125
41,2.393268,0.013863,0.00000,0.00000,0.00000,0.00000,-0.01510,0,0,4291324038,1,-0.067995,0.093142,-0.215441,0.113066,0.020932,0.161960,-0.208823,-0.961474,-0.178776,0.164606,-0.854320,0.492993,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.83328,-0.00002,-0.17544
42,2.406383,0.013114,0.00000,0.00000,0.00000,0.00000,-0.01176,0,0,1785933915,1,-0.071478,0.103166,-0.209468,0.113935,0.025994,0.148522,-0.222600,-0.965354,-0.136163,0.166198,-0.863851,0.475542,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,1.11624,-0.00016,-0.15164
43,2.419070,0.012688,0.00000,0.00000,0.00000,0.00000,-0.00924,0,0,1785933915,1,-0.074672,0.098734,-0.202139,0.114708,0.019078,0.134384,-0.232566,-0.968355,-0.090567,0.169179,-0.875883,0.451894,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,1.24752,-0.00045,-0.19817
44,2.431935,0.012865,0.00000,0.00000,0.00000,0.00000,-0.00728,0,0,1785933915,1,-0.077874,0.096775,-0.191305,0.115024,0.015196,0.123480,-0.240738,-0.969556,-0.044801,0.171998,-0.887914,0.426644,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,1.01719,-0.00092,-0.35996
45,2.444374,0.012439,0.00000,0.00000,0.00000,0.00000,-0.00570,0,0,1785933915,1,-0.081454,0.092393,-0.178868,0.114749,0.009379,0.113217,-0.247866,-0.968793,0.001848,0.174530,-0.899847,0.399769,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,0.53204,-0.00156,-0.56073
46,2.456871,0.012497,0.00000,0.00000,0.00000,0.00000,-0.00449,0,0,1785933915,1,-0.085144,0.093184,-0.164694,0.114092,0.011648,0.103017,-0.252377,-0.966503,0.046673,0.176935,-0.912462,0.368928,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.12528,-0.00237,-0.71837
47,2.468540,0.011669,0.00000,0.00000,0.00000,0.00000,-0.00352,0,0,1785933915,1,-0.088753,0.092115,-0.152364,0.113005,0.011863,0.090643,-0.255369,-0.962484,0.091718,0.178642,-0.924195,0.337567,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.75425,-0.00332,-0.84786
48,2.481288,0.012748,0.00000,0.00000,0.00000,0.00000,-0.00280,0,0,1785933915,1,-0.092334,0.091810,-0.140131,0.111556,0.013704,0.078262,-0.259126,-0.956646,0.132974,0.179628,-0.934887,0.306136,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.29650,-0.00424,-0.92359
49,2.493358,0.012071,0.00000,0.00000,0.00000,0.00000,-0.00217,0,0,1785933915,1,-0.096315,0.082217,-0.125771,0.109535,0.007640,0.063751,-0.262087,-0.948624,0.177265,0.180130,-0.946076,0.269245,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.82842,-0.00521,-0.91343
50,2.504349,0.010990,0.00000,0.00000,0.00000,0.03018,-0.00171,0,1,1785933915,1,-0.099756,0.073338,-0.108824,0.107746,0.001582,0.054464,-0.263806,-0.939403,0.218928,0.178728,-0.955936,0.232901,Swing,Capture,-1269438207,0.000000,Locomotion,DefaultContact,-2.12806,-0.00603,-0.85598
51,2.515887,0.011538,0.00000,0.00000,0.00000,0.05765,-0.00197,0,1,1785933915,1,-0.103076,0.066413,-0.091153,0.106645,-0.001803,0.045163,-0.266398,-0.929100,0.256525,0.178257,-0.964461,0.195040,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-2.19282,-0.00665,-0.79365
52,2.526641,0.010754,0.00000,0.00000,0.00000,0.08650,-0.00314,0,1,1785933915,1,-0.106266,0.062274,-0.072759,0.105788,-0.002130,0.032882,-0.268897,-0.916675,0.295637,0.177543,-0.972330,0.151830,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-2.11676,-0.00713,-0.72136
53,2.538421,0.011781,0.00000,0.00000,0.00000,0.11338,-0.00456,0,1,1785933915,1,-0.108862,0.057305,-0.055496,0.105154,-0.003838,0.020391,-0.270328,-0.903821,0.331708,0.176600,-0.978098,0.110166,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-1.93443,-0.00743,-0.65584
54,2.549624,0.011202,0.00000,0.00000,0.00000,0.14283,-0.00649,0,1,1785933915,1,-0.109373,0.060767,-0.050922,0.105344,0.000396,0.010299,-0.270573,-0.900023,0.341687,0.175519,-0.981102,0.081436,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-1.66899,-0.00758,-0.58764
55,2.562060,0.012436,0.00000,0.00000,0.00000,0.17084,-0.00871,0,1,1785933915,1,-0.108951,0.059307,-0.052449,0.106073,-0.001057,0.000010,-0.270572,-0.900023,0.341687,0.174675,-0.982927,0.057818,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-1.41336,-0.00758,-0.53712
56,2.575469,0.013410,0.00000,0.00000,0.00000,0.20193,-0.01095,0,1,1785933915,1,-0.108403,0.053336,-0.053747,0.106989,-0.006538,-0.013395,-0.270573,-0.900020,0.341692,0.173887,-0.984423,0.025983,Swing,Stance,-1269438207,0.000000,Locomotion,DefaultContact,-1.20562,-0.00746,-0.47873
57,2.587019,0.011550,0.00000,0.00000,0.00000,0.23545,-0.01240,0,1,1785933915,1,-0.107934,0.048161,-0.052789,0.107744,-0.010349,-0.029878,-0.270523,-0.900032,0.341700,0.172912,-0.984760,-0.018705,Swing,Stance,-1269438207,0.000000,MagicCast,DefaultContact,-1.05439,-0.00723,-0.40484
58,2.607023,0.020004,0.00000,0.00000,0.00000,0.26433,-0.01262,0,1,1785933915,1,-0.107755,0.044013,-0.051426,0.107675,-0.012326,-0.043326,-0.270482,-0.900041,0.341710,0.174497,-0.983501,-0.047709,Swing,Stance,-1269438207,0.000000,MagicCast,DefaultContact,-0.79681,-0.00692,-0.34806
59,2.619837,0.012814,0.00000,0.00000,0.00000,0.31434,-0.01261,0,1,1785933915,1,-0.108779,0.062503,-0.044881,0.108179,-0.003786,-0.060617,-0.269648,-0.879148,0.392922,0.166394,-0.977949,-0.126211,Swing,Stance,-1269438207,0.000000,MagicCast,DefaultContact,0.08214,-0.00608,-0.23042
60,2.631350,0.011514,0.00000,0.00000,0.00000,0.34637,-0.01312,0,1,1785933915,1,-0.106653,0.079009,-0.061118,0.107354,0.001615,-0.061241,-0.272183,-0.881498,0.385846,0.163534,-0.980844,-0.105839,Swing,Stance,-1269438207,0.000000,MagicCast,DefaultContact,0.64863,-0.00546,-0.14148
61,2.642749,0.011399,0.00000,0.00000,0.02878,0.37516,-0.01419,0,0,1785933915,1,-0.105884,0.080224,-0.068600,0.107123,0.000588,-0.061752,-0.272221,-0.883662,0.380839,0.162523,-0.982834,-0.087316,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.12381,-0.00490,-0.06006
62,2.653811,0.011062,0.00000,0.00000,0.05728,0.40365,-0.01718,0,0,1785933915,1,-0.088395,0.078042,-0.081154,0.025455,-0.008909,0.013834,-0.242266,-0.905395,0.348665,-0.034269,-0.993818,0.105602,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.55240,-0.00436,0.02052
63,2.664163,0.010352,0.00000,0.00000,0.08494,0.43131,-0.02243,0,0,1785933915,1,-0.094256,0.057238,-0.057452,0.029473,-0.007702,-0.012152,-0.213318,-0.902426,0.374330,0.000022,-0.993220,0.116249,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.82875,-0.00387,0.09771
64,2.675566,0.011402,0.00000,0.00000,0.11082,0.45719,-0.02855,0,0,1785933915,1,-0.095939,0.039684,-0.033684,0.028362,-0.009507,-0.025542,-0.180006,-0.900181,0.396575,0.019889,-0.992717,0.118821,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.99550,-0.00344,0.16696
65,2.686343,0.010778,0.00000,0.00000,0.13932,0.48570,-0.03606,0,0,1785933915,1,-0.094615,0.022285,-0.006948,0.026755,-0.011892,-0.039334,-0.141447,-0.898230,0.416144,0.043972,-0.992535,0.113758,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.10400,-0.00300,0.23855
66,2.697920,0.011577,0.00000,0.00000,0.16627,0.51264,-0.04357,0,0,1785933915,1,-0.087396,0.007836,0.011522,0.025095,-0.014234,-0.051059,-0.098989,-0.903858,0.416224,0.068330,-0.992125,0.104974,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.15429,-0.00263,0.30094
67,2.708148,0.010228,0.00000,0.00000,0.19521,0.54158,-0.05192,0,0,1785933915,1,-0.080778,-0.005087,0.033141,0.023329,-0.016674,-0.062158,-0.063056,-0.904623,0.421523,0.094904,-0.991042,0.093959,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.16875,-0.00227,0.36189
68,2.719082,0.010935,0.00000,0.00000,0.22078,0.56715,-0.05941,0,0,1785933915,1,-0.074148,-0.014733,0.049245,0.021947,-0.018662,-0.070679,-0.035347,-0.906104,0.421576,0.118623,-0.989391,0.083871,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.15810,-0.00199,0.41048
69,2.728774,0.009692,0.00000,0.00000,0.24811,0.59449,-0.06751,0,0,1785933915,1,-0.066698,-0.023722,0.063424,0.020608,-0.020538,-0.078809,-0.009586,-0.908467,0.417846,0.143564,-0.986946,0.072993,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.13064,-0.00172,0.45712
70,2.740050,0.011275,0.00000,0.00000,0.27234,0.61872,-0.07385,0,0,1785933915,1,-0.060619,-0.014332,0.062084,0.019819,-0.021775,-0.084815,0.014175,-0.874254,0.485261,0.164534,-0.984255,0.064588,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.09741,-0.00151,0.49411
71,2.751322,0.011273,0.00000,0.00000,0.30053,0.64690,-0.07935,0,0,1785933915,1,-0.055112,-0.018751,0.071414,0.019203,-0.022502,-0.090730,0.033243,-0.870016,0.491901,0.186554,-0.980917,0.054762,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.05254,-0.00130,0.53233
72,2.760702,0.009380,0.00000,0.00000,0.32871,0.67509,-0.08320,0,0,1785933915,1,-0.050452,-0.021863,0.078893,0.018851,-0.022585,-0.095676,0.048382,-0.866350,0.497089,0.205840,-0.977496,0.046172,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,2.00449,-0.00111,0.56579
73,2.772455,0.011753,0.00000,0.00000,0.35216,0.69854,-0.08544,0,0,1785933915,1,-0.047107,-0.023701,0.083924,0.018699,-0.022285,-0.099144,0.058633,-0.863686,0.500608,0.220255,-0.974627,0.039883,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.96406,-0.00097,0.59033
74,2.785830,0.013375,0.00000,0.00000,0.38155,0.72792,-0.08733,0,0,1785933915,1,-0.043611,-0.025277,0.089007,0.018638,-0.021553,-0.102801,0.068824,-0.860725,0.504397,0.236095,-0.971146,0.033681,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.91459,-0.00082,0.61726
75,2.797998,0.012168,0.00000,0.00000,0.41498,0.76136,-0.08864,0,0,1785933915,1,-0.040557,-0.026348,0.093543,0.018672,-0.020371,-0.106165,0.077255,-0.857648,0.508401,0.251944,-0.967325,0.028391,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.86149,-0.00068,0.64335
76,2.807718,0.009719,0.00000,0.00000,0.44540,0.79178,-0.08935,0,0,1785933915,1,-0.038417,-0.026854,0.096746,0.018755,-0.019076,-0.108612,0.082801,-0.855008,0.511963,0.264438,-0.964062,0.025657,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.81711,-0.00057,0.66339
77,2.819633,0.011915,0.00000,0.00000,0.46970,0.81607,-0.08973,0,0,1785933915,1,-0.037026,-0.027034,0.098790,0.018839,-0.017768,-0.110060,0.086183,-0.852958,0.514816,0.274132,-0.961353,0.025552,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.78466,-0.00049,0.67720
78,2.831634,0.012002,0.00000,0.00000,0.49949,0.84586,-0.09009,0,0,1785933915,1,-0.035683,-0.027055,0.100836,0.019019,-0.015329,-0.111457,0.089207,-0.850406,0.518510,0.288036,-0.957210,0.028001,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.74857,-0.00041,0.69180
79,2.845105,0.013471,0.00000,0.00000,0.52949,0.87587,-0.09039,0,0,1785933915,1,-0.034640,-0.026908,0.102485,0.019216,-0.012622,-0.112488,0.091313,-0.847755,0.522469,0.301603,-0.952894,0.032081,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.71629,-0.00034,0.70426
80,2.857740,0.012636,0.00000,0.00000,0.56317,0.90954,-0.09075,0,0,1785933915,1,-0.033746,-0.026589,0.103946,0.019396,-0.010030,-0.113406,0.092819,-0.844642,0.527224,0.313767,-0.948796,0.036557,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.68466,-0.00028,0.71594
81,2.870498,0.012758,0.00000,0.00000,0.59476,0.94113,-0.09111,0,0,1785933915,1,-0.033146,-0.026174,0.105047,0.019498,-0.008462,-0.114178,0.093540,-0.841547,0.532023,0.321103,-0.946217,0.039585,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.65907,-0.00023,0.72503
82,2.884191,0.013692,0.00000,0.00000,0.62665,0.97303,-0.09151,0,0,1785933915,1,-0.032681,-0.025661,0.105921,0.019537,-0.007793,-0.114934,0.093824,-0.838289,0.537093,0.324627,-0.944941,0.041279,Stance,Stance,-1269438207,0.000000,MagicCast,DefaultContact,1.63686,-0.00019,0.73268
