frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,0.994513,0.125359,0.00000,0.00000,0.28000,0.00000,-0.06404,0,0,1785933915,1,-0.006830,0.094208,0.007945,-0.089320,0.219424,-0.059930,0.775333,-0.631359,-0.015636,0.217584,-0.820123,-0.529203,Stance,InvalidSurface,-1269438207,0.000000,Locomotion,DefaultContact,0.21611,0.00000,0.13509
1,1.022821,0.028308,0.00000,0.00000,0.00000,0.00000,-0.01860,0,0,1785933915,1,-0.103574,0.211791,0.183526,-0.101053,0.363850,0.033617,0.394122,-0.895908,0.204981,-0.242038,-0.960941,-0.134199,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.44368,-0.00020,0.27628
2,1.042292,0.019470,0.00000,0.00000,0.00000,0.00000,-0.01118,0,0,1785933915,1,-0.154229,0.224296,0.218758,-0.107416,0.381003,0.050248,0.177002,-0.913013,0.367529,-0.329049,-0.943814,-0.030695,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.21457,-0.00041,0.32509
3,1.063663,0.021371,0.00000,0.00000,0.00000,0.00000,-0.00778,0,0,1785933915,1,-0.186692,0.230391,0.239750,-0.108281,0.380543,0.056072,0.038400,-0.886166,0.461774,-0.323934,-0.945957,-0.015247,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.70654,-0.00058,0.35105
4,1.087666,0.024003,0.00000,0.00000,0.00000,0.00000,-0.00517,0,0,1785933915,1,-0.218993,0.234013,0.258502,-0.105816,0.368109,0.056937,-0.097354,-0.832071,0.546059,-0.260794,-0.964097,-0.050032,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.01966,-0.00079,0.37313
5,1.115323,0.027657,0.00000,0.00000,0.00000,0.00000,-0.00324,0,0,1785933915,1,-0.249741,0.235064,0.273375,-0.105249,0.329616,0.053634,-0.226457,-0.752268,0.618716,-0.115713,-0.981794,-0.150639,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-2.00808,-0.00105,0.39153
6,1.134188,0.018865,0.00000,0.00000,0.00000,0.00000,-0.00187,0,0,1785933915,1,-0.277543,0.241882,0.282678,-0.097424,0.276047,0.042243,-0.343322,-0.652454,0.675599,0.051532,-0.962899,-0.264895,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-1.54031,-0.00141,0.34589
7,1.156700,0.022513,0.00000,0.00000,0.00000,0.00000,-0.00128,0,0,1785933915,1,-0.292638,0.249034,0.286075,-0.084993,0.237989,0.028873,-0.407497,-0.583734,0.702283,0.155544,-0.930100,-0.332745,Swing,InvalidSurface,-1269438207,0.000000,Locomotion,DefaultContact,-1.29874,-0.00165,0.27954
8,1.177685,0.020985,0.00000,0.00000,0.00000,0.00000,-0.00081,0,0,1785933915,1,-0.308259,0.260887,0.288534,-0.070827,0.201349,0.015604,-0.473897,-0.497375,0.726664,0.227363,-0.898653,-0.375138,Swing,InvalidSurface,-1269438207,0.000000,Locomotion,DefaultContact,-1.12823,-0.00193,0.20877
9,1.199197,0.021512,0.00000,0.00000,0.00000,0.00000,-0.00052,0,0,1785933915,1,-0.338454,0.350343,0.290305,-0.082512,0.163986,0.026253,-0.570871,-0.315046,0.758191,0.157495,-0.935244,-0.317039,Swing,Swing,-1269438207,0.000000,Locomotion,DefaultContact,-0.97674,-0.00215,0.16135
