frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.681773,0.064285,0.34966,0.89903,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103746,0.064746,-0.060582,0.106013,0.006783,0.010898,0.000000,0.000000,-0.260881,-0.904037,0.338612,0.184555,-0.975819,0.117121,Stance,Stance,0.000000,0.000000,-1269438207,26.664690,0,0,0.000000,XBot Walk Neutral,1.000000,none,0.000000,0
1,3.706667,0.024894,0.55924,0.89702,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.103917,0.067515,-0.075213,0.105954,0.006417,0.022463,0.000000,0.000000,-0.265173,-0.914817,0.304621,0.182722,-0.971381,0.151765,Swing,Swing,0.000000,0.000000,-1269438207,26.942340,0,0,0.000000,XBot Walk Neutral,0.825172,Walking,0.174828,0
2,3.729558,0.022892,0.76968,0.89776,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.107229,0.062796,-0.054101,0.102272,0.005796,0.008807,0.000000,0.000000,-0.266279,-0.898765,0.348306,0.176654,-0.978026,0.110714,Swing,Swing,0.000000,0.000000,-1269438207,27.013690,0,0,0.000000,XBot Walk Neutral,0.720379,Walking,0.279621,0
3,3.750766,0.021207,0.97559,0.90104,0.00000,0.00000,0.00000,0.00000,0,0,1,2239044,1,-0.110564,0.050616,-0.025893,0.098844,0.004766,-0.008179,0.000000,0.000000,-0.261339,-0.887112,0.380440,0.171834,-0.983142,0.062490,Swing,Swing,0.000000,0.000000,-1269438207,27.062840,0,0,0.000000,XBot Walk Neutral,0.615162,Walking,0.384838,0
4,3.772565,0.021800,1.19278,0.90619,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.113677,0.037069,0.007403,0.096016,0.003872,-0.028990,0.000000,0.000000,-0.253111,-0.878867,0.404385,0.169675,-0.985483,0.005837,Swing,Swing,0.000000,0.000000,-1269438207,27.099500,0,0,0.000000,XBot Walk Neutral,0.512205,Walking,0.487795,0
5,3.792164,0.019599,1.38683,0.91173,0.00000,0.00000,0.00000,0.00000,0,0,1,2239044,1,-0.116386,0.025053,0.047870,0.093211,0.002836,-0.054303,0.000000,0.000000,-0.242863,-0.869897,0.429298,0.167715,-0.984109,-0.058324,Swing,Swing,0.000000,0.000000,-1269438207,27.130870,0,0,0.000000,XBot Walk Neutral,0.403610,Walking,0.596390,0
6,3.809882,0.017718,1.55778,0.91711,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.118615,0.019054,0.088148,0.090741,0.001661,-0.079321,0.000000,0.000000,-0.231589,-0.856065,0.462082,0.166124,-0.979249,-0.116080,Swing,Swing,0.000000,0.000000,-1269438207,27.155460,0,0,0.000000,XBot Walk Neutral,0.306585,Walking,0.693415,0
7,3.828750,0.018868,1.73189,0.92291,0.02215,0.04429,0.00000,0.00000,1,0,1,1785933915,1,-0.119504,0.018247,0.124267,0.087711,0.000540,-0.103792,0.126746,0.000000,-0.220720,-0.834977,0.504079,0.163104,-0.972028,-0.168992,Capture,Swing,0.000000,0.000000,-1269438207,27.175470,0,0,0.000000,XBot Walk Neutral,0.221110,Walking,0.778890,0
8,3.849836,0.021086,1.91451,0.92924,0.04573,0.09147,0.00000,0.00000,1,0,1,1785933915,1,-0.118309,0.018691,0.155157,0.083472,-0.000211,-0.130724,0.240283,0.000000,-0.208476,-0.810212,0.547809,0.157737,-0.961184,-0.226372,Stance,Swing,0.000000,0.000000,-1269438207,27.194830,0,0,0.000000,XBot Walk Neutral,0.134056,Walking,0.865944,0
9,3.870176,0.020340,2.07710,0.93503,0.01938,0.03875,0.00000,0.00000,0,0,1,1785933915,1,-0.113704,0.019713,0.188673,0.077252,-0.000808,-0.160755,0.000000,0.000000,-0.192827,-0.778850,0.596834,0.148157,-0.945346,-0.290465,Swing,Swing,0.120000,0.000000,-1269438207,27.214610,0,0,0.000000,XBot Walk Neutral,0.042747,Walking,0.957253,0
