frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.694100,0.064750,0.52589,0.78232,0.03499,0.06998,0.00000,-0.00559,0,0,1,1819952,1,-0.110256,0.058027,-0.049559,0.102450,0.003120,-0.004597,0.000000,0.000000,-0.268691,-0.896605,0.352002,0.178485,-0.979481,0.093596,Swing,Swing,0.120000,0.000000,-1269438207,33.379090,0,0,0.000000,XBot Walk Neutral,0.927285,Walking,0.072715,0
1,3.723921,0.029821,0.83606,0.81727,0.00000,0.00000,0.00000,-0.00263,0,0,1,1819952,1,-0.101400,0.043561,-0.059910,0.106817,0.009776,0.019452,0.000000,0.000000,-0.244825,-0.936557,0.250843,0.185936,-0.965682,0.181348,Swing,Swing,0.055250,0.000000,-1269438207,33.550060,0,0,0.000000,XBot Walk Neutral,0.737054,Walking,0.262946,0
2,3.746349,0.022428,1.11697,0.84400,0.00000,0.00000,0.00000,-0.00162,0,0,1,1819952,1,-0.093017,0.031813,-0.077981,0.108897,0.008824,0.059712,0.000000,0.000000,-0.227057,-0.964285,0.136381,0.188256,-0.950939,0.245509,Swing,Swing,0.025429,0.000000,-1269438207,33.604060,0,0,0.000000,XBot Walk Neutral,0.581971,Walking,0.418029,0
3,3.771401,0.025052,1.46186,0.87259,0.00000,0.00000,0.00000,-0.00110,0,0,1,1819952,1,-0.086231,0.023990,-0.097049,0.109463,0.008240,0.098905,0.000000,0.000000,-0.214528,-0.975883,0.040365,0.189129,-0.935396,0.298772,Swing,Swing,0.003002,0.000000,-1269438207,33.636040,0,0,0.000000,XBot Walk Neutral,0.441514,Walking,0.558487,0
4,3.796446,0.025046,1.82098,0.89887,0.00000,0.00000,0.00000,-0.00069,0,0,1,1819952,1,-0.079831,0.016966,-0.124117,0.107788,0.010183,0.146568,0.000000,0.000000,-0.198124,-0.977735,-0.069150,0.189927,-0.911042,0.365965,Swing,Swing,0.000000,0.000000,-1269438207,33.664650,0,0,0.000000,XBot Walk Neutral,0.269070,Walking,0.730930,0
5,3.820849,0.024403,2.18042,0.92246,0.03131,0.00000,0.06261,-0.00861,0,1,1,1819952,1,-0.071672,0.007584,-0.157300,0.101933,0.011323,0.193346,0.000000,0.593334,-0.171678,-0.967626,-0.185004,0.183305,-0.869089,0.459438,Swing,Capture,0.000000,0.000000,-1269438207,33.688500,0,0,0.000000,XBot Walk Neutral,0.089511,Walking,0.910489,0
6,3.845107,0.024258,2.44715,0.93855,0.00080,0.00000,0.00161,-0.01477,0,0,1,1819952,1,-0.064115,0.002198,-0.184660,0.096765,0.015508,0.231672,0.000000,0.000000,-0.149063,-0.954028,-0.260020,0.167328,-0.820048,0.547287,Swing,Swing,0.000000,0.120000,-1269438207,33.710290,0,0,0.000000,Walking,0.954896,Walking,0.045104,0
7,3.867594,0.022487,2.59056,0.94531,0.00000,0.00000,0.00000,-0.01391,0,0,1,1819952,1,-0.060561,0.002448,-0.202742,0.097042,0.006706,0.230605,0.000000,0.000000,-0.137868,-0.942424,-0.304678,0.155830,-0.803676,0.574301,Swing,Swing,0.000000,0.095742,-1269438207,33.732320,0,0,0.000000,Walking,0.888214,Walking,0.111786,0
8,3.888424,0.020831,2.67927,0.94790,0.00000,0.00000,0.00000,-0.01123,0,0,1,1819952,1,-0.057148,0.013547,-0.218194,0.097463,0.006567,0.223770,0.000000,0.000000,-0.125554,-0.928269,-0.350075,0.146499,-0.799153,0.583003,Swing,Swing,0.000000,0.073255,-1269438207,33.752890,0,0,0.000000,Walking,0.852361,Walking,0.147640,0
9,3.912407,0.023983,2.74005,0.94811,0.00000,0.00000,0.00000,-0.00860,0,0,1,1819952,1,-0.054538,0.026899,-0.230286,0.098494,0.007562,0.213393,0.000000,0.000000,-0.117946,-0.916551,-0.382129,0.140988,-0.804516,0.576955,Swing,Swing,0.000000,0.052425,-1269438207,33.772000,0,0,0.000000,Walking,0.830183,Walking,0.169817,0
