schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,Rumble Linebreaker Bot,surf-interrupt-flat,30,175,5.833333,0.033333,-1269438207,83.568930,0,XBot Walk Neutral,0.568932,0.068932,-0.793026,54.851290,5.168876,-0.664612,54.891470,4.742828,-0.014392,0.995486,0.093809,-0.012062,0.996216,0.086077,-0.788113,54.886230,5.171863,-0.659724,54.926430,4.745492,4206996,4206996,1,1,-0.788113,54.886230,5.171863,-0.659724,54.926430,4.745492,-0.795331,55.034370,5.185378,-0.665405,54.954450,4.748505,0.000000,0.000000,0,0,Stance,Stance,-0.000038,116.473500,163.809100,118.582100,84.703620,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,surf-interrupt-flat,30,176,5.866667,0.033333,338177230,0.390244,0,Crouch Idle,0.390244,0.890244,1.708193,57.888210,-2.315486,1.040733,57.708090,-1.482122,0.229764,0.578310,-0.782794,0.025326,0.999259,-0.028982,-0.521182,113.655100,-9.974956,0.023360,113.178000,-9.873287,1593835521,1593835521,1,1,2.534563,56.815550,4.035162,1.995142,56.346170,3.882853,1.572450,59.262350,-1.942267,1.040730,57.708000,-1.482120,1.000000,0.000000,1,0,Brace,InvalidSurface,-0.000097,180.000000,69.056490,45.946150,60.500290,-35.862340,NaN,0,1,surf-interrupt-flat,0,0,1,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,surf-interrupt-flat,30,176,5.866667,0.033333,-1269438207,84.568930,0,XBot Walk Neutral,0.568932,0.068932,-0.798848,54.851210,5.168755,-0.669483,54.891400,4.743026,-0.014498,0.995485,0.093807,-0.012150,0.996214,0.086080,-0.793107,54.886150,5.172000,-0.664366,54.926350,4.745758,4206996,4206996,1,1,-0.793107,54.886150,5.172000,-0.664366,54.926350,4.745758,-0.801173,55.034410,5.185269,-0.670283,54.954390,4.748704,0.000000,0.000000,0,0,Stance,Stance,-0.000018,116.473700,163.809100,121.804400,86.713360,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,surf-interrupt-flat,30,177,5.900000,0.033333,338177230,0.414634,0,Crouch Idle,0.414634,0.914634,1.648460,57.682300,-2.721510,0.983446,57.681300,-1.894000,0.330651,0.568585,-0.753247,0.024745,0.999141,-0.033237,-0.641655,113.576400,-10.827490,-0.095634,113.051300,-10.714510,1593835521,1593835521,1,1,2.534563,56.815550,4.035162,1.993797,56.296440,3.877769,1.514656,59.231900,-2.365192,0.983445,57.681250,-1.893999,1.000000,0.000000,1,0,Brace,InvalidSurface,-0.000048,180.000000,69.033550,45.078170,65.742390,-36.238850,NaN,0,1,surf-interrupt-flat,0,0,1,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,surf-interrupt-flat,30,177,5.900000,0.033333,-1269438207,85.568930,0,XBot Walk Neutral,0.568932,0.068932,-0.800526,54.851120,5.169489,-0.673288,54.891350,4.743064,-0.014529,0.995483,0.093820,-0.012219,0.996213,0.086081,-0.797185,54.886070,5.172279,-0.668783,54.926280,4.745932,4206996,4206996,1,1,-0.797185,54.886070,5.172279,-0.668783,54.926280,4.745932,-0.802858,55.034170,5.185990,-0.674091,54.954400,4.748748,0.000000,0.000000,0,0,Stance,Stance,-0.000009,116.473600,163.809100,124.533800,88.435400,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,surf-interrupt-flat,30,178,5.933333,0.033333,338177230,0.439024,0,Crouch Idle,0.439024,0.939024,1.595773,57.759330,-3.134483,0.927235,57.652110,-2.302496,0.305159,0.614666,-0.727368,0.023585,0.998849,-0.041775,-0.762228,113.491200,-11.679390,-0.214617,112.918200,-11.554330,1593835521,1593835521,1,1,2.534563,56.815550,4.035162,1.992452,56.246720,3.872665,1.457395,59.197120,-2.786798,0.927234,57.652080,-2.302495,1.000000,0.000000,1,0,Brace,InvalidSurface,-0.000023,180.000000,68.906650,42.880760,71.034600,-37.618730,NaN,0,1,surf-interrupt-flat,0,0,1,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,surf-interrupt-flat,30,178,5.933333,0.033333,-1269438207,86.568930,0,XBot Walk Neutral,0.568932,0.068932,-0.806399,54.851060,5.169278,-0.678205,54.891280,4.743161,-0.014635,0.995482,0.093816,-0.012309,0.996212,0.086083,-0.801419,54.885990,5.172475,-0.673256,54.926220,4.746051,4206996,4206996,1,1,-0.801419,54.885990,5.172475,-0.673256,54.926220,4.746051,-0.808750,55.034200,5.185788,-0.679015,54.954350,4.748847,0.000000,0.000000,0,0,Stance,Stance,-0.000004,116.473700,163.809200,126.537000,89.700780,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,surf-interrupt-flat,30,179,5.966667,0.033333,338177230,0.463415,0,Crouch Idle,0.463415,0.963415,1.540701,57.815610,-3.550215,0.871754,57.620500,-2.711222,0.279039,0.652114,-0.704901,0.022433,0.998480,-0.050335,-0.882897,113.399600,-12.530600,-0.333587,112.778800,-12.392730,1593835521,1593835521,1,1,2.534563,56.815550,4.035162,1.991104,56.197010,3.867543,1.400475,59.158710,-3.209201,0.871754,57.620490,-2.711222,1.000000,0.000000,1,0,Brace,InvalidSurface,-0.000011,180.000000,68.681640,40.237020,76.320050,-39.354690,NaN,0,1,surf-interrupt-flat,0,0,1,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,surf-interrupt-flat,30,179,5.966667,0.033333,-1269438207,87.568930,0,XBot Walk Neutral,0.568932,0.068932,-0.812311,54.850990,5.169049,-0.683147,54.891210,4.743248,-0.014742,0.995481,0.093812,-0.012398,0.996211,0.086084,-0.806485,54.885910,5.172458,-0.677962,54.926150,4.746151,4206996,4206996,1,1,-0.806485,54.885910,5.172458,-0.677962,54.926150,4.746151,-0.814681,55.034220,5.185567,-0.683963,54.954290,4.748934,0.000000,0.000000,0,0,Stance,Stance,-0.000002,116.473600,163.809100,127.569500,90.329450,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,0,0.000000,0.016667,-1269438207,22.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.218029,56.412120,-0.146705,0.289136,56.426790,0.026411,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.223347,56.446920,-0.147851,0.282364,56.460980,0.021633,1785933915,1785933915,1,1,1.180764,0.245084,0.578294,0.675053,0.414568,0.592352,-0.217654,56.897560,-0.146738,0.289386,56.751430,0.026393,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492400,163.809300,128.451500,91.175540,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,0,0.000000,0.016667,-1269438207,5.380866,0,Walking Backwards,0.380866,0.880866,0.084937,54.319910,5.811969,-0.344673,54.227100,5.608601,-0.002478,0.994589,0.103854,-0.002478,0.994589,0.103854,0.090823,54.320790,5.780673,-0.341107,54.224800,5.593601,0,0,0,0,0.090823,54.320790,5.780673,-0.341107,54.224800,5.593601,0.084937,54.319910,5.811969,-0.344673,54.227100,5.608601,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.989800,164.204700,124.597300,88.766200,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,1,0.016667,0.016667,-1269438207,23.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.216580,56.412170,-0.147345,0.290890,56.427060,0.027212,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.221957,56.446980,-0.147661,0.283698,56.461130,0.021812,1785933915,1785933915,1,1,1.179373,0.245273,0.578352,0.673719,0.414747,0.592502,-0.216192,56.895940,-0.147375,0.291150,56.750640,0.027196,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449600,91.160680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,1,0.016667,0.016667,-1269438207,5.464219,0,Walking Backwards,0.464219,0.964219,0.083622,54.318440,5.814665,-0.345264,54.229050,5.643187,-0.002482,0.994560,0.104140,-0.002482,0.994560,0.104140,0.088964,54.320230,5.792200,-0.342302,54.225740,5.602115,0,0,0,0,0.088964,54.320230,5.792200,-0.342302,54.225740,5.602115,0.083622,54.318440,5.814665,-0.345264,54.229050,5.643187,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.674100,162.915600,124.586900,91.049030,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,2,0.033333,0.016667,-1269438207,23.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.215130,56.412240,-0.146191,0.292035,56.427130,0.026925,-0.041233,0.999141,-0.004026,-0.091435,0.987216,-0.130557,-0.220549,56.447040,-0.147425,0.285063,56.461280,0.022002,1785933915,1785933915,1,1,1.177965,0.245510,0.578411,0.672354,0.414937,0.592656,-0.214726,56.896180,-0.146218,0.292304,56.750030,0.026911,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492300,163.809300,128.451400,91.175540,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,2,0.033333,0.016667,-1269438207,5.547216,0,Walking Backwards,0.547216,0.047216,0.084916,54.320100,5.817752,-0.345473,54.227300,5.682617,-0.002487,0.994530,0.104426,-0.002487,0.994530,0.104426,0.087468,54.319900,5.800658,-0.343297,54.226490,5.618058,0,0,0,0,0.087468,54.319900,5.800658,-0.343297,54.226490,5.618058,0.084916,54.320100,5.817752,-0.345473,54.227300,5.682617,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.290400,161.868200,124.599300,93.016670,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,3,0.050000,0.016667,-1269438207,24.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.213633,56.412300,-0.146783,0.294354,57.020700,0.027742,-0.041233,0.999141,-0.004026,-0.191002,0.250721,-0.949030,-0.219121,56.447100,-0.147202,0.287669,57.029470,-0.005474,1785933915,4216938,1,1,1.176538,0.245733,0.578471,-0.036341,0.144345,-0.190723,-0.213215,56.894620,-0.146807,0.294119,56.749280,0.027762,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449600,91.160740,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,3,0.050000,0.016667,-1269438207,5.629846,0,Walking Backwards,0.629846,0.129846,0.088062,54.321670,5.819778,-0.344449,54.222590,5.717759,-0.002491,0.994499,0.104714,-0.002491,0.994499,0.104714,0.086887,54.320040,5.806962,-0.343915,54.226290,5.640536,0,0,0,0,0.086887,54.320040,5.806962,-0.343915,54.226290,5.640536,0.088062,54.321670,5.819778,-0.344449,54.222590,5.717759,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.784200,162.267000,124.775600,94.037020,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,4,0.066667,0.016667,-1269438207,24.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.212098,56.412370,-0.145612,0.295581,57.020590,0.027471,-0.041233,0.999141,-0.004026,-0.183294,0.250602,-0.950580,-0.217668,56.447160,-0.146932,0.288604,57.029550,-0.004883,1785933915,4216938,1,1,1.175085,0.246002,0.578532,-0.036257,0.144292,-0.190843,-0.211681,56.894890,-0.145637,0.295346,56.748720,0.027491,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492400,163.809300,128.451500,91.175580,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,4,0.066667,0.016667,-1269438207,5.712105,0,Walking Backwards,0.712105,0.212105,0.093567,54.320920,5.824395,-0.344601,54.219230,5.740387,-0.002491,0.994499,0.104714,-0.002491,0.994499,0.104714,0.087644,54.320320,5.812062,-0.344222,54.225070,5.665504,0,0,0,0,0.087644,54.320320,5.812062,-0.344222,54.225070,5.665504,0.093567,54.320920,5.824395,-0.344601,54.219230,5.740387,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.822200,162.937500,124.873500,93.961810,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,5,0.083333,0.016667,-1269438207,25.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.210560,56.412430,-0.146211,0.297445,57.021040,0.028316,-0.041233,0.999141,-0.004026,-0.178483,0.252319,-0.951041,-0.216191,56.447220,-0.146683,0.289765,57.029660,-0.004341,1785933915,4216938,1,1,1.173608,0.246252,0.578594,-0.035970,0.144260,-0.191057,-0.210128,56.893370,-0.146233,0.297199,56.748020,0.028335,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160660,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,5,0.083333,0.016667,-1269438207,5.794000,0,Walking Backwards,0.794000,0.294000,0.096217,54.315880,5.830271,-0.345541,54.220110,5.743987,-0.002496,0.994469,0.105002,-0.002496,0.994469,0.105002,0.089425,54.319900,5.816863,-0.344553,54.223790,5.688893,0,0,0,0,0.089425,54.319900,5.816863,-0.344553,54.223790,5.688893,0.096217,54.315880,5.830271,-0.345541,54.220110,5.743987,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.605700,163.003800,124.238100,91.300480,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,6,0.100000,0.016667,-1269438207,25.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.209025,56.412490,-0.145029,0.298690,57.017000,0.028061,-0.041233,0.999141,-0.004026,-0.175780,0.254035,-0.951088,-0.214694,56.447290,-0.146393,0.291095,57.029300,-0.003914,1785933915,4216938,1,1,1.172111,0.246542,0.578657,-0.035499,0.143760,-0.191254,-0.208577,56.893800,-0.145048,0.298439,56.747590,0.028078,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492500,163.809300,128.451400,91.175510,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,6,0.100000,0.016667,-1269438207,5.875527,0,Walking Backwards,0.875527,0.375527,0.094362,54.314750,5.843488,-0.344693,54.223960,5.742793,-0.002501,0.994438,0.105292,-0.002501,0.994438,0.105292,0.091128,54.318810,5.822711,-0.344751,54.223130,5.707096,0,0,0,0,0.091128,54.318810,5.822711,-0.344751,54.223130,5.707096,0.094362,54.314750,5.843488,-0.344693,54.223960,5.742793,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.160800,162.460000,122.376000,90.922810,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,7,0.116667,0.016667,-1269438207,26.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.207443,56.412560,-0.145601,0.300600,57.017860,0.028935,-0.041233,0.999141,-0.004026,-0.171173,0.255584,-0.951513,-0.213178,56.447350,-0.146125,0.292571,57.028670,-0.003549,1785933915,4216938,1,1,1.170594,0.246810,0.578721,-0.034872,0.142993,-0.191408,-0.206980,56.892400,-0.145617,0.300339,56.747010,0.028950,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652300,163.769800,128.449700,91.160680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,7,0.116667,0.016667,-1269438207,5.956678,0,Walking Backwards,0.956678,0.456678,0.088324,54.321910,5.875426,-0.342661,54.224940,5.744888,-0.002507,0.994407,0.105583,-0.002507,0.994407,0.105583,0.091551,54.318530,5.832728,-0.344544,54.223220,5.720153,0,0,0,0,0.091551,54.318530,5.832728,-0.344544,54.223220,5.720153,0.088324,54.321910,5.875426,-0.342661,54.224940,5.744888,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.753300,162.814800,124.949500,90.880360,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,8,0.133333,0.016667,-1269438207,26.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.205861,56.412630,-0.144389,0.301892,57.014430,0.028709,-0.041233,0.999141,-0.004026,-0.168593,0.257062,-0.951575,-0.211642,56.447410,-0.145815,0.294132,57.027730,-0.003262,1785933915,4216938,1,1,1.169058,0.247120,0.578785,-0.034145,0.141938,-0.191523,-0.205382,56.892860,-0.144402,0.301625,56.746620,0.028723,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492100,163.809300,128.451400,91.175480,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,8,0.133333,0.016667,-1269438207,6.037443,0,Walking Backwards,0.037443,0.537443,0.086379,54.326530,5.914299,-0.342358,54.226030,5.747594,-0.002512,0.994376,0.105875,-0.002512,0.994376,0.105875,0.090767,54.319730,5.849386,-0.344055,54.223740,5.729489,0,0,0,0,0.090767,54.319730,5.849386,-0.344055,54.223740,5.729489,0.086379,54.326530,5.914299,-0.342358,54.226030,5.747594,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,117.858800,162.614300,127.275300,90.906650,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,9,0.150000,0.016667,-1269438207,27.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.204234,56.412690,-0.144935,0.303848,57.015810,0.029609,-0.041233,0.999141,-0.004026,-0.164208,0.258374,-0.951987,-0.210085,56.447480,-0.145525,0.295775,57.026780,-0.002992,1785933915,4216938,1,1,1.167502,0.247410,0.578850,-0.033343,0.140903,-0.191614,-0.203740,56.891530,-0.144944,0.303570,56.746100,0.029621,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,9,0.150000,0.016667,-1269438207,6.117809,0,Walking Backwards,0.117809,0.617809,0.085678,54.323720,5.947802,-0.345546,54.227920,5.749120,-0.002518,0.994345,0.106168,-0.002518,0.994345,0.106168,0.089538,54.321140,5.871945,-0.343956,54.224610,5.736200,0,0,0,0,0.089538,54.321140,5.871945,-0.343956,54.224610,5.736200,0.085678,54.323720,5.947802,-0.345546,54.227920,5.749120,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.514100,162.125600,128.354600,91.040350,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,10,0.166667,0.016667,-1269438207,27.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.202551,56.412770,-0.143689,0.305223,57.015940,0.029414,-0.041233,0.999141,-0.004026,-0.155696,0.258112,-0.953487,-0.208500,56.447550,-0.145191,0.297490,57.026160,-0.002765,1785933915,4216938,1,1,1.165917,0.247744,0.578917,-0.032499,0.140193,-0.191786,-0.202056,56.892040,-0.143697,0.304944,56.745770,0.029426,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492400,163.809300,128.451500,91.175510,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,10,0.166667,0.016667,-1269438207,6.197779,0,Walking Backwards,0.197779,0.697779,0.088010,54.318750,5.968643,-0.348125,54.228530,5.751401,-0.002518,0.994345,0.106168,-0.002518,0.994345,0.106168,0.088665,54.321470,5.896927,-0.344577,54.225620,5.741152,0,0,0,0,0.088665,54.321470,5.896927,-0.344577,54.225620,5.741152,0.088010,54.318750,5.968643,-0.348125,54.228530,5.751401,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.820800,162.268700,128.085900,91.015640,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,11,0.183333,0.016667,-1269438207,28.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.200872,56.412840,-0.144213,0.307234,57.017540,0.030336,-0.041233,0.999141,-0.004026,-0.151264,0.259305,-0.953876,-0.206888,56.447610,-0.144875,0.299288,57.025970,-0.002528,1785933915,4216938,1,1,1.164304,0.248060,0.578985,-0.031617,0.139932,-0.192019,-0.200362,56.890770,-0.144218,0.306943,56.745320,0.030346,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160690,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,11,0.183333,0.016667,-1269438207,6.277358,0,Walking Backwards,0.277358,0.777358,0.083454,54.316460,5.972716,-0.350171,54.228110,5.751577,-0.002524,0.994314,0.106462,-0.002524,0.994314,0.106462,0.087540,54.321030,5.919988,-0.345751,54.226470,5.744767,0,0,0,0,0.087540,54.321030,5.919988,-0.345751,54.226470,5.744767,0.083454,54.316460,5.972716,-0.350171,54.228110,5.751577,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.852900,163.389400,124.903000,90.338010,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,12,0.200000,0.016667,-1269438207,28.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.199189,56.412910,-0.142958,0.308626,57.014860,0.030153,-0.041233,0.999141,-0.004026,-0.148692,0.260496,-0.953956,-0.205253,56.447690,-0.144517,0.301108,57.025760,-0.002299,1785933915,4216938,1,1,1.162669,0.248418,0.579054,-0.030722,0.139656,-0.192225,-0.198662,56.891340,-0.142960,0.308329,56.745040,0.030160,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492200,163.809300,128.451400,91.175580,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,12,0.200000,0.016667,-1269438207,6.356546,0,Walking Backwards,0.356546,0.856546,0.081212,54.319430,5.974044,-0.350794,54.228800,5.760438,-0.002530,0.994282,0.106758,-0.002530,0.994282,0.106758,0.086081,54.320320,5.937918,-0.347092,54.227150,5.748354,0,0,0,0,0.086081,54.320320,5.937918,-0.347092,54.227150,5.748354,0.081212,54.319430,5.974044,-0.350794,54.228800,5.760438,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.030700,163.979900,124.170000,88.007520,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,13,0.216667,0.016667,-1269438207,29.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.197463,56.412980,-0.143468,0.310684,57.016770,0.031090,-0.041233,0.999141,-0.004026,-0.144433,0.261546,-0.954323,-0.203595,56.447750,-0.144181,0.302961,57.025600,-0.002035,1785933915,4216938,1,1,1.161012,0.248754,0.579124,-0.029811,0.139462,-0.192387,-0.196920,56.890090,-0.143466,0.310374,56.744610,0.031096,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449600,91.160680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,13,0.216667,0.016667,-1269438207,6.435336,0,Walking Backwards,0.435336,0.935336,0.078317,54.317420,5.976579,-0.350832,54.230980,5.790871,-0.002536,0.994250,0.107055,-0.002536,0.994250,0.107055,0.084279,54.319680,5.951038,-0.348261,54.227970,5.755713,0,0,0,0,0.084279,54.319680,5.951038,-0.348261,54.227970,5.755713,0.078317,54.317420,5.976579,-0.350832,54.230980,5.790871,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.787400,163.580000,124.152500,89.987100,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,14,0.233333,0.016667,-1269438207,29.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.195734,56.413060,-0.142200,0.312125,57.014400,0.030921,-0.041233,0.999141,-0.004026,-0.141911,0.262618,-0.954407,-0.201917,56.447820,-0.143804,0.304821,57.025360,-0.001772,1785933915,4216938,1,1,1.159334,0.249130,0.579194,-0.028899,0.139200,-0.192508,-0.195173,56.890710,-0.142194,0.311808,56.744370,0.030925,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492200,163.809300,128.451400,91.175460,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,14,0.233333,0.016667,-1269438207,6.513720,0,Walking Backwards,0.513720,0.013720,0.079084,54.318160,5.980849,-0.351042,54.230390,5.831246,-0.002542,0.994218,0.107353,-0.002542,0.994218,0.107353,0.082605,54.319110,5.960754,-0.349167,54.228760,5.770208,0,0,0,0,0.082605,54.319110,5.960754,-0.349167,54.228760,5.770208,0.079084,54.318160,5.980849,-0.351042,54.230390,5.831246,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.763800,161.976600,124.187500,92.323350,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,15,0.250000,0.016667,-1269438207,30.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.193958,56.413130,-0.142695,0.314233,57.016550,0.031874,-0.041233,0.999141,-0.004026,-0.137799,0.263549,-0.954753,-0.200216,56.447900,-0.143451,0.306711,57.025220,-0.001475,1785933915,4216938,1,1,1.157633,0.249483,0.579266,-0.027980,0.139059,-0.192599,-0.193380,56.889500,-0.142685,0.313903,56.743980,0.031875,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449600,91.160680,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,60,15,0.250000,0.016667,-1269438207,6.591688,0,Walking Backwards,0.591688,0.091688,0.081803,54.320350,5.983994,-0.350801,54.226330,5.870541,-0.002549,0.994185,0.107652,-0.002549,0.994185,0.107652,0.081718,54.319020,5.968192,-0.349794,54.228830,5.792044,0,0,0,0,0.081718,54.319020,5.968192,-0.349794,54.228830,5.792044,0.081803,54.320350,5.983994,-0.350801,54.226330,5.870541,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.187300,161.817700,124.326100,93.841750,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,60,16,0.266667,0.016667,-1269438207,30.500000,0,XBot Walk Neutral,0.500000,0.000000,-0.192120,56.413210,-0.141399,0.315765,57.016800,0.031727,-0.041233,0.999141,-0.004026,-0.128403,0.263095,-0.956187,-0.198485,56.447970,-0.143058,0.308644,57.025340,-0.001188,1785933915,4216938,1,1,1.155902,0.249877,0.579339,-0.027052,0.139185,-0.192748,-0.191541,56.890130,-0.141389,0.315433,56.743770,0.031728,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.492400,163.809300,128.451400,91.175500,NaN,NaN,0,0,none,0,0,0,DefaultContact
