frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown
10,3.822057,0.018227,2.78407,1.05808,0.91000,0.82000,1.00000,-0.00423,0,1,1,0,0,-0.095351,0.059853,-0.246551,0.200256,0.132546,-0.448012,0.000000,0.212007,-0.255192,-0.962877,-0.088010,0.283083,-0.411593,-0.866288,Swing,Stance,0.088582,0.000000
11,3.861089,0.016654,2.97468,1.07064,0.91000,0.82000,1.00000,-0.00600,0,1,1,0,0,-0.062429,0.087469,-0.299787,0.390045,0.239010,-0.598708,0.000000,0.201162,-0.214340,-0.972346,-0.092742,0.487340,-0.104996,-0.866877,Swing,Stance,0.047977,0.000000
12,3.908484,0.014970,3.30415,1.09390,0.77505,0.82000,0.73011,-0.03226,0,0,1,0,0,-0.081838,0.030486,-0.302490,0.154273,0.028857,-0.390320,0.000000,0.000000,-0.076971,-0.874270,-0.479300,0.178683,-0.673656,-0.717119,Swing,Swing,0.000000,0.120000
13,3.945245,0.016116,3.37807,1.10562,0.49896,0.82000,0.17792,-0.05158,0,0,1,0,0,-0.087404,0.032811,-0.347759,0.016151,0.180514,-0.728065,0.000000,0.000000,-0.079880,-0.890826,-0.447267,-0.122954,-0.186286,-0.974772,Swing,Swing,0.000000,0.084385
14,3.981219,0.019563,3.30321,1.10457,0.47709,0.82000,0.13418,-0.06348,0,0,1,0,0,-0.119625,0.033337,-0.396554,-0.564868,0.629349,-0.925746,0.000000,0.000000,-0.116290,-0.894207,-0.432285,-0.648031,0.340463,-0.681279,Swing,Swing,0.000000,0.051857
15,4.033787,0.019812,2.47324,1.03977,0.47975,0.82000,0.13950,-0.04981,0,0,1,0,0,-0.047140,0.045311,-0.314381,0.107830,-0.036876,-0.134006,0.000000,0.000000,-0.033229,-0.760132,-0.648918,0.201344,-0.979370,0.017205,Swing,Swing,0.000000,0.000000
16,4.065006,0.014051,1.97666,0.99186,0.75975,0.82000,0.69950,-0.05035,0,1,1,0,0,-0.093746,0.015869,-0.303898,0.106033,-0.099357,0.285506,0.000000,0.778597,-0.160925,-0.759917,-0.629785,0.230551,-0.696169,0.679850,Swing,Stance,0.000000,0.000000
17,4.097045,0.016239,1.54509,0.94311,0.91000,0.82000,1.00000,-0.04750,0,1,1,0,0,-0.011451,0.044951,-0.294812,0.205065,0.020474,-0.150113,0.000000,0.861630,0.067634,-0.805859,-0.588232,0.479013,-0.820035,-0.313191,Swing,Stance,0.000000,0.000000
18,4.125296,0.014413,1.23057,0.90328,0.91000,0.82000,1.00000,-0.04074,0,1,1,0,0,0.030947,0.066766,-0.299513,0.232859,0.098381,-0.265321,0.000000,0.912002,0.166199,-0.785478,-0.596156,0.408084,-0.682817,-0.605993,Swing,Stance,0.000000,0.000000
19,4.157043,0.015961,0.92965,0.86249,0.91000,0.82000,1.00000,-0.03639,0,1,1,0,0,0.026363,0.046375,-0.276214,0.232196,0.054432,-0.222630,0.000000,0.959557,0.155946,-0.832924,-0.530960,0.392979,-0.769919,-0.502784,Swing,Stance,0.000000,0.000000
20,4.192401,0.016672,0.65735,0.83408,0.91000,0.82000,1.00000,-0.03835,0,1,1,0,0,0.003329,0.053872,-0.276893,0.196367,0.065918,-0.265972,0.000000,0.965047,0.108103,-0.832812,-0.542898,0.322373,-0.734137,-0.597595,Swing,Stance,0.000000,0.000000
21,4.225699,0.016523,0.44882,0.85173,0.91000,0.82000,1.00000,-0.04546,0,1,1,0,0,-0.042899,0.085065,-0.283428,0.005291,0.214926,-0.385554,0.000000,0.910561,0.009458,-0.804768,-0.593515,-0.104785,-0.388415,-0.915508,Swing,Stance,0.000000,0.000000
22,4.260489,0.015307,0.28859,0.88592,0.91000,0.82000,1.00000,-0.05519,0,1,1,0,0,-0.100818,0.136555,-0.282365,-0.307044,0.619927,-0.139951,0.000000,0.822538,-0.120698,-0.755138,-0.644359,-0.741865,0.623892,-0.245754,Swing,Stance,0.000000,0.000000
23,4.310102,0.016162,0.14658,0.93070,0.91000,0.82000,1.00000,-0.06690,0,1,1,0,0,0.043808,0.034072,-0.225816,0.236404,0.064057,-0.191439,0.000000,0.692553,0.027011,-0.980931,-0.192470,0.509389,-0.813026,-0.281978,Swing,Stance,0.000000,0.000000
24,4.340575,0.014437,0.09511,0.95112,0.91000,0.82000,1.00000,-0.07219,0,1,1,0,0,0.061599,0.058151,-0.246959,0.232024,0.285595,-0.343792,0.000000,0.605602,0.065662,-0.966569,-0.247857,0.548445,-0.376434,-0.746663,Swing,Stance,0.000000,0.000000
25,4.388329,0.015946,0.04777,0.97286,0.91000,0.82000,1.00000,-0.07552,0,1,1,0,0,0.025673,0.027888,-0.194270,0.223363,0.041927,-0.114067,0.000000,0.525518,-0.064836,-0.996426,-0.054152,0.540274,-0.838947,0.065362,Swing,Stance,0.000000,0.000000
26,4.419347,0.016169,0.03070,0.98185,0.91000,0.82000,1.00000,-0.07342,0,1,1,0,0,0.008094,0.019080,-0.161266,0.192594,0.019168,-0.000788,0.000000,0.453380,-0.149954,-0.987944,0.038480,0.428729,-0.812846,0.394300,Swing,Stance,0.000000,0.000000
27,4.451550,0.014725,0.01972,0.98819,0.91000,0.82000,1.00000,-0.06635,0,1,1,0,0,0.013721,0.017603,-0.168904,0.211272,0.025037,-0.043838,0.000000,0.384672,-0.138713,-0.989977,0.026550,0.484675,-0.824389,0.292358,Swing,Stance,0.000000,0.000000
28,4.484651,0.015696,0.01297,0.99249,0.91000,0.82000,1.00000,-0.05553,0,1,1,0,0,0.022709,0.011948,-0.187595,0.266073,0.066512,-0.178421,0.000000,0.322671,-0.109073,-0.994033,0.001597,0.639796,-0.764609,-0.077683,Swing,Stance,0.000000,0.000000
29,4.521407,0.021270,0.00865,0.99550,0.91000,0.82000,1.00000,-0.04388,0,1,1,0,0,0.030036,-0.001684,-0.210863,0.284405,0.183727,-0.384145,0.000000,0.282940,-0.071186,-0.997213,-0.022337,0.660333,-0.456547,-0.596259,Swing,Stance,0.000000,0.000000
30,4.564581,0.015185,0.00577,0.99756,0.91000,0.82000,1.00000,-0.02831,0,1,1,0,0,-0.024983,0.009999,-0.128522,0.143042,0.011259,0.087769,0.000000,0.237011,-0.260663,-0.962349,0.077072,0.239014,-0.782339,0.575168,Swing,Stance,0.000000,0.000000
31,4.599130,0.017566,0.00423,0.99852,0.91000,0.82000,1.00000,-0.02068,0,1,1,0,0,-0.056908,0.021069,-0.129237,0.128200,0.017647,0.081393,0.000000,0.225976,-0.315505,-0.945391,0.081802,0.229556,-0.806580,0.544732,Swing,Stance,0.000000,0.000000
32,4.627125,0.013317,0.00000,0.99902,0.91000,0.82000,1.00000,-0.01496,0,1,1,0,0,-0.056428,0.016129,-0.123033,0.126723,0.014063,0.096221,0.000000,0.209552,-0.319224,-0.943395,0.090007,0.208351,-0.796259,0.567945,Swing,Stance,0.000000,0.000000
33,4.656581,0.015374,0.00000,0.99936,0.91000,0.82000,1.00000,-0.01250,0,1,1,0,0,-0.078745,0.022948,-0.129442,0.119882,0.016660,0.094985,0.000000,0.204124,-0.360164,-0.928533,0.090043,0.198850,-0.806987,0.556086,Swing,Stance,0.000000,0.000000
34,4.684601,0.013421,0.00000,0.99958,0.91000,0.82000,1.00000,-0.01210,0,1,1,0,0,-0.088678,0.024335,-0.125446,0.112153,0.014123,0.099476,0.000000,0.197321,-0.379718,-0.920190,0.095212,0.193344,-0.809019,0.555074,Swing,Stance,0.000000,0.000000
35,4.716281,0.015859,0.00000,0.99974,0.91000,0.82000,1.00000,-0.01172,0,1,1,0,0,-0.103707,0.025345,-0.127893,0.111610,0.017265,0.101131,0.000000,0.185387,-0.402516,-0.908610,0.111400,0.174503,-0.808794,0.561606,Swing,Stance,0.000000,0.000000
36,4.748131,0.015727,0.00000,0.99984,0.91000,0.82000,1.00000,-0.01114,0,1,1,0,0,-0.104699,0.024868,-0.126037,0.099294,0.016403,0.121500,0.000000,0.167578,-0.418006,-0.902182,0.106484,0.121839,-0.794907,0.594372,Swing,Stance,0.000000,0.000000
37,4.779636,0.016178,0.00000,0.99990,0.91000,0.82000,1.00000,-0.01057,0,1,1,0,0,-0.121700,0.026069,-0.115612,0.097219,0.018173,0.113441,0.000000,0.146480,-0.404428,-0.896472,0.181042,0.135614,-0.799261,0.585484,Swing,Stance,0.000000,0.000000
38,4.811650,0.015299,0.00000,0.99994,0.91000,0.82000,1.00000,-0.01006,0,1,1,0,0,-0.113238,0.024513,-0.115747,0.088653,0.020627,0.134700,0.000000,0.138736,-0.417047,-0.894128,0.163118,0.064900,-0.778269,0.624568,Swing,Stance,0.000000,0.000000
39,4.847064,0.017528,0.00000,0.99996,0.91000,0.82000,1.00000,-0.00971,0,1,1,0,0,-0.095921,0.021749,-0.114710,0.050808,0.032975,0.199847,0.000000,0.143284,-0.436472,-0.891084,0.124345,-0.172452,-0.689673,0.703286,Swing,Stance,0.000000,0.000000
40,4.877523,0.013678,0.00000,0.99998,0.91000,0.82000,1.00000,-0.00947,0,1,1,0,0,-0.132758,0.025061,-0.088668,0.068741,0.020463,0.137969,0.000000,0.160216,-0.407834,-0.877153,0.253524,0.019675,-0.771228,0.636256,Swing,Stance,0.000000,0.000000
41,4.890086,0.006497,0.00000,0.99998,0.91000,0.82000,1.00000,-0.00945,0,1,1,0,0,-0.138300,0.024359,-0.080851,0.072524,0.018124,0.131030,0.000000,0.173050,-0.410982,-0.870170,0.271843,0.066340,-0.781033,0.620956,Swing,Stance,0.000000,0.000000
42,4.905501,0.005023,0.00000,0.99999,0.91000,0.82000,1.00000,-0.00978,0,1,1,0,0,-0.143719,0.025650,-0.075378,0.068917,0.018037,0.132484,0.000000,0.179001,-0.419376,-0.862069,0.284536,0.059316,-0.783951,0.617982,Swing,Stance,0.000000,0.000000
43,4.928917,0.005066,0.00000,0.99999,0.91000,0.82000,1.00000,-0.01112,0,1,1,0,0,-0.148088,0.026203,-0.065387,0.064608,0.018142,0.134246,0.000000,0.184812,-0.430277,-0.849414,0.305545,0.048613,-0.786584,0.615567,Swing,Stance,0.000000,0.000000
44,4.947732,0.005018,0.00000,0.99999,0.91000,0.82000,1.00000,-0.01299,0,1,1,0,0,-0.150139,0.026471,-0.059346,0.060153,0.018177,0.136099,0.000000,0.193925,-0.439078,-0.840058,0.318612,0.036882,-0.786500,0.616488,Swing,Stance,0.000000,0.000000
45,4.966330,0.004967,0.00000,0.99999,0.91000,0.82000,1.00000,-0.01551,0,1,1,0,0,-0.151468,0.026557,-0.053354,0.055587,0.018196,0.137876,0.000000,0.205466,-0.446775,-0.830624,0.332348,0.026653,-0.785472,0.618323,Swing,Stance,0.000000,0.000000
46,4.989764,0.005451,0.00000,1.00000,0.91000,0.82000,1.00000,-0.01944,0,1,1,0,0,-0.151612,0.026248,-0.045695,0.050952,0.018177,0.139513,0.000000,0.222076,-0.450828,-0.820175,0.352232,0.022782,-0.783024,0.621574,Swing,Stance,0.000000,0.000000
47,5.007687,0.004743,0.00000,1.00000,0.91000,0.82000,1.00000,-0.02320,0,1,1,0,0,-0.150316,0.025880,-0.042820,0.046175,0.018196,0.140894,0.000000,0.238696,-0.455535,-0.813631,0.361238,0.017502,-0.780598,0.624789,Swing,Stance,0.000000,0.000000
48,5.026580,0.005720,0.00000,1.00000,0.79024,0.82000,0.76048,-0.02737,0,0,1,0,0,-0.148476,0.025387,-0.041437,0.044256,0.016190,0.148916,0.000000,0.000000,-0.460127,-0.808233,0.367482,0.003094,-0.785446,0.618923,Swing,Swing,0.000000,0.111227
49,5.045467,0.005061,0.00000,1.00000,0.61256,0.82000,0.40512,-0.03350,0,0,1,0,0,-0.146521,0.024777,-0.040424,0.050592,0.008205,0.157893,0.000000,0.000000,-0.466180,-0.801525,0.374479,-0.013072,-0.819243,0.573298,Swing,Swing,0.000000,0.091682
50,5.067963,0.005008,0.00000,1.00000,0.41000,0.82000,0.00000,-0.04264,0,0,1,0,0,-0.144760,0.023461,-0.038691,0.104532,0.014702,0.186753,0.000000,0.000000,-0.474802,-0.790270,0.387347,0.107054,-0.811614,0.574302,Swing,Swing,0.000000,0.069133
51,5.086434,0.005171,0.00000,1.00000,0.43308,0.82000,0.04616,-0.04298,0,0,1,0,0,-0.143719,0.022340,-0.039362,0.138348,0.026861,0.206040,0.000000,0.000000,-0.481807,-0.786410,0.386551,0.191025,-0.772237,0.605937,Swing,Swing,0.000000,0.050825
52,5.108726,0.004998,0.00000,1.00000,0.53885,0.82000,0.25769,-0.04425,0,0,1,0,0,-0.143682,0.022153,-0.039166,0.118328,0.018581,0.196507,0.000000,0.000000,-0.486411,-0.784615,0.384427,0.151320,-0.788453,0.596192,Swing,Swing,0.000000,0.028361
53,5.126784,0.005034,0.00011,1.00000,0.51049,0.82000,0.20097,-0.04929,0,0,1,0,0,-0.144062,0.021777,-0.040839,0.099343,0.011138,0.190160,0.000000,0.000000,-0.496472,-0.780007,0.380925,0.112414,-0.799667,0.589827,Swing,Swing,0.000000,0.010338
54,5.146128,0.005299,0.00087,1.00000,0.48369,0.82000,0.14739,-0.05545,0,0,1,0,0,-0.145057,0.021239,-0.042769,0.119142,0.016549,0.198924,0.000000,0.000000,-0.507766,-0.773988,0.378308,0.157760,-0.773224,0.614196,Swing,Swing,0.000000,0.000000
55,5.168544,0.004740,0.00274,1.00000,0.48310,0.82000,0.14620,-0.06222,0,0,1,0,0,-0.146867,0.020338,-0.044545,0.128042,0.016629,0.201986,0.000000,0.000000,-0.519553,-0.766327,0.377899,0.179456,-0.756297,0.629134,Swing,Swing,0.000000,0.000000
56,5.187094,0.004997,0.00492,1.00000,0.48491,0.82000,0.14982,-0.06664,0,0,1,0,0,-0.147826,0.019891,-0.048200,0.129805,0.015908,0.203631,0.000000,0.000000,-0.529393,-0.763403,0.370081,0.182617,-0.748479,0.637519,Swing,Swing,0.000000,0.000000
57,5.208943,0.004882,0.00784,1.00000,0.51977,0.82000,0.21954,-0.07074,0,0,1,0,0,-0.149292,0.019361,-0.052063,0.126596,0.013662,0.204989,0.000000,0.000000,-0.538316,-0.760810,0.362469,0.175085,-0.740482,0.648870,Swing,Swing,0.000000,0.000000
58,5.226542,0.004677,0.01010,1.00000,0.57779,0.82000,0.33557,-0.07322,0,0,1,0,0,-0.149593,0.019154,-0.057073,0.116890,0.012007,0.206463,0.000000,0.000000,-0.545705,-0.761688,0.349339,0.153449,-0.734455,0.661082,Swing,Swing,0.000000,0.000000
59,5.247802,0.004643,0.01205,1.00000,0.77136,0.82000,0.72272,-0.07473,0,1,1,0,0,-0.150190,0.018933,-0.062277,0.105121,0.014322,0.210138,0.000000,0.160251,-0.550605,-0.764815,0.334504,0.143207,-0.705988,0.693594,Swing,Stance,0.000000,0.000000
60,5.264678,0.004579,0.01337,1.00000,0.91000,0.82000,1.00000,-0.07391,0,1,1,0,0,-0.149965,0.018876,-0.067856,0.104415,0.018280,0.212382,0.000000,0.146583,-0.554700,-0.769595,0.316279,0.159584,-0.681379,0.714322,Swing,Stance,0.000000,0.000000
61,5.285828,0.004765,0.01665,1.00000,0.91000,0.82000,1.00000,-0.07007,0,1,1,0,0,-0.149870,0.019027,-0.073744,0.111284,0.022062,0.217320,0.000000,0.129572,-0.554299,-0.778754,0.293758,0.182440,-0.669193,0.720345,Swing,Stance,0.000000,0.000000
62,5.306890,0.006127,0.02977,1.00000,0.91000,0.82000,1.00000,-0.06362,0,1,1,0,0,-0.149671,0.019416,-0.080075,0.114877,0.023594,0.221355,0.000000,0.126394,-0.550643,-0.790558,0.267976,0.186739,-0.674628,0.714147,Swing,Stance,0.000000,0.000000
63,5.325462,0.005229,0.04014,0.99715,0.91000,0.82000,1.00000,-0.05497,0,1,1,0,0,-0.149314,0.020140,-0.087142,0.115877,0.024834,0.224338,0.000000,0.134065,-0.544525,-0.804191,0.238263,0.186063,-0.686576,0.702847,Swing,Stance,0.000000,0.000000
64,5.346947,0.004815,0.06402,0.97616,0.91000,0.82000,1.00000,-0.04358,0,1,1,0,0,-0.148279,0.021420,-0.094455,0.115048,0.026098,0.227812,0.000000,0.146416,-0.532298,-0.821868,0.202959,0.180991,-0.704083,0.686666,Swing,Stance,0.000000,0.000000
65,5.368251,0.004914,0.10083,0.94571,0.91000,0.82000,1.00000,-0.03281,0,1,1,0,0,-0.147098,0.022660,-0.101732,0.110014,0.026737,0.230278,0.000000,0.165672,-0.516826,-0.839350,0.168469,0.166499,-0.724885,0.668446,Swing,Stance,0.000000,0.000000
66,5.387101,0.005231,0.14771,0.91720,0.91000,0.82000,1.00000,-0.02481,0,1,1,0,0,-0.145569,0.023628,-0.108386,0.102619,0.027424,0.230999,0.000000,0.186945,-0.502667,-0.853237,0.138971,0.145075,-0.743452,0.652866,Swing,Stance,0.000000,0.000000
67,5.405854,0.004787,0.21282,0.89143,0.91000,0.82000,1.00000,-0.01817,0,1,1,0,0,-0.144510,0.024498,-0.114110,0.094188,0.028093,0.230349,0.000000,0.209924,-0.488544,-0.864987,0.114551,0.116914,-0.759177,0.640298,Swing,Stance,0.000000,0.000000
68,5.427959,0.004769,0.31177,0.86711,0.91000,0.82000,1.00000,-0.01242,0,1,1,0,0,-0.144033,0.025761,-0.117593,0.085416,0.029062,0.228155,0.000000,0.240282,-0.470596,-0.877454,0.092810,0.089176,-0.772266,0.629009,Swing,Stance,0.000000,0.000000
69,5.445255,0.004751,0.40803,0.85370,0.91000,0.82000,1.00000,-0.00911,0,1,1,0,0,-0.143668,0.026301,-0.122449,0.075468,0.029693,0.223371,0.000000,0.271860,-0.460406,-0.884413,0.076419,0.065468,-0.779707,0.622712,Swing,Stance,0.000000,0.000000
70,5.466769,0.004733,0.55107,0.84430,0.91000,0.82000,1.00000,-0.00613,0,1,1,0,0,-0.144719,0.026764,-0.123832,0.066016,0.030591,0.217460,0.000000,0.316443,-0.447631,-0.891901,0.064338,0.049421,-0.781722,0.621666,Swing,Stance,0.000000,0.000000
71,5.487821,0.004891,0.71189,0.84244,0.91000,0.82000,1.00000,-0.00413,0,1,1,0,0,-0.146200,0.026977,-0.126351,0.057510,0.031435,0.209119,0.000000,0.363875,-0.435586,-0.898773,0.049724,0.043914,-0.780171,0.624023,Swing,Stance,0.000000,0.000000
72,5.505013,0.004828,0.86842,0.84667,0.91000,0.82000,1.00000,-0.00296,0,1,1,0,0,-0.145831,0.027098,-0.134756,0.049098,0.032295,0.196087,0.000000,0.406779,-0.425679,-0.904353,0.030722,0.030013,-0.780478,0.624463,Swing,Stance,0.000000,0.000000
73,5.526558,0.004816,1.10853,0.85993,0.91000,0.82000,1.00000,-0.00194,0,1,1,0,0,-0.145308,0.027213,-0.143255,0.042498,0.033194,0.181067,0.000000,0.461476,-0.407732,-0.913099,0.001937,0.027699,-0.770048,0.637384,Swing,Stance,0.000000,0.000000
74,5.548148,0.004644,1.37468,0.87987,0.91000,0.82000,1.00000,-0.00126,0,1,1,0,0,-0.143867,0.027251,-0.152799,0.036643,0.034029,0.164668,0.000000,0.518914,-0.385575,-0.921991,-0.035572,0.038365,-0.750595,0.659648,Swing,Stance,0.000000,0.000000
75,5.566690,0.005192,1.58977,0.89922,0.91000,0.82000,1.00000,-0.00087,0,1,1,0,0,-0.142185,0.026685,-0.165350,0.031022,0.035515,0.144221,0.000000,0.563796,-0.369638,-0.926638,-0.068622,0.046213,-0.738403,0.672775,Swing,Stance,0.000000,0.000000
76,5.587394,0.005420,1.79771,0.92092,0.77106,0.54212,1.00000,-0.00058,0,1,1,0,0,-0.140616,0.023665,-0.173467,0.026813,0.037028,0.123979,0.000000,0.605122,-0.354478,-0.930118,-0.096052,0.074622,-0.721945,0.687915,Swing,Stance,0.000000,0.000000
77,5.607120,0.005526,1.95439,0.94009,0.75803,0.51606,1.00000,-0.00039,0,1,1,0,0,-0.136911,0.016068,-0.176880,0.023787,0.035011,0.109746,0.000000,0.642883,-0.329276,-0.935422,-0.128699,0.085517,-0.728017,0.680205,Swing,Stance,0.000000,0.000000
78,5.625974,0.005129,2.08117,0.95668,0.67974,0.35948,1.00000,-0.00026,0,1,1,0,0,-0.130092,0.007593,-0.170520,0.020746,0.033908,0.091396,0.000000,0.673394,-0.295497,-0.944727,-0.142028,0.082015,-0.753522,0.652287,Swing,Stance,0.000000,0.000000
79,5.645575,0.005470,2.14084,0.96883,0.66397,0.32795,1.00000,-0.00017,0,1,1,0,0,-0.131051,-0.016727,-0.074022,0.018907,0.028094,0.079713,0.000000,0.684763,-0.272535,-0.959928,0.065290,0.078980,-0.781784,0.618528,Swing,Stance,0.000000,0.000000
80,5.665695,0.005322,2.17669,0.97918,0.84823,0.69645,1.00000,-0.00025,0,1,1,0,0,-0.117420,0.010360,-0.200027,0.016401,0.023180,0.061059,0.000000,0.672238,-0.187950,-0.923198,-0.335233,0.065716,-0.820067,0.568482,Swing,Stance,0.000000,0.000000
81,5.688417,0.005732,2.23921,0.99043,0.91000,0.82000,1.00000,-0.00379,0,1,1,0,0,-0.108252,0.019486,-0.221522,0.013979,0.019559,0.039735,0.000000,0.649250,-0.135181,-0.891141,-0.433122,0.051230,-0.856820,0.513064,Swing,Stance,0.000000,0.000000
82,5.708187,0.005274,2.33055,1.00084,0.91000,0.82000,1.00000,-0.01294,0,1,1,0,0,-0.102275,0.023092,-0.228687,0.011203,0.017403,0.018785,0.000000,0.625788,-0.119574,-0.882668,-0.454532,0.040850,-0.885906,0.462062,Swing,Stance,0.000000,0.000000
83,5.727780,0.005184,2.46826,1.01269,0.86840,0.82000,0.91681,-0.02543,0,0,1,0,0,-0.095650,0.024059,-0.243109,0.010209,0.013364,-0.008440,0.000000,0.000000,-0.103158,-0.870889,-0.480532,0.033745,-0.913771,0.404827,Swing,Swing,0.000000,0.120000
84,5.747719,0.005338,2.65918,1.02701,0.68854,0.82000,0.55707,-0.03792,0,0,1,0,0,-0.090416,0.024141,-0.260447,0.013660,0.002143,-0.046170,0.000000,0.000000,-0.089509,-0.857175,-0.507188,0.030689,-0.960340,0.277138,Swing,Swing,0.000000,0.100215
85,5.768659,0.005864,2.90197,1.04451,0.82000,0.82000,0.82000,-0.04898,0,0,1,0,0,-0.082968,0.027373,-0.278188,0.019023,0.010116,-0.089679,0.000000,0.000000,-0.071132,-0.840686,-0.536831,0.036136,-0.982842,0.180876,Swing,Swing,0.000000,0.079801
86,5.787910,0.005084,3.14947,1.06251,0.82000,0.82000,0.82000,-0.05757,0,0,1,0,0,-0.075745,0.036905,-0.291596,0.026919,0.020576,-0.124332,0.000000,0.000000,-0.052634,-0.822171,-0.566802,0.050821,-0.994254,0.094219,Swing,Swing,0.000000,0.059771
87,5.805550,0.004732,3.39008,1.08038,0.82000,0.82000,0.82000,-0.06270,0,0,1,0,0,-0.066391,0.047380,-0.307536,0.035859,0.031825,-0.161009,0.000000,0.000000,-0.034202,-0.803330,-0.594552,0.067616,-0.997700,-0.004791,Swing,Swing,0.000000,0.041779
88,5.830180,0.005680,3.72483,1.10650,0.56030,0.56030,0.56030,-0.06100,0,0,1,0,0,-0.059393,0.064188,-0.311492,0.050491,0.047195,-0.190138,0.000000,0.000000,-0.035889,-0.801105,-0.597447,0.096101,-0.989081,-0.111728,Swing,Swing,0.000000,0.018097
89,5.852490,0.006730,4.02518,1.13085,0.18816,0.17374,0.20258,-0.05305,0,0,1,0,0,-0.067759,0.038534,-0.247947,0.075426,0.040857,-0.183030,0.000000,0.000000,-0.088740,-0.909513,-0.406093,0.135759,-0.985139,-0.105221,Swing,Swing,0.000000,0.000000
90,5.866646,0.004926,4.21741,1.14666,0.35783,0.22290,0.49276,-0.04568,0,1,1,0,0,-0.064886,0.028021,-0.225266,0.087476,0.033603,-0.185089,0.000000,0.631269,-0.097136,-0.934174,-0.343343,0.141763,-0.970118,-0.196913,Swing,Stance,0.000000,0.000000
91,5.889237,0.004940,4.49095,1.17093,0.72026,0.53729,0.90324,-0.03484,0,1,1,0,0,-0.039190,0.100399,-0.339183,0.080902,0.062103,-0.262259,0.000000,0.850510,-0.000001,-0.744878,-0.667200,0.089809,-0.829825,-0.550750,Swing,Stance,0.000000,0.000000
