frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.545987,0.052031,0.87870,0.80886,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.105051,0.056004,-0.061660,0.103221,0.007029,0.020928,0.000000,0.000000,-0.260668,-0.918630,0.296936,0.177900,-0.972300,0.151605,Stance,Stance,0.000000,0.000000,-1269438207,31.578880,0,0,0.000000,XBot Walk Neutral,0.890194,Walking,0.109806,0
1,3.569234,0.023247,1.26653,0.84514,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.090688,0.032267,-0.099053,0.108263,0.004312,0.094618,0.000000,0.000000,-0.236603,-0.966775,0.096770,0.187566,-0.944138,0.270968,Swing,Swing,0.000000,0.000000,-1269438207,31.667910,0,0,0.000000,XBot Walk Neutral,0.560649,Walking,0.439351,0
2,3.592448,0.023213,1.66839,0.88379,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.083005,0.022383,-0.131518,0.108051,0.003140,0.138270,0.000000,0.000000,-0.215356,-0.976081,-0.029800,0.188702,-0.916740,0.352108,Swing,Swing,0.000000,0.000000,-1269438207,31.697390,0,0,0.000000,XBot Walk Neutral,0.366735,Walking,0.633265,0
3,3.609887,0.017439,1.97684,0.91339,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.072047,0.013590,-0.170892,0.104412,0.003557,0.183907,0.000000,0.000000,-0.178434,-0.967387,-0.179789,0.177969,-0.870145,0.459539,Swing,Swing,0.000000,0.000000,-1269438207,31.721040,0,0,0.000000,XBot Walk Neutral,0.165807,Walking,0.834193,0
4,3.629025,0.019138,2.32958,0.94636,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.060646,0.009239,-0.204460,0.097780,0.010040,0.226322,0.000000,0.000000,-0.138229,-0.941679,-0.306811,0.155114,-0.806089,0.571104,Swing,Swing,0.000000,0.000000,-1269438207,31.736620,0,0,0.000000,XBot Walk Neutral,0.011580,Walking,0.988420,0
5,3.647249,0.018224,2.66976,0.97776,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.056923,0.018921,-0.219086,0.097491,0.011166,0.223176,0.000000,0.000000,-0.124640,-0.927206,-0.353207,0.145990,-0.799367,0.582837,Swing,Swing,0.000000,0.000000,-1269438207,31.754150,0,0,0.000000,Walking,0.917604,Walking,0.082396,0
6,3.665696,0.018447,3.00780,1.00906,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.054572,0.030013,-0.229969,0.098434,0.011078,0.213743,0.000000,0.000000,-0.117823,-0.916626,-0.381989,0.141063,-0.804342,0.577179,Swing,Swing,0.000000,0.000000,-1269438207,31.771400,0,0,0.000000,Walking,0.832560,Walking,0.167440,0
7,3.680892,0.015195,3.27409,1.03413,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.055624,0.045366,-0.236278,0.101289,0.012607,0.203678,0.000000,0.000000,-0.136469,-0.925872,-0.352331,0.142089,-0.809161,0.570148,Swing,Swing,0.000000,0.000000,-1269438207,31.789410,0,0,0.000000,Walking,0.748051,Walking,0.251949,0
8,3.698436,0.017545,3.55119,1.06154,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.058499,0.059580,-0.237387,0.104346,0.013528,0.194199,0.000000,0.000000,-0.160575,-0.938595,-0.305376,0.146496,-0.815514,0.559889,Swing,Swing,0.000000,0.000000,-1269438207,31.804620,0,0,0.000000,Walking,0.681477,Walking,0.318523,0
9,3.715651,0.017215,3.78794,1.08641,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.061476,0.071412,-0.235522,0.107494,0.013312,0.181445,0.000000,0.000000,-0.177734,-0.947497,-0.265819,0.154673,-0.829133,0.537228,Swing,Swing,0.000000,0.000000,-1269438207,31.822640,0,0,0.000000,Walking,0.612203,Walking,0.387797,0
10,3.732992,0.017341,3.97079,1.10366,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.065063,0.080503,-0.230210,0.110171,0.012989,0.167142,0.000000,0.000000,-0.193377,-0.955377,-0.223294,0.162484,-0.844523,0.510275,Swing,Swing,0.000000,0.000000,-1269438207,31.840740,0,0,0.000000,Walking,0.553015,Walking,0.446986,0
11,3.755948,0.022956,4.09859,1.10797,0.00000,0.00000,0.00000,0.00000,0,0,1,1137294,1,-0.069986,0.087889,-0.220635,0.111939,0.013125,0.151083,0.000000,0.000000,-0.213751,-0.962538,-0.166829,0.164818,-0.857236,0.487834,Swing,Swing,0.000000,0.000000,-1269438207,31.859260,0,0,0.000000,Walking,0.507302,Walking,0.492698,0
