schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.202023,56.412780,-0.145051,0.306039,56.985690,0.029492,-0.041233,0.999141,-0.004026,-0.197313,0.275444,-0.940850,-0.207144,56.447600,-0.146110,0.297185,56.996190,-0.002782,1785933915,4299262,1,1,1.164561,0.246825,0.578970,-0.040041,0.107713,-0.190560,1.158944,0.247873,1.015133,-0.009307,-0.130806,-0.091715,-0.201527,56.883760,-0.145062,0.305779,56.738330,0.029504,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652200,163.769700,128.449700,91.160660,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,5.363612,0,Walking Backwards,0.363612,0.863612,0.091295,54.318890,6.018001,-0.340817,54.230190,5.804688,-0.002317,0.994192,0.107597,-0.002317,0.994192,0.107597,0.095734,54.319560,5.987998,-0.338026,54.229020,5.793517,0,0,0,0,0.095734,54.319560,5.987998,-0.338026,54.229020,5.793517,0.091295,54.318890,6.018001,-0.340817,54.230190,5.804688,0.091295,54.318890,6.018001,-0.340817,54.230190,5.804688,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.108800,164.060700,123.993000,87.934170,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,29.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.198741,56.412930,-0.144207,0.309362,56.985290,0.030345,-0.041233,0.999141,-0.004026,-0.190912,0.278116,-0.941384,-0.203956,56.447730,-0.145307,0.300704,56.995700,-0.002169,1785933915,4299262,1,1,1.161373,0.247628,0.579105,-0.038301,0.107142,-0.190837,1.155630,0.248724,1.014336,-0.006902,-0.131372,-0.091200,-0.198213,56.882970,-0.144211,0.309084,56.737490,0.030353,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.651900,163.769700,128.449700,91.160690,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,6,0.200000,0.033333,-1269438207,5.517531,0,Walking Backwards,0.517531,0.017531,0.089819,54.317880,6.025699,-0.340749,54.231190,5.878116,-0.002330,0.994127,0.108198,-0.002330,0.994127,0.108198,0.092823,54.318810,6.008516,-0.339577,54.230060,5.824542,0,0,0,0,0.092823,54.318810,6.008516,-0.339577,54.230060,5.824542,0.089819,54.317880,6.025699,-0.340749,54.231190,5.878116,0.089819,54.317880,6.025699,-0.340749,54.231190,5.878116,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.814800,161.888400,124.034400,92.382720,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,7,0.233333,0.033333,-1269438207,30.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.195302,56.413070,-0.143311,0.312824,56.988030,0.031246,-0.041233,0.999141,-0.004026,-0.178593,0.278903,-0.943566,-0.200662,56.447880,-0.144463,0.304383,56.996330,-0.001499,1785933915,4299262,1,1,1.158078,0.248472,0.579245,-0.036553,0.107719,-0.191261,1.152176,0.249625,1.013634,-0.004389,-0.131756,-0.090615,-0.194758,56.882260,-0.143309,0.312533,56.736770,0.031252,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652100,163.769700,128.449600,91.160690,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,7,0.233333,0.033333,-1269438207,5.669744,0,Walking Backwards,0.669744,0.169744,0.097042,54.320750,6.033607,-0.339577,54.221910,5.950504,-0.002336,0.994094,0.108500,-0.002336,0.994094,0.108500,0.093522,54.319250,6.021449,-0.339876,54.227740,5.874487,0,0,0,0,0.093522,54.319250,6.021449,-0.339876,54.227740,5.874487,0.097042,54.320750,6.033607,-0.339577,54.221910,5.950504,0.097042,54.320750,6.033607,-0.339577,54.221910,5.950504,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.908200,162.416600,124.264300,94.241520,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,8,0.266667,0.033333,-1269438207,30.969750,0,XBot Walk Neutral,0.969746,0.469746,-0.191820,56.413220,-0.142198,0.316286,56.987710,0.032004,-0.041233,0.999141,-0.004026,-0.172215,0.281238,-0.944059,-0.197272,56.448020,-0.143516,0.308148,56.997070,-0.000806,1785933915,4299262,1,1,1.154689,0.249419,0.579389,-0.034797,0.108469,-0.191645,1.148660,0.250747,1.013142,-0.001910,-0.132127,-0.090141,-0.191243,56.881770,-0.142187,0.315976,56.736050,0.032005,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.615700,163.774800,128.450100,91.167760,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,8,0.266667,0.033333,-1269438207,5.820277,0,Walking Backwards,0.820277,0.320277,0.103502,54.313720,6.047732,-0.340883,54.223120,5.964555,-0.002350,0.994027,0.109110,-0.002350,0.994027,0.109110,0.097486,54.317660,6.033331,-0.340304,54.225490,5.919800,0,0,0,0,0.097486,54.317660,6.033331,-0.340304,54.225490,5.919800,0.103502,54.313720,6.047732,-0.340883,54.223120,5.964555,0.103502,54.313720,6.047732,-0.340883,54.223120,5.964555,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.097100,162.570900,122.308900,90.870000,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,9,0.300000,0.033333,-1269438207,31.884090,0,XBot Walk Neutral,0.884092,0.384092,-0.188227,56.413370,-0.140818,0.319787,56.988760,0.032607,-0.041233,0.999141,-0.004026,-0.165222,0.285387,-0.944064,-0.193792,56.448170,-0.142389,0.311908,56.997870,-0.000258,1785933915,4299262,1,1,1.151208,0.250546,0.579537,-0.033068,0.109233,-0.191980,1.145032,0.252137,1.012951,0.000728,-0.132379,-0.089507,-0.187614,56.881580,-0.140798,0.319456,56.735420,0.032603,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.536500,163.787200,128.451000,91.181980,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,9,0.300000,0.033333,-1269438207,5.969088,0,Walking Backwards,0.969088,0.469088,0.094871,54.322210,6.102437,-0.336720,54.226680,5.968299,-0.002363,0.993959,0.109727,-0.002363,0.993959,0.109727,0.097885,54.318440,6.059888,-0.339225,54.225330,5.947078,0,0,0,0,0.097885,54.318440,6.059888,-0.339225,54.225330,5.947078,0.094871,54.322210,6.102437,-0.336720,54.226680,5.968299,0.094871,54.322210,6.102437,-0.336720,54.226680,5.968299,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.745900,162.741100,124.958400,90.754030,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,10,0.333333,0.033333,-1269438207,32.744850,0,XBot Walk Neutral,0.744854,0.244854,-0.184460,56.413530,-0.139450,0.323460,56.992330,0.033374,-0.041233,0.999141,-0.004026,-0.152254,0.285150,-0.946313,-0.190189,56.448320,-0.141126,0.315741,56.999600,-0.000042,1785933915,4299262,1,1,1.147606,0.251809,0.579690,-0.031320,0.111068,-0.192344,1.141247,0.253509,1.012718,0.003723,-0.132244,-0.088186,-0.183829,56.881350,-0.139426,0.323113,56.734830,0.033367,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.471200,163.801200,128.451800,91.189960,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,10,0.333333,0.033333,-1269438207,6.116206,0,Walking Backwards,0.116206,0.616206,0.092354,54.322810,6.179749,-0.339982,54.229490,5.976708,-0.002370,0.993925,0.110037,-0.002370,0.993925,0.110037,0.095595,54.320560,6.109181,-0.338999,54.226920,5.962767,0,0,0,0,0.095595,54.320560,6.109181,-0.338999,54.226920,5.962767,0.092354,54.322810,6.179749,-0.339982,54.229490,5.976708,0.092354,54.322810,6.179749,-0.339982,54.229490,5.976708,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.703200,161.931300,128.266200,90.944770,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,11,0.366667,0.033333,-1269438207,33.562380,0,XBot Walk Neutral,0.562382,0.062382,-0.180632,56.413700,-0.138477,0.327327,56.994620,0.034482,-0.041233,0.999141,-0.004026,-0.146361,0.286698,-0.946775,-0.186474,56.448480,-0.139932,0.319897,57.001840,0.000795,1785933915,4299262,1,1,1.143891,0.253003,0.579848,-0.029612,0.113576,-0.192614,1.137382,0.254492,1.012260,0.006467,-0.132052,-0.087194,-0.179964,56.880890,-0.138442,0.326956,56.734330,0.034470,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.475200,163.809100,128.451700,91.181280,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,11,0.366667,0.033333,-1269438207,6.261659,0,Walking Backwards,0.261659,0.761659,0.090259,54.314870,6.207134,-0.345270,54.230760,5.978146,-0.002384,0.993855,0.110664,-0.002384,0.993855,0.110664,0.093094,54.319180,6.157437,-0.341242,54.228750,5.971497,0,0,0,0,0.093094,54.319180,6.157437,-0.341242,54.228750,5.971497,0.090259,54.314870,6.207134,-0.345270,54.230760,5.978146,0.090259,54.314870,6.207134,-0.345270,54.230760,5.978146,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.250100,163.177800,125.152500,90.705510,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,12,0.400000,0.033333,-1269438207,34.347950,0,XBot Walk Neutral,0.347946,0.847946,-0.176683,56.413860,-0.137861,0.331446,56.997480,0.035936,-0.041233,0.999141,-0.004026,-0.140771,0.288367,-0.947116,-0.182653,56.448640,-0.138973,0.324167,57.004410,0.002004,1785933915,4299262,1,1,1.140070,0.253962,0.580010,-0.027946,0.116425,-0.192758,1.133396,0.255118,1.011471,0.009364,-0.131753,-0.085974,-0.175979,56.880100,-0.137817,0.331047,56.733870,0.035918,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.551100,163.804600,128.450700,91.160740,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,12,0.400000,0.033333,-1269438207,6.405405,0,Walking Backwards,0.405405,0.905405,0.084743,54.316310,6.212361,-0.345337,54.232560,6.008498,-0.002397,0.993784,0.111296,-0.002397,0.993784,0.111296,0.089621,54.317430,6.187901,-0.343441,54.230510,5.985766,0,0,0,0,0.089621,54.317430,6.187901,-0.343441,54.230510,5.985766,0.084743,54.316310,6.212361,-0.345337,54.232560,6.008498,0.084743,54.316310,6.212361,-0.345337,54.232560,6.008498,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.814200,164.253400,123.605700,88.753010,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,13,0.433333,0.033333,-1269438207,35.111070,0,XBot Walk Neutral,0.111069,0.611069,-0.172548,56.414030,-0.137242,0.335778,57.002220,0.037357,-0.041233,0.999141,-0.004026,-0.127048,0.288224,-0.949097,-0.178697,56.448810,-0.138202,0.328666,57.007770,0.003324,1785933915,4299262,1,1,1.136114,0.254733,0.580176,-0.026227,0.120113,-0.193034,1.129242,0.255743,1.010544,0.012462,-0.131444,-0.084779,-0.171825,56.879170,-0.137192,0.335360,56.733370,0.037336,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.638000,163.784200,128.449700,91.151670,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,13,0.433333,0.033333,-1269438207,6.547473,0,Walking Backwards,0.547473,0.047473,0.086474,54.317560,6.224257,-0.346062,54.230320,6.093688,-0.002404,0.993749,0.111615,-0.002404,0.993749,0.111615,0.087500,54.317140,6.206640,-0.344813,54.230920,6.026892,0,0,0,0,0.087500,54.317140,6.206640,-0.344813,54.230920,6.026892,0.086474,54.317560,6.224257,-0.346062,54.230320,6.093688,0.086474,54.317560,6.224257,-0.346062,54.230320,6.093688,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.903100,161.435000,123.753200,93.399470,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,14,0.466667,0.033333,-1269438207,35.858970,0,XBot Walk Neutral,0.858967,0.358967,-0.167328,56.414250,-0.136275,0.340871,57.000710,0.037031,-0.041233,0.999141,-0.004026,-0.115131,0.288415,-0.950559,-0.174276,56.448990,-0.137405,0.333850,57.009710,0.003843,1785933915,4299262,1,1,1.131693,0.255530,0.580361,-0.024080,0.122464,-0.193364,1.123977,0.256717,1.010571,0.016175,-0.131507,-0.085082,-0.166560,56.879200,-0.136218,0.340428,56.732760,0.037005,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.518900,163.790100,128.451200,91.184730,NaN,NaN,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,14,0.466667,0.033333,-1269438207,6.672893,0,Walking Backwards,0.672893,0.172893,0.095535,54.317240,6.225286,-0.344150,54.220680,6.159204,-0.002418,0.993676,0.112258,-0.002418,0.993676,0.112258,0.089859,54.317210,6.217309,-0.344891,54.227930,6.076802,0,0,0,0,0.089859,54.317210,6.217309,-0.344891,54.227930,6.076802,0.095535,54.317240,6.225286,-0.344150,54.220680,6.159204,0.095535,54.317240,6.225286,-0.344150,54.220680,6.159204,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.594200,162.055200,122.926400,94.953450,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,15,0.500000,0.033333,-1269438207,36.194150,0,XBot Walk Neutral,0.194145,0.694145,-0.164825,56.414510,-0.097570,0.349592,56.966080,0.034714,-0.041233,0.999141,-0.004026,-0.062613,0.299430,-0.952062,-0.170336,56.449210,-0.123810,0.341650,56.999080,0.006232,1785933915,4299262,1,1,1.127753,0.269125,0.580579,-0.018608,0.111972,-0.192585,1.121428,0.295503,0.997978,0.023350,-0.133573,-0.089045,-0.164011,56.866610,-0.097432,0.349168,56.730920,0.034649,0.000000,0.000000,0,0,Swing,Swing,0.000000,118.476500,163.830700,126.092600,91.943820,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,15,0.500000,0.033333,-1269438207,6.783193,0,Walking Backwards,0.783193,0.283193,0.115952,54.305980,6.209227,-0.336325,54.217300,6.167868,-0.002271,0.993630,0.112670,-0.002271,0.993630,0.112670,0.099732,54.313440,6.216769,-0.342029,54.223450,6.122441,0,0,0,0,0.099732,54.313440,6.216769,-0.342029,54.223450,6.122441,0.115952,54.305980,6.209227,-0.336325,54.217300,6.167868,0.115952,54.305980,6.209227,-0.336325,54.217300,6.167868,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,121.595500,162.626200,121.531800,91.217670,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,16,0.533333,0.033333,-1269438207,36.340580,1,XBot Walk Neutral,0.340584,0.840584,-0.151429,56.415180,-0.067805,0.392424,57.122440,0.094482,-0.041233,0.999141,-0.004026,0.023256,0.304842,-0.952119,-0.163475,56.449590,-0.099765,0.364067,57.040760,0.033225,1785933915,4299262,1,1,1.120892,0.293170,0.580959,-0.008578,0.156159,-0.192985,1.108017,0.325404,0.978581,0.059453,-0.110605,-0.039701,-0.150600,56.847210,-0.067530,0.391676,56.732860,0.094246,0.000000,0.000000,0,0,Swing,Swing,0.000000,121.710000,161.807700,121.977200,96.000790,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,16,0.533333,0.033333,-1269438207,6.888165,1,Walking Backwards,0.888166,0.388166,0.118554,54.293640,6.282578,-0.339363,54.233640,6.083830,-0.002161,0.993618,0.112780,-0.002161,0.993618,0.112780,0.109448,54.305290,6.237732,-0.339998,54.225540,6.120506,0,0,0,0,0.109448,54.305290,6.237732,-0.339998,54.225540,6.120506,0.118554,54.293640,6.282578,-0.339363,54.233640,6.083830,0.118554,54.293640,6.282578,-0.339363,54.233640,6.083830,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,124.014400,161.118700,118.896200,90.245410,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,17,0.566667,0.033333,-1269438207,36.420460,1,none,0.420464,0.920464,-0.137914,56.416050,0.009082,0.393522,57.149400,0.145134,-0.041233,0.999141,-0.004026,-0.047222,0.520542,-0.852529,-0.153107,56.450190,-0.056102,0.381794,57.087090,0.078147,1785933915,4299262,1,1,1.110524,0.336833,0.581563,-0.007147,0.206103,-0.191109,1.094346,0.402791,0.991303,0.054387,-0.096618,-0.003873,-0.136929,56.859930,0.009856,0.392596,56.732160,0.144418,0.000000,0.000000,0,0,Swing,Swing,0.000000,119.612300,162.956500,124.212200,93.645170,NaN,NaN,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,17,0.566667,0.033333,-1426611571,0.077273,0,XBot Walk Neutral,0.077273,0.577273,0.105686,54.269230,6.372581,-0.336272,54.246200,5.998436,-0.001898,0.993593,0.113002,-0.001898,0.993593,0.113002,0.110341,54.292220,6.285988,-0.338463,54.233930,6.073583,0,0,0,0,0.110341,54.292220,6.285988,-0.338463,54.233930,6.073583,0.105686,54.269230,6.372581,-0.336272,54.246200,5.998436,0.105686,54.269230,6.372581,-0.336272,54.246200,5.998436,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,127.925800,159.605400,117.719200,90.424370,NaN,NaN,0,0,none,1,0,0,DefaultContact
