frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,0.825739,0.113169,0.68342,0.92383,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108305,0.065441,-0.058374,0.100815,0.005580,0.013978,-0.271871,-0.898999,0.343349,0.172548,-0.977125,0.124311,Stance,Stance,-1269438207,10.267990
1,0.853532,0.027794,0.87497,0.90766,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.109496,0.061151,-0.047861,0.099699,0.005136,0.006075,-0.269336,-0.893819,0.358532,0.171272,-0.979859,0.102674,Swing,Swing,-1269438207,0.022004
2,0.873157,0.019625,1.00536,0.90103,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112458,0.045622,-0.013218,0.096915,0.004234,-0.015301,-0.259866,-0.882688,0.391575,0.168894,-0.984716,0.042536,Swing,Swing,-1269438207,0.075586
3,0.895207,0.022050,1.15330,0.89852,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114489,0.034125,0.015685,0.095305,0.003581,-0.034172,-0.251454,-0.877056,0.409321,0.169098,-0.985571,-0.007504,Swing,Swing,-1269438207,0.108575
4,0.920052,0.024845,1.33245,0.90086,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.117277,0.023644,0.050711,0.093455,0.002367,-0.056903,-0.241960,-0.869851,0.429900,0.168973,-0.983628,-0.062638,Swing,Swing,-1269438207,0.141054
5,0.944283,0.024231,1.51923,0.90647,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.120471,0.017538,0.091949,0.091043,0.000411,-0.085529,-0.229714,-0.851343,0.471642,0.168266,-0.977815,-0.124760,Swing,Swing,-1269438207,0.173049
6,0.964715,0.020433,1.67940,0.91250,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.121005,0.015477,0.129685,0.087201,-0.001488,-0.117206,-0.216151,-0.821871,0.527074,0.164411,-0.967675,-0.191246,Swing,Swing,-1269438207,0.200749
7,0.987154,0.022438,1.85439,0.91974,0.05108,0.00000,-0.00576,1,0,1785933915,1,-0.118567,0.006605,0.149521,0.082451,-0.006026,-0.145205,-0.206669,-0.806617,0.553766,0.157879,-0.955106,-0.250693,Capture,Swing,-1269438207,0.222105
8,1.006122,0.018968,1.99626,0.92582,0.10718,0.00000,-0.01880,1,0,1785933915,1,-0.113996,-0.010344,0.148659,0.076872,-0.006097,-0.175882,-0.199281,-0.819678,0.537044,0.151737,-0.936783,-0.315299,Stance,Swing,-1269438207,0.243590
9,1.028451,0.022329,2.15065,0.93249,0.15460,0.00000,-0.03101,1,0,1785933915,1,-0.110680,-0.023651,0.132531,0.071807,0.001433,-0.200041,-0.197158,-0.845592,0.496088,0.145682,-0.918868,-0.366686,Stance,Swing,-1269438207,0.260616
10,1.047810,0.019360,2.27050,0.93761,0.09877,0.00000,-0.04421,0,0,1785933915,1,-0.110636,-0.017233,0.153890,0.071620,0.008838,-0.210685,-0.193785,-0.814440,0.546933,0.146050,-0.909885,-0.388303,Swing,Swing,-1269438207,0.280766
11,1.065847,0.018036,2.36943,0.94176,0.05038,0.00000,-0.05355,0,0,1785933915,1,-0.111131,-0.013883,0.162090,0.072274,0.015423,-0.217020,-0.192228,-0.800967,0.567010,0.148658,-0.905902,-0.396537,Swing,Swing,-1269438207,0.298332
12,1.086204,0.020357,2.46633,0.94572,0.00528,0.00000,-0.05495,0,0,1785933915,1,-0.111840,-0.012005,0.159262,0.073533,0.023344,-0.220964,-0.191865,-0.804604,0.561962,0.153166,-0.905923,-0.394772,Swing,Swing,-1269438207,0.314770
13,1.105190,0.018987,2.54323,0.94877,0.00000,0.00000,-0.04794,0,0,1785933915,1,-0.112681,-0.008822,0.143855,0.075951,0.034311,-0.223607,-0.194118,-0.812518,0.549667,0.160206,-0.909473,-0.383658,Swing,Swing,-1269438207,0.333401
14,1.122967,0.017777,2.60445,0.95112,0.00000,0.00000,-0.03897,0,0,1785933915,1,-0.113124,-0.004311,0.127217,0.079423,0.043926,-0.223498,-0.196285,-0.817635,0.541244,0.169212,-0.916545,-0.362371,Swing,Swing,-1269438207,0.350834
15,1.139786,0.016819,2.65377,0.95295,0.00000,0.00000,-0.03076,0,0,1785933915,1,-0.113095,-0.000981,0.111933,0.085076,0.050043,-0.216832,-0.198517,-0.829600,0.521876,0.184443,-0.929385,-0.319725,Swing,Swing,-1269438207,0.367196
16,1.159125,0.019340,2.70140,0.95466,0.00000,0.00000,-0.02397,0,0,1785933915,1,-0.112417,0.001490,0.097478,0.091485,0.054499,-0.205148,-0.199904,-0.846511,0.493413,0.201467,-0.943280,-0.263884,Swing,Swing,-1269438207,0.382707
17,1.183297,0.024171,2.74927,0.95631,0.00000,0.00000,-0.01758,0,0,1785933915,1,-0.110368,0.002924,0.076315,0.098032,0.058068,-0.189462,-0.199504,-0.874816,0.441470,0.216293,-0.956090,-0.197763,Swing,Swing,-1269438207,0.400574
18,1.207701,0.024404,2.78650,0.95752,0.00000,0.00000,-0.01163,0,0,1785933915,1,-0.106912,0.004901,0.058726,0.105406,0.059111,-0.165945,-0.196236,-0.900996,0.386907,0.229790,-0.967394,-0.106519,Swing,Swing,-1269438207,0.422943
19,1.229066,0.021365,2.81224,0.95832,0.00000,0.00000,-0.00750,0,0,1785933915,1,-0.102791,0.005625,0.038721,0.111747,0.057619,-0.135365,-0.193295,-0.928773,0.316257,0.237527,-0.971380,-0.001325,Swing,Swing,-1269438207,0.445557
20,1.246941,0.017874,2.82962,0.95885,0.00000,0.00000,-0.00504,0,0,1785933915,1,-0.098291,0.005901,0.019762,0.116500,0.054408,-0.106401,-0.187202,-0.950615,0.247562,0.239749,-0.967294,0.082839,Swing,Swing,-1269438207,0.465372
21,1.267432,0.020492,2.84544,0.95929,0.00000,0.00000,-0.00359,0,0,1785933915,1,-0.094042,0.006319,0.002830,0.119651,0.050429,-0.080460,-0.179706,-0.965617,0.187857,0.238394,-0.959978,0.147004,Swing,Swing,-1269438207,0.481958
22,1.291952,0.024520,2.86015,0.95969,0.00000,0.00000,-0.00241,0,0,1785933915,1,-0.089745,0.007254,-0.015236,0.122430,0.044843,-0.048800,-0.170826,-0.977239,0.125784,0.233969,-0.948401,0.213998,Swing,Swing,-1269438207,0.500981
23,1.312306,0.020354,2.86962,0.95994,0.00000,0.00000,-0.00148,0,0,1785933915,1,-0.085325,0.008459,-0.035625,0.123847,0.037491,-0.009074,-0.161371,-0.985266,0.056653,0.225110,-0.932427,0.282677,Swing,Swing,-1269438207,0.523754
24,1.331698,0.019392,2.87679,0.96012,0.00000,0.00000,-0.00099,0,0,1785933915,1,-0.082705,0.009288,-0.051936,0.123439,0.031435,0.025080,-0.155670,-0.987808,0.001127,0.216506,-0.918973,0.329565,Swing,Swing,-1269438207,0.542662
25,1.353680,0.021983,2.88317,0.96027,0.00000,0.00000,-0.00067,0,0,1785933915,1,-0.080558,0.009788,-0.067290,0.121867,0.026459,0.056336,-0.149220,-0.987484,-0.051078,0.208837,-0.908273,0.362529,Swing,Swing,-1269438207,0.560680
26,1.371091,0.017411,2.88715,0.96036,0.00000,0.05496,-0.00701,0,1,1785933915,1,-0.078640,0.006820,-0.083760,0.119406,0.017408,0.082011,-0.142554,-0.983961,-0.107233,0.203041,-0.906970,0.369027,Swing,Capture,-1269438207,0.581108
27,1.392133,0.021042,2.89095,0.96044,0.00000,0.09848,-0.01703,0,1,1785933915,1,-0.077133,0.001557,-0.095761,0.117118,0.006301,0.089253,-0.139011,-0.979554,-0.145433,0.199778,-0.917140,0.344882,Swing,Stance,-1269438207,0.597289
28,1.410395,0.018262,2.89352,0.96049,0.00000,0.15109,-0.03067,0,1,1785933915,1,-0.075559,-0.005798,-0.109866,0.113786,-0.009450,0.085022,-0.138597,-0.973820,-0.180182,0.196484,-0.935071,0.295020,Swing,Stance,-1269438207,0.616846
29,1.427965,0.017571,2.89547,0.96053,0.00000,0.10543,-0.04172,0,0,1785933915,1,-0.074537,-0.011634,-0.121719,0.109580,-0.010371,0.134641,-0.143168,-0.969412,-0.199358,0.193414,-0.903552,0.382342,Swing,Swing,-1269438207,0.633821
30,1.446494,0.018529,2.89708,0.96056,0.00000,0.06150,-0.05075,0,0,1785933915,1,-0.073088,-0.016359,-0.133313,0.104695,-0.007059,0.178692,-0.148596,-0.966020,-0.211483,0.188246,-0.875825,0.444403,Swing,Swing,-1269438207,0.650154
31,1.467679,0.021186,2.89846,0.96058,0.00000,0.01518,-0.05267,0,0,1785933915,1,-0.071359,-0.017453,-0.146309,0.101109,-0.000161,0.211855,-0.153909,-0.962970,-0.221363,0.182896,-0.854569,0.486067,Swing,Swing,-1269438207,0.667377
32,1.484115,0.016435,2.89927,0.96059,0.00000,0.00000,-0.04578,0,0,1785933915,1,-0.068395,-0.014015,-0.162114,0.098545,0.003886,0.227177,-0.155294,-0.959649,-0.234431,0.177554,-0.839737,0.513143,Swing,Swing,-1269438207,0.687071
33,1.499265,0.015151,2.89985,0.96059,0.00000,0.00000,-0.03837,0,0,1785933915,1,-0.065559,-0.010402,-0.175068,0.097068,0.005061,0.233091,-0.151711,-0.956479,-0.249261,0.170971,-0.826440,0.536439,Swing,Swing,-1269438207,0.702349
34,1.517877,0.018612,2.90039,0.96060,0.00000,0.00000,-0.03156,0,0,1785933915,1,-0.063239,-0.007019,-0.186324,0.096576,0.004207,0.235631,-0.146503,-0.951448,-0.270711,0.164331,-0.815271,0.555274,Swing,Swing,-1269438207,0.716433
35,1.546438,0.028561,2.90090,0.96059,0.00000,0.00000,-0.02408,0,0,1785933915,1,-0.060414,-0.003469,-0.201370,0.097000,0.000088,0.232785,-0.137064,-0.941535,-0.307774,0.155095,-0.802863,0.575635,Swing,Swing,-1269438207,0.733735
36,1.570808,0.024370,2.90115,0.96059,0.00000,0.00000,-0.01520,0,0,1785933915,1,-0.055931,0.015244,-0.222019,0.097632,0.003613,0.221313,-0.120590,-0.922203,-0.367423,0.143733,-0.800864,0.581342,Swing,Swing,-1269438207,0.760285
37,1.588084,0.017276,2.90126,0.96058,0.00000,0.00000,-0.00996,0,0,1785933915,1,-0.054819,0.034433,-0.233703,0.100031,0.007141,0.208313,-0.126813,-0.920466,-0.369676,0.141025,-0.807334,0.572995,Swing,Swing,-1269438207,0.782940
38,1.605202,0.017118,2.90133,0.96057,0.00000,0.00000,-0.00729,0,0,1785933915,1,-0.057418,0.051103,-0.236702,0.103222,0.009786,0.198513,-0.152370,-0.934457,-0.321827,0.144648,-0.812710,0.564429,Swing,Swing,-1269438207,0.799000
39,1.622588,0.017386,2.90137,0.96056,0.00000,0.00000,-0.00531,0,0,1785933915,1,-0.060270,0.064235,-0.236245,0.106166,0.010873,0.187530,-0.171351,-0.944013,-0.281919,0.150720,-0.822583,0.548306,Swing,Swing,-1269438207,0.814912
40,1.639323,0.016734,2.90136,0.96056,0.00000,0.00000,-0.00382,0,0,1785933915,1,-0.062949,0.073961,-0.233211,0.108821,0.011261,0.175314,-0.184422,-0.951148,-0.247600,0.158883,-0.836593,0.524279,Swing,Swing,-1269438207,0.831074
41,1.653346,0.014023,2.90132,0.96054,0.00000,0.00000,-0.00277,0,0,1785933915,1,-0.066580,0.081774,-0.227305,0.110834,0.011650,0.162432,-0.199692,-0.957856,-0.206485,0.163675,-0.848729,0.502862,Swing,Swing,-1269438207,0.846630
42,1.670195,0.016849,2.90108,0.96051,0.00000,0.00000,-0.00211,0,0,1785933915,1,-0.070103,0.087001,-0.220183,0.111958,0.012108,0.150931,-0.214186,-0.962670,-0.165501,0.164845,-0.857515,0.487333,Swing,Swing,-1269438207,0.859665
43,1.687793,0.017598,2.89867,0.96013,0.00000,0.00000,-0.00151,0,0,1785933915,1,-0.074374,0.091641,-0.209502,0.112761,0.012303,0.137071,-0.229129,-0.967030,-0.111141,0.167017,-0.869870,0.464147,Swing,Swing,-1269438207,0.875327
44,1.705390,0.017597,2.89602,0.95969,0.00000,0.00000,-0.00106,0,0,1785933915,1,-0.078959,0.094146,-0.196148,0.112842,0.012205,0.123603,-0.240618,-0.969337,-0.049890,0.170214,-0.883925,0.435551,Swing,Swing,-1269438207,0.891678
45,1.721341,0.015951,2.89794,0.95971,0.00000,0.00000,-0.00075,0,0,1785933915,1,-0.083618,0.094229,-0.180580,0.113010,0.010766,0.105261,-0.248939,-0.968448,0.011775,0.175569,-0.903657,0.390615,Swing,Swing,-1269438207,0.908021
46,1.736158,0.014817,2.90378,0.96003,0.00000,0.00000,-0.00054,0,0,1785933915,1,-0.087980,0.092044,-0.165264,0.112023,0.010056,0.092162,-0.254170,-0.964832,0.067063,0.177737,-0.917571,0.355632,Swing,Swing,-1269438207,0.922836
47,1.751664,0.015506,2.90992,0.96039,0.00000,0.00000,-0.00040,0,0,1785933915,1,-0.091926,0.088597,-0.149476,0.110720,0.009192,0.078681,-0.257554,-0.959043,0.117913,0.179142,-0.930804,0.318611,Swing,Swing,-1269438207,0.936601
48,1.770808,0.019145,2.91540,0.96073,0.00000,0.00000,-0.00029,0,0,1785933915,1,-0.095892,0.084061,-0.131485,0.108923,0.008289,0.063781,-0.260538,-0.950379,0.170002,0.179683,-0.943979,0.276798,Swing,Swing,-1269438207,0.951013
49,1.788395,0.017587,2.91978,0.96102,0.00000,0.00000,-0.00019,0,0,1785933915,1,-0.100725,0.077826,-0.107253,0.106257,0.007384,0.044780,-0.264302,-0.935844,0.233112,0.178823,-0.958640,0.221430,Swing,Swing,-1269438207,0.968813
50,1.804386,0.015991,2.92267,0.96115,0.00000,0.00000,-0.00013,0,0,1785933915,1,-0.105495,0.070055,-0.079181,0.103296,0.006195,0.025956,-0.268711,-0.915961,0.298011,0.176291,-0.970717,0.163187,Swing,Swing,-1269438207,0.985169
51,1.821118,0.016731,2.92389,0.96107,0.00000,0.00000,-0.00010,0,0,1785933915,1,-0.108392,0.065240,-0.058726,0.100956,0.005480,0.013187,-0.270871,-0.899827,0.341965,0.173122,-0.977214,0.122807,Swing,Swing,-1269438207,1.000042
