frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime,authoredAction,footPolicy,bodyPitch,bodyYaw,bodyRoll
0,25.774570,0.041140,0.01527,0.95753,0.00000,0.00000,0.00000,0,0,0,0,-0.144381,0.017276,0.062589,0.086724,0.031524,0.140014,-0.408147,-0.800410,0.439045,0.032785,-0.701190,0.712221,Jump,Jump,1914514016,0.000000,Fall,FlightIkOff,0.00000,0.00000,0.00000
1,25.800440,0.025871,0.03893,0.91378,0.00000,0.00000,0.00000,0,0,0,0,-0.144723,0.017438,0.063118,0.086392,0.031664,0.140269,-0.408804,-0.799246,0.440551,0.032193,-0.700024,0.713394,Jump,Jump,1914514016,0.003619,Fall,FlightIkOff,-0.04693,-0.00020,0.00274
2,25.820700,0.020255,0.06594,0.88034,0.00000,0.00000,0.00000,0,0,0,0,-0.145504,0.017709,0.063438,0.085998,0.031686,0.139906,-0.410601,-0.797528,0.441992,0.031877,-0.700254,0.713182,Jump,Jump,1914514016,0.005895,Fall,FlightIkOff,-0.10609,-0.00039,0.00459
3,25.840790,0.020092,0.09903,0.85057,0.00000,0.00000,0.00000,0,0,0,0,-0.146181,0.017868,0.063681,0.085425,0.031731,0.140017,-0.412048,-0.796110,0.443198,0.030941,-0.699721,0.713746,Jump,Jump,1914514016,0.007677,Fall,FlightIkOff,-0.15146,-0.00051,0.00535
4,25.862620,0.021831,0.14108,0.82349,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.143125,0.022471,0.077580,0.120505,0.010307,0.084226,-0.358438,-0.827570,0.432030,0.209588,-0.841744,0.497534,Jump,Jump,1914514016,0.009445,Fall,FlightIkOff,-0.18444,-0.00061,0.00550
5,25.883910,0.021291,0.18687,0.80274,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.139860,0.025288,0.103380,0.158251,0.006442,0.040329,-0.307851,-0.827494,0.469555,0.365511,-0.870100,0.330649,Jump,Jump,1914514016,0.011366,Fall,FlightIkOff,-0.20905,-0.00069,0.00502
6,25.902590,0.018680,0.23019,0.78891,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.127634,0.024812,0.130044,0.201077,0.009787,-0.020212,-0.201645,-0.751772,0.627837,0.569198,-0.794607,0.211221,Jump,Jump,1914514016,0.013239,Fall,FlightIkOff,-0.22470,-0.00076,0.00466
7,25.920730,0.018141,0.27492,0.77905,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.119042,0.025884,0.137902,0.219847,0.015773,-0.037441,-0.100539,-0.622551,0.776094,0.718124,-0.647200,0.255793,Jump,Jump,558702772,0.242594,Fall,FlightIkOff,-0.23574,-0.00080,0.00437
8,25.941350,0.020614,0.33704,0.77291,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114139,0.030356,0.140760,0.224642,0.020508,-0.027796,-0.038824,-0.470909,0.881327,0.785982,-0.493627,0.372244,Jump,Jump,558702772,0.249850,SoftLanding,AuthoredContact,-0.24607,-0.00083,0.00421
9,25.960890,0.019544,0.41685,0.77302,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.107628,0.036895,0.143151,0.227491,0.024113,-0.021894,0.016799,-0.295316,0.955252,0.825586,-0.333309,0.455316,Jump,Jump,558702772,0.258096,SoftLanding,AuthoredContact,-0.42990,-0.00096,-0.01214
10,25.980120,0.019225,0.51419,0.77795,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.101046,0.042011,0.143451,0.229482,0.024549,-0.021536,0.055335,-0.147303,0.987542,0.844188,-0.210362,0.493047,Jump,Jump,558702772,0.265913,SoftLanding,AuthoredContact,-0.81716,-0.00119,-0.03459
