frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,22.390460,0.038364,-0.12500,0.78538,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.109956,0.062516,-0.055736,0.101823,0.005326,0.016917,-0.271925,-0.898561,0.344450,0.174368,-0.974645,0.140222,Swing,Swing,-1269438207,0.016486
1,22.410070,0.019611,-0.07639,0.77224,0.00000,0.09591,-0.01555,0,1,1785933915,1,-0.108944,0.053178,-0.062092,0.104360,-0.004211,0.017471,-0.273722,-0.905912,0.323110,0.173940,-0.976970,0.123589,Swing,Capture,-1269438207,0.300059
2,22.424900,0.014839,-0.02184,0.76612,0.00000,0.14494,-0.02787,0,1,1785933915,1,-0.108218,0.048681,-0.055392,0.102174,-0.008476,-0.010385,-0.267355,-0.900482,0.343007,0.168104,-0.984237,0.054941,Swing,Stance,-1269438207,0.494479
3,22.440840,0.015934,0.05541,0.76368,0.00000,0.18203,-0.03709,0,1,1785933915,1,-0.109208,0.046286,-0.055201,0.099936,-0.013022,-0.029104,-0.269861,-0.897696,0.348308,0.160263,-0.987072,0.002283,Swing,Stance,-1269438207,0.741220
4,22.459020,0.018180,0.15974,0.76491,0.00000,0.14220,-0.04597,0,0,1785933915,1,-0.108322,0.043135,-0.060174,0.101414,-0.017791,-0.011252,-0.271018,-0.901693,0.336896,0.165710,-0.984986,0.048398,Swing,Swing,-1269438207,0.940571
5,22.483110,0.024096,0.32507,0.77313,0.00000,0.09675,-0.05444,0,0,1785933915,1,-0.109254,0.035117,-0.050308,0.099187,-0.020762,-0.007232,-0.269459,-0.897055,0.350263,0.172290,-0.981955,0.077973,Swing,Swing,-1269438207,1.063414
6,22.504430,0.021313,0.49391,0.78580,0.00000,0.03651,-0.05404,0,0,1785933915,1,-0.113267,0.021225,-0.026401,0.099049,-0.022610,-0.012250,-0.262947,-0.891369,0.369216,0.176014,-0.982500,0.060927,Swing,Swing,-1269438207,1.158524
7,22.525810,0.021386,0.67618,0.80192,0.00000,0.00000,-0.04513,0,0,1785933915,1,-0.118195,0.013974,-0.004962,0.099953,-0.022933,-0.031550,-0.256746,-0.881966,0.395243,0.179492,-0.983664,0.013698,Swing,Swing,-1269438207,1.218276
8,22.548620,0.022809,0.87847,0.82126,0.00000,0.00000,-0.03480,0,0,1785933915,1,-0.118541,0.011691,0.012657,0.100512,-0.016513,-0.061827,-0.250200,-0.876255,0.411797,0.185175,-0.981563,-0.047367,Swing,Swing,-1269438207,1.264448
9,22.571410,0.022789,1.08339,0.84093,0.00000,0.00000,-0.02503,0,0,1785933915,1,-0.118718,0.014996,0.025214,0.099750,-0.003464,-0.094097,-0.244181,-0.872865,0.422472,0.187311,-0.976147,-0.109785,Swing,Swing,-1269438207,1.304087
10,22.590480,0.019066,1.25439,0.85663,0.00000,0.00000,-0.01737,0,0,1785933915,1,-0.118343,0.017412,0.034170,0.098413,0.010112,-0.122844,-0.237701,-0.869774,0.432425,0.188831,-0.969898,-0.153758,Swing,Swing,-1269438207,1.337414
11,22.606460,0.015985,1.39736,0.86903,0.00000,0.00000,-0.01255,0,0,1785933915,1,-0.117096,0.018562,0.039384,0.098509,0.021153,-0.140870,-0.231472,-0.866613,0.442045,0.193468,-0.966746,-0.167248,Swing,Swing,-1269438207,1.362139
12,22.625130,0.018665,1.56433,0.88261,0.00000,0.00000,-0.00946,0,0,1785933915,1,-0.115374,0.017623,0.041579,0.100606,0.030155,-0.148117,-0.225148,-0.871232,0.436191,0.203093,-0.967232,-0.152369,Swing,Swing,-1269438207,1.381117
13,22.650590,0.025467,1.78810,0.89936,0.00000,0.00000,-0.00673,0,0,1785933915,1,-0.112585,0.015715,0.042683,0.103347,0.040287,-0.151391,-0.216421,-0.882849,0.416821,0.213707,-0.968792,-0.125584,Swing,Swing,-1269438207,1.401318
14,22.669820,0.019228,1.94645,0.91035,0.00000,0.00000,-0.00417,0,0,1785933915,1,-0.107802,0.012026,0.042841,0.107646,0.051582,-0.146963,-0.204004,-0.904164,0.375327,0.227019,-0.971405,-0.069527,Swing,Swing,-1269438207,1.426015
15,22.686900,0.017084,2.07616,0.91885,0.00000,0.00000,-0.00288,0,0,1785933915,1,-0.103583,0.008882,0.037412,0.111323,0.057694,-0.135529,-0.195705,-0.925536,0.324166,0.235608,-0.971819,-0.007544,Swing,Swing,-1269438207,1.443405
16,22.706130,0.019223,2.20825,0.92705,0.00000,0.00000,-0.00206,0,0,1785933915,1,-0.099974,0.007630,0.026225,0.115002,0.057506,-0.116896,-0.189807,-0.943386,0.272023,0.239509,-0.969328,0.055126,Swing,Swing,-1269438207,1.458596
17,22.728890,0.022765,2.34426,0.93502,0.00000,0.00000,-0.00141,0,0,1785933915,1,-0.095557,0.007402,0.008703,0.118583,0.053317,-0.090470,-0.182530,-0.960650,0.209369,0.239172,-0.963037,0.123926,Swing,Swing,-1269438207,1.475842
18,22.748720,0.019828,2.44476,0.94058,0.00000,0.00000,-0.00089,0,0,1785933915,1,-0.090741,0.007867,-0.011137,0.121872,0.047092,-0.056671,-0.172994,-0.974894,0.140197,0.235331,-0.951376,0.198754,Swing,Swing,-1269438207,1.496441
19,22.767250,0.018525,2.52458,0.94478,0.00000,0.00000,-0.00060,0,0,1785933915,1,-0.086945,0.008570,-0.027643,0.123560,0.041132,-0.025566,-0.164748,-0.982731,0.084254,0.229021,-0.939076,0.256293,Swing,Swing,-1269438207,1.514489
20,22.785490,0.018248,2.59120,0.94812,0.00000,0.00000,-0.00041,0,0,1785933915,1,-0.084180,0.009243,-0.042360,0.123848,0.035374,0.004679,-0.159025,-0.986689,0.034005,0.221661,-0.926861,0.302978,Swing,Swing,-1269438207,1.531426
21,22.803850,0.018354,2.64755,0.95082,0.00000,0.00000,-0.00028,0,0,1785933915,1,-0.082004,0.009751,-0.056704,0.123083,0.030116,0.034833,-0.153826,-0.987986,-0.014885,0.214043,-0.915368,0.341009,Swing,Swing,-1269438207,1.548170
22,22.827230,0.023388,2.70606,0.95348,0.00000,0.04588,-0.00019,0,1,1785933915,1,-0.080112,0.010083,-0.071037,0.121264,0.024816,0.059602,-0.147635,-0.986998,-0.063559,0.207667,-0.910473,0.357650,Swing,Capture,-1269438207,1.565058
23,22.845580,0.018342,2.74306,0.95508,0.00000,0.10435,-0.00737,0,1,1785933915,1,-0.078110,0.006547,-0.088284,0.118330,0.013119,0.077591,-0.141138,-0.982554,-0.121113,0.200732,-0.919484,0.338018,Swing,Stance,-1269438207,1.586638
24,22.865130,0.019556,2.77495,0.95638,0.00000,0.15021,-0.01818,0,1,1785933915,1,-0.076532,0.000712,-0.100804,0.115342,0.000600,0.079845,-0.138278,-0.977686,-0.158141,0.195679,-0.932770,0.302738,Swing,Stance,-1269438207,1.603591
25,22.884420,0.019291,2.80103,0.95741,0.00000,0.10132,-0.03088,0,0,1785933915,1,-0.075214,-0.006101,-0.113865,0.111877,-0.001990,0.127663,-0.139530,-0.972482,-0.186575,0.193119,-0.901125,0.388174,Swing,Swing,-1269438207,1.621691
