frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,1.149315,0.160635,1.54808,0.93273,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.105858,0.064864,-0.059977,0.103773,0.006233,0.012095,-0.265241,-0.902601,0.339056,0.179532,-0.976397,0.120077,Stance,Stance,-1269438207,10.139160
1,1.182468,0.033153,1.78394,0.92519,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.109015,0.062979,-0.052824,0.100278,0.005328,0.009341,-0.270045,-0.896623,0.350917,0.172150,-0.978704,0.111820,Swing,Swing,-1269438207,0.005359
2,1.204320,0.021852,1.93670,0.92409,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112381,0.047898,-0.008353,0.095004,0.004286,-0.018311,-0.260969,-0.873828,0.410269,0.163651,-0.985950,0.033481,Swing,Swing,-1269438207,0.038508
3,1.232779,0.028459,2.13590,0.92581,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113840,0.037899,0.025360,0.092034,0.004046,-0.036281,-0.251046,-0.861443,0.441465,0.159174,-0.987101,-0.017202,Swing,Swing,-1269438207,0.058667
4,1.254937,0.022158,2.28385,0.92875,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114534,0.029428,0.069575,0.089057,0.004131,-0.059719,-0.237787,-0.847246,0.475008,0.155719,-0.984518,-0.080475,Swing,Swing,-1269438207,0.084165
5,1.275631,0.020694,2.41752,0.93233,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114440,0.026161,0.099674,0.087000,0.004336,-0.077348,-0.228881,-0.839981,0.491982,0.153655,-0.980083,-0.125812,Swing,Swing,-1269438207,0.104080
6,1.294780,0.019148,2.53087,0.93602,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114146,0.025401,0.127275,0.084984,0.004219,-0.093375,-0.221533,-0.833060,0.506888,0.151518,-0.974719,-0.164213,Swing,Swing,-1269438207,0.122752
7,1.314758,0.019978,2.63075,0.93987,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113906,0.026333,0.150565,0.083373,0.003775,-0.107635,-0.214519,-0.825675,0.521769,0.150412,-0.969132,-0.195345,Swing,Swing,-1269438207,0.140097
8,1.336420,0.021662,2.71563,0.94376,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113278,0.027726,0.170446,0.081769,0.003032,-0.122175,-0.206920,-0.816208,0.539434,0.149981,-0.962977,-0.224013,Swing,Swing,-1269438207,0.158268
9,1.356292,0.019872,2.77354,0.94692,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.112470,0.028866,0.187233,0.079656,0.002066,-0.138343,-0.198318,-0.799378,0.567155,0.148883,-0.955784,-0.253594,Swing,Swing,-1269438207,0.178052
