frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown,animatorState,normalizedTime,inTransition,nextState,nextNormalizedTime,primaryClip,primaryClipWeight,secondaryClip,secondaryClipWeight,discontinuity
0,3.691839,0.048444,0.57565,0.79335,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.106538,0.058837,-0.058023,0.102713,0.007279,0.012724,0.000000,0.000000,-0.263253,-0.910540,0.318772,0.177240,-0.974473,0.137799,Stance,Stance,0.000000,0.000000,-1269438207,33.535190,0,0,0.000000,XBot Walk Neutral,0.918235,Walking,0.081765,0
1,3.718960,0.027121,0.91976,0.82451,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.096470,0.041955,-0.082247,0.106633,0.004317,0.063105,0.000000,0.000000,-0.249572,-0.950374,0.185752,0.183585,-0.958732,0.217096,Swing,Swing,0.000000,0.000000,-1269438207,33.654860,0,0,0.000000,XBot Walk Neutral,0.712175,Walking,0.287825,0
2,3.740758,0.021798,1.28269,0.85434,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.090589,0.031645,-0.112546,0.108605,0.000568,0.104249,0.000000,0.000000,-0.237223,-0.968764,0.072268,0.187768,-0.938055,0.291197,Swing,Swing,0.000000,0.000000,-1269438207,33.700200,0,0,0.000000,XBot Walk Neutral,0.540120,Walking,0.459880,0
3,3.760140,0.019382,1.66680,0.88219,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.082190,0.021144,-0.148459,0.108592,-0.004386,0.136642,0.000000,0.000000,-0.210582,-0.975106,-0.069448,0.184680,-0.910247,0.370600,Swing,Swing,0.000000,0.000000,-1269438207,33.727800,0,0,0.000000,XBot Walk Neutral,0.358654,Walking,0.641347,0
4,3.780251,0.020111,2.08149,0.91048,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.069815,0.018405,-0.188620,0.104934,-0.000631,0.178237,0.000000,0.000000,-0.168798,-0.958787,-0.228550,0.168995,-0.861638,0.478562,Swing,Swing,0.000000,0.000000,-1269438207,33.747520,0,0,0.000000,XBot Walk Neutral,0.166598,Walking,0.833402,0
5,3.800564,0.020313,2.48905,0.93735,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.055171,0.025824,-0.226533,0.097932,0.010960,0.217213,0.000000,0.000000,-0.118345,-0.918885,-0.376357,0.142267,-0.802407,0.579572,Swing,Swing,0.000000,0.000000,-1269438207,33.765240,0,0,0.000000,Walking,0.979628,Walking,0.020372,0
6,3.822420,0.021857,2.89635,0.96372,0.00000,0.00000,0.00000,0.00000,0,0,1,1785933915,1,-0.054860,0.039939,-0.234860,0.100194,0.012055,0.206968,0.000000,0.000000,-0.127793,-0.921008,-0.367985,0.141113,-0.807525,0.572704,Swing,Swing,0.000000,0.000000,-1269438207,33.783670,0,0,0.000000,Walking,0.877738,Walking,0.122263,0
7,3.852814,0.030394,3.38475,0.99551,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.058391,0.059124,-0.237398,0.104239,0.013524,0.194577,0.000000,0.000000,-0.159830,-0.938228,-0.306892,0.146302,-0.815203,0.560392,Swing,Swing,0.000000,0.000000,-1269438207,33.804050,0,0,0.000000,Walking,0.775914,Walking,0.224087,0
8,3.875612,0.022798,3.63228,1.01131,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.063383,0.076946,-0.232856,0.109167,0.013085,0.173203,0.000000,0.000000,-0.186335,-0.952133,-0.242325,0.159889,-0.838548,0.520839,Swing,Swing,0.000000,0.000000,-1269438207,33.833340,0,0,0.000000,Walking,0.653813,Walking,0.346187,0
9,3.897457,0.021845,3.76016,1.01872,0.00000,0.00000,0.00000,0.00000,0,0,1,1177736,1,-0.068996,0.086630,-0.222798,0.111670,0.013078,0.154278,0.000000,0.000000,-0.209772,-0.961298,-0.178613,0.164570,-0.854774,0.492217,Swing,Swing,0.000000,0.000000,-1269438207,33.855650,0,0,0.000000,Walking,0.591931,Walking,0.408069,0
