frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
0,1.009423,0.109402,0.56812,0.91303,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.105929,0.064866,-0.059942,0.103691,0.006210,0.012154,-0.265425,-0.902523,0.339120,0.179340,-0.976414,0.120223,Stance,Stance,-1269438207,10.125120
1,1.034348,0.024925,0.72079,0.89495,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108905,0.063405,-0.053864,0.100396,0.005354,0.009995,-0.270219,-0.897139,0.349461,0.172311,-0.978455,0.113735,Swing,Swing,-1269438207,0.011997
2,1.052719,0.018372,0.83327,0.88638,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111625,0.050271,-0.024821,0.097852,0.004472,-0.008141,-0.263077,-0.886366,0.380981,0.169765,-0.983498,0.062538,Swing,Swing,-1269438207,0.068651
3,1.071347,0.018627,0.95176,0.88219,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.113688,0.039011,0.000168,0.096575,0.003785,-0.024712,-0.255658,-0.881482,0.397025,0.170499,-0.985190,0.018194,Swing,Swing,-1269438207,0.104841
4,1.091912,0.020565,1.08981,0.88238,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.116404,0.028642,0.028200,0.095297,0.002614,-0.043176,-0.248303,-0.875870,0.413759,0.171152,-0.984873,-0.027061,Swing,Swing,-1269438207,0.137112
5,1.113793,0.021881,1.24442,0.88653,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.119945,0.020342,0.056718,0.094010,0.000786,-0.065294,-0.239149,-0.867763,0.435656,0.172133,-0.982132,-0.076079,Swing,Swing,-1269438207,0.168494
6,1.138951,0.025158,1.42926,0.89412,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.122904,0.015610,0.088792,0.091870,-0.001630,-0.092397,-0.229168,-0.845033,0.483116,0.171373,-0.976256,-0.132496,Swing,Swing,-1269438207,0.198085
7,1.160720,0.021769,1.59696,0.90216,0.06290,0.00000,-0.00816,1,0,1785933915,1,-0.121996,0.001644,0.110517,0.087881,-0.008954,-0.125719,-0.220672,-0.831608,0.509640,0.167318,-0.964856,-0.202625,Capture,Swing,-1269438207,0.228159
8,1.181428,0.020708,1.76272,0.91051,0.11732,0.00000,-0.02140,1,0,1785933915,1,-0.119001,-0.011976,0.106584,0.084074,-0.006706,-0.155962,-0.216358,-0.848180,0.483508,0.164915,-0.950162,-0.264565,Stance,Swing,-1269438207,0.251769
9,1.199921,0.018494,1.90758,0.91784,0.16909,0.00000,-0.03466,1,0,1785933915,1,-0.117281,-0.023392,0.089799,0.079400,0.000840,-0.183466,-0.215500,-0.872512,0.438501,0.158905,-0.932708,-0.323736,Stance,Swing,-1269438207,0.272383
10,1.215866,0.015945,2.02550,0.92374,0.12285,0.00000,-0.04526,0,0,1785933915,1,-0.114018,-0.019872,0.126290,0.075122,0.010523,-0.204839,-0.204177,-0.837446,0.506948,0.152463,-0.915810,-0.371547,Swing,Swing,-1269438207,0.289578
11,1.233904,0.018038,2.14944,0.92982,0.08299,0.00000,-0.05293,0,0,1785933915,1,-0.112024,-0.016780,0.147073,0.072638,0.018858,-0.218520,-0.196486,-0.816866,0.542331,0.149951,-0.905532,-0.396897,Swing,Swing,-1269438207,0.303832
12,1.250926,0.017022,2.25589,0.93492,0.03790,0.00000,-0.05446,0,0,1785933915,1,-0.112277,-0.013024,0.150147,0.074158,0.025954,-0.221515,-0.194601,-0.811513,0.550978,0.155051,-0.906641,-0.392379,Swing,Swing,-1269438207,0.320063
13,1.268315,0.017389,2.35334,0.93947,0.00000,0.00000,-0.04903,0,0,1785933915,1,-0.112729,-0.009313,0.142203,0.076293,0.034549,-0.223563,-0.194361,-0.812958,0.548930,0.161046,-0.910036,-0.381967,Swing,Swing,-1269438207,0.335464
