frame,time,dt,speed,gaitRate,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,animatorState,normalizedTime
62,2.299593,0.019982,0.27805,0.98620,0.00000,0.00000,-0.00432,0,0,1785933915,1,-0.103570,0.048379,-0.059550,0.105023,0.007049,0.017460,-0.253113,-0.926272,0.279201,0.182167,-0.969576,0.163519,Stance,Stance,-1269438207,1.549939
63,2.322481,0.022889,0.20010,0.98938,0.00000,0.00000,-0.00297,0,0,1785933915,1,-0.102760,0.052199,-0.070797,0.104226,0.002516,0.038250,-0.262844,-0.926950,0.267726,0.178837,-0.969270,0.168915,Stance,Stance,-1269438207,1.664276
64,2.346926,0.024445,0.13972,0.99208,0.00000,0.00000,-0.00191,0,0,1785933915,1,-0.106287,0.062598,-0.076263,0.103948,0.003629,0.026273,-0.270994,-0.918919,0.286621,0.178127,-0.971452,0.156691,Stance,Stance,-1269438207,1.834055
65,2.369027,0.022101,0.10041,0.99399,0.00000,0.00000,-0.00118,0,0,1785933915,1,-0.109113,0.061534,-0.052376,0.100406,0.004703,0.009072,-0.269494,-0.897310,0.349581,0.172672,-0.978689,0.111138,Stance,Stance,-1269438207,2.069058
66,2.392444,0.023417,0.07038,0.99555,0.00000,0.00000,-0.00076,0,0,1785933915,1,-0.109972,0.060590,-0.050596,0.101811,0.004642,0.000250,-0.268529,-0.896899,0.351375,0.176624,-0.979501,0.096861,Stance,Stance,-1269438207,2.332030
67,2.419139,0.026695,0.04666,0.99687,0.00000,0.00000,-0.00047,0,0,1785933915,1,-0.107019,0.062347,-0.061699,0.101809,0.004706,0.019495,-0.269499,-0.906562,0.324832,0.174439,-0.975500,0.134058,Stance,Stance,-1269438207,2.672249
68,2.443783,0.024644,0.03179,0.99775,0.00000,0.00000,-0.00027,0,0,1785933915,1,-0.109008,0.062787,-0.054785,0.100778,0.005161,0.010379,-0.269933,-0.898649,0.345783,0.173375,-0.978083,0.115303,Stance,Stance,-1269438207,3.141879
69,2.467267,0.023484,0.02197,0.99837,0.00000,0.00000,-0.00016,0,0,1785933915,1,-0.107730,0.064151,-0.059527,0.101212,0.005356,0.015432,-0.270177,-0.902368,0.335762,0.173434,-0.976612,0.127078,Stance,Stance,-1269438207,3.641377
70,2.491339,0.024072,0.01500,0.99883,0.00000,0.00000,-0.00010,0,0,1785933915,1,-0.108801,0.064028,-0.056664,0.100888,0.005330,0.011624,-0.270407,-0.899115,0.344199,0.173305,-0.977683,0.118747,Stance,Stance,-1269438207,4.170392
71,2.512411,0.021072,0.01071,0.99913,0.00000,0.00000,-0.00006,0,0,1785933915,1,-0.108210,0.064995,-0.059599,0.101059,0.005286,0.014217,-0.271018,-0.900971,0.338823,0.173121,-0.976938,0.124987,Stance,Stance,-1269438207,4.759262
72,2.538944,0.026533,0.00699,0.99940,0.00000,0.00000,-0.00004,0,0,1785933915,1,-0.108582,0.064952,-0.057679,0.100986,0.005451,0.011816,-0.270771,-0.899132,0.343866,0.173322,-0.977564,0.119704,Stance,Stance,-1269438207,5.303447
73,2.560219,0.021276,0.00000,0.99956,0.00000,0.00000,-0.00002,0,0,1785933915,1,-0.108398,0.065265,-0.058675,0.100947,0.005521,0.013152,-0.270869,-0.899789,0.342066,0.173104,-0.977231,0.122696,Stance,Stance,-1269438207,6.023489
74,2.582726,0.022506,0.00000,0.99968,0.00000,0.00000,-0.00001,0,0,1785933915,1,-0.108390,0.065718,-0.058360,0.100816,0.005535,0.012906,-0.271229,-0.898877,0.344174,0.172706,-0.977394,0.121956,Stance,Stance,-1269438207,6.661477
75,2.609584,0.026858,0.00000,0.99979,0.00000,0.00000,-0.00001,0,0,1785933915,1,-0.108389,0.065567,-0.058576,0.100875,0.005571,0.013121,-0.271065,-0.899359,0.343042,0.172879,-0.977304,0.122432,Stance,Stance,-1269438207,7.336452
76,2.630043,0.020459,0.00000,0.99984,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108386,0.065399,-0.058745,0.100934,0.005562,0.013235,-0.270928,-0.899742,0.342145,0.173049,-0.977227,0.122808,Stance,Stance,-1269438207,8.142019
77,2.653430,0.023387,0.00000,0.99989,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065687,-0.058384,0.100828,0.005530,0.012910,-0.271207,-0.898934,0.344041,0.172739,-0.977381,0.122012,Stance,Stance,-1269438207,8.755692
78,2.675275,0.021845,0.00000,0.99992,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065665,-0.058463,0.100841,0.005568,0.013022,-0.271154,-0.899104,0.343638,0.172781,-0.977353,0.122183,Stance,Stance,-1269438207,9.457229
79,2.693616,0.018341,0.00000,0.99994,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108386,0.065381,-0.058763,0.100942,0.005559,0.013241,-0.270913,-0.899782,0.342052,0.173071,-0.977218,0.122847,Stance,Stance,-1269438207,10.112530
80,2.714643,0.021028,0.00000,0.99995,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065724,-0.058360,0.100816,0.005542,0.012906,-0.271229,-0.898877,0.344174,0.172706,-0.977394,0.121957,Stance,Stance,-1269438207,10.662720
81,2.736511,0.021868,0.00000,0.99997,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108388,0.065533,-0.058618,0.100888,0.005574,0.013155,-0.271030,-0.899454,0.342819,0.172918,-0.977286,0.122525,Stance,Stance,-1269438207,11.293520
82,2.764144,0.027633,0.00000,0.99998,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108387,0.065431,-0.058660,0.100921,0.005527,0.013111,-0.270986,-0.899558,0.342581,0.173009,-0.977257,0.122624,Stance,Stance,-1269438207,11.949540
83,2.791510,0.027366,0.00000,0.99999,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065674,-0.058400,0.100834,0.005532,0.012919,-0.271194,-0.898970,0.343957,0.172757,-0.977374,0.122046,Stance,Stance,-1269438207,12.778500
84,2.814703,0.023193,0.00000,0.99999,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065723,-0.058373,0.100818,0.005549,0.012928,-0.271220,-0.898905,0.344108,0.172711,-0.977390,0.121984,Stance,Stance,-1269438207,13.599480
85,2.838498,0.023794,0.00000,0.99999,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108388,0.065533,-0.058616,0.100888,0.005575,0.013153,-0.271033,-0.899449,0.342830,0.172917,-0.977286,0.122521,Stance,Stance,-1269438207,14.295270
86,2.859550,0.021052,0.00000,1.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108385,0.065317,-0.058793,0.100962,0.005532,0.013224,-0.270880,-0.899858,0.341876,0.173128,-0.977199,0.122920,Stance,Stance,-1269438207,15.009090
87,2.883584,0.024034,0.00000,1.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065726,-0.058362,0.100816,0.005546,0.012912,-0.271228,-0.898881,0.344164,0.172706,-0.977394,0.121960,Stance,Stance,-1269438207,15.640660
88,2.910590,0.027005,0.00000,1.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108389,0.065591,-0.058551,0.100867,0.005574,0.013101,-0.271085,-0.899303,0.343173,0.172856,-0.977315,0.122377,Stance,Stance,-1269438207,16.361680
89,2.935779,0.025190,0.00000,1.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108387,0.065426,-0.058724,0.100926,0.005568,0.013226,-0.270946,-0.899693,0.342258,0.173027,-0.977236,0.122763,Stance,Stance,-1269438207,17.171840
90,2.959661,0.023882,0.00000,1.00000,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108387,0.065474,-0.058610,0.100905,0.005526,0.013072,-0.271026,-0.899446,0.342844,0.172961,-0.977279,0.122513,Stance,Stance,-1269438207,17.927530
91,2.986664,0.027003,0.08842,0.98327,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108390,0.065727,-0.058361,0.100816,0.005544,0.012911,-0.271229,-0.898879,0.344167,0.172705,-0.977394,0.121960,Stance,Stance,-1269438207,18.643970
92,3.013410,0.026746,0.26696,0.95272,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.108280,0.065515,-0.059574,0.101050,0.005552,0.013692,-0.270852,-0.900446,0.340348,0.173249,-0.976986,0.124435,Swing,Swing,-1269438207,18.986380
93,3.038043,0.024634,0.46537,0.92706,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.111571,0.052275,-0.035749,0.099854,0.004242,-0.002822,-0.265125,-0.893419,0.362645,0.174242,-0.981414,0.080409,Swing,Swing,-1269438207,19.139130
94,3.064663,0.026620,0.72790,0.91054,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.117641,0.037189,-0.009673,0.100332,-0.000902,-0.031784,-0.257657,-0.882804,0.392771,0.179878,-0.983531,0.017655,Swing,Swing,-1269438207,19.224980
95,3.091495,0.026832,1.01005,0.90661,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.118224,0.030101,0.012730,0.100777,0.004062,-0.073992,-0.249040,-0.875716,0.413643,0.186517,-0.980083,-0.068177,Swing,Swing,-1269438207,19.285990
96,3.115555,0.024060,1.24805,0.91133,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.118389,0.026925,0.028161,0.099154,0.015735,-0.114315,-0.240195,-0.872764,0.424959,0.188840,-0.972274,-0.137924,Swing,Swing,-1269438207,19.331180
97,3.138148,0.022594,1.45876,0.92128,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.116892,0.025007,0.036740,0.099038,0.027285,-0.140028,-0.231659,-0.867992,0.439231,0.194590,-0.967578,-0.161021,Swing,Swing,-1269438207,19.364530
98,3.159131,0.020983,1.64777,0.93382,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.114040,0.021141,0.039179,0.102268,0.038347,-0.148374,-0.221847,-0.877999,0.424149,0.208547,-0.968622,-0.135199,Swing,Swing,-1269438207,19.391820
99,3.182564,0.023434,1.88024,0.95099,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.110354,0.017166,0.040972,0.105766,0.047471,-0.147760,-0.210925,-0.893079,0.397392,0.220291,-0.970828,-0.094682,Swing,Swing,-1269438207,19.414680
100,3.203455,0.020891,2.01631,0.96290,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.105148,0.011772,0.038696,0.110068,0.056821,-0.139400,-0.199096,-0.917940,0.343143,0.232515,-0.972169,-0.028710,Swing,Swing,-1269438207,19.437570
101,3.225778,0.022323,1.97538,0.95888,0.00000,0.00000,0.00000,0,0,1785933915,1,-0.100341,0.008709,0.027571,0.114639,0.058873,-0.119359,-0.190337,-0.941678,0.277514,0.239377,-0.969708,0.048626,Swing,Swing,-1269438207,19.457040
