frame,health,load,pinSeconds,physical,blocked,authority,canDamage,contacts,sleepingContacts,recorded,discarded,stoneSleeping,stoneMass,receiverBodies,receiverColliders
347,17.8533,877.6492,1.25,True,True,True,True,2,0,749,6,False,90,11,0
348,17.4933,900.7299,1.25,True,True,True,True,2,0,751,6,False,90,11,0
349,17.1333,895.8175,1.25,True,True,True,True,2,0,753,6,False,90,11,0
350,16.78522,852.8041,1.25,True,True,True,True,2,0,755,6,False,90,11,0
351,16.45622,806.0454,1.25,True,True,True,True,2,0,757,6,False,90,11,0
352,16.14703,757.5168,1.25,True,True,True,True,2,0,759,6,False,90,11,0
353,15.85654,711.6998,1.25,True,True,True,True,2,0,761,6,False,90,11,0
354,15.57883,680.381,1.25,True,True,True,True,2,0,763,6,False,90,11,0
355,15.30621,667.9171,1.25,True,True,True,True,2,0,765,6,False,90,11,0
356,15.03193,671.9861,1.25,True,True,True,True,2,0,767,6,False,90,11,0
357,14.75279,683.9109,1.25,True,True,True,True,2,0,769,6,False,90,11,0
358,14.46557,703.6894,1.25,True,True,True,True,2,0,771,6,False,90,11,0
359,14.1703,723.4037,1.25,True,True,True,True,2,0,773,6,False,90,11,0
360,13.86924,737.5939,1.25,True,True,True,True,2,0,775,6,False,90,11,0
361,13.56478,745.9343,1.25,True,True,True,True,2,0,777,6,False,90,11,0
362,13.25951,747.9147,1.25,True,True,True,True,2,0,779,6,False,90,11,0
363,12.95547,744.901,1.25,True,True,True,True,2,0,781,6,False,90,11,0
364,12.65398,738.6398,1.25,True,True,True,True,2,0,783,6,False,90,11,0
365,12.35509,732.2745,1.25,True,True,True,True,2,0,785,6,False,90,11,0
366,12.05827,727.2108,1.25,True,True,True,True,2,0,787,6,False,90,11,0
367,11.76301,723.4039,1.25,True,True,True,True,2,0,789,6,False,90,11,0
368,11.4686,721.2936,1.25,True,True,True,True,2,0,791,6,False,90,11,0
369,11.17416,721.3749,1.25,True,True,True,True,2,0,793,6,False,90,11,0
370,10.87889,723.4077,1.25,True,True,True,True,2,0,795,6,False,90,11,0
371,10.58209,727.1611,1.25,True,True,True,True,2,0,797,6,False,90,11,0
372,10.28484,728.2729,1.25,True,True,True,True,2,0,799,6,False,90,11,0
373,9.986301,731.4192,1.25,True,True,True,True,2,0,801,6,False,90,11,0
374,9.687768,731.4063,1.25,True,True,True,True,2,0,803,6,False,90,11,0
375,9.389104,731.727,1.25,True,True,True,True,2,0,805,6,False,90,11,0
376,9.090279,732.1227,1.25,True,True,True,True,2,0,807,6,False,90,11,0
377,8.791534,731.923,1.25,True,True,True,True,2,0,809,6,False,90,11,0
378,8.493114,731.1282,1.25,True,True,True,True,2,0,811,6,True,90,11,0
379,8.301273,470.0112,1.25,True,True,True,True,2,2,813,6,True,90,11,0
380,8.301273,194.9962,1.25,True,True,True,True,2,2,814,6,True,90,11,0
381,8.301273,20.32667,1.25,True,True,True,True,2,2,814,6,True,90,11,0
382,8.301273,20.32667,1.25,True,True,True,True,2,2,814,6,True,90,11,0
383,8.301273,20.32667,1.25,True,True,True,True,2,2,814,6,False,90,11,0
384,8.301273,20.32667,1.25,True,True,True,True,2,0,815,6,False,90,11,0
385,8.301273,22.11325,1.25,True,True,True,True,2,0,816,6,False,90,11,0
386,8.141273,385.5255,1.25,True,True,True,True,1,0,817,7,False,90,11,0
387,7.869652,665.4735,1.25,True,True,True,True,1,0,818,7,False,90,11,0
388,7.525988,841.9766,1.25,True,True,True,True,1,0,819,7,False,90,11,0
389,7.165988,940.2937,1.25,True,True,True,True,1,0,820,7,False,90,11,0
390,6.805989,972.308,1.25,True,True,True,True,1,0,821,7,False,90,11,0
391,6.445989,920.8691,1.25,True,True,True,True,1,0,822,7,False,90,11,0
392,6.099279,849.4392,1.25,True,True,True,True,1,0,823,7,False,90,11,0
393,5.778951,784.8059,1.25,True,True,True,True,1,0,824,7,False,90,11,0
394,5.483086,724.8691,1.25,True,True,True,True,1,0,825,7,False,90,11,0
395,5.205265,680.6613,1.25,True,True,True,True,1,0,826,7,False,90,11,0
396,4.937519,655.978,1.25,True,True,True,True,1,0,827,7,False,90,11,0
397,4.68066,629.3057,1.25,True,True,True,True,1,0,828,7,False,90,11,0
398,4.423483,630.0826,1.25,True,True,True,True,1,0,829,7,False,90,11,0
399,4.154065,660.0752,1.25,True,True,True,True,1,0,830,7,False,90,11,0
400,3.871897,691.3128,1.25,True,True,True,True,1,0,831,7,False,90,11,0
401,3.583955,705.4586,1.25,True,True,True,True,1,0,832,7,False,90,11,0
402,3.296458,704.3677,1.25,True,True,True,True,1,0,833,7,False,90,11,0
403,3.01407,691.8516,1.25,True,True,True,True,1,0,834,7,False,90,11,0
404,2.734758,684.3128,1.25,True,True,True,True,1,0,835,7,False,90,11,0
405,2.457303,679.7669,1.25,True,True,True,True,1,0,836,7,False,90,11,0
406,2.180239,678.8063,1.25,True,True,True,True,1,0,837,7,False,90,11,0
407,1.902677,680.0272,1.25,True,True,True,True,1,0,838,7,False,90,11,0
408,1.624239,682.1735,1.25,True,True,True,True,1,0,839,7,False,90,11,0
409,1.344993,684.1518,1.25,True,True,True,True,1,0,840,7,False,90,11,0
410,1.064812,686.4448,1.25,True,True,True,True,1,0,841,7,False,90,11,0
411,0.7840312,687.9135,1.25,True,True,True,True,1,0,842,7,False,90,11,0
412,0.5026307,689.4313,1.25,True,True,True,True,1,0,843,7,False,90,11,0
413,0.2212721,689.3289,1.25,True,True,True,True,1,0,844,7,False,90,11,0
414,0,688.1895,1.25,True,True,True,False,1,0,847,7,False,90,11,0
