sequence,frame,seconds,source_id,events,selected_region,angle_deg,peak_displacement_m,stone_x,stone_y,stone_z,aim_bone_x,aim_bone_y,aim_bone_z,contact_x,contact_y,contact_z,incoming_x,incoming_y,incoming_z,response,first_surface
RightArm,18,0.6000,2899181832,1,5,7.9348,0.12000,-0.5021,70.3138,4.7021,0.0088,70.3147,4.4104,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,19,0.6333,2899181832,1,5,2.7963,0.12000,-0.4879,70.3210,4.7395,-0.0121,70.3104,4.4104,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,20,0.6667,2899181832,1,5,1.2240,0.12000,-0.4809,70.3246,4.7582,-0.0261,70.3076,4.4097,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,21,0.7000,2899181832,1,5,0.3956,0.12000,-0.4667,70.3318,4.7955,-0.0423,70.2910,4.4080,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,22,0.7333,2899181832,1,5,0.6841,0.12000,-0.4525,70.3390,4.8329,-0.0529,70.2869,4.4075,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,23,0.7667,2899181832,1,5,0.4511,0.12000,-0.4454,70.3426,4.8516,-0.0574,70.2834,4.4076,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,24,0.8000,2899181832,1,5,0.2131,0.12000,-0.4313,70.3498,4.8890,-0.0610,70.2795,4.4075,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,25,0.8333,2899181832,1,5,0.0000,0.12000,-0.4171,70.3570,4.9264,-0.0625,70.2771,4.4079,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,26,0.8667,2899181832,1,5,0.0000,0.12000,-0.4100,70.3606,4.9450,-0.0629,70.2755,4.4080,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,27,0.9000,2899181832,1,5,0.0000,0.12000,-0.3959,70.3678,4.9824,-0.0633,70.2738,4.4080,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,28,0.9333,2899181832,1,5,0.0000,0.12000,-0.3817,70.3751,5.0198,-0.0636,70.2723,4.4079,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,29,0.9667,2899181832,1,5,0.0000,0.12000,-0.3746,70.3787,5.0385,-0.0637,70.2712,4.4077,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,30,1.0000,2899181832,1,5,0.0000,0.12000,-0.3604,70.3859,5.0759,-0.0639,70.2700,4.4076,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,31,1.0333,2899181832,1,5,0.0000,0.12000,-0.3463,70.3931,5.1132,-0.0641,70.2689,4.4075,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,32,1.0667,2899181832,1,5,0.0000,0.12000,-0.3392,70.3967,5.1319,-0.0637,70.2700,4.4087,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,33,1.1000,2899181832,1,5,0.0000,0.12000,-0.3250,70.4039,5.1693,-0.0632,70.2717,4.4102,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,34,1.1333,2899181832,1,5,0.0000,0.12000,-0.3109,70.4111,5.2067,-0.0627,70.2735,4.4116,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,35,1.1667,2899181832,1,5,0.0000,0.12000,-0.3038,70.4147,5.2254,-0.0622,70.2753,4.4127,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,36,1.2000,2899181832,1,5,0.0000,0.12000,-0.2896,70.4219,5.2627,-0.0619,70.2770,4.4137,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,37,1.2333,2899181832,1,5,0.0000,0.12000,-0.2754,70.4291,5.3001,-0.0618,70.2784,4.4146,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,38,1.2667,2899181832,1,5,0.0000,0.12000,-0.2684,70.4327,5.3188,-0.0617,70.2793,4.4152,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,39,1.3000,2899181832,1,5,0.0000,0.12000,-0.2542,70.4399,5.3562,-0.0617,70.2801,4.4156,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,40,1.3333,2899181832,1,5,0.0000,0.12000,-0.2400,70.4471,5.3935,-0.0618,70.2807,4.4157,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,41,1.3667,2899181832,1,5,0.0000,0.12000,-0.2329,70.4507,5.4122,-0.0619,70.2811,4.4156,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,42,1.4000,2899181832,1,5,0.0000,0.12000,-0.2188,70.4579,5.4496,-0.0622,70.2813,4.4152,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,43,1.4333,2899181832,1,5,0.0000,0.12000,-0.2046,70.4651,5.4870,-0.0626,70.2813,4.4147,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,44,1.4667,2899181832,1,5,0.0000,0.12000,-0.1975,70.4687,5.5057,-0.0629,70.2813,4.4141,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,45,1.5000,2899181832,1,5,0.0000,0.12000,-0.1833,70.4759,5.5430,-0.0634,70.2813,4.4134,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,46,1.5333,2899181832,1,5,0.0000,0.12000,-0.1692,70.4831,5.5804,-0.0639,70.2811,4.4127,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightArm,47,1.5667,2899181832,1,5,0.0000,0.12000,-0.1621,70.4867,5.5991,-0.0642,70.2809,4.4118,-0.7768,70.2681,4.4310,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,0,0.0000,2899181832,0,5,0.0000,0.12000,0.0000,0.0000,0.0000,-0.2721,69.5298,4.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,1,0.0333,2899181832,0,5,0.0000,0.12000,0.0000,0.0000,0.0000,-0.2721,69.5299,4.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,2,0.0667,2899181832,0,5,0.0000,0.12000,0.0000,0.0000,0.0000,-0.2721,69.5298,4.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,3,0.1000,2899181832,0,5,0.0000,0.12000,0.0000,0.0000,0.0000,-0.2720,69.5298,4.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,4,0.1333,2899181832,0,5,0.0000,0.12000,0.0000,0.0000,0.0000,-0.2719,69.5298,4.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,5,0.1667,2899181833,0,5,0.0000,0.12000,1.1281,69.5363,4.0176,-0.2718,69.5297,4.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,6,0.2000,2899181833,0,5,0.0000,0.12000,0.7281,69.5345,4.0175,-0.2717,69.5297,4.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,7,0.2333,2899181833,0,5,0.0000,0.12000,0.3281,69.5326,4.0174,-0.2715,69.5297,4.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,8,0.2667,2899181833,0,5,0.0000,0.12000,0.1281,69.5317,4.0173,-0.2715,69.5297,4.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
LeftLeg,9,0.3000,2899181833,1,8,22.0003,0.08000,-0.1508,69.4987,3.9241,-0.4674,69.5328,4.1518,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,10,0.3333,2899181833,1,8,22.0004,0.08000,-0.4523,69.4703,3.8433,-0.5344,69.5229,4.1766,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,11,0.3667,2899181833,1,8,22.0009,0.08000,-0.6051,69.4572,3.8067,-0.4714,69.4213,4.2757,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,12,0.4000,2899181833,1,8,21.9765,0.08000,-0.9106,69.4310,3.7337,-0.4411,69.4237,4.2567,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,13,0.4333,2899181833,1,8,21.5194,0.08000,-1.2161,69.4048,3.6606,-0.3872,69.4447,4.1837,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,14,0.4667,2899181833,1,8,17.9355,0.08000,-1.3689,69.3918,3.6241,-0.3682,69.4505,4.1696,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,15,0.5000,2899181833,1,8,11.0933,0.08000,-1.6744,69.3656,3.5510,-0.3286,69.4647,4.1463,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,16,0.5333,2899181833,1,8,7.6292,0.08000,-1.9799,69.3394,3.4779,-0.3167,69.4930,4.1275,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,17,0.5667,2899181833,1,8,9.2654,0.08000,-2.1327,69.3263,3.4414,-0.3305,69.5137,4.1236,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,18,0.6000,2899181833,1,8,8.5665,0.08000,-2.4382,69.3001,3.3683,-0.3407,69.5455,4.1117,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,19,0.6333,2899181833,1,8,5.8203,0.08000,-2.7417,69.2773,3.2956,-0.3509,69.5672,4.1036,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,20,0.6667,2899181833,1,8,3.8856,0.08000,-2.8946,69.2786,3.2601,-0.3612,69.5756,4.1014,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,21,0.7000,2899181833,1,8,1.7036,0.08000,-3.2003,69.2812,3.1890,-0.3717,69.5848,4.0980,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,22,0.7333,2899181833,1,8,0.6989,0.08000,-3.5060,69.2838,3.1179,-0.3794,69.5896,4.0971,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,23,0.7667,2899181833,1,8,0.3669,0.08000,-3.6589,69.2851,3.0824,-0.3843,69.5918,4.0980,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,24,0.8000,2899181833,1,8,0.1725,0.08000,-3.9646,69.2877,3.0113,-0.3875,69.5943,4.0983,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,25,0.8333,2899181833,1,8,0.0000,0.08000,-4.2704,69.2903,2.9402,-0.3889,69.5963,4.0985,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,26,0.8667,2899181833,1,8,0.0000,0.08000,-4.4233,69.2916,2.9047,-0.3897,69.5978,4.0984,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,27,0.9000,2899181833,1,8,0.0000,0.08000,-4.7290,69.2942,2.8336,-0.3898,69.5993,4.0978,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,28,0.9333,2899181833,1,8,0.0000,0.08000,-5.0347,69.2968,2.7625,-0.3875,69.5493,4.0948,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,29,0.9667,2899181833,1,8,0.0000,0.08000,-5.1876,69.2981,2.7270,-0.4109,69.5037,4.1276,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,30,1.0000,2899181833,1,8,0.0000,0.08000,-5.4933,69.3007,2.6559,-0.4181,69.4978,4.1353,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,31,1.0333,2899181833,1,8,0.0000,0.08000,-5.7991,69.3033,2.5848,-0.4234,69.4955,4.1384,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,32,1.0667,2899181833,1,8,0.0000,0.08000,-5.9520,69.3046,2.5493,-0.4266,69.4956,4.1381,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,33,1.1000,2899181833,1,8,0.0000,0.08000,-6.2577,69.3072,2.4782,-0.4284,69.4974,4.1356,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,34,1.1333,2899181833,1,8,0.0000,0.08000,-6.5634,69.3098,2.4071,-0.4287,69.5005,4.1316,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,35,1.1667,2899181833,1,8,0.0000,0.08000,-6.7163,69.3111,2.3716,-0.4280,69.5043,4.1268,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,36,1.2000,2899181833,1,8,0.0000,0.08000,-7.0221,69.3137,2.3005,-0.4265,69.5086,4.1214,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,37,1.2333,2899181833,1,8,0.0000,0.08000,-7.3278,69.3163,2.2294,-0.4246,69.5138,4.1151,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,38,1.2667,2899181833,1,8,0.0000,0.08000,-7.4807,69.3175,2.1938,-0.4225,69.5207,4.1071,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,39,1.3000,2899181833,1,8,0.0000,0.08000,-7.7864,69.3201,2.1228,-0.4194,69.5225,4.1049,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,40,1.3333,2899181833,1,8,0.0000,0.08000,-8.0921,69.3227,2.0517,-0.4194,69.5225,4.1049,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,41,1.3667,2899181833,1,8,0.0000,0.08000,-8.2450,69.3240,2.0161,-0.4195,69.5225,4.1051,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,42,1.4000,2899181833,1,8,0.0000,0.08000,-8.5508,69.3266,1.9451,-0.4195,69.5225,4.1052,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,43,1.4333,2899181833,1,8,0.0000,0.08000,-8.8565,69.3292,1.8740,-0.4195,69.5226,4.1053,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,44,1.4667,2899181833,1,8,0.0000,0.08000,-9.0094,69.3305,1.8384,-0.4195,69.5226,4.1056,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,45,1.5000,2899181833,1,8,0.0000,0.08000,-9.3151,69.3331,1.7674,-0.4196,69.5227,4.1058,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,46,1.5333,2899181833,1,8,0.0000,0.08000,-9.6208,69.3357,1.6963,-0.4196,69.5228,4.1061,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
LeftLeg,47,1.5667,2899181833,1,8,0.0000,0.08000,-9.7737,69.3370,1.6607,-0.4197,69.5228,4.1065,0.0253,69.5578,4.0955,-1.0000,-0.0047,-0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,0,0.0000,2899181833,0,8,0.0000,0.08000,0.0000,0.0000,0.0000,-0.5607,69.4292,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,1,0.0333,2899181833,0,8,0.0000,0.08000,0.0000,0.0000,0.0000,-0.5607,69.4291,4.4201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,2,0.0667,2899181833,0,8,0.0000,0.08000,0.0000,0.0000,0.0000,-0.5607,69.4289,4.4204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,3,0.1000,2899181833,0,8,0.0000,0.08000,0.0000,0.0000,0.0000,-0.5609,69.4287,4.4205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,4,0.1333,2899181833,0,8,0.0000,0.08000,0.0000,0.0000,0.0000,-0.5613,69.4284,4.4204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,5,0.1667,2899181834,0,8,0.0000,0.08000,-1.9613,69.4218,4.4200,-0.5617,69.4282,4.4203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,6,0.2000,2899181834,0,8,0.0000,0.08000,-1.5613,69.4237,4.4201,-0.5622,69.4278,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,7,0.2333,2899181834,0,8,0.0000,0.08000,-1.1613,69.4256,4.4202,-0.5626,69.4275,4.4197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,8,0.2667,2899181834,0,8,0.0000,0.08000,-0.9613,69.4265,4.4202,-0.5629,69.4272,4.4196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Ignore,
RightLeg,9,0.3000,2899181834,1,10,18.2183,0.08000,-0.7156,69.3734,4.4340,-0.2852,69.4508,4.5058,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,10,0.3333,2899181834,1,10,22.0245,0.08000,-0.5079,69.2972,4.4542,-0.1664,69.4864,4.4520,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,11,0.3667,2899181834,1,10,22.0062,0.08000,-0.4179,69.2474,4.4679,-0.1113,69.4851,4.3519,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,12,0.4000,2899181834,1,10,21.9864,0.08000,-0.2901,69.2095,4.5029,-0.1182,69.5190,4.2859,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,13,0.4333,2899181834,1,10,21.5267,0.08000,-0.2069,69.2116,4.5483,-0.1214,69.5499,4.2106,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,14,0.4667,2899181834,1,10,20.5995,0.08000,-0.1686,69.2102,4.5760,-0.0856,69.5651,4.1370,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,15,0.5000,2899181834,1,10,19.2474,0.08000,-0.0949,69.2064,4.6396,-0.1211,69.5728,4.0595,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,16,0.5333,2899181834,1,10,17.5837,0.08000,-0.0181,69.2026,4.7021,-0.1549,69.5505,3.9807,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,17,0.5667,2899181834,1,10,15.6713,0.08000,0.0222,69.2010,4.7293,-0.1383,69.5472,3.9662,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,18,0.6000,2899181834,1,10,13.4522,0.08000,0.1027,69.1979,4.7838,-0.2262,69.5017,4.0891,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,19,0.6333,2899181834,1,10,11.3956,0.08000,0.1832,69.1947,4.8384,-0.2389,69.4879,4.2041,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,20,0.6667,2899181834,1,10,9.1931,0.08000,0.2234,69.1932,4.8656,-0.2180,69.4755,4.2726,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,21,0.7000,2899181834,1,10,3.3398,0.08000,0.3039,69.1900,4.9201,-0.2287,69.4543,4.3468,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,22,0.7333,2899181834,1,10,2.8747,0.08000,0.3844,69.1868,4.9746,-0.2255,69.4503,4.3877,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,23,0.7667,2899181834,1,10,2.3792,0.08000,0.4246,69.1853,5.0019,-0.2169,69.4475,4.3969,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,24,0.8000,2899181834,1,10,1.5435,0.08000,0.5051,69.1821,5.0564,-0.2149,69.4461,4.4032,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,25,0.8333,2899181834,1,10,0.4546,0.08000,0.5856,69.1789,5.1109,-0.2158,69.4436,4.4048,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,26,0.8667,2899181834,1,10,0.0000,0.08000,0.6259,69.1774,5.1382,-0.2154,69.4363,4.4048,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,27,0.9000,2899181834,1,10,0.0000,0.08000,0.7063,69.1742,5.1927,-0.2168,69.4370,4.4071,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,28,0.9333,2899181834,1,10,0.0000,0.08000,0.7868,69.1710,5.2472,-0.2204,69.4382,4.4087,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,29,0.9667,2899181834,1,10,0.0000,0.08000,0.8271,69.1695,5.2744,-0.1797,69.4232,4.3915,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,30,1.0000,2899181834,1,10,0.0000,0.08000,0.9076,69.1663,5.3290,-0.1740,69.4209,4.3826,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,31,1.0333,2899181834,1,10,0.0000,0.08000,0.9880,69.1632,5.3835,-0.1733,69.4198,4.3734,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,32,1.0667,2899181834,1,10,0.0000,0.08000,1.0283,69.1616,5.4107,-0.1758,69.4196,4.3644,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,33,1.1000,2899181834,1,10,0.0000,0.08000,1.1088,69.1584,5.4652,-0.1809,69.4204,4.3554,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,34,1.1333,2899181834,1,10,0.0000,0.08000,1.1893,69.1553,5.5197,-0.1867,69.4215,4.3465,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,35,1.1667,2899181834,1,10,0.0000,0.08000,1.2295,69.1537,5.5470,-0.1930,69.4232,4.3381,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,36,1.2000,2899181834,1,10,0.0000,0.08000,1.3100,69.1505,5.6015,-0.1994,69.4253,4.3295,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,37,1.2333,2899181834,1,10,0.0000,0.08000,1.3905,69.1474,5.6560,-0.2068,69.4281,4.3202,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,38,1.2667,2899181834,1,10,0.0000,0.08000,1.4307,69.1458,5.6833,-0.2164,69.4323,4.3095,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,39,1.3000,2899181834,1,10,0.0000,0.08000,1.5112,69.1426,5.7378,-0.2171,69.4331,4.3040,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,40,1.3333,2899181834,1,10,0.0000,0.08000,1.5917,69.1395,5.7923,-0.2172,69.4332,4.3041,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,41,1.3667,2899181834,1,10,0.0000,0.08000,1.6320,69.1379,5.8195,-0.2172,69.4335,4.3044,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,42,1.4000,2899181834,1,10,0.0000,0.08000,1.7124,69.1347,5.8741,-0.2171,69.4336,4.3046,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,43,1.4333,2899181834,1,10,0.0000,0.08000,1.7929,69.1316,5.9286,-0.2171,69.4338,4.3049,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
RightLeg,44,1.4667,2899181834,1,10,0.0000,0.08000,1.8332,69.1300,5.9558,-0.2170,69.4340,4.3053,-0.8330,69.4716,4.4092,1.0000,0.0047,0.0003,Flinch,Rumble Linebreaker Bot
